,Rare Sapphire,Wizardry Tricks,Trending Power,Hardaway Gwennie,Banjo Jack,Denis The Menace,Spearhead Joe
11-01-2023 14:39:35.320175,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:36.353229,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:37.343878,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:38.306555,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:39.329639,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:40.348689,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:41.384642,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:42.400108,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:43.377854,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:44.346755,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:45.332896,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:46.372504,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:47.419133,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:48.475336,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:49.504203,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:50.576469,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:51.579492,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:52.541132,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:53.482693,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:39:54.508561,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:39:55.553071,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:39:56.567126,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:39:57.581065,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:39:58.592005,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:39:59.576121,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:00.610471,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:01.663461,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:02.723768,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:03.767460,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:04.732896,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:05.700251,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:06.751979,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:07.837870,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:08.917466,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:10.070758,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:11.111398,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:12.130097,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:13.109433,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:14.087143,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:15.103228,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:16.227014,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:17.265532,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:18.323569,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:19.345523,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:20.389236,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:21.372710,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:22.421254,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:23.451611,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:24.506235,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:25.661762,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:26.798682,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:27.893102,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:28.947318,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:29.982334,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:31.083699,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:32.193908,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:33.342296,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:34.406554,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:35.459429,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:36.515420,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:37.604438,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:38.706841,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:39.867567,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:41.022615,"(5.0, 9.2, 5.68)","(2.0, 3.0, 2.0555555555555554)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:42.174875,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:43.237155,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:44.235973,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:45.274905,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:46.398446,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:47.420731,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:48.490851,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:49.515389,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:50.550579,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:40:51.598999,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:52.697237,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:54.023802,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:55.334925,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:56.600432,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:57.742620,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:58.864155,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:40:59.923904,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:41:01.114896,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:41:02.270741,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:41:03.402872,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 24.666666666666664)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:41:04.538783,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 32.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 8.292307692307693)"
11-01-2023 14:41:05.567225,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:41:06.624194,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:41:07.755158,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:41:08.883569,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:41:10.021210,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:41:11.135975,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
11-01-2023 14:41:12.193219,"(5.0, 9.2, 5.68)","(2.0, 3.1, 2.021153846153846)","(5.0, 8.0, 5.333333333333333)","(11.0, 34.0, 26.0)","(13.0, 40.0, 24.444444444444443)","(16.0, 44.0, 24.666666666666664)","(5.0, 9.8, 5.8)"
