,Market Mate,Bring Me Roses,Max Inferno,Trip Me Up,Akuna Street,Mystical Skye,Gunai Redeemer,Mini Mango
12-01-2023 08:06:30.110829,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 13.08)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.266666666666666)","(7.5, 17.0, 14.545454545454547)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:31.130999,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 13.08)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.266666666666666)","(7.5, 17.0, 14.545454545454547)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:32.145338,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 13.08)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.266666666666666)","(7.5, 17.0, 14.545454545454547)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:33.202138,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 13.08)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.266666666666666)","(7.5, 17.0, 14.545454545454547)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:34.222662,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 13.08)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.266666666666666)","(7.5, 17.0, 14.545454545454547)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:35.352219,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 13.08)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.266666666666666)","(7.5, 17.0, 14.545454545454547)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:36.425247,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 13.08)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.266666666666666)","(7.5, 17.0, 14.545454545454547)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:37.608586,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 13.08)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.266666666666666)","(7.5, 17.0, 14.545454545454547)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:38.798933,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 13.08)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.266666666666666)","(7.5, 17.0, 14.545454545454547)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:39.944246,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 13.08)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.266666666666666)","(7.5, 17.0, 14.545454545454547)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:41.130368,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 13.08)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.266666666666666)","(7.5, 17.0, 14.545454545454547)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:42.319735,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 13.08)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.266666666666666)","(7.5, 17.0, 14.545454545454547)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:43.481641,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 13.08)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.266666666666666)","(7.5, 17.0, 14.545454545454547)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:44.681178,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 13.08)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.266666666666666)","(7.5, 17.0, 14.545454545454547)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:45.825690,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 13.08)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.266666666666666)","(7.5, 17.0, 14.545454545454547)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:47.100516,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 13.08)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.266666666666666)","(7.5, 17.0, 14.545454545454547)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:48.338552,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 11.05)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:06:49.598917,"(5.5, 9.8, 7.063636363636364)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 7.4, 6.96)"
12-01-2023 08:06:50.847116,"(5.5, 9.2, 7.35)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 8.4, 7.7142857142857135)"
12-01-2023 08:06:52.114727,"(5.5, 9.2, 7.35)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 8.2, 7.7142857142857135)"
12-01-2023 08:06:53.375135,"(5.5, 9.2, 7.35)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 8.2, 7.7142857142857135)"
12-01-2023 08:06:54.626346,"(5.5, 9.2, 7.35)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 8.2, 7.7142857142857135)"
12-01-2023 08:06:55.888755,"(5.5, 9.2, 7.35)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 8.2, 7.7142857142857135)"
12-01-2023 08:06:57.139112,"(5.5, 9.2, 7.35)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 8.2, 7.7142857142857135)"
12-01-2023 08:06:58.392371,"(5.5, 9.2, 7.35)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 8.2, 7.7142857142857135)"
12-01-2023 08:06:59.600976,"(5.5, 9.2, 7.35)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 8.2, 7.7142857142857135)"
12-01-2023 08:07:00.856621,"(5.5, 9.0, 8.3)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 8.2, 7.7142857142857135)"
12-01-2023 08:07:02.072553,"(5.5, 9.0, 8.3)","(4.4, 7.4, 5.26875)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 8.2, 7.7142857142857135)"
12-01-2023 08:07:03.252684,"(5.5, 9.0, 8.3)","(4.4, 7.2, 5.618181818181818)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 8.2, 7.7142857142857135)"
12-01-2023 08:07:04.416816,"(5.5, 9.0, 8.3)","(4.4, 7.0, 6.55)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 8.2, 7.7142857142857135)"
12-01-2023 08:07:05.647286,"(5.5, 9.0, 8.3)","(4.4, 7.0, 6.55)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 8.2, 7.7142857142857135)"
12-01-2023 08:07:06.807006,"(5.5, 9.0, 8.3)","(4.4, 7.0, 6.55)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 8.2, 7.7142857142857135)"
12-01-2023 08:07:07.975861,"(5.5, 9.0, 8.3)","(4.4, 7.0, 6.55)","(7.5, 14.5, 11.05)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 4.0)","(4.6, 8.2, 6.369230769230769)"
12-01-2023 08:07:09.120736,"(5.5, 9.0, 8.3)","(4.4, 7.0, 6.375)","(7.5, 14.5, 11.05)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.6, 3.675)","(4.6, 8.2, 6.16)"
12-01-2023 08:07:10.209817,"(5.5, 9.0, 6.9)","(4.4, 7.0, 6.841176470588236)","(7.5, 14.5, 11.05)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 10.166666666666666)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.62)","(4.6, 8.2, 6.16)"
12-01-2023 08:07:11.292646,"(5.5, 9.0, 6.733333333333333)","(4.4, 7.0, 6.841176470588236)","(7.5, 14.5, 13.6375)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 13.055555555555555)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.62)","(4.6, 8.2, 6.16)"
12-01-2023 08:07:12.324936,"(5.5, 9.0, 6.733333333333333)","(4.4, 6.8, 6.3)","(7.5, 14.5, 13.6375)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 13.055555555555555)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.2, 6.16)"
12-01-2023 08:07:13.438685,"(5.5, 9.0, 6.733333333333333)","(4.4, 6.8, 5.476470588235294)","(7.5, 14.5, 12.063636363636363)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 13.1)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.2, 6.16)"
12-01-2023 08:07:14.530206,"(5.5, 9.0, 6.733333333333333)","(4.4, 6.8, 5.476470588235294)","(7.5, 14.5, 12.063636363636363)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 13.1)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.2, 6.16)"
12-01-2023 08:07:15.685178,"(5.5, 9.0, 6.733333333333333)","(4.4, 6.2, 4.963636363636364)","(7.5, 14.5, 10.785714285714285)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 13.1)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.2, 6.72)"
12-01-2023 08:07:16.821694,"(5.5, 9.0, 6.733333333333333)","(4.4, 6.2, 4.963636363636364)","(7.5, 14.5, 10.785714285714285)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.06)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.72)"
12-01-2023 08:07:17.976320,"(5.5, 9.0, 6.733333333333333)","(4.4, 6.2, 4.963636363636364)","(7.5, 14.5, 10.785714285714285)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 11.98)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.72)"
12-01-2023 08:07:19.140078,"(5.5, 9.0, 6.733333333333333)","(4.4, 6.2, 4.963636363636364)","(7.5, 14.5, 10.785714285714285)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.466666666666667)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.72)"
12-01-2023 08:07:20.323565,"(5.5, 9.0, 6.449999999999999)","(4.4, 6.2, 4.963636363636364)","(7.5, 14.5, 11.35)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.466666666666667)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.228571428571429)"
12-01-2023 08:07:21.469058,"(5.5, 9.0, 6.449999999999999)","(4.4, 6.2, 4.963636363636364)","(7.5, 14.5, 11.35)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.466666666666667)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.228571428571429)"
12-01-2023 08:07:22.590157,"(5.5, 9.0, 6.449999999999999)","(4.4, 6.2, 4.963636363636364)","(7.5, 14.5, 11.35)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.466666666666667)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.76)"
12-01-2023 08:07:23.666188,"(5.5, 9.0, 7.094117647058823)","(4.4, 5.9, 4.92)","(7.5, 14.5, 11.014285714285714)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.466666666666667)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.5)"
12-01-2023 08:07:24.747893,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.9, 4.92)","(7.5, 14.5, 11.014285714285714)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.466666666666667)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.5)"
12-01-2023 08:07:25.809339,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.9, 4.7)","(7.5, 14.5, 11.55)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.466666666666667)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.5)"
12-01-2023 08:07:26.936746,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.8, 4.685714285714286)","(7.5, 14.5, 11.55)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.466666666666667)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.5)"
12-01-2023 08:07:28.013030,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.8, 4.685714285714286)","(7.5, 14.5, 11.242857142857144)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.14)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.5)"
12-01-2023 08:07:29.178146,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.8, 4.685714285714286)","(7.5, 14.5, 11.242857142857144)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.14)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.5)"
12-01-2023 08:07:30.363134,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.7, 4.827272727272727)","(7.5, 14.5, 11.242857142857144)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.5)"
12-01-2023 08:07:31.511007,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.7, 4.827272727272727)","(7.5, 14.5, 11.242857142857144)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.5)"
12-01-2023 08:07:32.708125,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.7, 5.122222222222223)","(7.5, 14.5, 11.242857142857144)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.5)"
12-01-2023 08:07:33.891106,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.7, 5.122222222222223)","(7.5, 14.5, 10.899999999999999)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.3428571428571425)"
12-01-2023 08:07:35.083004,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.7, 5.122222222222223)","(7.5, 14.5, 10.899999999999999)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 6.262499999999999)"
12-01-2023 08:07:36.291376,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.7, 5.122222222222223)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.2, 5.875)"
12-01-2023 08:07:37.442647,"(5.5, 9.0, 7.294736842105263)","(4.4, 6.8, 6.4)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.2, 5.225675675675675)"
12-01-2023 08:07:38.638166,"(5.5, 9.0, 7.294736842105263)","(4.4, 7.4, 7.1692307692307695)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.2, 5.233846153846153)"
12-01-2023 08:07:39.827459,"(5.5, 9.0, 7.294736842105263)","(4.4, 7.4, 6.675000000000001)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 8.0, 5.933333333333333)"
12-01-2023 08:07:41.051887,"(5.5, 9.0, 7.294736842105263)","(4.4, 7.2, 6.945454545454545)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 7.6, 6.825)"
12-01-2023 08:07:42.251310,"(5.5, 9.0, 7.294736842105263)","(4.4, 7.0, 6.800000000000001)","(7.5, 14.5, 8.98)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 7.4, 6.825)"
12-01-2023 08:07:43.443768,"(5.5, 9.0, 7.294736842105263)","(4.4, 7.0, 6.800000000000001)","(7.5, 14.5, 11.433333333333334)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 7.4, 6.825)"
12-01-2023 08:07:44.706954,"(5.5, 9.0, 7.294736842105263)","(4.4, 7.0, 6.285714285714286)","(7.5, 14.5, 10.67142857142857)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 7.4, 6.1)"
12-01-2023 08:07:45.956712,"(5.5, 9.0, 7.294736842105263)","(4.4, 6.6, 6.285714285714286)","(7.5, 14.5, 10.67142857142857)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 7.4, 6.9)"
12-01-2023 08:07:47.182800,"(5.5, 9.0, 7.294736842105263)","(4.4, 6.4, 5.663157894736843)","(7.5, 14.5, 10.785714285714285)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.675)","(4.6, 7.4, 6.800000000000001)"
12-01-2023 08:07:48.423100,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.9, 5.763636363636364)","(7.5, 14.5, 11.35)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.557142857142857)","(4.6, 7.4, 6.800000000000001)"
12-01-2023 08:07:49.632737,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.9, 5.763636363636364)","(7.5, 14.5, 11.35)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.557142857142857)","(4.6, 7.4, 6.1)"
12-01-2023 08:07:50.867206,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.9, 5.763636363636364)","(7.5, 14.5, 11.014285714285714)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 10.399999999999999)","(3.2, 4.5, 3.557142857142857)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:07:52.143674,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.9, 5.763636363636364)","(7.5, 14.5, 11.014285714285714)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 12.6)","(3.2, 4.5, 3.557142857142857)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:07:53.322608,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.9, 5.763636363636364)","(7.5, 14.5, 11.55)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 12.6)","(3.2, 4.5, 4.3578947368421055)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:07:54.492931,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.9, 5.763636363636364)","(7.5, 14.5, 11.55)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 12.6)","(3.2, 4.5, 4.333333333333334)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:07:55.583464,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.9, 5.763636363636364)","(7.5, 14.5, 11.55)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 12.6)","(3.2, 4.4, 4.333333333333334)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:07:56.675331,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.9, 5.763636363636364)","(7.5, 14.5, 11.55)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 12.6)","(3.2, 4.4, 4.333333333333334)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:07:57.739301,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.9, 5.763636363636364)","(7.5, 14.5, 11.55)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 12.6)","(3.2, 4.4, 4.333333333333334)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:07:58.908135,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.9, 5.763636363636364)","(7.5, 14.5, 11.55)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 12.6)","(3.2, 4.4, 4.333333333333334)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:07:59.983537,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.9, 5.763636363636364)","(7.5, 14.5, 11.55)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 12.6)","(3.2, 4.4, 4.333333333333334)","(4.6, 7.4, 7.0285714285714285)"
12-01-2023 08:08:01.122267,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.9, 5.763636363636364)","(7.5, 14.5, 11.55)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 12.6)","(3.2, 4.4, 4.333333333333334)","(4.6, 7.4, 6.775)"
12-01-2023 08:08:02.125624,"(5.5, 9.0, 7.294736842105263)","(4.4, 5.9, 5.763636363636364)","(7.5, 14.5, 11.55)","(51.0, 440.0, 78.83333333333334)","(7.5, 14.5, 12.6)","(7.5, 17.0, 12.6)","(3.2, 4.4, 3.825)","(4.6, 7.4, 7.0875)"
12-01-2023 08:08:03.092340,"(5.5, 9.0, 7.380000000000001)","(4.4, 5.9, 5.2)","(7.5, 14.5, 11.877777777777776)","(51.0, 440.0, 169.125)","(7.5, 14.5, 12.871428571428572)","(7.5, 17.0, 12.6)","(3.2, 4.4, 3.825)","(4.6, 7.4, 6.9)"
12-01-2023 08:08:04.265549,"(5.5, 9.0, 7.380000000000001)","(4.4, 5.9, 5.2)","(7.5, 14.5, 11.877777777777776)","(51.0, 440.0, 169.125)","(7.5, 14.5, 12.871428571428572)","(7.5, 17.0, 12.6)","(3.2, 4.4, 3.825)","(4.6, 7.4, 6.92)"
12-01-2023 08:08:05.361778,"(5.5, 9.0, 7.380000000000001)","(4.4, 5.9, 5.2)","(7.5, 14.5, 11.877777777777776)","(51.0, 440.0, 169.125)","(7.5, 14.5, 12.871428571428572)","(7.5, 17.0, 12.6)","(3.2, 4.4, 3.825)","(4.6, 7.4, 6.92)"
12-01-2023 08:08:06.495866,"(5.5, 9.0, 7.380000000000001)","(4.4, 5.9, 5.2)","(7.5, 14.5, 11.55)","(51.0, 440.0, 169.125)","(7.5, 14.5, 12.871428571428572)","(7.5, 17.0, 12.6)","(3.2, 4.4, 3.825)","(4.6, 7.4, 6.92)"
