,Elusive Eagle,Swan Island,Arthur In Charge,Turboart,Wait A Minute,Dont Diss Around,The Power Of One,Expensive To Keep,Secret Cash,Got The Lot
05-01-2023 16:52:07.984175,"(11.0, 13.5, 13.394736842105264)","(20.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.746153846153845)","(2.9, 3.65, 3.5996296296296295)","(61.0, 75.0, 72.77777777777777)","(4.8, 7.6, 7.493333333333333)","(20.0, 36.0, 35.27272727272727)","(12.0, 14.5, 13.766666666666667)","(3.5, 3.95, 3.9123076923076923)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:09.446350,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.746153846153845)","(3.0, 3.65, 3.5996296296296295)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.6, 7.493333333333333)","(21.0, 36.0, 35.27272727272727)","(12.0, 14.5, 13.766666666666667)","(3.5, 3.95, 3.9123076923076923)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:10.726554,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.746153846153845)","(3.0, 3.65, 3.5996296296296295)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.6, 7.493333333333333)","(21.0, 36.0, 35.111111111111114)","(12.0, 14.5, 13.766666666666667)","(3.5, 3.95, 3.9103896103896103)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:12.025536,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.746153846153845)","(3.0, 3.65, 3.5996296296296295)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.6, 7.493333333333333)","(21.0, 36.0, 35.111111111111114)","(12.0, 14.5, 13.722222222222221)","(3.5, 3.95, 3.9103896103896103)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:13.259291,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.746153846153845)","(3.0, 3.6, 3.572972972972973)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.453846153846154)","(21.0, 36.0, 35.38461538461539)","(12.0, 14.5, 13.722222222222221)","(3.5, 3.95, 3.9103896103896103)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:14.536359,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.746153846153845)","(3.0, 3.6, 3.5707317073170732)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.453846153846154)","(21.0, 36.0, 35.111111111111114)","(12.0, 14.5, 14.080645161290322)","(3.5, 3.95, 3.9103896103896103)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:15.837624,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.746153846153845)","(3.0, 3.6, 3.5746666666666664)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.453846153846154)","(21.0, 36.0, 35.111111111111114)","(12.0, 14.5, 14.080645161290322)","(3.5, 3.95, 3.9208955223880597)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:17.087380,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.736842105263158)","(3.0, 3.6, 3.5866336633663365)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.453846153846154)","(21.0, 36.0, 35.38461538461539)","(12.0, 14.5, 14.080645161290322)","(3.5, 3.95, 3.9208955223880597)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:18.278823,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 9.8, 9.736842105263158)","(3.0, 3.65, 3.5726993865030674)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.453846153846154)","(21.0, 36.0, 35.111111111111114)","(12.0, 14.5, 14.080645161290322)","(3.5, 3.95, 3.9208955223880597)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:19.511530,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 9.8, 9.7)","(3.0, 3.65, 3.5726993865030674)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.44)","(21.0, 36.0, 35.111111111111114)","(12.0, 14.5, 14.080645161290322)","(3.5, 3.95, 3.9208955223880597)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:20.829582,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 9.8, 9.733333333333334)","(3.0, 3.65, 3.5726993865030674)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.44)","(21.0, 36.0, 35.38461538461539)","(12.0, 14.5, 14.080645161290322)","(3.5, 3.95, 3.918548387096774)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:22.289107,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 9.8, 9.733333333333334)","(3.0, 3.65, 3.5726993865030674)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.44)","(21.0, 36.0, 35.38461538461539)","(12.0, 14.5, 14.080645161290322)","(3.5, 3.95, 3.918548387096774)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:23.610985,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 9.8, 9.733333333333334)","(3.0, 3.65, 3.5726993865030674)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.44)","(21.0, 36.0, 35.111111111111114)","(12.0, 14.5, 14.080645161290322)","(3.5, 3.95, 3.918548387096774)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:25.197657,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 9.8, 9.733333333333334)","(3.0, 3.65, 3.5726993865030674)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.44)","(21.0, 36.0, 35.111111111111114)","(12.0, 14.5, 14.080645161290322)","(3.5, 3.95, 3.918548387096774)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:26.537268,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 9.8, 9.733333333333334)","(3.0, 3.65, 3.5726993865030674)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.44)","(21.0, 36.0, 35.38461538461539)","(12.0, 14.5, 14.080645161290322)","(3.5, 3.95, 3.918548387096774)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:27.886789,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 9.8, 9.834146341463414)","(3.0, 3.65, 3.553658536585366)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.44)","(21.0, 36.0, 35.111111111111114)","(12.0, 14.5, 14.080645161290322)","(3.5, 3.95, 3.911)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:29.241018,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 35.38461538461539)","(8.5, 10.0, 9.704347826086956)","(3.0, 3.6, 3.473529411764706)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.613333333333333)","(21.0, 36.0, 35.38461538461539)","(12.0, 14.5, 14.166666666666666)","(3.5, 3.95, 3.91864406779661)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:30.743404,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 35.38461538461539)","(8.5, 10.0, 9.704347826086956)","(3.0, 3.55, 3.473529411764706)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.613333333333333)","(21.0, 36.0, 35.38461538461539)","(12.0, 14.5, 14.166666666666666)","(3.5, 3.95, 3.91864406779661)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:32.301237,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.704347826086956)","(3.0, 3.55, 3.520408163265306)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.6909090909090905)","(21.0, 36.0, 35.529411764705884)","(12.0, 14.5, 14.209677419354838)","(3.5, 3.95, 3.91864406779661)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:33.940019,"(11.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.89655172413793)","(8.5, 10.0, 9.696)","(3.0, 3.55, 3.520621468926554)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.6909090909090905)","(21.0, 36.0, 35.111111111111114)","(11.0, 14.5, 14.209677419354838)","(3.5, 3.95, 3.9175438596491228)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:35.336101,"(10.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.89655172413793)","(8.5, 10.0, 9.696)","(3.0, 3.55, 3.520621468926554)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.6909090909090905)","(21.0, 36.0, 35.111111111111114)","(11.0, 14.5, 14.209677419354838)","(3.5, 3.95, 3.919672131147541)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:36.711791,"(10.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.89655172413793)","(8.5, 9.8, 9.726315789473684)","(3.0, 3.55, 3.520621468926554)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.6909090909090905)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.5, 14.209677419354838)","(3.5, 3.95, 3.919672131147541)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:38.031201,"(10.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.89655172413793)","(8.5, 9.8, 9.726315789473684)","(3.0, 3.55, 3.520621468926554)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.6909090909090905)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.5, 14.209677419354838)","(3.5, 3.95, 3.919672131147541)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:39.642998,"(10.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.89655172413793)","(8.5, 9.8, 9.726315789473684)","(3.0, 3.55, 3.520621468926554)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.6909090909090905)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.5, 13.9375)","(3.5, 3.95, 3.9316831683168316)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:40.888419,"(10.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.89655172413793)","(8.5, 9.8, 9.726315789473684)","(3.0, 3.55, 3.520621468926554)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.6909090909090905)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.5, 13.85)","(3.5, 3.95, 3.9351648351648354)","(41.0, 110.0, 102.3076923076923)"
05-01-2023 16:52:42.168561,"(10.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.89655172413793)","(8.5, 9.8, 9.726315789473684)","(3.0, 3.55, 3.520621468926554)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.6909090909090905)","(21.0, 36.0, 35.529411764705884)","(11.0, 14.5, 13.85)","(3.5, 3.95, 3.9351648351648354)","(41.0, 110.0, 102.85714285714286)"
05-01-2023 16:52:43.419510,"(10.0, 13.5, 13.394736842105264)","(21.0, 36.0, 34.93333333333333)","(8.5, 9.8, 9.784615384615385)","(3.0, 3.55, 3.520621468926554)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.6909090909090905)","(21.0, 36.0, 35.529411764705884)","(11.0, 14.5, 13.85)","(3.5, 3.95, 3.9351648351648354)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:52:44.669549,"(10.0, 13.5, 13.42)","(21.0, 36.0, 34.93333333333333)","(8.5, 9.8, 9.65)","(3.0, 3.55, 3.463380281690141)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.6909090909090905)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.5, 13.85)","(3.5, 3.95, 3.9351648351648354)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:52:45.948678,"(10.0, 13.5, 13.416666666666666)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.7)","(3.0, 3.5, 3.438095238095238)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.6909090909090905)","(21.0, 36.0, 35.529411764705884)","(11.0, 14.5, 13.9375)","(3.5, 3.95, 3.9351648351648354)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:52:47.067519,"(10.0, 13.5, 13.416666666666666)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.7)","(3.0, 3.5, 3.438095238095238)","(61.0, 75.0, 72.77777777777777)","(5.0, 7.8, 7.6909090909090905)","(21.0, 36.0, 35.529411764705884)","(11.0, 14.5, 13.9375)","(3.5, 3.95, 3.9351648351648354)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:52:48.319021,"(10.0, 13.5, 13.416666666666666)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.7)","(3.0, 3.5, 3.46231884057971)","(61.0, 75.0, 86.66666666666667)","(5.0, 7.8, 7.6909090909090905)","(21.0, 36.0, 35.529411764705884)","(11.0, 14.5, 13.9375)","(3.5, 3.95, 3.941549295774648)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:52:49.501680,"(10.0, 13.5, 13.416666666666666)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.7)","(3.0, 3.5, 3.46231884057971)","(61.0, 90.0, 86.66666666666667)","(5.0, 7.8, 7.6909090909090905)","(21.0, 36.0, 35.529411764705884)","(11.0, 14.5, 13.9375)","(3.5, 3.95, 3.941549295774648)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:52:50.750544,"(10.0, 13.5, 13.416666666666666)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.7)","(3.0, 3.5, 3.461194029850746)","(61.0, 95.0, 82.5)","(5.0, 7.8, 7.6909090909090905)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.5, 14.267123287671232)","(3.5, 3.95, 3.941549295774648)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:52:51.981935,"(10.0, 13.5, 13.416666666666666)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.7)","(3.0, 3.5, 3.461194029850746)","(61.0, 90.0, 86.66666666666667)","(5.0, 7.8, 7.618181818181818)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.5, 14.238461538461538)","(3.5, 3.95, 3.941549295774648)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:52:53.186278,"(10.0, 13.5, 13.416666666666666)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.7)","(3.0, 3.5, 3.461194029850746)","(61.0, 90.0, 86.66666666666667)","(5.0, 8.0, 7.618181818181818)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.5, 14.238461538461538)","(3.5, 3.95, 3.941549295774648)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:52:54.390334,"(10.0, 13.5, 13.416666666666666)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.706666666666667)","(3.0, 3.5, 3.458730158730159)","(61.0, 90.0, 86.66666666666667)","(5.0, 8.0, 7.618181818181818)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.5, 14.238461538461538)","(3.5, 3.95, 3.941549295774648)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:52:55.624987,"(10.0, 13.5, 13.416666666666666)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.706666666666667)","(3.0, 3.5, 3.4488188976377954)","(61.0, 90.0, 86.66666666666667)","(5.0, 8.0, 7.618181818181818)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.5, 14.238461538461538)","(3.5, 3.95, 3.941549295774648)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:52:57.043520,"(10.0, 13.5, 13.384615384615385)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.706666666666667)","(3.0, 3.5, 3.4488188976377954)","(61.0, 90.0, 86.66666666666667)","(5.0, 8.0, 7.72)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.5, 14.238461538461538)","(3.5, 3.95, 3.941549295774648)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:52:58.434753,"(10.0, 13.5, 13.384615384615385)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.706666666666667)","(3.0, 3.5, 3.470754716981132)","(61.0, 90.0, 88.63636363636364)","(5.0, 8.0, 7.72)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.5, 14.238461538461538)","(3.5, 3.95, 3.941549295774648)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:52:59.676396,"(10.0, 13.5, 13.35)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.706666666666667)","(3.0, 3.5, 3.470754716981132)","(61.0, 90.0, 88.63636363636364)","(5.0, 8.0, 7.72)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.5, 13.791666666666666)","(3.5, 3.95, 3.941549295774648)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:53:01.141461,"(10.0, 13.5, 13.35)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.706666666666667)","(3.0, 3.5, 3.489903846153846)","(61.0, 90.0, 88.63636363636364)","(5.0, 8.0, 7.72)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.0, 13.714285714285714)","(3.5, 3.95, 3.941549295774648)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:53:02.486009,"(10.0, 13.5, 13.35)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.706666666666667)","(3.0, 3.55, 3.4799107142857144)","(61.0, 90.0, 88.63636363636364)","(5.0, 8.0, 7.72)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.0, 13.666666666666666)","(3.5, 3.95, 3.92843137254902)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:53:03.776529,"(10.0, 13.5, 13.35)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.706666666666667)","(3.0, 3.55, 3.4799107142857144)","(61.0, 90.0, 88.63636363636364)","(5.0, 8.0, 7.72)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.0, 13.666666666666666)","(3.5, 3.95, 3.934507042253521)","(41.0, 110.0, 93.33333333333333)"
05-01-2023 16:53:04.932681,"(10.0, 13.5, 13.35)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.706666666666667)","(3.0, 3.55, 3.4799107142857144)","(61.0, 90.0, 88.63636363636364)","(5.0, 8.0, 7.72)","(21.0, 36.0, 35.38461538461539)","(11.0, 14.0, 13.963235294117647)","(3.5, 3.95, 3.8961805555555555)","(41.0, 110.0, 104.28571428571429)"
05-01-2023 16:53:06.092206,"(10.0, 13.5, 13.35)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.706666666666667)","(3.0, 3.5, 3.4785)","(61.0, 85.0, 79.76190476190476)","(5.0, 8.0, 8.066666666666666)","(21.0, 36.0, 35.851851851851855)","(11.0, 14.0, 13.992537313432836)","(3.5, 3.9, 3.896043165467626)","(41.0, 110.0, 105.83333333333333)"
05-01-2023 16:53:07.274167,"(10.0, 13.5, 13.35)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.706666666666667)","(3.0, 3.5, 3.4830708661417322)","(61.0, 85.0, 79.76190476190476)","(5.0, 8.4, 8.15)","(21.0, 36.0, 35.851851851851855)","(11.0, 14.0, 13.992537313432836)","(3.5, 3.9, 3.896043165467626)","(41.0, 110.0, 105.83333333333333)"
05-01-2023 16:53:08.413153,"(10.0, 13.5, 13.35)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.706666666666667)","(3.0, 3.5, 3.4823076923076925)","(61.0, 85.0, 78.125)","(5.0, 8.4, 8.211764705882354)","(21.0, 36.0, 35.851851851851855)","(11.0, 14.0, 13.992537313432836)","(3.5, 3.9, 3.8947115384615385)","(41.0, 110.0, 105.83333333333333)"
05-01-2023 16:53:09.607051,"(10.0, 13.5, 13.35)","(21.0, 36.0, 34.93333333333333)","(8.5, 10.0, 9.706666666666667)","(3.0, 3.5, 3.4823076923076925)","(61.0, 85.0, 78.125)","(5.0, 8.4, 8.211764705882354)","(21.0, 36.0, 35.851851851851855)","(11.0, 14.0, 13.9921875)","(3.5, 3.9, 3.892857142857143)","(41.0, 110.0, 105.83333333333333)"
05-01-2023 16:53:10.829340,"(10.0, 13.5, 13.4)","(21.0, 36.0, 35.27272727272727)","(8.5, 10.0, 9.672727272727272)","(3.0, 3.5, 3.4865853658536587)","(61.0, 85.0, 78.125)","(5.0, 8.4, 8.1)","(21.0, 36.0, 35.851851851851855)","(11.0, 14.0, 13.9921875)","(3.5, 3.95, 3.891121495327103)","(41.0, 110.0, 105.83333333333333)"
05-01-2023 16:53:12.018681,"(10.0, 13.5, 13.2)","(21.0, 36.0, 35.27272727272727)","(8.5, 10.0, 9.672727272727272)","(3.0, 3.5, 3.4860759493670885)","(61.0, 85.0, 77.66666666666667)","(5.0, 8.4, 8.1)","(21.0, 36.0, 35.851851851851855)","(11.0, 14.0, 13.9921875)","(3.5, 3.9, 3.882116788321168)","(41.0, 110.0, 105.83333333333333)"
05-01-2023 16:53:13.263017,"(10.0, 13.5, 13.2)","(21.0, 36.0, 35.27272727272727)","(8.5, 10.0, 9.672727272727272)","(3.0, 3.5, 3.4860759493670885)","(61.0, 85.0, 77.66666666666667)","(5.0, 8.4, 8.1)","(21.0, 36.0, 35.851851851851855)","(11.0, 14.0, 13.9921875)","(3.5, 3.9, 3.882116788321168)","(41.0, 110.0, 105.83333333333333)"
05-01-2023 16:53:14.537693,"(10.0, 13.5, 13.2)","(21.0, 36.0, 35.27272727272727)","(8.5, 10.0, 9.672727272727272)","(3.0, 3.5, 3.4860759493670885)","(61.0, 85.0, 79.0)","(5.0, 8.4, 8.1)","(21.0, 36.0, 35.851851851851855)","(11.0, 14.0, 13.9921875)","(3.5, 3.9, 3.882116788321168)","(41.0, 110.0, 105.83333333333333)"
05-01-2023 16:53:15.749071,"(10.0, 13.5, 13.2)","(21.0, 36.0, 35.27272727272727)","(8.5, 10.0, 9.672727272727272)","(3.0, 3.5, 3.48921568627451)","(61.0, 80.0, 79.0)","(5.0, 8.4, 8.17142857142857)","(21.0, 36.0, 35.851851851851855)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.8808383233532933)","(41.0, 110.0, 105.83333333333333)"
05-01-2023 16:53:16.989899,"(10.0, 13.5, 13.238095238095237)","(21.0, 36.0, 35.27272727272727)","(8.5, 10.0, 9.704347826086956)","(3.0, 3.5, 3.48921568627451)","(61.0, 80.0, 79.0)","(5.0, 8.4, 8.17142857142857)","(21.0, 36.0, 35.851851851851855)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.8808383233532933)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:18.188151,"(10.0, 13.5, 13.238095238095237)","(21.0, 36.0, 33.88235294117647)","(8.5, 10.0, 9.704347826086956)","(3.0, 3.5, 3.48921568627451)","(61.0, 80.0, 79.0)","(5.0, 8.4, 8.17142857142857)","(21.0, 36.0, 35.851851851851855)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.8808383233532933)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:19.375110,"(10.0, 13.5, 13.238095238095237)","(21.0, 36.0, 33.88235294117647)","(8.5, 10.0, 9.704347826086956)","(3.0, 3.5, 3.48921568627451)","(61.0, 80.0, 79.0)","(5.0, 8.4, 8.17142857142857)","(21.0, 36.0, 35.851851851851855)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.8808383233532933)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:20.633251,"(10.0, 13.5, 13.238095238095237)","(21.0, 36.0, 33.75)","(8.5, 10.0, 9.704347826086956)","(3.0, 3.5, 3.48921568627451)","(61.0, 80.0, 79.0)","(5.0, 8.4, 8.17142857142857)","(21.0, 36.0, 35.851851851851855)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.8808383233532933)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:21.823981,"(10.0, 13.5, 13.238095238095237)","(21.0, 36.0, 33.75)","(8.5, 10.0, 9.704347826086956)","(3.0, 3.5, 3.48921568627451)","(61.0, 80.0, 79.0)","(5.0, 8.4, 8.17142857142857)","(21.0, 36.0, 35.875)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.8810650887573965)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:23.064063,"(10.0, 13.5, 13.238095238095237)","(21.0, 36.0, 33.75)","(8.5, 10.0, 9.704347826086956)","(3.0, 3.5, 3.48921568627451)","(61.0, 80.0, 79.0)","(5.0, 8.4, 8.17142857142857)","(21.0, 36.0, 35.875)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.8810650887573965)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:24.267255,"(10.0, 13.5, 13.238095238095237)","(21.0, 36.0, 33.75)","(8.5, 10.0, 9.704347826086956)","(3.0, 3.5, 3.48921568627451)","(61.0, 80.0, 79.0)","(5.0, 8.4, 8.17142857142857)","(21.0, 36.0, 35.875)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.8810650887573965)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:25.710928,"(10.0, 13.5, 13.238095238095237)","(21.0, 36.0, 33.75)","(8.5, 10.0, 9.704347826086956)","(3.0, 3.5, 3.48921568627451)","(61.0, 80.0, 79.0)","(5.0, 8.4, 8.17142857142857)","(21.0, 36.0, 35.875)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.8810650887573965)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:26.923761,"(10.0, 13.5, 13.238095238095237)","(21.0, 36.0, 33.75)","(8.5, 10.0, 9.704347826086956)","(3.0, 3.5, 3.482)","(61.0, 80.0, 79.5)","(5.0, 8.4, 8.17142857142857)","(21.0, 36.0, 35.875)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.89375)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:28.173742,"(10.0, 13.5, 13.238095238095237)","(21.0, 36.0, 33.42857142857143)","(8.5, 10.0, 9.704347826086956)","(3.0, 3.5, 3.482)","(61.0, 80.0, 79.5)","(5.0, 8.4, 8.595744680851064)","(21.0, 36.0, 35.875)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.8886029411764707)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:29.661052,"(10.0, 13.5, 13.0625)","(21.0, 36.0, 33.42857142857143)","(8.5, 10.0, 9.704347826086956)","(3.0, 3.5, 3.5062146892655366)","(61.0, 80.0, 72.82608695652173)","(5.0, 8.8, 8.62439024390244)","(21.0, 36.0, 35.875)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.88125)","(41.0, 110.0, 105.3125)"
05-01-2023 16:53:30.995058,"(10.0, 13.5, 13.0625)","(21.0, 36.0, 33.42857142857143)","(8.5, 9.6, 9.479569892473117)","(3.0, 3.55, 3.4836134453781513)","(61.0, 80.0, 73.52941176470588)","(5.0, 8.8, 8.62439024390244)","(21.0, 36.0, 35.875)","(11.0, 14.0, 13.992753623188406)","(3.5, 3.9, 3.88125)","(41.0, 110.0, 105.3125)"
