,Alta Queen,Moonlightsshadow,Alta Hurrah Nz,Dwayne,Pocket The Change Nz,All Black Rain,Mister Montblanc
10-01-2023 18:08:45.026600,"(3.9, 5.5, 5.233333333333333)","(101.0, 150.0, 145.0)","(6.5, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.95)"
10-01-2023 18:08:46.305530,"(3.9, 5.5, 5.233333333333333)","(101.0, 150.0, 145.0)","(6.5, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.95)"
10-01-2023 18:08:47.486460,"(3.9, 5.5, 5.233333333333333)","(101.0, 150.0, 145.0)","(6.5, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.95)"
10-01-2023 18:08:48.670310,"(3.9, 5.5, 5.233333333333333)","(101.0, 150.0, 145.0)","(6.5, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.95)"
10-01-2023 18:08:49.760699,"(3.9, 5.5, 5.233333333333333)","(101.0, 150.0, 145.0)","(6.5, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.95)"
10-01-2023 18:08:50.878204,"(3.9, 5.5, 5.233333333333333)","(101.0, 150.0, 145.0)","(6.5, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.95)"
10-01-2023 18:08:52.012000,"(3.9, 5.5, 5.233333333333333)","(101.0, 150.0, 145.0)","(6.5, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.95)"
10-01-2023 18:08:53.263601,"(3.9, 5.5, 5.233333333333333)","(101.0, 150.0, 145.0)","(6.5, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.95)"
10-01-2023 18:08:54.464534,"(3.9, 5.5, 5.233333333333333)","(101.0, 150.0, 145.0)","(6.5, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.95)"
10-01-2023 18:08:55.699211,"(3.9, 5.5, 5.233333333333333)","(101.0, 150.0, 145.0)","(6.5, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.95)"
10-01-2023 18:08:56.797091,"(3.9, 5.5, 5.233333333333333)","(101.0, 150.0, 145.0)","(6.5, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.95)"
10-01-2023 18:08:57.881281,"(3.9, 5.5, 5.233333333333333)","(101.0, 150.0, 145.0)","(6.5, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.95)"
10-01-2023 18:08:59.062875,"(3.9, 5.5, 5.233333333333333)","(101.0, 150.0, 145.0)","(6.5, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.95)"
10-01-2023 18:09:00.288302,"(3.9, 5.5, 5.233333333333333)","(101.0, 150.0, 145.0)","(6.5, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.95)"
10-01-2023 18:09:01.640681,"(3.9, 5.5, 5.233333333333333)","(101.0, 150.0, 145.0)","(6.5, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.3, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.35, 3.2, 2.96)"
10-01-2023 18:09:02.842024,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 2.96)"
10-01-2023 18:09:04.012149,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 2.96)"
10-01-2023 18:09:05.186404,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 2.96)"
10-01-2023 18:09:06.327119,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 2.96)"
10-01-2023 18:09:07.453333,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 2.96)"
10-01-2023 18:09:08.817654,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 2.96)"
10-01-2023 18:09:09.907566,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 2.96)"
10-01-2023 18:09:11.109977,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 2.96)"
10-01-2023 18:09:12.197074,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 2.96)"
10-01-2023 18:09:13.292039,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 2.96)"
10-01-2023 18:09:14.347126,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 2.96)"
10-01-2023 18:09:15.396505,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 2.96)"
10-01-2023 18:09:16.497979,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 2.96)"
10-01-2023 18:09:17.677833,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 3.02)"
10-01-2023 18:09:18.818236,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 3.02)"
10-01-2023 18:09:19.943414,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 3.02)"
10-01-2023 18:09:21.028973,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 3.02)"
10-01-2023 18:09:22.051148,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 3.02)"
10-01-2023 18:09:23.335126,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 3.02)"
10-01-2023 18:09:24.716885,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 3.02)"
10-01-2023 18:09:25.952499,"(3.9, 5.4, 5.11875)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 204.0)","(2.3, 3.2, 3.02)"
10-01-2023 18:09:27.316592,"(3.9, 5.4, 5.086666666666667)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 204.0)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:28.655012,"(3.9, 5.3, 5.086666666666667)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 155.55555555555554)","(2.35, 99999, 99990)","(101.0, 220.0, 204.0)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:29.937592,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 204.0)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:31.296566,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 204.0)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:32.697195,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 204.0)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:34.069816,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 204.0)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:35.322947,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 204.0)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:36.491557,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 204.0)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:37.587455,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:38.713298,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:39.946305,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:41.206233,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:42.460146,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:43.692396,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:45.021932,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:46.293035,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:47.530405,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:48.728507,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:49.928142,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 143.75)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:51.214389,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 151.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:52.440198,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 151.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:53.650606,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 151.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:54.868465,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 151.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.0333333333333337)"
10-01-2023 18:09:56.041037,"(3.9, 5.3, 5.05)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 151.66666666666669)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.04)"
10-01-2023 18:09:57.219897,"(3.9, 5.2, 4.952941176470588)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.04)"
10-01-2023 18:09:58.467838,"(3.9, 5.2, 4.99)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.04)"
10-01-2023 18:09:59.638361,"(3.9, 5.2, 4.99)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.04)"
10-01-2023 18:10:00.894845,"(3.9, 5.2, 4.99)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.04)"
10-01-2023 18:10:02.070988,"(3.9, 5.2, 4.99)","(101.0, 150.0, 145.0)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:03.433991,"(3.9, 5.1, 4.84)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.04)"
10-01-2023 18:10:04.636757,"(3.9, 5.2, 4.84)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.04)"
10-01-2023 18:10:06.018231,"(3.9, 5.2, 4.872727272727273)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.04)"
10-01-2023 18:10:07.323275,"(3.9, 5.2, 4.872727272727273)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.04)"
10-01-2023 18:10:08.597875,"(3.9, 5.2, 4.872727272727273)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.04)"
10-01-2023 18:10:10.109436,"(3.9, 5.2, 4.872727272727273)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.04)"
10-01-2023 18:10:11.455377,"(3.9, 5.2, 4.957142857142856)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:12.869527,"(3.9, 5.1, 4.766666666666667)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:14.190884,"(3.9, 5.1, 4.766666666666667)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 193.33333333333334)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:15.461823,"(3.9, 5.1, 4.766666666666667)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 210.47619047619048)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:16.596687,"(3.9, 5.1, 4.766666666666667)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 210.47619047619048)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:17.795605,"(3.9, 5.1, 4.683333333333333)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 210.47619047619048)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:19.050502,"(3.9, 5.1, 4.6499999999999995)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 210.47619047619048)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:20.188970,"(3.9, 5.1, 4.6499999999999995)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 210.47619047619048)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:21.320531,"(3.9, 5.1, 4.6499999999999995)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 210.47619047619048)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:22.476393,"(3.9, 5.1, 4.6499999999999995)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 210.47619047619048)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:23.576480,"(3.9, 5.1, 4.6499999999999995)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 210.47619047619048)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:24.731461,"(3.9, 5.1, 4.6499999999999995)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 210.47619047619048)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:25.897564,"(3.9, 5.1, 4.6499999999999995)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 210.47619047619048)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:27.068050,"(3.9, 5.1, 4.641666666666667)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 210.47619047619048)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:28.216516,"(3.9, 5.1, 4.641666666666667)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 210.47619047619048)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:29.319322,"(3.9, 5.1, 4.7785714285714285)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 210.47619047619048)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:30.465585,"(3.9, 5.1, 4.792307692307692)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 210.47619047619048)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:31.568717,"(3.9, 5.1, 4.792307692307692)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 3.046666666666667)"
10-01-2023 18:10:32.947756,"(3.9, 5.1, 4.699999999999999)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 3.06)"
10-01-2023 18:10:34.286232,"(3.9, 5.0, 4.866666666666666)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 2.965)"
10-01-2023 18:10:35.602603,"(3.9, 5.0, 4.866666666666666)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.15, 2.8000000000000003)"
10-01-2023 18:10:36.938935,"(3.9, 5.1, 4.814285714285714)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.1, 2.8000000000000003)"
10-01-2023 18:10:38.436873,"(3.9, 5.1, 4.814285714285714)","(101.0, 150.0, 148.125)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.1, 2.8000000000000003)"
10-01-2023 18:10:39.646825,"(3.9, 5.1, 5.114285714285714)","(101.0, 150.0, 148.5)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 204.0)","(2.3, 3.1, 2.8000000000000003)"
10-01-2023 18:10:40.982080,"(3.9, 5.2, 5.114285714285714)","(101.0, 150.0, 148.5)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 204.0)","(2.3, 3.1, 2.8000000000000003)"
10-01-2023 18:10:42.290134,"(3.9, 5.2, 5.114285714285714)","(101.0, 150.0, 148.5)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.1, 2.895)"
10-01-2023 18:10:43.633765,"(3.9, 5.2, 5.114285714285714)","(101.0, 150.0, 148.5)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.05, 2.8933333333333335)"
10-01-2023 18:10:45.261108,"(3.9, 5.2, 5.114285714285714)","(101.0, 150.0, 148.5)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.2, 2.876666666666667)"
10-01-2023 18:10:46.625057,"(3.9, 5.2, 5.114285714285714)","(101.0, 150.0, 148.5)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.15, 2.876666666666667)"
10-01-2023 18:10:48.107904,"(3.9, 5.2, 5.114285714285714)","(101.0, 150.0, 148.5)","(7.0, 99999, 99990)","(101.0, 160.0, 154.44444444444446)","(2.35, 99999, 99990)","(101.0, 220.0, 197.14285714285714)","(2.3, 3.15, 2.8083333333333336)"
