,Supasonic Romeo,Marlie On Fire,Bailing Out,Way Too Much,Champaign Dame,Spiteful Miss,Pepperberry
11-01-2023 19:58:54.344020,"(10.0, 28.0, 24.875)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:58:55.468260,"(10.0, 28.0, 24.875)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:58:56.650930,"(10.0, 28.0, 24.875)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:58:57.894231,"(10.0, 28.0, 24.875)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:58:59.193693,"(10.0, 28.0, 24.875)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:00.357866,"(10.0, 28.0, 24.875)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:01.586899,"(10.0, 28.0, 24.875)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:02.676248,"(10.0, 28.0, 24.875)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:03.748849,"(10.0, 28.0, 24.6)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:04.859828,"(10.0, 28.0, 25.875)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:05.944946,"(10.0, 28.0, 22.666666666666664)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:07.102623,"(10.0, 28.0, 25.25)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:08.292661,"(10.0, 28.0, 25.25)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:09.759158,"(10.0, 28.0, 25.25)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:10.919686,"(10.0, 28.0, 25.25)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:12.157634,"(10.0, 28.0, 25.25)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:13.388041,"(10.0, 28.0, 26.055555555555557)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:14.620345,"(10.0, 28.0, 22.333333333333336)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:15.649604,"(10.0, 28.0, 22.333333333333336)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:16.875998,"(10.0, 28.0, 22.333333333333336)","(2.9, 4.8, 3.8899999999999997)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 15.75)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:18.093017,"(10.0, 28.0, 22.333333333333336)","(2.9, 4.8, 3.5749999999999997)","(4.2, 6.8, 4.713043478260869)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 24.5)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:19.220306,"(10.0, 28.0, 24.7)","(2.9, 4.8, 3.5749999999999997)","(4.2, 6.8, 4.315789473684211)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 24.5)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:20.395799,"(10.0, 28.0, 24.7)","(2.9, 4.8, 3.5749999999999997)","(4.2, 6.8, 4.315789473684211)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 24.5)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:21.554875,"(10.0, 28.0, 24.7)","(2.9, 4.8, 3.225)","(4.2, 6.8, 4.088888888888889)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 24.5)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:22.739610,"(10.0, 28.0, 24.7)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.088888888888889)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:23.943247,"(10.0, 28.0, 26.35)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:25.182238,"(10.0, 28.0, 24.125)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:26.333490,"(10.0, 28.0, 24.125)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:27.470523,"(10.0, 28.0, 24.125)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:28.719249,"(10.0, 28.0, 24.125)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:29.879791,"(10.0, 28.0, 24.125)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:31.320980,"(10.0, 28.0, 24.125)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 24.5)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:32.472556,"(10.0, 28.0, 24.125)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 24.5)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:33.624609,"(10.0, 28.0, 24.125)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 24.5)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:34.976476,"(10.0, 28.0, 24.125)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 24.5)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:36.236959,"(10.0, 28.0, 24.125)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 24.5)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:37.551965,"(10.0, 28.0, 24.125)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 24.5)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:38.823255,"(10.0, 28.0, 24.125)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 24.5)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:40.023519,"(10.0, 28.0, 24.125)","(2.9, 4.8, 3.82)","(4.2, 6.8, 4.315789473684211)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 3.0, 2.4375)"
11-01-2023 19:59:41.206420,"(10.0, 28.0, 24.25)","(2.9, 4.8, 3.8307692307692305)","(4.2, 6.8, 4.315789473684211)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 3.0, 2.7357142857142858)"
11-01-2023 19:59:42.411290,"(10.0, 28.0, 25.1)","(2.9, 4.8, 3.8307692307692305)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 3.0, 2.3625)"
11-01-2023 19:59:43.601370,"(10.0, 28.0, 24.5)","(2.9, 4.8, 3.54)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 3.0, 2.3625)"
11-01-2023 19:59:44.815917,"(10.0, 28.0, 24.5)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 3.0, 2.3625)"
11-01-2023 19:59:46.020780,"(10.0, 28.0, 24.5)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 3.0, 2.356470588235294)"
11-01-2023 19:59:47.238918,"(10.0, 22.0, 20.0)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.52)"
11-01-2023 19:59:48.441962,"(10.0, 22.0, 20.5)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.92, 2.52)"
11-01-2023 19:59:49.784511,"(10.0, 22.0, 20.5)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.92, 2.52)"
11-01-2023 19:59:51.097117,"(10.0, 22.0, 20.5)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.92, 2.356470588235294)"
11-01-2023 19:59:52.420349,"(10.0, 22.0, 20.5)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.356470588235294)"
11-01-2023 19:59:53.979000,"(10.0, 22.0, 20.285714285714285)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.356470588235294)"
11-01-2023 19:59:55.292861,"(10.0, 22.0, 20.285714285714285)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.356470588235294)"
11-01-2023 19:59:56.764272,"(10.0, 22.0, 20.285714285714285)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.356470588235294)"
11-01-2023 19:59:58.022466,"(10.0, 22.0, 20.285714285714285)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.356470588235294)"
11-01-2023 19:59:59.270392,"(10.0, 22.0, 20.285714285714285)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.3429629629629627)"
11-01-2023 20:00:00.517608,"(10.0, 22.0, 20.625)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.3429629629629627)"
11-01-2023 20:00:01.694402,"(10.0, 50.0, 42.2)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.3429629629629627)"
11-01-2023 20:00:02.910798,"(10.0, 50.0, 42.2)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.3429629629629627)"
11-01-2023 20:00:04.372979,"(10.0, 50.0, 40.375)","(2.9, 4.8, 3.54)","(4.2, 6.8, 4.315789473684211)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.3429629629629627)"
11-01-2023 20:00:05.742008,"(10.0, 50.0, 40.375)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.3429629629629627)"
11-01-2023 20:00:07.092796,"(10.0, 50.0, 40.375)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.3429629629629627)"
11-01-2023 20:00:08.390175,"(10.0, 50.0, 40.375)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.716111111111111)"
11-01-2023 20:00:09.700234,"(10.0, 50.0, 21.625)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.716111111111111)"
11-01-2023 20:00:11.015156,"(10.0, 25.0, 21.625)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.3999999999999995)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.716111111111111)"
11-01-2023 20:00:12.283452,"(10.0, 25.0, 21.625)","(2.9, 4.8, 3.54)","(4.2, 6.8, 4.315789473684211)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.716111111111111)"
11-01-2023 20:00:13.547251,"(10.0, 25.0, 21.625)","(2.9, 4.8, 3.54)","(4.2, 6.8, 4.315789473684211)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.716111111111111)"
11-01-2023 20:00:14.829939,"(10.0, 25.0, 21.625)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.716111111111111)"
11-01-2023 20:00:16.100704,"(10.0, 25.0, 21.625)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.3999999999999995)","(14.0, 99999, 99990)","(31.0, 110.0, 51.42857142857143)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.716111111111111)"
11-01-2023 20:00:17.327585,"(10.0, 25.0, 21.625)","(2.9, 4.8, 3.54)","(4.2, 6.8, 4.315789473684211)","(14.0, 99999, 99990)","(31.0, 110.0, 42.5)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.716111111111111)"
11-01-2023 20:00:18.580919,"(10.0, 25.0, 21.875)","(2.9, 4.8, 3.54)","(4.2, 6.8, 4.315789473684211)","(14.0, 99999, 99990)","(31.0, 110.0, 42.5)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.716111111111111)"
11-01-2023 20:00:19.742733,"(10.0, 25.0, 21.875)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 42.5)","(13.0, 32.0, 16.166666666666668)","(2.25, 2.94, 2.716111111111111)"
11-01-2023 20:00:20.953966,"(10.0, 25.0, 19.0)","(2.9, 4.8, 3.2075)","(4.2, 6.8, 4.581818181818182)","(14.0, 99999, 99990)","(31.0, 110.0, 43.333333333333336)","(13.0, 32.0, 16.166666666666668)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:22.193826,"(10.0, 25.0, 19.0)","(2.9, 4.8, 3.225)","(4.2, 6.8, 4.023529411764706)","(14.0, 99999, 99990)","(31.0, 110.0, 43.333333333333336)","(13.0, 32.0, 16.166666666666668)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:23.420156,"(10.0, 25.0, 19.0)","(2.9, 4.8, 3.225)","(4.2, 6.8, 4.023529411764706)","(14.0, 99999, 99990)","(31.0, 110.0, 43.333333333333336)","(13.0, 32.0, 16.166666666666668)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:24.657910,"(10.0, 25.0, 19.0)","(2.9, 4.8, 3.225)","(4.2, 6.8, 4.023529411764706)","(14.0, 99999, 99990)","(31.0, 110.0, 43.333333333333336)","(13.0, 32.0, 16.166666666666668)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:26.221483,"(10.0, 25.0, 19.0)","(2.9, 4.8, 3.225)","(4.2, 6.8, 4.023529411764706)","(14.0, 99999, 99990)","(31.0, 110.0, 43.333333333333336)","(13.0, 32.0, 16.166666666666668)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:27.638753,"(10.0, 25.0, 22.7)","(2.9, 4.8, 3.225)","(4.2, 6.8, 4.514285714285714)","(14.0, 99999, 99990)","(31.0, 110.0, 45.0)","(13.0, 32.0, 16.166666666666668)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:28.999529,"(10.0, 25.0, 22.7)","(2.9, 4.8, 3.225)","(4.2, 6.8, 4.514285714285714)","(14.0, 99999, 99990)","(31.0, 110.0, 45.0)","(13.0, 32.0, 16.166666666666668)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:30.273986,"(10.0, 25.0, 22.8)","(2.9, 4.8, 3.6545454545454543)","(4.2, 6.8, 4.315789473684211)","(14.0, 99999, 99990)","(31.0, 110.0, 45.0)","(13.0, 32.0, 16.166666666666668)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:31.569105,"(10.0, 25.0, 22.8)","(2.9, 4.8, 3.6545454545454543)","(4.2, 6.8, 4.315789473684211)","(14.0, 99999, 99990)","(31.0, 110.0, 45.0)","(13.0, 32.0, 16.166666666666668)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:32.906182,"(10.0, 25.0, 22.8)","(2.9, 4.8, 3.6545454545454543)","(4.2, 6.8, 4.3999999999999995)","(14.0, 99999, 99990)","(31.0, 110.0, 45.0)","(13.0, 32.0, 16.166666666666668)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:34.220479,"(10.0, 25.0, 22.8)","(2.9, 4.8, 3.6545454545454543)","(4.2, 6.8, 4.3999999999999995)","(14.0, 99999, 99990)","(31.0, 110.0, 45.0)","(13.0, 32.0, 22.25)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:35.563494,"(10.0, 25.0, 22.9)","(2.9, 4.8, 3.6545454545454543)","(4.2, 6.8, 4.3999999999999995)","(14.0, 99999, 99990)","(31.0, 110.0, 46.666666666666664)","(13.0, 32.0, 16.166666666666668)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:36.821080,"(10.0, 25.0, 20.0)","(2.9, 4.8, 3.6545454545454543)","(4.2, 6.8, 4.3999999999999995)","(14.0, 99999, 99990)","(31.0, 110.0, 46.666666666666664)","(13.0, 32.0, 16.166666666666668)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:38.191221,"(10.0, 25.0, 20.0)","(2.9, 4.8, 3.6545454545454543)","(4.2, 6.8, 5.666666666666666)","(14.0, 99999, 99990)","(31.0, 110.0, 48.333333333333336)","(13.0, 32.0, 16.166666666666668)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:39.488980,"(10.0, 25.0, 20.0)","(2.9, 4.8, 3.6545454545454543)","(4.2, 6.6, 5.666666666666666)","(14.0, 99999, 99990)","(31.0, 110.0, 48.333333333333336)","(13.0, 32.0, 16.583333333333332)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:40.733782,"(10.0, 25.0, 20.0)","(2.9, 4.8, 3.6545454545454543)","(4.2, 6.6, 5.666666666666666)","(14.0, 99999, 99990)","(31.0, 110.0, 48.333333333333336)","(13.0, 32.0, 16.583333333333332)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:41.962799,"(10.0, 25.0, 20.0)","(2.9, 4.8, 3.6545454545454543)","(4.2, 6.6, 5.666666666666666)","(14.0, 99999, 99990)","(31.0, 110.0, 50.0)","(13.0, 32.0, 16.583333333333332)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:43.205973,"(10.0, 25.0, 20.0)","(2.9, 4.8, 3.6545454545454543)","(4.2, 6.6, 5.666666666666666)","(14.0, 99999, 99990)","(31.0, 110.0, 50.0)","(13.0, 32.0, 16.583333333333332)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:44.515671,"(10.0, 25.0, 20.0)","(2.9, 4.8, 3.6100000000000003)","(4.2, 6.6, 5.683333333333334)","(14.0, 99999, 99990)","(31.0, 110.0, 50.0)","(13.0, 32.0, 16.583333333333332)","(2.25, 2.94, 2.652142857142857)"
11-01-2023 20:00:45.811212,"(10.0, 25.0, 22.625)","(2.9, 4.8, 3.6100000000000003)","(4.2, 6.6, 5.699999999999999)","(14.0, 99999, 99990)","(31.0, 110.0, 50.0)","(13.0, 32.0, 16.583333333333332)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:47.011936,"(10.0, 25.0, 22.625)","(2.9, 4.8, 3.6100000000000003)","(4.2, 6.6, 5.699999999999999)","(14.0, 99999, 99990)","(31.0, 110.0, 50.0)","(13.0, 32.0, 16.583333333333332)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:48.231270,"(10.0, 25.0, 20.5)","(2.9, 4.8, 3.225)","(4.2, 6.6, 5.699999999999999)","(14.0, 99999, 99990)","(31.0, 110.0, 50.0)","(13.0, 32.0, 16.583333333333332)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:49.513774,"(10.0, 25.0, 20.5)","(2.9, 4.8, 3.225)","(4.2, 6.6, 5.699999999999999)","(14.0, 99999, 99990)","(31.0, 110.0, 50.0)","(13.0, 32.0, 16.583333333333332)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:50.796702,"(10.0, 25.0, 20.5)","(2.9, 4.8, 3.225)","(4.2, 6.6, 5.699999999999999)","(14.0, 99999, 99990)","(31.0, 110.0, 50.0)","(13.0, 32.0, 16.583333333333332)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:52.062038,"(10.0, 25.0, 23.2)","(2.9, 4.8, 3.225)","(4.2, 6.6, 5.699999999999999)","(14.0, 99999, 99990)","(31.0, 110.0, 50.0)","(13.0, 32.0, 16.583333333333332)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:53.349328,"(10.0, 25.0, 23.2)","(2.9, 4.8, 3.225)","(4.2, 6.6, 5.699999999999999)","(14.0, 99999, 99990)","(31.0, 110.0, 50.0)","(13.0, 32.0, 16.583333333333332)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:54.580803,"(10.0, 25.0, 23.2)","(2.9, 4.8, 3.225)","(4.2, 6.6, 5.699999999999999)","(14.0, 99999, 99990)","(31.0, 110.0, 50.0)","(13.0, 32.0, 16.583333333333332)","(2.25, 2.94, 2.362222222222222)"
11-01-2023 20:00:55.817692,"(10.0, 25.0, 23.2)","(2.9, 4.8, 3.225)","(4.2, 6.6, 5.699999999999999)","(14.0, 99999, 99990)","(31.0, 110.0, 50.0)","(13.0, 32.0, 16.583333333333332)","(2.25, 2.94, 2.362222222222222)"
