,Animal,Victory Medal Nz,Arthur Lowe Nz,Alakazam,Premonition,Clarenden Envoy,Steam Cleaned
07-01-2023 21:13:49.536905,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.5, 13.5)","(5.0, 8.4, 7.800000000000001)","(7.5, 11.0, 10.6)","(11.0, 21.0, 16.5)"
07-01-2023 21:13:50.633689,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.5, 13.5)","(5.0, 8.4, 7.800000000000001)","(7.5, 11.0, 10.6)","(11.0, 21.0, 16.5)"
07-01-2023 21:13:51.775118,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.5, 13.5)","(5.0, 8.4, 7.800000000000001)","(7.5, 11.0, 10.6)","(11.0, 21.0, 16.5)"
07-01-2023 21:13:52.996864,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.5, 13.5)","(5.0, 8.4, 7.800000000000001)","(7.5, 11.0, 10.6)","(11.0, 21.0, 16.5)"
07-01-2023 21:13:54.142787,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.5, 13.5)","(5.0, 8.4, 7.800000000000001)","(7.5, 11.0, 10.6)","(11.0, 21.0, 16.5)"
07-01-2023 21:13:55.308416,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.6)","(7.5, 11.0, 10.6)","(11.0, 20.0, 17.928571428571427)"
07-01-2023 21:13:56.468615,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.6)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:13:57.629877,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.6)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:13:58.837759,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.6)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:13:59.874696,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.6)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:00.873880,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.6)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:01.876487,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.6)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:02.848642,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.6)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:04.023334,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.6)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:05.235074,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.6)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:06.541808,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.6)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:07.724458,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.6)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:08.770167,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.6)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:09.832727,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.6)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:10.921562,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.6)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:12.024124,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.6)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:13.124681,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.6)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:14.236379,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.7)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:15.342064,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.7)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:16.434732,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.125)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.5)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:17.508630,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 19.0, 14.9)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.5)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:18.525449,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.5, 15.25)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.5)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:19.530426,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 15.25)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.5)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:20.550114,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 15.25)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.5)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:21.593179,"(1.4, 1.62, 1.6187500000000001)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.722222222222221)","(5.0, 8.4, 7.7)","(7.5, 11.0, 10.5)","(11.0, 19.5, 17.928571428571427)"
07-01-2023 21:14:22.634344,"(1.4, 1.65, 1.6123529411764708)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.866666666666667)","(7.5, 11.0, 10.5)","(11.0, 19.5, 15.833333333333334)"
07-01-2023 21:14:23.736804,"(1.4, 1.65, 1.6212000000000002)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.0)","(7.5, 11.0, 10.4)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:24.813796,"(1.4, 1.65, 1.6212000000000002)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.0)","(7.5, 11.0, 10.4)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:25.874170,"(1.4, 1.65, 1.6212000000000002)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.0)","(7.5, 11.0, 10.4)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:26.910928,"(1.4, 1.65, 1.6212000000000002)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.0)","(7.5, 11.0, 10.4)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:27.942941,"(1.4, 1.64, 1.6363636363636362)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.0)","(7.5, 11.0, 10.4)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:28.984119,"(1.4, 1.64, 1.6333333333333333)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.0)","(7.5, 11.0, 10.666666666666666)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:30.061267,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.288)","(7.5, 11.0, 10.392857142857142)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:31.123781,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.192307692307693)","(7.5, 15.5, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:32.171869,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.192307692307693)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:33.203821,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.2)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:34.218365,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.2)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:35.327641,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.2)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:36.392549,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.2)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:37.455988,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.2)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:38.562676,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.800000000000001)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:39.657224,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.800000000000001)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:40.698733,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.292000000000002)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:41.736668,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.2375)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:42.772813,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.122222222222224)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:43.779315,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.800000000000001)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:44.893414,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.181818181818182)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:46.036644,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.181818181818182)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:47.126453,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.273684210526316)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:48.180522,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.273684210526316)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:49.282618,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.033333333333333)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:50.292000,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 8.033333333333333)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:51.462482,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.9)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:52.575596,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.9)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:53.684858,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.9)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:54.802504,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.9)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:55.927199,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.9)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:57.092714,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.9)","(7.5, 15.0, 10.833333333333334)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:58.167539,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.9)","(7.5, 15.0, 10.833333333333334)","(11.0, 19.5, 14.6875)"
07-01-2023 21:14:59.246575,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.9)","(7.5, 15.0, 10.833333333333334)","(11.0, 19.5, 14.6875)"
07-01-2023 21:15:00.438605,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.9)","(7.5, 15.0, 10.833333333333334)","(11.0, 19.5, 14.6875)"
07-01-2023 21:15:01.494756,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.9)","(7.5, 15.0, 10.833333333333334)","(11.0, 19.5, 14.6875)"
07-01-2023 21:15:02.647101,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.9)","(7.5, 15.0, 10.833333333333334)","(11.0, 19.5, 14.6875)"
07-01-2023 21:15:03.781396,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.9)","(7.5, 15.0, 10.833333333333334)","(11.0, 19.5, 14.6875)"
07-01-2023 21:15:04.980597,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.9)","(7.5, 15.0, 10.833333333333334)","(11.0, 19.5, 14.6875)"
07-01-2023 21:15:06.155837,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 13.1875)","(5.0, 8.4, 7.9)","(7.5, 15.0, 10.833333333333334)","(11.0, 19.5, 14.6875)"
07-01-2023 21:15:07.346052,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 18.0, 14.166666666666666)","(5.0, 8.4, 7.9)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:15:08.572295,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.5, 14.0)","(5.0, 8.4, 7.9)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:15:09.725029,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.0)","(5.0, 8.4, 7.9)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:15:10.767055,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.0)","(5.0, 8.4, 7.9)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:15:11.921284,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.0)","(5.0, 8.4, 7.9)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:15:13.062135,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.0)","(5.0, 8.4, 7.9)","(7.5, 15.0, 12.5)","(11.0, 19.5, 14.6875)"
07-01-2023 21:15:14.213675,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.0)","(5.0, 8.4, 7.9)","(7.5, 15.0, 12.5)","(11.0, 19.5, 15.25)"
07-01-2023 21:15:15.431180,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.0)","(5.0, 8.4, 7.9)","(7.5, 15.0, 12.5)","(11.0, 19.0, 15.5)"
07-01-2023 21:15:16.649842,"(1.4, 1.64, 1.638)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.0)","(5.0, 8.4, 7.9)","(7.5, 15.0, 12.5)","(11.0, 18.5, 15.5)"
07-01-2023 21:15:17.756573,"(1.4, 1.64, 1.63)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.4, 8.0)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 16.25)"
07-01-2023 21:15:18.785742,"(1.4, 1.64, 1.5694594594594595)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.4, 8.0)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 16.25)"
07-01-2023 21:15:19.859925,"(1.4, 1.64, 1.57475)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.4, 8.2)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:20.980918,"(1.4, 1.64, 1.57475)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.4, 8.2)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:22.188194,"(1.4, 1.64, 1.57475)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.4, 8.2)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:23.311328,"(1.4, 1.64, 1.57475)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.4, 8.2)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:24.441794,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.4, 8.2)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:25.568028,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.4, 8.2)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:26.710804,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.4, 8.2)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:27.815414,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.4, 8.2)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:28.797101,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.4, 8.2)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:29.839717,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.4, 8.2)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:31.050990,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.4, 8.2)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:32.207611,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.4, 8.2)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:33.396640,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.4, 8.2)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:34.553849,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.4, 8.600000000000001)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:35.631511,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 8.8, 8.8)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:36.802648,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 9.0, 8.6)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:37.802673,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 9.0, 8.6)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:38.825794,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 9.0, 8.6)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:39.911250,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 9.0, 8.6)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:41.104555,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 9.0, 8.6)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:42.269633,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 9.0, 8.6)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
07-01-2023 21:15:43.579381,"(1.4, 1.64, 1.5730232558139534)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 14.333333333333334)","(5.0, 9.0, 8.6)","(7.5, 15.0, 12.666666666666666)","(11.0, 18.5, 17.375)"
