,Animal,Victory Medal Nz,Arthur Lowe Nz,Alakazam,Premonition,Clarenden Envoy,Steam Cleaned
07-01-2023 21:08:00.254878,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.466666666666667)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:01.608099,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.466666666666667)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:02.854080,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.466666666666667)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:04.116326,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.466666666666667)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:05.384486,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.466666666666667)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:06.643769,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.466666666666667)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:07.820529,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.466666666666667)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:08.983257,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.466666666666667)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:10.051113,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.466666666666667)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:11.246445,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.466666666666667)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:12.195725,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.466666666666667)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:13.285646,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.466666666666667)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:14.299875,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.466666666666667)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:15.556584,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.6)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:16.859926,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.6)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:18.088628,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:19.373580,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:20.519936,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:21.736618,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:22.984047,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:24.170833,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:25.396371,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:26.520828,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.142857142857142)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:27.762959,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 17.0, 13.5)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:28.943810,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.5, 13.5)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 16.636363636363637)"
07-01-2023 21:08:30.112338,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:31.261577,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:32.357441,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:33.617499,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:34.718888,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:35.840543,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:36.921463,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:38.003303,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:39.123044,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:40.266466,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:41.706521,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:42.902118,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:44.249452,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:45.485537,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:46.608082,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:47.799823,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:48.983850,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:50.288115,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:51.533533,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:52.606138,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:53.722955,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:54.817843,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:56.018718,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:57.279367,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:58.467206,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:08:59.593624,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:09:00.699063,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:09:01.661854,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:09:02.666378,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:09:03.759249,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:09:04.933319,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:09:06.028560,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:09:07.299540,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:09:08.710586,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:09:10.082298,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.0)"
07-01-2023 21:09:11.305767,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.3)","(11.0, 21.0, 15.5)"
07-01-2023 21:09:12.382779,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.0)","(5.0, 8.8, 8.275)","(7.5, 11.0, 10.3)","(11.0, 20.0, 15.833333333333334)"
07-01-2023 21:09:13.444703,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.100000000000001)","(7.5, 11.0, 10.3)","(11.0, 19.5, 15.833333333333334)"
07-01-2023 21:09:14.442050,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 7.960000000000001)","(7.5, 11.0, 10.8)","(11.0, 19.5, 15.833333333333334)"
07-01-2023 21:09:15.451603,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 15.833333333333334)"
07-01-2023 21:09:16.369041,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 15.833333333333334)"
07-01-2023 21:09:17.407895,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:18.493925,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:19.545791,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:20.739539,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:21.982292,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:23.004493,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:23.999257,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:25.032074,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:26.096570,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:27.139249,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:28.260632,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:29.360030,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:30.453493,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:31.557408,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:32.692816,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:33.792016,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:34.843720,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:35.952993,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:36.956465,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:38.033177,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:39.124258,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:40.177916,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:41.310509,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:42.479300,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:43.632994,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:44.758198,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:45.931276,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:47.138520,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:48.215009,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:49.318208,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:50.368206,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:51.446875,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:52.453071,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
07-01-2023 21:09:53.506127,"(1.4, 1.62, 1.6064705882352943)","(15.0, 99999, 99990)","(81.0, 99999, 99990)","(13.0, 16.0, 13.666666666666666)","(5.0, 8.8, 8.08)","(7.5, 11.0, 10.8)","(11.0, 19.5, 14.785714285714286)"
