,Rocky Banner,Wham Bam Kent,Nobu Lad,Aeroplane Wish,Ebby Justice,Mr Sizzler,Misled,Black Onyx Mae
09-01-2023 16:15:39.329726,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:15:40.800460,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:15:42.067377,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:15:43.280666,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:15:44.534482,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:15:45.779628,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:15:46.944297,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:15:48.169821,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:15:49.417884,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:15:50.669584,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:15:51.955279,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:15:53.219115,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:15:54.504614,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:15:55.809134,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:15:57.243635,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:15:58.621038,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:16:00.055827,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:16:01.731556,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.3125)"
09-01-2023 16:16:03.396445,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:04.808329,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:06.201178,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:07.435602,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:08.554641,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:09.807857,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:11.057251,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:12.391066,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:13.634440,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:14.799719,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:15.999050,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:17.170246,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:18.555738,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:19.740932,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:21.056449,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:22.280612,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:23.557640,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:24.780898,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:26.009414,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:27.128598,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:28.229888,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:29.310055,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:30.311450,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:31.332022,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:32.390058,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:33.423176,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:34.475978,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:35.545286,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:36.612268,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:37.657548,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:38.760245,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:39.881416,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:40.967315,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:41.993332,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:43.205259,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:44.343082,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:45.477449,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:46.603872,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:47.667237,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:48.695360,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:49.692156,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:50.677853,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:51.743974,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:52.759032,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:54.036652,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:55.231187,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:56.397113,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:57.616755,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:16:58.815356,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:17:00.011760,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:17:01.157123,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:17:02.275693,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:17:03.484196,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:17:04.527903,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:17:05.624948,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:17:06.647124,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:17:07.751637,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:17:08.868180,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:17:09.995980,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:17:11.131846,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:17:12.386143,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:17:13.457139,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
09-01-2023 16:17:14.581579,"(2.05, 2.24, 2.2131914893617024)","(9.0, 16.5, 14.416666666666668)","(20.0, 50.0, 35.5)","(4.0, 7.8, 5.388888888888889)","(15.0, 38.0, 22.666666666666668)","(41.0, 260.0, 96.5)","(5.0, 8.6, 7.7142857142857135)","(7.5, 19.0, 14.833333333333334)"
