,Knight Walker,Yarraman Markle,Nightwatch Star,Gemmas Express,Lexy Can Bern,Beatboxer,Blissfull Donna,Caesars Rockstar,Neville Shannon
15-12-2022 14:32:44.858034,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 7.488888888888889)","(15.0, 44.0, 24.0)","(21.0, 70.0, 30.0)"
15-12-2022 14:32:46.126518,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 7.488888888888889)","(15.0, 44.0, 24.0)","(21.0, 70.0, 30.0)"
15-12-2022 14:32:47.288936,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 7.488888888888889)","(15.0, 44.0, 24.0)","(21.0, 70.0, 30.0)"
15-12-2022 14:32:48.423798,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 7.488888888888889)","(15.0, 44.0, 24.0)","(21.0, 70.0, 30.0)"
15-12-2022 14:32:49.724180,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 7.488888888888889)","(15.0, 44.0, 24.0)","(21.0, 70.0, 30.0)"
15-12-2022 14:32:51.085796,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 7.488888888888889)","(15.0, 44.0, 24.0)","(21.0, 70.0, 30.0)"
15-12-2022 14:32:52.310063,"(15.0, 34.0, 28.875)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 7.488888888888889)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:32:53.797919,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 7.488888888888889)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:32:55.126809,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 7.488888888888889)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:32:56.301743,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 7.488888888888889)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:32:57.541738,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:32:58.835511,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:00.214766,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:01.524794,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:02.873178,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:04.116489,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:05.351992,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:06.571539,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:07.879788,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:09.082045,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:10.270714,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:11.487372,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:12.776136,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:14.094681,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:15.275590,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:16.422561,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:17.638147,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:18.929614,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 17.25)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:20.291160,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:21.605334,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:22.905722,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:24.212831,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:25.429312,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:26.692586,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:28.124008,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:29.444836,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:30.766397,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:32.104681,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:33.397269,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:34.696695,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:35.969907,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:37.225219,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:38.402739,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:39.724750,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:41.085745,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:42.470273,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:43.921950,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:45.254920,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:46.579115,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:47.861284,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:49.127172,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:50.398281,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:51.739772,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:53.050182,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:54.332891,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:55.611331,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:56.885747,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:58.106701,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:33:59.369810,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:34:00.677123,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:34:02.074108,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:34:03.454303,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:34:04.797242,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:34:06.049983,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:34:07.297605,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:34:08.619295,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:34:09.956239,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:34:11.342570,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:34:12.665912,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:34:13.941370,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:34:15.125930,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:34:16.347997,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:34:17.689965,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:34:18.976915,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
15-12-2022 14:34:20.246945,"(15.0, 34.0, 23.75)","(3.8, 5.8, 5.2142857142857135)","(2.9, 5.4, 3.8000000000000003)","(41.0, 160.0, 97.0)","(4.6, 7.8, 6.666666666666666)","(11.0, 23.0, 18.6)","(5.0, 8.4, 5.733333333333333)","(15.0, 44.0, 23.666666666666664)","(21.0, 70.0, 38.0)"
