,Fools Mirage,Cat Named Hercules,Homegrown Legend,Prince Carolina J,Forever Indian,Eura Bunny Boy,Charm The Ladies
08-12-2022 12:55:12.702418,"(2.35, 3.1, 2.94)","(31.0, 480.0, 192.0)","(21.0, 85.0, 58.400000000000006)","(4.4, 4.6, 4.238095238095238)","(11.0, 23.0, 18.0)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.15)"
08-12-2022 12:55:14.042374,"(2.35, 3.1, 2.94)","(31.0, 480.0, 192.0)","(21.0, 85.0, 58.400000000000006)","(4.4, 4.6, 4.238095238095238)","(11.0, 23.0, 18.0)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:15.423985,"(2.35, 3.1, 3.0149999999999997)","(31.0, 480.0, 192.0)","(21.0, 85.0, 58.400000000000006)","(4.4, 4.6, 4.37906976744186)","(11.0, 23.0, 18.0)","(26.0, 80.0, 66.25)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:16.752279,"(2.35, 3.25, 3.0149999999999997)","(31.0, 480.0, 192.0)","(21.0, 85.0, 35.5)","(4.4, 4.6, 4.37906976744186)","(11.0, 23.0, 19.666666666666668)","(26.0, 80.0, 64.28571428571428)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:18.000241,"(2.35, 3.3, 2.822162162162162)","(31.0, 480.0, 264.0)","(21.0, 85.0, 35.5)","(4.4, 4.6, 4.368292682926829)","(11.0, 23.0, 19.666666666666668)","(26.0, 80.0, 44.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:19.207082,"(2.35, 3.05, 2.8378571428571426)","(31.0, 480.0, 265.0)","(21.0, 85.0, 35.5)","(4.4, 4.6, 4.368292682926829)","(11.0, 23.0, 19.666666666666668)","(26.0, 80.0, 44.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:20.540651,"(2.35, 3.05, 2.8378571428571426)","(31.0, 480.0, 265.0)","(21.0, 85.0, 45.4)","(4.4, 4.6, 4.368292682926829)","(11.0, 23.0, 19.666666666666668)","(26.0, 80.0, 44.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:21.851171,"(2.35, 3.05, 2.8378571428571426)","(31.0, 480.0, 265.0)","(21.0, 85.0, 45.4)","(4.4, 4.6, 4.368292682926829)","(11.0, 23.0, 19.2)","(26.0, 80.0, 44.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:23.084534,"(2.35, 3.05, 2.8378571428571426)","(31.0, 480.0, 265.0)","(21.0, 85.0, 45.4)","(4.4, 4.6, 4.368292682926829)","(11.0, 23.0, 19.2)","(26.0, 80.0, 44.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:24.308270,"(2.35, 3.05, 2.8378571428571426)","(31.0, 480.0, 265.0)","(21.0, 85.0, 45.4)","(4.4, 4.6, 4.238095238095238)","(11.0, 23.0, 19.2)","(26.0, 80.0, 44.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:25.502243,"(2.35, 3.05, 2.8378571428571426)","(31.0, 480.0, 265.0)","(21.0, 85.0, 45.4)","(4.4, 4.6, 4.238095238095238)","(11.0, 23.0, 21.1)","(26.0, 80.0, 44.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:26.778183,"(2.35, 3.05, 2.8378571428571426)","(31.0, 470.0, 260.0)","(21.0, 85.0, 45.4)","(4.4, 4.6, 4.238095238095238)","(11.0, 23.0, 21.1)","(26.0, 80.0, 74.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:28.049457,"(2.35, 3.05, 2.8378571428571426)","(31.0, 470.0, 257.5)","(21.0, 85.0, 65.35)","(4.4, 4.6, 4.238095238095238)","(11.0, 23.0, 21.2)","(26.0, 80.0, 63.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:29.298602,"(2.35, 3.05, 2.999074074074074)","(31.0, 460.0, 257.5)","(21.0, 85.0, 67.27272727272728)","(4.4, 4.6, 4.238095238095238)","(11.0, 23.0, 21.2)","(26.0, 80.0, 45.33333333333333)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:30.524179,"(2.35, 3.05, 2.852)","(31.0, 460.0, 257.5)","(21.0, 85.0, 72.0)","(4.4, 4.6, 4.238095238095238)","(11.0, 23.0, 21.2)","(26.0, 80.0, 65.14285714285714)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:31.999989,"(2.35, 3.25, 2.858918918918919)","(31.0, 460.0, 257.5)","(21.0, 85.0, 66.0)","(4.4, 4.6, 4.238095238095238)","(11.0, 23.0, 19.6)","(26.0, 80.0, 71.33333333333333)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:33.608147,"(2.35, 3.3, 2.858918918918919)","(31.0, 460.0, 368.0)","(21.0, 85.0, 66.0)","(4.4, 4.6, 4.238095238095238)","(11.0, 23.0, 19.6)","(26.0, 80.0, 54.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:34.930450,"(2.35, 3.3, 2.8786363636363634)","(31.0, 460.0, 368.0)","(21.0, 85.0, 66.0)","(4.4, 4.6, 4.409999999999999)","(11.0, 23.0, 19.6)","(26.0, 80.0, 54.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:36.335579,"(2.35, 3.25, 2.8786363636363634)","(31.0, 460.0, 356.5)","(21.0, 85.0, 74.84615384615384)","(4.4, 4.6, 4.409999999999999)","(11.0, 23.0, 21.3)","(26.0, 80.0, 54.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:37.496337,"(2.35, 3.2, 3.176)","(31.0, 460.0, 357.0)","(21.0, 85.0, 74.84615384615384)","(4.4, 4.6, 4.409999999999999)","(11.0, 23.0, 21.3)","(26.0, 80.0, 54.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:38.670100,"(2.35, 3.3, 2.919459459459459)","(31.0, 460.0, 322.0)","(21.0, 85.0, 41.33333333333333)","(4.4, 4.6, 4.409999999999999)","(11.0, 23.0, 21.3)","(26.0, 80.0, 54.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:39.954826,"(2.35, 3.3, 2.919459459459459)","(31.0, 460.0, 368.0)","(21.0, 85.0, 41.33333333333333)","(4.4, 4.6, 4.409999999999999)","(11.0, 23.0, 21.3)","(26.0, 80.0, 54.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:41.274303,"(2.35, 3.3, 2.916410256410256)","(31.0, 460.0, 368.0)","(21.0, 85.0, 41.33333333333333)","(4.4, 4.6, 4.409999999999999)","(11.0, 23.0, 21.3)","(26.0, 80.0, 54.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:42.468396,"(2.35, 3.3, 3.135)","(31.0, 460.0, 368.0)","(21.0, 85.0, 41.33333333333333)","(4.4, 4.6, 4.409999999999999)","(11.0, 23.0, 21.3)","(26.0, 80.0, 54.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:43.595940,"(2.35, 3.3, 3.135)","(31.0, 460.0, 368.0)","(21.0, 85.0, 41.33333333333333)","(4.4, 4.6, 4.409999999999999)","(11.0, 23.0, 21.3)","(26.0, 80.0, 54.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:44.743276,"(2.35, 3.3, 3.135)","(31.0, 460.0, 368.0)","(21.0, 85.0, 41.33333333333333)","(4.4, 4.6, 4.238095238095238)","(11.0, 23.0, 19.6)","(26.0, 80.0, 63.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:45.912060,"(2.35, 3.15, 2.928235294117647)","(31.0, 460.0, 254.0)","(21.0, 85.0, 41.66666666666667)","(4.4, 4.6, 4.238095238095238)","(11.0, 23.0, 22.291666666666668)","(26.0, 80.0, 63.0)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:47.142890,"(2.35, 3.15, 2.928235294117647)","(31.0, 460.0, 254.0)","(21.0, 85.0, 36.25)","(4.4, 4.6, 4.238095238095238)","(11.0, 23.0, 17.666666666666668)","(26.0, 80.0, 67.25)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:48.322755,"(2.35, 3.15, 3.105)","(31.0, 460.0, 212.8)","(21.0, 85.0, 36.25)","(4.4, 4.6, 4.238095238095238)","(11.0, 23.0, 17.666666666666668)","(26.0, 80.0, 67.25)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:49.513710,"(2.35, 3.2, 3.146666666666667)","(31.0, 460.0, 212.8)","(21.0, 85.0, 36.25)","(4.4, 4.6, 4.382857142857143)","(11.0, 23.0, 19.25)","(26.0, 80.0, 67.25)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:50.636277,"(2.35, 3.15, 3.072857142857143)","(31.0, 460.0, 214.0)","(21.0, 85.0, 60.625)","(4.4, 4.6, 4.382857142857143)","(11.0, 23.0, 19.25)","(26.0, 80.0, 67.25)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:51.801052,"(2.35, 3.15, 2.9699999999999998)","(31.0, 460.0, 214.0)","(21.0, 85.0, 52.5)","(4.4, 4.6, 4.382857142857143)","(11.0, 23.0, 19.25)","(26.0, 80.0, 67.25)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:53.032898,"(2.35, 3.15, 2.9699999999999998)","(31.0, 460.0, 214.0)","(21.0, 85.0, 52.5)","(4.4, 4.6, 4.382857142857143)","(11.0, 23.0, 20.857142857142858)","(26.0, 80.0, 67.25)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:54.540907,"(2.35, 3.15, 3.1083333333333334)","(31.0, 460.0, 214.0)","(21.0, 85.0, 52.5)","(4.4, 4.6, 4.382857142857143)","(11.0, 23.0, 20.857142857142858)","(26.0, 80.0, 67.25)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:55.764229,"(2.35, 3.15, 3.1083333333333334)","(31.0, 460.0, 214.0)","(21.0, 85.0, 60.625)","(4.4, 4.6, 4.320588235294117)","(11.0, 23.0, 19.5)","(26.0, 80.0, 67.25)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:56.989805,"(2.35, 3.15, 3.042)","(31.0, 460.0, 214.0)","(21.0, 85.0, 60.625)","(4.4, 4.6, 4.320588235294117)","(11.0, 23.0, 19.5)","(26.0, 80.0, 67.25)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:58.448900,"(2.35, 3.15, 3.042)","(31.0, 460.0, 214.0)","(21.0, 85.0, 60.625)","(4.4, 4.6, 4.320588235294117)","(11.0, 23.0, 19.5)","(26.0, 80.0, 67.25)","(3.0, 3.35, 3.07)"
08-12-2022 12:55:59.966222,"(2.35, 3.15, 3.042)","(31.0, 460.0, 214.0)","(21.0, 85.0, 60.625)","(4.4, 4.6, 4.320588235294117)","(11.0, 23.0, 19.5)","(26.0, 80.0, 67.25)","(3.0, 3.35, 3.07)"
08-12-2022 12:56:01.408714,"(2.35, 3.15, 3.042)","(31.0, 460.0, 156.25)","(21.0, 85.0, 52.5)","(4.4, 4.6, 4.343243243243243)","(11.0, 23.0, 19.5)","(26.0, 80.0, 67.25)","(3.0, 3.35, 3.07)"
08-12-2022 12:56:02.778245,"(2.35, 3.15, 3.042)","(31.0, 460.0, 193.33333333333334)","(21.0, 85.0, 53.0)","(4.4, 4.6, 4.343243243243243)","(11.0, 23.0, 20.4)","(26.0, 80.0, 63.333333333333336)","(3.0, 3.35, 3.07)"
08-12-2022 12:56:04.098700,"(2.35, 3.1, 2.988888888888889)","(31.0, 460.0, 193.33333333333334)","(21.0, 85.0, 63.333333333333336)","(4.4, 4.6, 4.343243243243243)","(11.0, 23.0, 20.4)","(26.0, 80.0, 63.333333333333336)","(3.0, 3.35, 3.07)"
08-12-2022 12:56:05.318109,"(2.35, 2.98, 2.964)","(31.0, 460.0, 193.33333333333334)","(21.0, 85.0, 63.333333333333336)","(4.4, 4.6, 4.357142857142857)","(11.0, 23.0, 22.545454545454547)","(26.0, 80.0, 63.333333333333336)","(3.0, 3.35, 3.07)"
08-12-2022 12:56:06.610588,"(2.35, 2.98, 2.9571428571428573)","(31.0, 460.0, 190.0)","(21.0, 85.0, 53.0)","(4.4, 4.5, 4.348275862068966)","(11.0, 23.0, 22.583333333333336)","(26.0, 80.0, 63.333333333333336)","(3.0, 3.35, 3.07)"
08-12-2022 12:56:07.919973,"(2.35, 2.98, 2.9571428571428573)","(31.0, 460.0, 190.0)","(21.0, 85.0, 53.0)","(4.4, 4.5, 4.345454545454546)","(11.0, 23.0, 22.583333333333336)","(21.0, 80.0, 63.333333333333336)","(3.0, 3.35, 3.07)"
08-12-2022 12:56:09.096990,"(2.45, 2.98, 2.9571428571428573)","(31.0, 460.0, 190.0)","(21.0, 85.0, 53.0)","(4.2, 4.4, 4.345454545454546)","(11.0, 23.0, 22.583333333333336)","(21.0, 80.0, 63.333333333333336)","(3.0, 3.35, 3.07)"
08-12-2022 12:56:10.164101,"(2.45, 2.98, 2.9571428571428573)","(31.0, 460.0, 257.5)","(21.0, 85.0, 53.0)","(4.2, 4.4, 4.345454545454546)","(11.0, 23.0, 21.5)","(21.0, 80.0, 63.333333333333336)","(3.0, 3.35, 3.07)"
08-12-2022 12:56:11.359721,"(2.45, 2.98, 2.9571428571428573)","(31.0, 460.0, 257.5)","(21.0, 85.0, 53.0)","(4.2, 4.4, 4.345454545454546)","(11.0, 23.0, 21.5)","(21.0, 80.0, 63.333333333333336)","(3.0, 3.35, 3.07)"
08-12-2022 12:56:12.477538,"(2.4, 2.98, 2.9571428571428573)","(31.0, 460.0, 257.5)","(20.0, 85.0, 53.5)","(4.2, 4.4, 4.345454545454546)","(12.0, 23.0, 21.5)","(21.0, 80.0, 64.0)","(2.9, 3.35, 3.07)"
08-12-2022 12:56:13.718658,"(2.4, 2.98, 2.8345454545454545)","(31.0, 450.0, 129.16666666666669)","(20.0, 85.0, 54.0)","(4.2, 4.4, 4.345454545454546)","(12.0, 23.0, 22.583333333333336)","(21.0, 80.0, 57.0)","(2.9, 3.35, 3.07)"
08-12-2022 12:56:15.024319,"(2.4, 2.9, 2.827272727272727)","(31.0, 450.0, 129.16666666666669)","(20.0, 85.0, 54.0)","(4.2, 4.4, 4.292857142857143)","(12.0, 23.0, 21.4)","(21.0, 80.0, 57.0)","(2.9, 3.35, 3.07)"
08-12-2022 12:56:16.325387,"(2.4, 2.9, 2.836)","(31.0, 450.0, 129.16666666666669)","(20.0, 85.0, 54.0)","(4.2, 4.4, 4.292857142857143)","(12.0, 23.0, 21.4)","(21.0, 80.0, 57.0)","(2.9, 3.35, 3.07)"
08-12-2022 12:56:17.624340,"(2.4, 2.86, 2.812)","(31.0, 450.0, 129.16666666666669)","(20.0, 85.0, 64.33333333333334)","(4.2, 4.4, 4.292857142857143)","(12.0, 23.0, 21.4)","(21.0, 80.0, 61.599999999999994)","(2.9, 3.35, 3.07)"
08-12-2022 12:56:18.868175,"(2.4, 2.8, 2.7846153846153845)","(31.0, 440.0, 252.5)","(20.0, 85.0, 64.33333333333334)","(4.2, 4.4, 4.292857142857143)","(12.0, 23.0, 21.666666666666668)","(21.0, 80.0, 61.599999999999994)","(2.9, 3.35, 3.07)"
08-12-2022 12:56:20.033325,"(2.4, 2.8, 2.7846153846153845)","(31.0, 440.0, 252.5)","(20.0, 85.0, 64.33333333333334)","(4.2, 4.4, 4.292857142857143)","(12.0, 23.0, 21.666666666666668)","(21.0, 80.0, 61.599999999999994)","(2.9, 3.35, 3.07)"
08-12-2022 12:56:21.186822,"(2.4, 2.8, 2.77)","(31.0, 440.0, 252.5)","(20.0, 85.0, 54.5)","(4.2, 4.4, 4.292857142857143)","(12.0, 23.0, 21.666666666666668)","(21.0, 80.0, 61.599999999999994)","(2.9, 3.35, 3.07)"
08-12-2022 12:56:22.396045,"(2.4, 2.8, 2.7418181818181817)","(31.0, 440.0, 252.5)","(20.0, 85.0, 54.5)","(4.2, 4.4, 4.292857142857143)","(12.0, 23.0, 21.666666666666668)","(21.0, 80.0, 61.599999999999994)","(2.9, 3.35, 3.07)"
08-12-2022 12:56:23.574840,"(2.4, 2.8, 2.7418181818181817)","(31.0, 440.0, 252.5)","(20.0, 85.0, 49.0)","(4.2, 4.4, 4.292857142857143)","(12.0, 23.0, 21.666666666666668)","(21.0, 80.0, 61.599999999999994)","(2.9, 3.35, 3.07)"
08-12-2022 12:56:24.698852,"(2.4, 2.8, 2.7111111111111112)","(31.0, 440.0, 345.0)","(20.0, 85.0, 49.0)","(4.2, 4.4, 4.292857142857143)","(12.0, 23.0, 21.666666666666668)","(21.0, 80.0, 61.599999999999994)","(2.9, 3.35, 3.07)"
08-12-2022 12:56:25.909966,"(2.4, 2.8, 2.7111111111111112)","(31.0, 450.0, 216.0)","(20.0, 85.0, 49.0)","(4.2, 4.4, 4.292857142857143)","(12.0, 23.0, 21.5)","(21.0, 80.0, 61.599999999999994)","(2.9, 3.35, 3.07)"
08-12-2022 12:56:27.185492,"(2.4, 2.8, 2.7111111111111112)","(31.0, 450.0, 216.0)","(20.0, 85.0, 49.0)","(4.2, 4.4, 4.292857142857143)","(12.0, 23.0, 20.25)","(21.0, 80.0, 61.599999999999994)","(2.9, 3.35, 3.07)"
08-12-2022 12:56:28.521074,"(2.4, 2.86, 2.8407999999999998)","(31.0, 450.0, 294.0)","(20.0, 85.0, 49.0)","(4.2, 4.4, 4.292857142857143)","(12.0, 23.0, 20.25)","(21.0, 80.0, 61.599999999999994)","(2.9, 3.35, 3.07)"
08-12-2022 12:56:29.873744,"(2.4, 2.84, 2.832307692307692)","(31.0, 450.0, 190.0)","(20.0, 85.0, 49.0)","(4.2, 4.4, 4.292857142857143)","(12.0, 23.0, 21.625)","(21.0, 80.0, 61.599999999999994)","(2.9, 3.35, 3.15)"
08-12-2022 12:56:31.318371,"(2.4, 2.84, 2.808)","(31.0, 450.0, 313.33333333333337)","(20.0, 85.0, 49.0)","(4.2, 4.4, 4.292857142857143)","(12.0, 23.0, 20.25)","(21.0, 80.0, 61.599999999999994)","(2.9, 3.3, 3.15)"
08-12-2022 12:56:32.726082,"(2.4, 2.84, 2.808)","(31.0, 440.0, 183.33333333333334)","(20.0, 85.0, 60.599999999999994)","(4.2, 4.4, 4.224137931034482)","(12.0, 23.0, 20.25)","(21.0, 80.0, 57.0)","(2.9, 3.3, 3.07)"
08-12-2022 12:56:33.877335,"(2.4, 2.84, 2.808)","(31.0, 450.0, 183.33333333333334)","(20.0, 85.0, 60.599999999999994)","(4.2, 4.3, 4.224137931034482)","(12.0, 23.0, 20.25)","(21.0, 80.0, 57.0)","(2.9, 3.35, 3.1166666666666667)"
08-12-2022 12:56:35.067566,"(2.4, 2.84, 2.808)","(31.0, 450.0, 183.33333333333334)","(20.0, 85.0, 64.66666666666666)","(4.2, 4.3, 4.224137931034482)","(12.0, 23.0, 21.0)","(21.0, 80.0, 57.0)","(2.9, 3.35, 3.1166666666666667)"
08-12-2022 12:56:36.350254,"(2.4, 2.84, 2.808)","(31.0, 450.0, 183.33333333333334)","(20.0, 85.0, 64.66666666666666)","(4.2, 4.3, 4.224137931034482)","(12.0, 23.0, 22.142857142857142)","(21.0, 80.0, 57.0)","(2.9, 3.35, 3.088888888888889)"
08-12-2022 12:56:37.577805,"(2.4, 2.84, 2.808)","(31.0, 450.0, 183.33333333333334)","(20.0, 85.0, 72.66666666666667)","(4.2, 4.3, 4.224137931034482)","(12.0, 23.0, 22.142857142857142)","(21.0, 80.0, 57.0)","(2.9, 3.4, 3.0749999999999997)"
08-12-2022 12:56:38.777262,"(2.4, 2.84, 2.808)","(31.0, 450.0, 183.33333333333334)","(20.0, 85.0, 72.66666666666667)","(4.2, 4.3, 4.13076923076923)","(12.0, 23.0, 22.142857142857142)","(21.0, 80.0, 68.0)","(2.9, 3.45, 3.0749999999999997)"
08-12-2022 12:56:39.977110,"(2.4, 2.84, 2.808)","(31.0, 450.0, 183.33333333333334)","(20.0, 85.0, 72.66666666666667)","(4.2, 4.3, 4.13076923076923)","(12.0, 23.0, 22.142857142857142)","(21.0, 80.0, 68.0)","(2.9, 3.45, 3.0749999999999997)"
08-12-2022 12:56:41.244039,"(2.4, 2.84, 2.808)","(31.0, 450.0, 361.1111111111111)","(20.0, 85.0, 72.66666666666667)","(4.2, 4.3, 4.13076923076923)","(12.0, 23.0, 22.153846153846153)","(21.0, 80.0, 57.0)","(2.9, 3.45, 3.0749999999999997)"
08-12-2022 12:56:42.550408,"(2.4, 2.84, 2.8066666666666666)","(31.0, 450.0, 387.84615384615387)","(21.0, 85.0, 72.66666666666667)","(4.2, 4.3, 4.13076923076923)","(12.0, 23.0, 20.857142857142858)","(21.0, 80.0, 57.0)","(2.9, 3.45, 3.0749999999999997)"
08-12-2022 12:56:43.878117,"(2.4, 2.86, 2.7866666666666666)","(31.0, 450.0, 250.0)","(21.0, 85.0, 72.66666666666667)","(4.2, 4.3, 4.13076923076923)","(12.0, 23.0, 20.857142857142858)","(21.0, 80.0, 57.0)","(2.9, 3.45, 3.0749999999999997)"
08-12-2022 12:56:45.008687,"(2.4, 2.86, 2.7866666666666666)","(31.0, 450.0, 250.0)","(26.0, 85.0, 72.66666666666667)","(4.0, 4.3, 4.13076923076923)","(12.0, 23.0, 20.857142857142858)","(21.0, 80.0, 57.0)","(2.9, 3.45, 3.0749999999999997)"
08-12-2022 12:56:46.159589,"(2.4, 2.86, 2.833333333333333)","(31.0, 450.0, 250.0)","(26.0, 85.0, 72.66666666666667)","(4.0, 4.3, 4.13076923076923)","(12.0, 23.0, 21.571428571428573)","(21.0, 80.0, 49.333333333333336)","(2.9, 3.45, 3.0749999999999997)"
08-12-2022 12:56:47.366717,"(2.4, 2.86, 2.833333333333333)","(31.0, 450.0, 250.0)","(26.0, 85.0, 72.66666666666667)","(4.0, 4.3, 4.13076923076923)","(12.0, 23.0, 21.2)","(21.0, 80.0, 61.599999999999994)","(2.9, 3.45, 3.2249999999999996)"
08-12-2022 12:56:48.592931,"(2.4, 2.84, 2.76)","(31.0, 450.0, 316.6666666666667)","(26.0, 85.0, 72.66666666666667)","(3.9, 4.3, 4.224137931034482)","(12.0, 23.0, 21.2)","(26.0, 80.0, 61.599999999999994)","(2.9, 3.4, 3.2249999999999996)"
08-12-2022 12:56:49.725396,"(2.4, 2.84, 2.76)","(31.0, 450.0, 316.6666666666667)","(26.0, 85.0, 72.66666666666667)","(3.9, 4.3, 4.224137931034482)","(12.0, 23.0, 21.2)","(26.0, 80.0, 61.599999999999994)","(2.9, 3.4, 3.2249999999999996)"
08-12-2022 12:56:50.803525,"(2.4, 2.84, 2.76)","(31.0, 450.0, 316.6666666666667)","(26.0, 85.0, 72.66666666666667)","(3.9, 4.3, 4.224137931034482)","(12.0, 23.0, 20.75)","(26.0, 80.0, 61.599999999999994)","(2.9, 3.4, 3.2249999999999996)"
08-12-2022 12:56:51.904360,"(2.4, 2.84, 2.76)","(31.0, 450.0, 316.6666666666667)","(26.0, 85.0, 72.66666666666667)","(3.9, 4.3, 4.224137931034482)","(13.0, 23.0, 20.75)","(26.0, 80.0, 61.599999999999994)","(2.9, 3.4, 3.2249999999999996)"
08-12-2022 12:56:53.094830,"(2.4, 2.84, 2.76)","(31.0, 450.0, 316.6666666666667)","(26.0, 85.0, 72.66666666666667)","(3.9, 4.3, 4.224137931034482)","(13.0, 23.0, 21.125)","(26.0, 80.0, 60.8)","(2.9, 3.4, 3.2249999999999996)"
08-12-2022 12:56:54.343587,"(2.4, 2.84, 2.76)","(31.0, 450.0, 316.6666666666667)","(26.0, 85.0, 72.66666666666667)","(3.9, 4.3, 4.224137931034482)","(13.0, 23.0, 17.53846153846154)","(26.0, 80.0, 60.8)","(2.9, 3.4, 3.2249999999999996)"
08-12-2022 12:56:55.492621,"(2.4, 2.84, 2.76)","(31.0, 450.0, 316.6666666666667)","(26.0, 85.0, 72.66666666666667)","(3.9, 4.3, 4.224137931034482)","(13.0, 18.0, 17.53846153846154)","(26.0, 80.0, 60.8)","(2.9, 3.4, 3.2249999999999996)"
08-12-2022 12:56:56.505233,"(2.4, 2.84, 2.76)","(31.0, 450.0, 316.6666666666667)","(26.0, 85.0, 45.25)","(3.9, 4.3, 4.224137931034482)","(13.0, 18.0, 17.79310344827586)","(26.0, 80.0, 60.8)","(2.9, 3.4, 3.2249999999999996)"
08-12-2022 12:56:57.598378,"(2.4, 2.84, 2.76)","(31.0, 450.0, 316.6666666666667)","(26.0, 85.0, 45.25)","(3.9, 4.3, 4.13076923076923)","(13.0, 23.0, 18.666666666666668)","(26.0, 80.0, 60.8)","(2.9, 3.4, 3.2249999999999996)"
08-12-2022 12:56:58.554614,"(2.4, 2.84, 2.76)","(31.0, 630.0, 514.0)","(26.0, 85.0, 45.25)","(3.9, 4.3, 4.13076923076923)","(13.0, 23.0, 18.666666666666668)","(26.0, 80.0, 60.8)","(2.9, 3.4, 3.2249999999999996)"
08-12-2022 12:56:59.617065,"(2.4, 2.84, 2.76)","(31.0, 630.0, 514.0)","(26.0, 85.0, 45.25)","(3.9, 4.3, 4.13076923076923)","(13.0, 23.0, 18.666666666666668)","(26.0, 90.0, 66.8)","(2.9, 3.4, 3.2249999999999996)"
08-12-2022 12:57:00.723909,"(2.4, 2.84, 2.76)","(31.0, 630.0, 514.0)","(26.0, 85.0, 45.25)","(3.9, 4.3, 4.13076923076923)","(13.0, 23.0, 18.666666666666668)","(26.0, 90.0, 66.8)","(2.9, 3.4, 3.2249999999999996)"
08-12-2022 12:57:01.934680,"(2.4, 2.84, 2.76)","(31.0, 630.0, 381.42857142857144)","(19.0, 85.0, 45.25)","(3.9, 4.3, 4.193548387096774)","(13.0, 23.0, 18.666666666666668)","(26.0, 90.0, 70.66666666666666)","(2.9, 3.4, 3.0749999999999997)"
08-12-2022 12:57:02.947998,"(2.4, 2.86, 2.7866666666666666)","(31.0, 640.0, 286.0)","(19.0, 85.0, 45.25)","(3.9, 4.3, 4.193548387096774)","(13.0, 23.0, 18.666666666666668)","(26.0, 90.0, 58.5)","(2.9, 3.45, 3.0749999999999997)"
08-12-2022 12:57:04.020601,"(2.4, 2.86, 2.7866666666666666)","(31.0, 920.0, 398.0)","(19.0, 85.0, 45.25)","(3.9, 4.3, 4.193548387096774)","(13.0, 23.0, 19.0)","(26.0, 85.0, 49.333333333333336)","(2.9, 3.45, 3.1999999999999997)"
08-12-2022 12:57:05.150934,"(2.4, 2.86, 2.8013333333333335)","(31.0, 900.0, 390.0)","(19.0, 85.0, 43.77777777777778)","(3.9, 4.3, 4.193548387096774)","(13.0, 23.0, 21.5)","(26.0, 80.0, 49.333333333333336)","(2.9, 3.5, 3.1999999999999997)"
08-12-2022 12:57:06.282291,"(2.4, 2.86, 2.74)","(31.0, 900.0, 390.0)","(19.0, 85.0, 43.77777777777778)","(3.9, 4.3, 4.193548387096774)","(13.0, 22.0, 21.5)","(26.0, 80.0, 49.333333333333336)","(2.9, 3.5, 3.1999999999999997)"
08-12-2022 12:57:07.439938,"(2.4, 2.86, 2.74)","(31.0, 900.0, 390.0)","(19.0, 85.0, 38.625)","(3.9, 4.3, 4.193548387096774)","(13.0, 22.0, 21.5)","(26.0, 32.0, 58.8)","(2.9, 3.5, 3.275)"
08-12-2022 12:57:08.542035,"(2.4, 2.86, 2.8244444444444445)","(31.0, 900.0, 390.0)","(19.0, 85.0, 38.625)","(3.9, 4.3, 4.193548387096774)","(13.0, 22.0, 21.5)","(26.0, 80.0, 58.8)","(2.9, 3.5, 3.2333333333333334)"
08-12-2022 12:57:09.705269,"(2.4, 2.86, 2.8244444444444445)","(31.0, 900.0, 390.0)","(19.0, 85.0, 38.625)","(3.9, 4.3, 4.193548387096774)","(13.0, 22.0, 21.5)","(26.0, 80.0, 58.8)","(2.9, 3.6, 3.501923076923077)"
