,Cawbourne Roses,We Back,Zipping Abigail,Battle Born,Coco Model,Magic Flame,Here Comes Buddy,You Know Tree
10-01-2023 18:50:08.095406,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 29.0)","(6.5, 15.0, 12.333333333333332)"
10-01-2023 18:50:09.130536,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 29.0)","(6.5, 15.0, 13.440000000000001)"
10-01-2023 18:50:10.204688,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 30.5)","(6.5, 15.0, 13.440000000000001)"
10-01-2023 18:50:11.251196,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 30.5)","(6.5, 15.0, 13.440000000000001)"
10-01-2023 18:50:12.301272,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 30.5)","(6.5, 15.0, 13.440000000000001)"
10-01-2023 18:50:13.279163,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 30.5)","(6.5, 15.0, 13.440000000000001)"
10-01-2023 18:50:14.224127,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 9.4)"
10-01-2023 18:50:15.221272,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 12.6)"
10-01-2023 18:50:16.242045,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 12.6)"
10-01-2023 18:50:17.283070,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 12.6)"
10-01-2023 18:50:18.363637,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 12.6)"
10-01-2023 18:50:19.427788,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:50:20.439868,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:50:21.424078,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:50:22.407759,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:50:23.379022,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:50:24.347149,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:50:25.382939,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:50:26.391317,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:50:27.400133,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:50:28.409830,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:50:29.385107,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:50:30.371569,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:50:31.355836,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:50:32.367830,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:50:33.401638,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 10.899999999999999)"
10-01-2023 18:50:34.452021,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 13.73846153846154)"
10-01-2023 18:50:35.489447,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 13.73846153846154)"
10-01-2023 18:50:36.552412,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 13.73846153846154)"
10-01-2023 18:50:37.566413,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 13.36)"
10-01-2023 18:50:38.535904,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 13.36)"
10-01-2023 18:50:39.511233,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 32.0, 28.5)","(6.5, 15.0, 9.4)"
10-01-2023 18:50:40.558693,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 25.0, 23.0)","(6.5, 15.0, 9.4)"
10-01-2023 18:50:41.573058,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 25.0, 23.0)","(6.5, 15.0, 12.2)"
10-01-2023 18:50:42.618289,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 25.0, 23.0)","(6.5, 15.0, 12.266666666666666)"
10-01-2023 18:50:43.627297,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 25.0, 23.0)","(6.5, 15.0, 12.266666666666666)"
10-01-2023 18:50:44.597847,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 25.0, 23.0)","(6.5, 15.0, 12.266666666666666)"
10-01-2023 18:50:45.543648,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 25.0, 23.0)","(6.5, 15.0, 12.266666666666666)"
10-01-2023 18:50:46.498458,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 25.0, 23.0)","(6.5, 15.0, 12.266666666666666)"
10-01-2023 18:50:47.601566,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 25.0, 23.0)","(6.5, 15.0, 12.266666666666666)"
10-01-2023 18:50:48.594809,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 25.0, 23.0)","(6.5, 15.0, 12.266666666666666)"
10-01-2023 18:50:49.661942,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 25.0, 23.0)","(6.5, 15.0, 12.266666666666666)"
10-01-2023 18:50:50.707078,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 25.0, 23.0)","(6.5, 15.0, 12.266666666666666)"
10-01-2023 18:50:51.719058,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 25.0, 25.4)","(6.5, 15.0, 12.266666666666666)"
10-01-2023 18:50:52.786639,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 28.0, 25.4)","(6.5, 15.0, 12.266666666666666)"
10-01-2023 18:50:54.072715,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 28.0, 25.4)","(6.5, 15.0, 12.266666666666666)"
10-01-2023 18:50:55.126871,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 28.0, 25.4)","(6.5, 15.0, 12.266666666666666)"
10-01-2023 18:50:56.225751,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 28.0, 25.4)","(6.5, 15.0, 12.266666666666666)"
10-01-2023 18:50:57.312589,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 28.0, 25.4)","(6.5, 15.0, 12.266666666666666)"
10-01-2023 18:50:58.359347,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 6.466666666666667)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 28.0, 25.4)","(6.5, 15.0, 12.266666666666666)"
10-01-2023 18:50:59.426725,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 9.35)","(5.0, 7.2, 6.85)","(11.0, 28.0, 25.4)","(6.5, 15.0, 13.4)"
10-01-2023 18:51:00.549941,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 9.222222222222221)","(5.0, 7.2, 6.800000000000001)","(11.0, 28.0, 25.4)","(6.5, 15.0, 13.4)"
10-01-2023 18:51:01.707160,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 10.9875)","(5.0, 7.2, 6.95)","(11.0, 28.0, 25.4)","(6.5, 15.0, 13.4)"
10-01-2023 18:51:02.780350,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 10.23846153846154)","(5.0, 7.2, 6.95)","(11.0, 28.0, 22.0)","(6.5, 15.0, 12.4)"
10-01-2023 18:51:03.827917,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 10.23846153846154)","(5.0, 7.2, 6.95)","(11.0, 36.0, 25.066666666666666)","(6.5, 15.0, 12.4)"
10-01-2023 18:51:04.897645,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 10.23846153846154)","(5.0, 7.2, 6.95)","(11.0, 36.0, 28.0)","(6.5, 15.0, 12.4)"
10-01-2023 18:51:05.953501,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 10.23846153846154)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.266666666666666)"
10-01-2023 18:51:06.979723,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 10.23846153846154)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.266666666666666)"
10-01-2023 18:51:08.028930,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 10.23846153846154)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.266666666666666)"
10-01-2023 18:51:09.077281,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 10.23846153846154)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.266666666666666)"
10-01-2023 18:51:10.153143,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 10.23846153846154)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.266666666666666)"
10-01-2023 18:51:11.266381,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 10.23846153846154)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.581818181818182)"
10-01-2023 18:51:12.792414,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 10.23846153846154)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.581818181818182)"
10-01-2023 18:51:14.157201,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 10.23846153846154)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.581818181818182)"
10-01-2023 18:51:15.216052,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 10.23846153846154)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.581818181818182)"
10-01-2023 18:51:16.176126,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.277777777777779)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.581818181818182)"
10-01-2023 18:51:17.214859,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.581818181818182)"
10-01-2023 18:51:18.211763,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.581818181818182)"
10-01-2023 18:51:19.247677,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.581818181818182)"
10-01-2023 18:51:20.371006,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.581818181818182)"
10-01-2023 18:51:21.562094,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.581818181818182)"
10-01-2023 18:51:22.795511,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.581818181818182)"
10-01-2023 18:51:23.925879,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.48)"
10-01-2023 18:51:25.079318,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 11.3)"
10-01-2023 18:51:26.229781,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 11.3)"
10-01-2023 18:51:27.643030,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.0)","(6.5, 15.0, 13.48)"
10-01-2023 18:51:29.207875,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.125)","(6.5, 15.0, 11.1)"
10-01-2023 18:51:30.318236,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.125)","(6.5, 15.0, 9.4)"
10-01-2023 18:51:31.458683,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.125)","(6.5, 15.0, 12.6)"
10-01-2023 18:51:32.555042,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.125)","(6.5, 15.0, 12.6)"
10-01-2023 18:51:33.683554,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.125)","(6.5, 15.0, 12.6)"
10-01-2023 18:51:34.819341,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 12.6)"
10-01-2023 18:51:35.998400,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 12.6)"
10-01-2023 18:51:37.220876,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 12.6)"
10-01-2023 18:51:38.587616,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 12.6)"
10-01-2023 18:51:39.966053,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 20.0, 13.454545454545455)","(4.0, 6.6, 5.833333333333333)","(7.0, 11.5, 11.076470588235294)","(5.0, 7.2, 6.95)","(11.0, 32.0, 28.25)","(6.5, 15.0, 12.6)"
