,Cawbourne Roses,We Back,Zipping Abigail,Battle Born,Coco Model,Magic Flame,Here Comes Buddy,You Know Tree
10-01-2023 18:46:37.696131,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 26.76923076923077)","(6.5, 18.0, 11.4)"
10-01-2023 18:46:38.828292,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 26.76923076923077)","(6.5, 18.0, 11.4)"
10-01-2023 18:46:39.866252,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 26.76923076923077)","(6.5, 18.0, 11.4)"
10-01-2023 18:46:40.882012,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 26.76923076923077)","(6.5, 18.0, 11.4)"
10-01-2023 18:46:41.904409,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 26.76923076923077)","(6.5, 18.0, 11.4)"
10-01-2023 18:46:43.006596,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 26.76923076923077)","(6.5, 18.0, 11.4)"
10-01-2023 18:46:44.165302,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 26.76923076923077)","(6.5, 18.0, 12.923076923076923)"
10-01-2023 18:46:45.483345,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 26.76923076923077)","(6.5, 18.0, 12.923076923076923)"
10-01-2023 18:46:46.682197,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 26.76923076923077)","(6.5, 18.0, 12.923076923076923)"
10-01-2023 18:46:47.769093,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 26.76923076923077)","(6.5, 18.0, 12.923076923076923)"
10-01-2023 18:46:49.004954,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 28.65625)","(6.5, 18.0, 13.371428571428572)"
10-01-2023 18:46:50.107098,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 28.65625)","(6.5, 18.0, 10.05)"
10-01-2023 18:46:51.333363,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 28.65625)","(6.5, 18.0, 13.371428571428572)"
10-01-2023 18:46:52.426801,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 28.65625)","(6.5, 18.0, 13.371428571428572)"
10-01-2023 18:46:53.559329,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 28.65625)","(6.5, 18.0, 8.228571428571428)"
10-01-2023 18:46:54.626859,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 28.65625)","(6.5, 18.0, 8.228571428571428)"
10-01-2023 18:46:55.670179,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 28.65625)","(6.5, 18.0, 11.781818181818181)"
10-01-2023 18:46:56.635167,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 28.65625)","(6.5, 18.0, 11.781818181818181)"
10-01-2023 18:46:57.619409,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 28.65625)","(6.5, 18.0, 11.781818181818181)"
10-01-2023 18:46:58.633259,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 28.65625)","(6.5, 18.0, 11.781818181818181)"
10-01-2023 18:46:59.682401,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 28.65625)","(6.5, 18.0, 11.781818181818181)"
10-01-2023 18:47:00.661147,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 28.65625)","(6.5, 18.0, 11.781818181818181)"
10-01-2023 18:47:01.649175,"(3.6, 4.7, 4.28)","(10.0, 14.0, 11.9)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 27.826086956521742)","(6.5, 18.0, 11.781818181818181)"
10-01-2023 18:47:02.699180,"(3.6, 4.7, 4.28)","(10.0, 14.0, 13.236363636363636)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 27.826086956521742)","(6.5, 18.0, 11.781818181818181)"
10-01-2023 18:47:03.772191,"(3.6, 4.7, 4.28)","(10.0, 14.0, 13.236363636363636)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 27.826086956521742)","(6.5, 18.0, 11.781818181818181)"
10-01-2023 18:47:04.885112,"(3.6, 4.7, 4.28)","(10.0, 14.0, 12.666666666666666)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 27.826086956521742)","(6.5, 18.0, 9.6)"
10-01-2023 18:47:06.005153,"(3.6, 4.7, 4.28)","(10.0, 14.0, 13.11111111111111)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 27.826086956521742)","(6.5, 18.0, 9.6)"
10-01-2023 18:47:07.044216,"(3.6, 4.7, 4.28)","(10.0, 14.0, 13.11111111111111)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 27.826086956521742)","(6.5, 18.0, 9.6)"
10-01-2023 18:47:08.110156,"(3.6, 4.7, 4.28)","(10.0, 14.0, 12.6)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 27.826086956521742)","(6.5, 18.0, 9.6)"
10-01-2023 18:47:09.176712,"(3.6, 4.7, 4.28)","(10.0, 14.0, 13.0)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 20.666666666666668)","(6.5, 18.0, 9.6)"
10-01-2023 18:47:10.255963,"(3.6, 4.7, 4.28)","(10.0, 14.0, 13.3)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 20.666666666666668)","(6.5, 18.0, 9.6)"
10-01-2023 18:47:11.250434,"(3.6, 4.7, 4.28)","(10.0, 14.0, 13.3)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 20.666666666666668)","(6.5, 18.0, 9.6)"
10-01-2023 18:47:12.293092,"(3.6, 4.7, 4.28)","(10.0, 14.0, 13.3)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 20.666666666666668)","(6.5, 18.0, 9.6)"
10-01-2023 18:47:13.336944,"(3.6, 4.7, 4.28)","(10.0, 14.0, 13.11111111111111)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 20.666666666666668)","(6.5, 18.0, 9.6)"
10-01-2023 18:47:14.350274,"(3.6, 4.7, 4.28)","(10.0, 14.0, 13.11111111111111)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 20.666666666666668)","(6.5, 18.0, 14.047058823529412)"
10-01-2023 18:47:15.357859,"(3.6, 4.7, 4.28)","(10.0, 14.0, 12.6)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 20.666666666666668)","(6.5, 18.0, 14.047058823529412)"
10-01-2023 18:47:16.342758,"(3.6, 4.7, 4.28)","(10.0, 14.0, 12.6)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 24.0)","(6.5, 18.0, 13.2)"
10-01-2023 18:47:17.502995,"(3.6, 4.7, 4.28)","(10.0, 14.0, 12.6)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:18.524867,"(3.6, 4.7, 4.28)","(10.0, 14.0, 12.6)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.15)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:19.541166,"(3.6, 4.7, 4.28)","(10.0, 14.0, 12.6)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:20.556003,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.58)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:21.585810,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.58)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:22.614837,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:23.620086,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:24.642852,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:25.686001,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:26.737036,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:27.843785,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:28.905602,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:29.989482,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:31.122950,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:32.203022,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:33.242729,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:34.305037,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:35.312797,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:36.318604,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:37.371257,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:38.415390,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.0)","(6.5, 18.0, 11.4)"
10-01-2023 18:47:39.459221,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.266666666666666)","(6.5, 18.0, 13.371428571428572)"
10-01-2023 18:47:40.492516,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.266666666666666)","(6.5, 18.0, 13.371428571428572)"
10-01-2023 18:47:41.525616,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.266666666666666)","(6.5, 18.0, 13.371428571428572)"
10-01-2023 18:47:42.581460,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 22.769230769230766)","(6.5, 18.0, 13.371428571428572)"
10-01-2023 18:47:43.599783,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 22.769230769230766)","(6.5, 18.0, 8.228571428571428)"
10-01-2023 18:47:44.701286,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 22.769230769230766)","(6.5, 18.0, 11.16)"
10-01-2023 18:47:45.804537,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 22.769230769230766)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:47:46.890257,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 22.769230769230766)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:47:47.973319,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 22.769230769230766)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:47:49.063210,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 22.769230769230766)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:47:50.074720,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 22.769230769230766)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:47:51.106199,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 13.181818181818182)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 25.25)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:47:52.159116,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 25.25)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:47:53.188410,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 25.25)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:47:54.283064,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 25.25)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:47:55.403840,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 25.25)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:47:56.465388,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 25.25)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:47:57.528477,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 25.25)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:47:58.582233,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 25.25)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:47:59.670935,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 25.25)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:48:00.719880,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 25.25)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:48:01.817730,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 25.25)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:48:02.911920,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 25.25)","(6.5, 18.0, 13.114285714285714)"
10-01-2023 18:48:04.020223,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.333333333333336)","(6.5, 18.0, 13.52)"
10-01-2023 18:48:05.442215,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.333333333333336)","(6.5, 18.0, 9.75)"
10-01-2023 18:48:06.849753,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.333333333333336)","(6.5, 18.0, 11.4)"
10-01-2023 18:48:07.850340,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.333333333333336)","(6.5, 18.0, 12.923076923076923)"
10-01-2023 18:48:08.837701,"(3.6, 4.7, 4.4375)","(10.0, 14.0, 13.2)","(10.0, 19.0, 14.0)","(4.0, 7.2, 5.154545454545454)","(7.0, 11.5, 8.428571428571429)","(5.0, 7.2, 6.5)","(11.0, 36.0, 24.61111111111111)","(6.5, 18.0, 12.923076923076923)"
