,A Fighting Fury,Kings County,Louis January,Demurral,The Driller,Zipspur,Magnetic Drive
06-01-2023 14:33:51.906019,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 23.0, 17.857142857142858)","(13.0, 18.5, 16.25)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:33:52.977171,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 23.0, 17.857142857142858)","(13.0, 18.5, 16.25)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:33:53.999169,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 23.0, 17.857142857142858)","(13.0, 18.5, 16.25)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:33:55.125938,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 23.0, 17.857142857142858)","(13.0, 18.5, 16.25)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:33:56.264679,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 23.0, 17.857142857142858)","(13.0, 18.5, 16.25)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:33:57.239785,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 23.0, 17.857142857142858)","(13.0, 18.5, 16.25)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:33:58.318887,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 23.0, 17.857142857142858)","(13.0, 18.5, 16.25)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:00.386006,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 23.0, 17.857142857142858)","(13.0, 18.5, 16.25)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:01.731651,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 23.0, 17.857142857142858)","(13.0, 18.5, 16.25)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:03.074683,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 23.0, 17.857142857142858)","(13.0, 18.5, 16.25)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:04.253199,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 23.0, 17.857142857142858)","(13.0, 18.5, 16.25)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:05.433087,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 23.0, 17.857142857142858)","(13.0, 18.5, 16.25)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:06.572368,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 23.0, 17.857142857142858)","(13.0, 18.5, 16.25)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:07.743190,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 23.0, 17.857142857142858)","(13.0, 18.5, 16.25)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:08.935449,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 23.0, 17.857142857142858)","(13.0, 18.5, 16.25)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:10.086353,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 23.0, 17.857142857142858)","(13.0, 18.5, 24.444444444444443)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.2250000000000005)"
06-01-2023 14:34:11.200287,"(4.6, 5.6, 5.5)","(6.0, 9.8, 8.957894736842105)","(3.1, 3.8, 3.6528846153846155)","(14.0, 29.0, 25.0)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:12.222752,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.8)","(3.1, 3.8, 3.652727272727273)","(14.0, 29.0, 23.25)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.5, 12.233333333333333)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:13.309361,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.6)","(3.1, 3.8, 3.652727272727273)","(14.0, 29.0, 23.75)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:14.474099,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.6)","(3.1, 3.8, 3.652727272727273)","(14.0, 29.0, 23.75)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:15.533012,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.6)","(3.1, 3.8, 3.652727272727273)","(14.0, 29.0, 23.75)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:16.609900,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.6)","(3.1, 3.8, 3.652727272727273)","(14.0, 29.0, 23.75)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:17.781672,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.6)","(3.1, 3.8, 3.652727272727273)","(14.0, 29.0, 23.75)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:19.011937,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.6)","(3.1, 3.8, 3.652727272727273)","(14.0, 29.0, 23.75)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:20.130059,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.6)","(3.1, 3.8, 3.652727272727273)","(14.0, 29.0, 23.75)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:21.192333,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.6)","(3.1, 3.8, 3.652727272727273)","(14.0, 29.0, 27.25)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:22.364409,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.6)","(3.1, 3.8, 3.652727272727273)","(14.0, 29.0, 27.25)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:23.550691,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.6)","(3.1, 3.8, 3.652727272727273)","(14.0, 29.0, 27.25)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:24.743375,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.6)","(3.1, 3.8, 3.652727272727273)","(14.0, 29.0, 27.25)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:25.881937,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.6)","(3.1, 3.8, 3.652727272727273)","(14.0, 29.0, 27.25)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:27.007407,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.6)","(3.1, 3.8, 3.652727272727273)","(14.0, 29.0, 27.25)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:28.141686,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.938461538461539)","(3.1, 3.8, 3.652727272727273)","(14.0, 29.0, 20.875)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:29.258031,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.711111111111112)","(3.1, 3.8, 3.66)","(14.0, 28.0, 19.857142857142858)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:30.423388,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 8.938461538461539)","(3.1, 3.7, 3.5571428571428574)","(14.0, 28.0, 20.083333333333332)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:31.665519,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.8, 9.133333333333333)","(3.1, 3.7, 3.5181818181818185)","(14.0, 28.0, 20.083333333333332)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:32.966843,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.6, 8.846153846153845)","(3.1, 3.7, 3.5181818181818185)","(14.0, 28.0, 20.083333333333332)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:34.060303,"(4.6, 5.6, 5.428571428571428)","(6.0, 9.6, 8.666666666666666)","(3.1, 3.7, 3.5181818181818185)","(14.0, 28.0, 20.083333333333332)","(13.0, 25.0, 24.444444444444443)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:35.438770,"(4.6, 5.6, 5.5058823529411764)","(6.0, 9.6, 9.016666666666666)","(3.1, 3.7, 3.5)","(14.0, 28.0, 23.833333333333336)","(13.0, 25.0, 24.285714285714285)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:36.569990,"(4.6, 5.6, 5.5058823529411764)","(6.0, 9.6, 9.016666666666666)","(3.1, 3.6, 3.5)","(14.0, 28.0, 23.833333333333336)","(13.0, 25.0, 24.285714285714285)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:37.658356,"(4.6, 5.6, 5.5058823529411764)","(6.0, 9.6, 9.266666666666666)","(3.1, 3.6, 3.5)","(14.0, 28.0, 23.833333333333336)","(13.0, 25.0, 24.285714285714285)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:38.815028,"(4.6, 5.6, 5.5058823529411764)","(6.0, 9.6, 9.266666666666666)","(3.1, 3.6, 3.5)","(14.0, 28.0, 23.833333333333336)","(13.0, 25.0, 24.285714285714285)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:40.096615,"(4.6, 5.6, 5.5058823529411764)","(6.0, 9.6, 9.266666666666666)","(3.1, 3.6, 3.5)","(14.0, 28.0, 25.0)","(13.0, 25.0, 24.285714285714285)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:41.292440,"(4.6, 5.6, 5.5058823529411764)","(6.0, 9.6, 9.35)","(3.1, 3.6, 3.5)","(14.0, 27.0, 22.846153846153847)","(13.0, 25.0, 24.285714285714285)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:42.485712,"(4.6, 5.6, 5.538461538461538)","(6.0, 9.6, 9.266666666666666)","(3.1, 3.6, 3.5)","(14.0, 27.0, 20.7)","(13.0, 25.0, 24.285714285714285)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.156521739130435)"
06-01-2023 14:34:43.790827,"(4.6, 5.6, 5.538461538461538)","(6.0, 9.6, 9.266666666666666)","(3.1, 3.6, 3.4516423357664237)","(14.0, 27.0, 20.7)","(13.0, 25.0, 24.285714285714285)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:45.048372,"(4.6, 5.6, 5.538461538461538)","(6.0, 9.6, 9.266666666666666)","(3.1, 3.6, 3.4516423357664237)","(14.0, 27.0, 20.7)","(13.0, 25.0, 24.571428571428573)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:46.242732,"(4.6, 5.6, 5.538461538461538)","(6.0, 9.6, 9.266666666666666)","(3.1, 3.6, 3.4516423357664237)","(14.0, 27.0, 20.7)","(13.0, 26.0, 24.571428571428573)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:47.562948,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.4516423357664237)","(14.0, 27.0, 20.7)","(13.0, 26.0, 24.571428571428573)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:48.918117,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.4516423357664237)","(14.0, 27.0, 20.7)","(13.0, 26.0, 24.571428571428573)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:50.044093,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.4516423357664237)","(14.0, 27.0, 20.7)","(13.0, 26.0, 24.571428571428573)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:51.182213,"(4.6, 5.6, 5.4799999999999995)","(6.0, 9.6, 9.35)","(3.1, 3.6, 3.4516423357664237)","(14.0, 27.0, 19.73076923076923)","(13.0, 26.0, 24.571428571428573)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:52.406567,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.4516423357664237)","(14.0, 27.0, 21.357142857142858)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:53.577843,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.4516423357664237)","(14.0, 25.0, 19.333333333333332)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:54.744270,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.4516423357664237)","(14.0, 25.0, 19.333333333333332)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:55.945555,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.4516423357664237)","(14.0, 25.0, 19.333333333333332)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:57.171023,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.333333333333332)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:58.343731,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.333333333333332)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:34:59.363232,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.333333333333332)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:00.552763,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.333333333333332)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:01.670718,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.333333333333332)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:02.689469,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.333333333333332)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:03.750540,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.333333333333332)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:04.829105,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.333333333333332)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:05.926780,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.333333333333332)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:06.954261,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.333333333333332)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:08.055820,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.333333333333332)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:09.223134,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.9)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:10.343132,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.9)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:11.405971,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.9)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:12.552694,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.9)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:13.727961,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.9)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:14.800920,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.9)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:15.958496,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.9)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:17.099029,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.9)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:18.227876,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.9)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:19.312650,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.9)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:20.438791,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.9)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:21.572428,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.9)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:22.725422,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.9)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:23.914685,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.5)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.9)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:25.132186,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.341176470588236)","(3.1, 3.6, 3.5)","(14.0, 25.0, 19.115384615384617)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:26.875654,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.341176470588236)","(3.1, 3.6, 3.5)","(14.0, 25.0, 22.5)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:28.420030,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.341176470588236)","(3.1, 3.6, 3.5)","(14.0, 24.0, 20.833333333333332)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:29.658946,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.341176470588236)","(3.1, 3.6, 3.5)","(14.0, 23.0, 20.833333333333332)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:30.890182,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.341176470588236)","(3.1, 3.6, 3.5)","(14.0, 23.0, 19.38888888888889)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:31.993013,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.341176470588236)","(3.1, 3.6, 3.5)","(14.0, 23.0, 19.38888888888889)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:33.012506,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 9.341176470588236)","(3.1, 3.6, 3.5)","(14.0, 22.0, 18.944444444444443)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:34.159332,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 8.981818181818182)","(3.1, 3.7, 3.5181818181818185)","(14.0, 22.0, 18.944444444444443)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:35.397882,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 8.981818181818182)","(3.1, 3.7, 3.5571428571428574)","(14.0, 22.0, 18.944444444444443)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:36.523767,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 8.981818181818182)","(3.1, 3.7, 3.5571428571428574)","(14.0, 22.0, 18.944444444444443)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:37.677669,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 8.981818181818182)","(3.1, 3.7, 3.5571428571428574)","(14.0, 22.0, 18.944444444444443)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
06-01-2023 14:35:38.897866,"(4.6, 5.6, 5.4799999999999995)","(6.0, 10.0, 8.981818181818182)","(3.1, 3.7, 3.5571428571428574)","(14.0, 22.0, 18.944444444444443)","(13.0, 26.0, 24.5)","(7.5, 17.0, 10.833333333333332)","(3.5, 4.4, 4.252631578947369)"
