,A Fighting Fury,Kings County,Louis January,Demurral,The Driller,Zipspur,Magnetic Drive
06-01-2023 14:37:40.229198,"(4.6, 5.4, 5.397530864197531)","(6.0, 10.0, 9.666666666666666)","(3.1, 3.55, 3.5088235294117647)","(14.0, 18.5, 17.61111111111111)","(13.0, 27.0, 26.375)","(7.5, 14.5, 13.375)","(3.5, 4.4, 4.297802197802198)"
06-01-2023 14:37:41.153846,"(4.6, 5.4, 5.397530864197531)","(6.0, 10.0, 9.666666666666666)","(3.1, 3.55, 3.4625)","(14.0, 18.5, 17.61111111111111)","(13.0, 27.0, 26.375)","(7.5, 14.5, 13.375)","(3.5, 4.3, 4.26)"
06-01-2023 14:37:42.172348,"(4.6, 5.4, 5.397530864197531)","(6.0, 10.0, 9.666666666666666)","(3.1, 3.55, 3.41)","(14.0, 18.5, 18.155172413793103)","(13.0, 27.0, 26.375)","(7.5, 14.5, 13.375)","(3.5, 4.4, 4.575)"
06-01-2023 14:37:43.273508,"(4.6, 5.4, 5.397530864197531)","(6.0, 10.0, 9.666666666666666)","(3.1, 3.55, 3.41)","(14.0, 18.5, 18.155172413793103)","(13.0, 27.0, 26.375)","(7.5, 14.5, 13.375)","(3.5, 4.7, 4.35)"
06-01-2023 14:37:44.402612,"(4.6, 5.4, 5.397530864197531)","(6.0, 10.0, 9.666666666666666)","(3.1, 3.55, 3.4282608695652175)","(14.0, 18.5, 18.155172413793103)","(13.0, 27.0, 26.375)","(7.5, 14.5, 13.375)","(3.5, 4.5, 4.469230769230769)"
06-01-2023 14:37:45.396711,"(4.6, 5.4, 5.397530864197531)","(6.0, 10.0, 9.666666666666666)","(3.1, 3.55, 3.4282608695652175)","(14.0, 18.5, 18.155172413793103)","(13.0, 27.0, 26.375)","(7.5, 14.5, 13.375)","(3.5, 4.5, 4.36875)"
06-01-2023 14:37:46.358451,"(4.6, 5.4, 5.397530864197531)","(6.0, 10.0, 9.666666666666666)","(3.1, 3.55, 3.4282608695652175)","(14.0, 18.5, 18.155172413793103)","(13.0, 27.0, 26.375)","(7.5, 14.5, 13.375)","(3.5, 4.5, 4.36875)"
06-01-2023 14:37:47.367158,"(4.6, 5.4, 5.397530864197531)","(6.0, 10.0, 9.666666666666666)","(3.1, 3.55, 3.4282608695652175)","(14.0, 18.5, 18.155172413793103)","(13.0, 27.0, 26.375)","(7.5, 14.5, 13.375)","(3.5, 4.5, 4.36875)"
06-01-2023 14:37:48.310169,"(4.6, 5.4, 5.397530864197531)","(6.0, 10.0, 9.666666666666666)","(3.1, 3.55, 3.4282608695652175)","(14.0, 18.5, 18.155172413793103)","(13.0, 27.0, 26.375)","(7.5, 14.5, 13.375)","(3.5, 4.5, 4.36875)"
06-01-2023 14:37:49.587011,"(4.6, 5.4, 5.397530864197531)","(6.0, 10.0, 9.666666666666666)","(3.1, 3.55, 3.4282608695652175)","(14.0, 18.5, 18.155172413793103)","(13.0, 27.0, 26.375)","(7.5, 14.5, 13.375)","(3.5, 4.5, 4.36875)"
06-01-2023 14:37:50.539905,"(4.6, 5.4, 5.397530864197531)","(6.0, 10.0, 9.666666666666666)","(3.1, 3.55, 3.4282608695652175)","(14.0, 18.5, 18.155172413793103)","(13.0, 27.0, 26.375)","(7.5, 14.5, 13.375)","(3.5, 4.5, 4.36875)"
06-01-2023 14:37:51.570950,"(4.6, 5.4, 5.397530864197531)","(6.0, 10.0, 9.666666666666666)","(3.1, 3.55, 3.4282608695652175)","(14.0, 18.5, 18.155172413793103)","(13.0, 27.0, 26.375)","(7.5, 14.5, 13.375)","(3.5, 4.5, 4.36875)"
06-01-2023 14:37:52.601302,"(4.6, 5.4, 5.397530864197531)","(6.0, 10.0, 9.666666666666666)","(3.1, 3.55, 3.4282608695652175)","(14.0, 18.5, 18.155172413793103)","(13.0, 27.0, 26.375)","(7.5, 14.5, 13.375)","(3.5, 4.5, 4.36875)"
06-01-2023 14:37:53.750175,"(4.8, 5.4, 5.397530864197531)","(6.0, 11.0, 10.36)","(3.1, 3.55, 3.4282608695652175)","(15.0, 18.5, 18.155172413793103)","(13.0, 27.0, 26.375)","(8.0, 14.5, 13.375)","(3.5, 4.5, 4.36875)"
06-01-2023 14:37:54.730679,"(4.8, 5.4, 5.397530864197531)","(6.0, 11.0, 10.261538461538462)","(3.1, 3.55, 3.4282608695652175)","(15.0, 18.5, 18.155172413793103)","(13.0, 27.0, 26.375)","(8.0, 14.5, 13.375)","(3.5, 4.5, 4.3090909090909095)"
06-01-2023 14:37:55.659353,"(4.8, 5.4, 5.397530864197531)","(6.0, 11.0, 9.933333333333334)","(3.1, 3.55, 3.4282608695652175)","(15.0, 18.5, 18.155172413793103)","(13.0, 27.0, 26.375)","(8.0, 14.5, 13.375)","(3.5, 4.5, 4.3090909090909095)"
06-01-2023 14:37:56.754088,"(4.8, 5.4, 5.397530864197531)","(6.0, 11.0, 10.494736842105263)","(3.1, 3.55, 3.410869565217391)","(15.0, 18.5, 18.155172413793103)","(13.0, 27.0, 26.375)","(8.0, 14.5, 13.375)","(3.5, 4.5, 4.3090909090909095)"
06-01-2023 14:37:57.800944,"(4.8, 5.4, 5.390476190476191)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.5, 3.458823529411765)","(15.0, 18.5, 18.083333333333332)","(13.0, 27.0, 26.444444444444443)","(8.0, 14.5, 13.681818181818182)","(3.5, 4.5, 4.285714285714286)"
06-01-2023 14:37:58.769436,"(4.8, 5.4, 5.390476190476191)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.5, 3.4125)","(15.0, 18.5, 18.083333333333332)","(13.0, 27.0, 26.444444444444443)","(8.0, 14.5, 13.681818181818182)","(3.5, 4.5, 4.285714285714286)"
06-01-2023 14:37:59.778887,"(4.8, 5.4, 5.390476190476191)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.45, 3.4147058823529415)","(15.0, 18.5, 18.083333333333332)","(13.0, 27.0, 26.444444444444443)","(8.0, 14.5, 13.681818181818182)","(3.5, 4.5, 4.285714285714286)"
06-01-2023 14:38:00.762504,"(4.8, 5.4, 5.390476190476191)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.45, 3.375)","(15.0, 18.5, 18.083333333333332)","(13.0, 27.0, 26.444444444444443)","(8.0, 14.5, 13.681818181818182)","(3.5, 4.5, 4.285714285714286)"
06-01-2023 14:38:01.928152,"(4.8, 5.4, 5.390476190476191)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.45, 3.375)","(15.0, 18.5, 18.083333333333332)","(13.0, 27.0, 26.444444444444443)","(8.0, 14.5, 13.681818181818182)","(3.5, 4.5, 4.285714285714286)"
06-01-2023 14:38:03.129888,"(4.8, 5.4, 5.390476190476191)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.45, 3.375)","(15.0, 18.5, 18.083333333333332)","(13.0, 27.0, 26.444444444444443)","(8.0, 14.5, 13.681818181818182)","(3.5, 4.5, 4.285714285714286)"
06-01-2023 14:38:04.229294,"(4.8, 5.4, 5.390476190476191)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.45, 3.375)","(15.0, 18.5, 17.785714285714285)","(13.0, 27.0, 26.444444444444443)","(8.0, 14.5, 14.038461538461538)","(3.5, 4.5, 4.285714285714286)"
06-01-2023 14:38:05.341875,"(4.8, 5.4, 5.390476190476191)","(6.0, 11.0, 10.485714285714286)","(3.1, 3.45, 3.375)","(15.0, 18.5, 17.785714285714285)","(13.0, 27.0, 26.444444444444443)","(8.0, 14.5, 14.038461538461538)","(3.5, 4.5, 4.285714285714286)"
06-01-2023 14:38:06.518557,"(4.8, 5.4, 5.390476190476191)","(6.0, 11.0, 10.485714285714286)","(3.1, 3.45, 3.375)","(15.0, 18.5, 17.785714285714285)","(13.0, 27.0, 26.444444444444443)","(8.0, 14.5, 14.038461538461538)","(3.5, 4.5, 4.285714285714286)"
06-01-2023 14:38:07.562398,"(4.8, 5.4, 5.390476190476191)","(6.0, 11.0, 10.485714285714286)","(3.1, 3.45, 3.268421052631579)","(15.0, 18.5, 17.785714285714285)","(13.0, 27.0, 26.444444444444443)","(8.0, 14.5, 14.038461538461538)","(3.5, 4.5, 4.472)"
06-01-2023 14:38:08.560600,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.485714285714286)","(3.1, 3.4, 3.248684210526316)","(15.0, 18.5, 17.785714285714285)","(13.0, 27.0, 26.444444444444443)","(8.0, 14.5, 14.038461538461538)","(3.5, 4.5, 4.472)"
06-01-2023 14:38:09.669025,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.485714285714286)","(3.1, 3.4, 3.248684210526316)","(15.0, 18.5, 17.785714285714285)","(13.0, 27.0, 26.444444444444443)","(8.0, 14.5, 14.038461538461538)","(3.5, 4.5, 4.472)"
06-01-2023 14:38:10.624923,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.485714285714286)","(3.1, 3.4, 3.248684210526316)","(15.0, 18.5, 17.785714285714285)","(13.0, 27.0, 26.444444444444443)","(8.0, 14.5, 14.038461538461538)","(3.5, 4.5, 4.485714285714286)"
06-01-2023 14:38:11.556424,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.485714285714286)","(3.1, 3.4, 3.248684210526316)","(15.0, 18.5, 17.785714285714285)","(13.0, 27.0, 26.444444444444443)","(8.0, 14.5, 14.038461538461538)","(3.5, 4.5, 4.485714285714286)"
06-01-2023 14:38:12.507907,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.485714285714286)","(3.1, 3.4, 3.264705882352941)","(15.0, 17.5, 16.64516129032258)","(13.0, 27.0, 26.444444444444443)","(8.0, 14.5, 14.038461538461538)","(3.5, 4.5, 4.485714285714286)"
06-01-2023 14:38:13.493510,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.485714285714286)","(3.1, 3.4, 3.264705882352941)","(15.0, 17.5, 16.574074074074073)","(13.0, 27.0, 25.2)","(8.0, 14.5, 14.125)","(3.5, 4.5, 4.494736842105263)"
06-01-2023 14:38:14.453886,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.485714285714286)","(3.1, 3.4, 3.264705882352941)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.5, 14.125)","(3.5, 4.5, 4.494736842105263)"
06-01-2023 14:38:15.477429,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.4)","(3.1, 3.45, 3.2589285714285716)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.5, 14.125)","(3.5, 4.5, 4.752631578947368)"
06-01-2023 14:38:16.400010,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.4)","(3.1, 3.35, 3.24375)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.5, 14.125)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:17.363430,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.4)","(3.1, 3.35, 3.24375)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.5, 14.125)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:18.319475,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.4)","(3.1, 3.35, 3.24375)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.5, 14.125)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:19.292674,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.4)","(3.1, 3.35, 3.24375)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.5, 14.125)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:20.357013,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.4)","(3.1, 3.35, 3.345698924731183)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.0)","(8.0, 14.5, 14.125)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:21.550027,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.169230769230769)","(3.1, 3.35, 3.345698924731183)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.0)","(8.0, 14.5, 14.125)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:22.609145,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.169230769230769)","(3.1, 3.35, 3.345698924731183)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.0)","(8.0, 14.5, 14.125)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:23.629631,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.169230769230769)","(3.1, 3.35, 3.345698924731183)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.0)","(8.0, 14.5, 14.125)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:24.733464,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.169230769230769)","(3.1, 3.35, 3.345698924731183)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.0)","(8.0, 14.5, 14.125)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:25.914266,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.169230769230769)","(3.1, 3.35, 3.345698924731183)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.5, 13.954545454545455)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:26.913705,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.169230769230769)","(3.1, 3.35, 3.345698924731183)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.954545454545455)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:28.021348,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 9.799999999999999)","(3.1, 3.4, 3.3606481481481483)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.954545454545455)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:29.084888,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 9.799999999999999)","(3.1, 3.4, 3.3606481481481483)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.954545454545455)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:30.062252,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 9.799999999999999)","(3.1, 3.4, 3.3606481481481483)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.954545454545455)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:31.039463,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 9.799999999999999)","(3.1, 3.4, 3.3606481481481483)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.954545454545455)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:32.038747,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 9.799999999999999)","(3.1, 3.4, 3.3606481481481483)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.954545454545455)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:32.999387,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 9.799999999999999)","(3.1, 3.3, 3.2729729729729726)","(15.0, 17.5, 17.13235294117647)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.666666666666666)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:33.980887,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 9.799999999999999)","(3.1, 3.3, 3.269736842105263)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.857142857142858)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:34.947382,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 9.799999999999999)","(3.1, 3.3, 3.269736842105263)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.666666666666666)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:35.919986,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 9.799999999999999)","(3.1, 3.3, 3.269736842105263)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.666666666666666)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:37.028408,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 9.799999999999999)","(3.1, 3.3, 3.269736842105263)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.666666666666666)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:38.000755,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 9.799999999999999)","(3.1, 3.3, 3.269736842105263)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.666666666666666)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:38.999456,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 9.799999999999999)","(3.1, 3.3, 3.269736842105263)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.666666666666666)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:39.995207,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.368421052631579)","(3.1, 3.3, 3.269736842105263)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.666666666666666)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:40.903377,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.3, 3.269736842105263)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.666666666666666)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:41.824778,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.3, 3.2092105263157893)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.666666666666666)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:42.836127,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.3, 3.2092105263157893)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.666666666666666)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:43.983354,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.3, 3.2092105263157893)","(15.0, 17.5, 16.574074074074073)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.666666666666666)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:45.012469,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.35, 3.3375)","(15.0, 17.5, 16.53846153846154)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.666666666666666)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:46.054647,"(4.8, 5.4, 5.366666666666667)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.35, 3.34)","(15.0, 17.5, 15.70945945945946)","(13.0, 26.0, 24.285714285714285)","(8.0, 14.0, 13.666666666666666)","(3.5, 4.9, 4.752631578947368)"
06-01-2023 14:38:47.118429,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.45, 3.25)","(15.0, 17.0, 16.73913043478261)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.666666666666666)","(3.5, 5.1, 4.2760563380281695)"
06-01-2023 14:38:48.207575,"(4.8, 5.4, 5.373913043478261)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.45, 3.438888888888889)","(15.0, 17.0, 16.53846153846154)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.666666666666666)","(3.5, 5.0, 4.733333333333333)"
06-01-2023 14:38:49.242190,"(4.8, 5.3, 5.298765432098765)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.45, 3.439119170984456)","(15.0, 17.0, 16.53846153846154)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.95)","(3.5, 5.0, 4.681818181818182)"
06-01-2023 14:38:50.310431,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 9.95)","(3.1, 3.4, 3.246153846153846)","(15.0, 16.5, 15.75)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.95)","(3.5, 4.9, 4.7375)"
06-01-2023 14:38:51.281710,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 9.95)","(3.1, 3.4, 3.246153846153846)","(15.0, 16.5, 15.75)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.95)","(3.5, 4.8, 4.7375)"
06-01-2023 14:38:52.236228,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 9.95)","(3.1, 3.4, 3.246153846153846)","(15.0, 16.5, 15.75)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.95)","(3.5, 4.8, 4.7375)"
06-01-2023 14:38:53.273281,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 9.95)","(3.1, 3.4, 3.246153846153846)","(15.0, 16.5, 15.576923076923077)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.95)","(3.5, 4.8, 4.7375)"
06-01-2023 14:38:54.350168,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 9.95)","(3.1, 3.4, 3.246153846153846)","(15.0, 17.5, 16.25)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.95)","(3.5, 4.8, 4.7250000000000005)"
06-01-2023 14:38:55.431935,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 9.95)","(3.1, 3.4, 3.2636363636363637)","(15.0, 17.0, 16.555555555555557)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.95)","(3.5, 4.9, 4.6461538461538465)"
06-01-2023 14:38:56.502808,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.4, 3.3904761904761904)","(15.0, 17.0, 16.555555555555557)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.6461538461538465)"
06-01-2023 14:38:57.514892,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.4, 3.3485714285714283)","(15.0, 17.0, 16.666666666666668)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.6461538461538465)"
06-01-2023 14:38:58.505271,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 10.582608695652175)","(3.1, 3.4, 3.3852459016393444)","(15.0, 17.0, 16.666666666666668)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.6461538461538465)"
06-01-2023 14:38:59.477997,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 9.95)","(3.1, 3.4, 3.3157024793388428)","(15.0, 17.0, 16.142857142857142)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.55625)"
06-01-2023 14:39:00.413176,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 9.5)","(3.1, 3.4, 3.3157024793388428)","(15.0, 17.0, 16.142857142857142)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.55625)"
06-01-2023 14:39:01.452896,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 10.142857142857142)","(3.1, 3.4, 3.3157024793388428)","(15.0, 17.0, 16.142857142857142)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.55625)"
06-01-2023 14:39:02.442170,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 10.142857142857142)","(3.1, 3.4, 3.2210526315789476)","(15.0, 17.0, 16.142857142857142)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.55625)"
06-01-2023 14:39:03.490839,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 9.90909090909091)","(3.1, 3.4, 3.24)","(15.0, 17.0, 16.0)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.507142857142857)"
06-01-2023 14:39:04.466460,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 9.90909090909091)","(3.1, 3.4, 3.24)","(15.0, 17.0, 16.0)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.507142857142857)"
06-01-2023 14:39:05.442753,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 9.90909090909091)","(3.1, 3.4, 3.2680000000000002)","(15.0, 17.0, 16.0)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.507142857142857)"
06-01-2023 14:39:06.384901,"(4.8, 5.3, 5.298039215686274)","(6.0, 11.0, 9.90909090909091)","(3.1, 3.4, 3.2680000000000002)","(15.0, 17.0, 16.0)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.507142857142857)"
06-01-2023 14:39:07.337151,"(4.8, 5.3, 5.298039215686274)","(6.0, 10.5, 10.0)","(3.1, 3.4, 3.2680000000000002)","(15.0, 17.0, 16.0)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.715789473684211)"
06-01-2023 14:39:08.564990,"(4.8, 5.3, 5.298039215686274)","(6.0, 10.5, 10.0)","(3.1, 3.4, 3.2680000000000002)","(15.0, 17.0, 16.0)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.715789473684211)"
06-01-2023 14:39:09.571530,"(4.8, 5.3, 5.298039215686274)","(6.0, 10.5, 10.0)","(3.1, 3.4, 3.2680000000000002)","(15.0, 17.0, 16.0)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.715789473684211)"
06-01-2023 14:39:10.471069,"(4.8, 5.3, 5.298039215686274)","(6.0, 10.5, 10.0)","(3.1, 3.4, 3.2680000000000002)","(15.0, 17.0, 16.0)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.715789473684211)"
06-01-2023 14:39:11.455717,"(4.8, 5.3, 5.298039215686274)","(6.0, 10.0, 9.555555555555555)","(3.1, 3.4, 3.288135593220339)","(15.0, 17.0, 16.0)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.715789473684211)"
06-01-2023 14:39:12.439653,"(4.8, 5.3, 5.298039215686274)","(6.0, 10.0, 9.333333333333332)","(3.1, 3.4, 3.288135593220339)","(15.0, 17.0, 16.0)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.715789473684211)"
06-01-2023 14:39:13.483662,"(4.8, 5.3, 5.298039215686274)","(6.0, 10.0, 9.333333333333332)","(3.1, 3.4, 3.2776119402985073)","(15.0, 17.0, 16.0)","(13.0, 25.0, 23.5)","(8.0, 14.0, 13.875)","(3.5, 4.9, 4.715789473684211)"
