,Whata Journey,Tracer Bullet,Vanity Bay,Baileys With Legs,Misstrepo,Chainlinc,Johnrod,Onlysbest,Allambie
07-12-2022 18:49:51.750695,"(4.6, 6.6, 5.822222222222222)","(17.0, 29.0, 20.0)","(10.0, 16.0, 12.666666666666666)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.2, 4.7)","(13.0, 24.0, 16.5625)","(14.0, 19.5, 16.5)","(6.0, 8.6, 7.32)"
07-12-2022 18:49:53.302530,"(4.6, 6.6, 5.828571428571428)","(17.0, 29.0, 20.0)","(10.0, 16.0, 14.0)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.2, 4.7)","(13.0, 24.0, 16.5625)","(14.0, 19.5, 17.928571428571427)","(6.0, 8.6, 7.32)"
07-12-2022 18:49:54.922639,"(4.6, 6.4, 5.828571428571428)","(17.0, 29.0, 25.625)","(10.0, 16.0, 14.0)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.2, 4.7)","(13.0, 24.0, 16.5625)","(14.0, 19.5, 17.928571428571427)","(6.0, 8.6, 7.32)"
07-12-2022 18:49:56.485541,"(4.6, 6.4, 5.822222222222222)","(17.0, 29.0, 26.923076923076923)","(10.0, 16.0, 14.0)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.2, 4.7)","(13.0, 24.0, 16.5625)","(14.0, 19.5, 16.5)","(6.0, 8.6, 7.32)"
07-12-2022 18:49:58.039565,"(4.6, 6.6, 5.828571428571428)","(17.0, 29.0, 25.625)","(10.0, 16.0, 14.0)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.2, 4.5375)","(13.0, 24.0, 16.5625)","(14.0, 19.5, 16.5)","(6.0, 8.6, 7.32)"
07-12-2022 18:49:59.654565,"(4.6, 6.4, 5.828571428571428)","(17.0, 29.0, 20.0)","(10.0, 16.0, 14.0)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.5375)","(13.0, 24.0, 16.5625)","(14.0, 19.5, 16.5)","(6.0, 8.6, 7.32)"
07-12-2022 18:50:01.191917,"(4.6, 6.4, 5.822222222222222)","(17.0, 29.0, 20.0)","(10.0, 16.0, 14.0)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.7)","(13.0, 24.0, 16.5625)","(14.0, 19.5, 17.928571428571427)","(6.0, 8.6, 7.32)"
07-12-2022 18:50:02.733993,"(4.6, 6.6, 6.0)","(17.0, 29.0, 25.0)","(10.0, 16.0, 13.7)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.2, 4.875)","(13.0, 24.0, 18.0)","(14.0, 19.5, 17.571428571428573)","(6.0, 8.4, 7.7)"
07-12-2022 18:50:04.261975,"(4.6, 6.4, 5.777777777777778)","(17.0, 28.0, 25.0)","(10.0, 15.5, 14.625)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.5)","(13.0, 23.0, 18.0)","(14.0, 19.0, 15.5)","(6.0, 8.4, 7.7)"
07-12-2022 18:50:06.048867,"(4.6, 6.4, 5.777777777777778)","(17.0, 28.0, 22.6)","(10.0, 16.5, 14.625)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.445454545454545)","(13.0, 23.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:08.081115,"(4.6, 6.4, 6.0)","(17.0, 27.0, 24.0)","(10.0, 16.5, 14.625)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:10.095941,"(4.6, 6.4, 6.0)","(17.0, 27.0, 24.0)","(10.0, 16.5, 13.75)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:11.753505,"(4.6, 6.4, 6.0)","(17.0, 27.0, 24.0)","(10.0, 16.5, 13.75)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:13.319225,"(4.6, 6.4, 6.0)","(17.0, 27.0, 24.0)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:15.376915,"(4.6, 6.4, 6.0)","(17.0, 27.0, 25.25)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:17.069218,"(4.6, 6.4, 6.0)","(17.0, 27.0, 22.8)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:18.783665,"(4.6, 6.4, 6.0)","(17.0, 27.0, 24.9)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:21.448817,"(4.6, 6.4, 6.0)","(17.0, 27.0, 24.9)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:23.206853,"(4.6, 6.4, 6.0)","(17.0, 27.0, 22.8)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:24.846983,"(4.6, 6.4, 6.0)","(17.0, 27.0, 22.8)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:26.758390,"(4.6, 6.4, 6.0)","(17.0, 27.0, 22.8)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:28.384433,"(4.6, 6.4, 6.0)","(17.0, 27.0, 22.8)","(10.0, 16.5, 13.125)","(7.0, 9.0, 7.8)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:29.998211,"(4.6, 6.4, 6.0)","(17.0, 27.0, 22.8)","(10.0, 16.5, 13.125)","(7.0, 9.0, 7.8)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:31.701332,"(4.6, 6.4, 6.0)","(17.0, 27.0, 22.8)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:33.603586,"(4.6, 6.4, 6.0)","(17.0, 27.0, 22.8)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:35.176809,"(4.6, 6.4, 6.0)","(17.0, 27.0, 22.8)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:36.731486,"(4.6, 6.4, 6.0)","(17.0, 27.0, 24.142857142857142)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:38.445191,"(4.6, 6.4, 6.0)","(17.0, 27.0, 24.142857142857142)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:40.057908,"(4.6, 6.4, 6.0)","(17.0, 27.0, 25.166666666666664)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 17.3)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:42.087592,"(4.6, 6.4, 6.0)","(17.0, 27.0, 22.8)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 17.3)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:43.787537,"(4.6, 6.4, 6.266666666666667)","(17.0, 27.0, 22.8)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 16.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:45.406496,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.142857142857142)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.915384615384615)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 17.928571428571427)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:47.347778,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.142857142857142)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 17.928571428571427)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:49.185917,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.9)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 17.928571428571427)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:50.720145,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 25.090909090909093)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 17.928571428571427)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:52.282355,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 25.090909090909093)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 17.928571428571427)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:53.759353,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 25.090909090909093)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 17.928571428571427)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:55.231846,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 23.5)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:56.797119,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.142857142857142)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:58.251768,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.142857142857142)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:50:59.772353,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.142857142857142)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:51:01.296450,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 20.0)","(10.0, 16.5, 13.125)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:51:02.861823,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.375)","(10.0, 16.5, 17.0)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:51:04.441057,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.375)","(10.0, 18.0, 15.928571428571429)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:51:05.913616,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 20.0)","(10.0, 17.5, 15.928571428571429)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.65)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:51:07.279745,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 20.0)","(10.0, 17.5, 15.928571428571429)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:51:08.668713,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 20.0)","(10.0, 17.5, 15.928571428571429)","(7.0, 9.0, 7.8)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:51:10.126989,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 20.0)","(10.0, 17.5, 15.928571428571429)","(7.0, 9.0, 7.8)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:51:11.409103,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 20.0)","(10.0, 17.5, 15.928571428571429)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:51:12.735666,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.375)","(10.0, 17.5, 15.928571428571429)","(7.0, 9.0, 8.066666666666666)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.7)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.576923076923077)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:51:14.057261,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 25.384615384615387)","(10.0, 17.5, 15.928571428571429)","(7.0, 8.6, 8.066666666666666)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.0, 4.82)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.576923076923077)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:51:15.494653,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 25.384615384615387)","(10.0, 17.5, 15.928571428571429)","(7.0, 8.6, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.875)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:51:16.849179,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 20.0)","(10.0, 17.5, 15.928571428571429)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.875)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:51:18.419340,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 20.0)","(10.0, 17.5, 15.928571428571429)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.75)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:51:19.911928,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.375)","(10.0, 17.5, 14.166666666666666)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8374999999999995)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:51:21.355171,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 25.384615384615387)","(10.0, 17.5, 16.25)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.875)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.576923076923077)","(6.0, 8.4, 7.311111111111111)"
07-12-2022 18:51:23.071242,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 25.384615384615387)","(10.0, 17.5, 16.25)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.875)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.576923076923077)","(6.0, 8.4, 7.7)"
07-12-2022 18:51:24.646682,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.375)","(10.0, 17.5, 16.25)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.875)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.7)"
07-12-2022 18:51:25.980329,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 20.0)","(10.0, 17.5, 14.166666666666666)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.8374999999999995)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.4, 7.7)"
07-12-2022 18:51:27.245537,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 20.0)","(10.0, 17.5, 14.166666666666666)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.59375)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.7)"
07-12-2022 18:51:28.559479,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.375)","(10.0, 17.5, 16.25)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.2)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.4, 7.64)"
07-12-2022 18:51:29.793549,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.375)","(10.0, 17.5, 14.166666666666666)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 3.8727272727272726)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.6, 7.64)"
07-12-2022 18:51:31.060685,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 20.0)","(10.0, 17.5, 14.166666666666666)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 3.8727272727272726)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.6, 7.64)"
07-12-2022 18:51:32.349798,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 20.0)","(10.0, 17.5, 14.166666666666666)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 3.8727272727272726)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.6, 7.64)"
07-12-2022 18:51:33.709855,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 25.384615384615387)","(10.0, 17.5, 16.73076923076923)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 3.8727272727272726)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.576923076923077)","(6.0, 8.6, 7.64)"
07-12-2022 18:51:35.145950,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 25.384615384615387)","(10.0, 17.5, 16.25)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 3.8727272727272726)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.6, 7.64)"
07-12-2022 18:51:36.763152,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 20.0)","(10.0, 17.5, 14.166666666666666)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 3.8727272727272726)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.6, 7.64)"
07-12-2022 18:51:38.250132,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 20.0)","(10.0, 17.5, 14.75)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 3.8727272727272726)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.6, 7.64)"
07-12-2022 18:51:39.952073,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.375)","(10.0, 17.0, 15.5)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 3.8727272727272726)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.6, 7.64)"
07-12-2022 18:51:41.751210,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 20.0)","(10.0, 18.0, 13.416666666666666)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 3.8727272727272726)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.6, 7.64)"
07-12-2022 18:51:43.219571,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.375)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 3.8727272727272726)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.6, 7.64)"
07-12-2022 18:51:44.631999,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.375)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 3.8727272727272726)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.6, 7.64)"
07-12-2022 18:51:45.927181,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.375)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 3.8727272727272726)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.6, 7.64)"
07-12-2022 18:51:47.194632,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.375)","(10.0, 18.0, 13.416666666666666)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 3.8727272727272726)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.6, 7.64)"
07-12-2022 18:51:48.415898,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 20.0)","(10.0, 18.0, 13.416666666666666)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 3.8727272727272726)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 15.5)","(6.0, 8.6, 7.64)"
07-12-2022 18:51:49.794394,"(4.6, 6.6, 6.266666666666667)","(17.0, 27.0, 24.375)","(10.0, 18.0, 15.5)","(7.0, 9.0, 8.333333333333334)","(5.0, 6.8, 6.266666666666667)","(3.6, 5.1, 4.25625)","(13.0, 22.0, 17.666666666666668)","(14.0, 19.5, 18.0)","(6.0, 8.6, 7.64)"
