,Solar Space,Infiltrate,Bald Head Sally,Turbo Tuxedo,Slingshot Marley,Oscar Ruth,Snowys Lad,Slingshot Puzzle
11-01-2023 16:15:19.148692,"(6.5, 7.4, 6.894736842105263)","(6.0, 11.5, 10.625)","(4.2, 5.5, 5.050000000000001)","(91.0, 510.0, 467.5)","(5.5, 22.0, 18.333333333333332)","(1.95, 2.36, 2.182857142857143)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:20.262640,"(6.5, 7.4, 6.931707317073171)","(6.0, 11.5, 10.012500000000001)","(4.2, 5.5, 5.050000000000001)","(91.0, 510.0, 467.5)","(5.5, 22.0, 20.714285714285715)","(1.95, 2.4, 2.1657142857142855)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:21.410184,"(6.5, 7.4, 6.931707317073171)","(6.0, 11.5, 10.625)","(4.2, 5.5, 5.050000000000001)","(91.0, 510.0, 467.5)","(5.5, 22.0, 20.714285714285715)","(1.95, 2.36, 2.1657142857142855)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:22.594506,"(6.5, 7.4, 6.931707317073171)","(6.0, 11.5, 10.625)","(4.2, 5.5, 5.050000000000001)","(91.0, 510.0, 467.5)","(5.5, 22.0, 20.714285714285715)","(1.95, 2.36, 2.1657142857142855)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:23.737071,"(6.5, 7.4, 6.931707317073171)","(6.0, 11.5, 10.625)","(4.2, 5.5, 5.050000000000001)","(91.0, 510.0, 467.5)","(5.5, 22.0, 20.714285714285715)","(1.95, 2.36, 2.1657142857142855)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:24.899342,"(6.5, 7.4, 6.931707317073171)","(6.0, 11.5, 10.625)","(4.2, 5.5, 5.050000000000001)","(91.0, 510.0, 467.5)","(5.5, 22.0, 20.714285714285715)","(1.95, 2.36, 2.1657142857142855)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:25.991870,"(6.5, 7.4, 6.741176470588235)","(6.0, 11.5, 10.625)","(4.2, 5.5, 5.050000000000001)","(91.0, 510.0, 467.5)","(5.5, 22.0, 18.333333333333332)","(1.95, 2.36, 2.1742857142857144)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:27.146636,"(6.5, 7.4, 6.741176470588235)","(6.0, 11.5, 11.25)","(4.2, 5.5, 5.050000000000001)","(91.0, 510.0, 467.5)","(5.5, 22.0, 20.714285714285715)","(1.95, 2.38, 2.1742857142857144)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:28.253408,"(6.5, 7.4, 6.777777777777778)","(6.0, 11.0, 10.4)","(4.2, 5.5, 5.050000000000001)","(91.0, 510.0, 467.5)","(5.5, 22.0, 20.714285714285715)","(1.95, 2.38, 2.1657142857142855)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:29.379768,"(6.5, 7.4, 6.777777777777778)","(6.0, 11.0, 10.454545454545455)","(4.2, 5.5, 5.050000000000001)","(91.0, 510.0, 467.5)","(5.5, 22.0, 20.714285714285715)","(1.95, 2.36, 2.1657142857142855)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:30.523125,"(6.5, 7.4, 6.777777777777778)","(6.0, 11.0, 10.625)","(4.2, 5.5, 5.050000000000001)","(91.0, 510.0, 467.5)","(5.5, 22.0, 20.714285714285715)","(1.95, 2.36, 2.1657142857142855)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:31.637499,"(6.5, 7.4, 6.777777777777778)","(6.0, 11.0, 10.625)","(4.2, 5.5, 5.050000000000001)","(91.0, 510.0, 467.5)","(5.5, 22.0, 20.714285714285715)","(1.95, 2.36, 2.1657142857142855)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:32.786722,"(6.5, 7.4, 6.846153846153846)","(6.0, 11.0, 10.625)","(4.2, 5.5, 5.050000000000001)","(91.0, 510.0, 467.5)","(5.5, 22.0, 20.714285714285715)","(1.95, 2.36, 2.1657142857142855)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:33.928127,"(6.5, 7.4, 6.846153846153846)","(6.0, 11.0, 10.625)","(4.2, 5.5, 5.050000000000001)","(91.0, 510.0, 467.5)","(5.5, 22.0, 21.0)","(1.95, 2.36, 2.274285714285714)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:35.025585,"(6.5, 7.4, 6.846153846153846)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.914285714285715)","(91.0, 510.0, 467.5)","(5.5, 22.0, 21.0)","(1.95, 2.36, 2.2314285714285713)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:36.074807,"(6.5, 7.4, 6.92)","(6.0, 11.0, 10.200000000000001)","(4.2, 5.0, 4.828571428571428)","(91.0, 510.0, 467.5)","(5.5, 22.0, 21.0)","(1.95, 2.42, 2.2697872340425533)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:37.255575,"(6.5, 7.4, 6.969230769230769)","(6.0, 11.0, 10.5)","(4.2, 5.0, 4.894117647058824)","(91.0, 510.0, 467.5)","(5.5, 22.0, 21.0)","(1.95, 2.4, 2.2572)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:38.524014,"(6.5, 7.4, 6.985185185185185)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.894117647058824)","(91.0, 510.0, 467.5)","(5.5, 22.0, 21.0)","(1.95, 2.4, 2.169677419354839)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:39.746436,"(6.5, 7.4, 6.985185185185185)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.894117647058824)","(91.0, 510.0, 467.5)","(5.5, 22.0, 21.0)","(1.95, 2.4, 2.169677419354839)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:40.947362,"(6.5, 7.4, 6.985185185185185)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.894117647058824)","(91.0, 510.0, 467.5)","(5.5, 22.0, 18.833333333333332)","(1.95, 2.4, 2.2311111111111113)","(26.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:42.081661,"(6.5, 7.4, 6.985185185185185)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.88)","(91.0, 510.0, 467.5)","(5.5, 19.5, 18.833333333333332)","(2.0, 2.42, 2.2311111111111113)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:43.230330,"(6.5, 7.4, 6.985185185185185)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.88)","(91.0, 510.0, 467.5)","(5.5, 19.5, 18.833333333333332)","(2.0, 2.42, 2.316521739130435)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:44.384161,"(6.5, 7.4, 6.985185185185185)","(6.0, 11.0, 10.657142857142857)","(4.2, 5.0, 4.883870967741935)","(91.0, 510.0, 467.5)","(5.5, 19.5, 18.833333333333332)","(2.0, 2.42, 2.2311111111111113)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:45.529709,"(6.5, 7.4, 6.985185185185185)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.883870967741935)","(91.0, 510.0, 467.5)","(5.5, 19.5, 18.833333333333332)","(2.0, 2.42, 2.2311111111111113)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:46.642860,"(6.5, 7.4, 6.985185185185185)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.883870967741935)","(91.0, 510.0, 467.5)","(5.5, 19.5, 18.833333333333332)","(2.0, 2.42, 2.2311111111111113)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:47.725050,"(6.5, 7.4, 6.985185185185185)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.883870967741935)","(91.0, 510.0, 467.5)","(5.5, 19.5, 18.666666666666668)","(2.0, 2.42, 2.2066666666666666)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:48.890829,"(6.5, 7.4, 6.985185185185185)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.883870967741935)","(91.0, 510.0, 467.5)","(5.5, 19.0, 18.666666666666668)","(2.0, 2.42, 2.2066666666666666)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:50.107030,"(6.5, 7.4, 6.985185185185185)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.883870967741935)","(91.0, 510.0, 467.5)","(5.5, 19.0, 18.666666666666668)","(2.0, 2.42, 2.261904761904762)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:51.351832,"(6.5, 7.4, 6.985185185185185)","(6.0, 11.0, 10.200000000000001)","(4.2, 5.0, 4.883870967741935)","(91.0, 510.0, 467.5)","(5.5, 19.0, 18.666666666666668)","(2.0, 2.44, 2.3014814814814817)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:52.499133,"(6.5, 7.4, 6.985185185185185)","(6.0, 11.0, 10.100000000000001)","(4.2, 5.0, 4.883870967741935)","(91.0, 510.0, 467.5)","(5.5, 19.0, 18.666666666666668)","(2.0, 2.44, 2.2066666666666666)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:53.637947,"(6.5, 7.4, 7.0)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.883870967741935)","(91.0, 510.0, 467.5)","(5.5, 19.0, 18.666666666666668)","(2.0, 2.42, 2.2066666666666666)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:54.640595,"(6.5, 7.4, 7.0)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.883870967741935)","(91.0, 510.0, 467.5)","(5.5, 19.0, 18.666666666666668)","(2.0, 2.42, 2.196774193548387)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:55.762339,"(6.5, 7.4, 7.0)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.883870967741935)","(91.0, 510.0, 467.5)","(5.5, 19.0, 19.25)","(2.0, 2.4, 2.2183783783783784)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:56.865035,"(6.5, 7.4, 7.109090909090909)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.883870967741935)","(91.0, 510.0, 467.5)","(5.5, 19.5, 19.25)","(2.0, 2.4, 2.2183783783783784)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:57.969051,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.883870967741935)","(91.0, 510.0, 467.5)","(5.5, 19.5, 19.25)","(2.0, 2.4, 2.316521739130435)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:15:59.089693,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.200000000000001)","(4.2, 5.0, 4.883870967741935)","(91.0, 510.0, 467.5)","(5.5, 19.5, 19.25)","(2.0, 2.42, 2.352)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:00.242872,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.0)","(4.2, 5.0, 4.883870967741935)","(91.0, 510.0, 467.5)","(5.5, 19.5, 19.666666666666668)","(2.0, 2.42, 2.2183783783783784)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:01.384938,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.5)","(4.2, 5.0, 4.883870967741935)","(91.0, 510.0, 467.5)","(5.5, 20.0, 19.0)","(2.0, 2.4, 2.183225806451613)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:02.522484,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.856)","(91.0, 510.0, 467.5)","(5.5, 20.0, 19.0)","(2.0, 2.4, 2.183225806451613)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:03.596891,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 20.0, 19.0)","(2.0, 2.4, 2.3345454545454545)","(31.0, 38.0, 36.0)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:04.705995,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 20.0, 19.0)","(2.0, 2.36, 2.3345454545454545)","(31.0, 38.0, 36.0)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:05.909889,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 20.0, 19.0)","(2.0, 2.36, 2.3345454545454545)","(31.0, 38.0, 36.0)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:07.067701,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.200000000000001)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 20.0, 19.0)","(2.0, 2.36, 2.3345454545454545)","(31.0, 38.0, 36.0)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:08.218077,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 20.0, 19.25)","(2.0, 2.36, 2.3345454545454545)","(31.0, 38.0, 36.0)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:09.512423,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 20.0, 20.583333333333332)","(2.0, 2.36, 2.3345454545454545)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:10.682858,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 21.0, 18.0)","(2.0, 2.36, 2.3363636363636364)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:11.744008,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 19.0, 18.5)","(2.0, 2.36, 2.3363636363636364)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:12.870102,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 19.0, 18.5)","(2.0, 2.36, 2.3363636363636364)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:14.064330,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 19.0, 18.727272727272727)","(2.0, 2.36, 2.3363636363636364)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:15.272888,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 19.0, 16.923076923076923)","(2.0, 2.36, 2.338181818181818)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:16.511317,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 17.0, 16.923076923076923)","(2.0, 2.36, 2.338181818181818)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:17.718018,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 17.0, 16.923076923076923)","(2.0, 2.36, 2.338181818181818)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:18.892358,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 17.0, 16.923076923076923)","(2.0, 2.36, 2.338181818181818)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:20.142710,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 17.0, 16.923076923076923)","(2.0, 2.36, 2.338181818181818)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:21.225493,"(6.5, 7.4, 7.133333333333334)","(6.0, 11.0, 10.200000000000001)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 17.0, 16.944444444444443)","(2.0, 2.36, 2.338181818181818)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:22.356468,"(6.5, 7.4, 7.300000000000001)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.85)","(91.0, 510.0, 467.5)","(5.5, 17.0, 16.944444444444443)","(2.0, 2.36, 2.338181818181818)","(31.0, 38.0, 35.89473684210526)","(31.0, 55.0, 45.714285714285715)"
11-01-2023 16:16:23.583771,"(6.5, 7.4, 7.300000000000001)","(6.0, 11.0, 10.714285714285714)","(4.2, 5.0, 4.85)","(91.0, 510.0, 477.3076923076923)","(5.5, 17.0, 19.81578947368421)","(2.0, 2.36, 2.317111716621253)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:24.801273,"(6.5, 7.8, 7.3999999999999995)","(6.0, 12.5, 11.323529411764707)","(4.2, 5.1, 5.033333333333333)","(91.0, 510.0, 470.35714285714283)","(5.5, 20.0, 19.794117647058822)","(2.0, 2.34, 2.278702064896755)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:26.099358,"(6.5, 7.8, 7.3)","(6.0, 12.5, 11.071428571428571)","(4.2, 5.1, 5.033333333333333)","(91.0, 500.0, 432.8571428571429)","(5.5, 20.0, 18.785714285714285)","(2.0, 2.28, 2.2399999999999998)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:27.228692,"(6.5, 7.8, 7.363636363636363)","(6.0, 12.5, 11.75)","(4.2, 5.1, 5.033333333333333)","(91.0, 490.0, 459.2307692307692)","(5.5, 19.5, 18.25)","(2.0, 2.28, 2.2233333333333336)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:28.335534,"(6.5, 7.6, 7.423529411764705)","(6.0, 12.5, 11.3)","(4.2, 5.1, 5.033333333333333)","(91.0, 480.0, 287.5)","(5.5, 19.5, 18.53846153846154)","(2.0, 2.24, 2.1685714285714286)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:29.400666,"(6.5, 7.6, 7.208695652173913)","(6.0, 12.0, 11.5)","(4.2, 5.1, 5.033333333333333)","(91.0, 480.0, 287.5)","(5.5, 19.5, 18.53846153846154)","(2.0, 2.26, 2.1685714285714286)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:30.485691,"(6.5, 7.6, 7.183333333333333)","(6.0, 12.0, 11.5)","(4.2, 5.1, 4.985714285714286)","(91.0, 480.0, 235.0)","(5.5, 19.5, 18.53846153846154)","(2.0, 2.26, 2.1685714285714286)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:31.575113,"(6.5, 7.6, 7.183333333333333)","(6.0, 12.0, 11.5)","(4.2, 5.1, 4.985714285714286)","(91.0, 480.0, 315.0)","(5.5, 19.5, 18.607142857142858)","(2.0, 2.26, 2.232857142857143)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:32.691032,"(6.5, 7.6, 7.183333333333333)","(6.0, 12.0, 11.5)","(4.2, 5.1, 4.985714285714286)","(91.0, 470.0, 315.0)","(5.5, 19.5, 18.607142857142858)","(2.0, 2.24, 2.232857142857143)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:33.850612,"(6.5, 7.6, 7.183333333333333)","(6.0, 12.0, 11.5)","(4.2, 5.1, 4.985714285714286)","(91.0, 470.0, 315.0)","(5.5, 19.5, 18.11111111111111)","(2.0, 2.24, 2.232857142857143)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:35.050879,"(6.5, 7.6, 7.183333333333333)","(6.0, 12.0, 11.5)","(4.2, 5.1, 4.985714285714286)","(91.0, 470.0, 315.0)","(5.5, 19.5, 18.75)","(2.0, 2.24, 2.232857142857143)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:36.200413,"(6.5, 7.6, 7.183333333333333)","(6.0, 12.0, 11.5)","(4.2, 5.1, 4.985714285714286)","(91.0, 470.0, 315.0)","(5.5, 19.5, 19.666666666666668)","(2.0, 2.24, 2.232857142857143)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 47.0)"
11-01-2023 16:16:37.308085,"(6.5, 7.6, 7.336842105263157)","(6.0, 12.0, 11.0)","(4.2, 5.1, 4.985714285714286)","(91.0, 470.0, 315.0)","(5.5, 20.0, 19.0)","(2.0, 2.24, 2.232857142857143)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:38.351574,"(6.5, 7.6, 7.336842105263157)","(6.0, 12.5, 10.625)","(4.2, 5.1, 4.985714285714286)","(91.0, 470.0, 315.0)","(5.5, 20.0, 19.0)","(2.0, 2.24, 2.232857142857143)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:39.505561,"(6.5, 7.6, 7.336842105263157)","(6.0, 12.5, 10.625)","(4.2, 5.1, 4.985714285714286)","(91.0, 470.0, 315.0)","(5.5, 20.0, 19.0)","(2.0, 2.24, 2.2233333333333336)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:40.684550,"(6.5, 7.6, 7.336842105263157)","(6.0, 12.5, 10.625)","(4.2, 5.1, 4.985714285714286)","(91.0, 470.0, 315.0)","(5.5, 20.0, 19.0)","(2.0, 2.24, 2.2233333333333336)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:41.854135,"(6.5, 7.6, 7.336842105263157)","(6.0, 12.5, 10.625)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 20.0, 19.0)","(2.0, 2.24, 2.1715789473684213)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:42.969335,"(6.5, 7.6, 7.336842105263157)","(6.0, 12.5, 10.625)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 20.0, 19.0)","(2.0, 2.26, 2.176)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:44.116818,"(6.5, 7.6, 7.236363636363636)","(6.0, 12.5, 10.625)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 20.0, 19.0)","(2.0, 2.26, 2.1742857142857144)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:45.274001,"(6.5, 7.6, 7.236363636363636)","(6.0, 12.5, 10.625)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 20.0, 19.0)","(2.0, 2.26, 2.1742857142857144)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:46.404664,"(6.5, 7.6, 7.236363636363636)","(6.0, 12.5, 10.625)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 20.0, 19.0)","(2.0, 2.26, 2.1742857142857144)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:47.496178,"(6.5, 7.6, 7.236363636363636)","(6.0, 12.5, 12.023529411764706)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 20.0, 19.0)","(2.0, 2.26, 2.1742857142857144)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:48.472885,"(6.5, 7.6, 7.236363636363636)","(6.0, 12.5, 12.023529411764706)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 20.0, 19.0)","(2.0, 2.26, 2.1742857142857144)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:49.561249,"(6.5, 7.6, 7.236363636363636)","(6.0, 12.5, 12.023529411764706)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 20.0, 19.0)","(2.0, 2.26, 2.1742857142857144)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:50.707109,"(6.5, 7.6, 7.236363636363636)","(6.0, 12.5, 12.023529411764706)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 20.0, 19.0)","(2.0, 2.26, 2.1742857142857144)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
11-01-2023 16:16:51.795486,"(6.5, 7.6, 7.236363636363636)","(6.0, 12.5, 12.023529411764706)","(4.2, 5.1, 4.966666666666667)","(91.0, 470.0, 315.0)","(5.5, 20.0, 18.416666666666668)","(2.0, 2.26, 2.185)","(31.0, 38.0, 36.54545454545455)","(31.0, 55.0, 49.22222222222222)"
