,Solar Space,Infiltrate,Bald Head Sally,Turbo Tuxedo,Slingshot Marley,Oscar Ruth,Snowys Lad,Slingshot Puzzle
11-01-2023 16:20:05.388181,"(6.0, 9.0, 8.717647058823529)","(7.5, 9.4, 9.246153846153845)","(4.2, 5.0, 4.917857142857143)","(101.0, 190.0, 185.71428571428572)","(10.0, 18.0, 16.875)","(1.85, 2.22, 2.1833333333333336)","(26.0, 40.0, 34.5)","(31.0, 42.0, 41.0)"
11-01-2023 16:20:06.537044,"(6.0, 9.0, 8.717647058823529)","(7.5, 9.4, 9.246153846153845)","(4.2, 5.0, 4.920833333333333)","(101.0, 190.0, 175.0)","(10.0, 18.0, 17.166666666666668)","(1.85, 2.22, 2.1833333333333336)","(26.0, 40.0, 34.5)","(31.0, 42.0, 41.0)"
11-01-2023 16:20:07.644199,"(6.0, 9.0, 8.717647058823529)","(7.5, 9.4, 9.246153846153845)","(4.2, 5.0, 4.920833333333333)","(101.0, 180.0, 175.0)","(10.0, 17.5, 17.166666666666668)","(1.85, 2.22, 2.1833333333333336)","(26.0, 40.0, 34.5)","(31.0, 42.0, 41.0)"
11-01-2023 16:20:08.741192,"(6.0, 9.0, 8.717647058823529)","(7.5, 9.4, 9.246153846153845)","(4.2, 5.0, 4.920833333333333)","(101.0, 180.0, 177.14285714285714)","(10.0, 17.5, 17.166666666666668)","(1.85, 2.22, 2.2044444444444444)","(26.0, 40.0, 34.5)","(31.0, 42.0, 41.0)"
11-01-2023 16:20:09.837058,"(6.0, 9.0, 8.314285714285713)","(7.5, 9.4, 9.246153846153845)","(4.2, 5.0, 4.819047619047619)","(101.0, 180.0, 177.14285714285714)","(10.0, 17.5, 17.166666666666668)","(1.85, 2.22, 2.2093333333333334)","(26.0, 40.0, 34.5)","(31.0, 42.0, 41.0)"
11-01-2023 16:20:10.909207,"(6.0, 9.0, 8.466666666666667)","(7.5, 9.4, 9.246153846153845)","(4.2, 5.0, 4.817391304347826)","(101.0, 180.0, 177.14285714285714)","(10.0, 17.5, 17.166666666666668)","(1.85, 2.22, 2.161855670103093)","(26.0, 40.0, 34.5)","(31.0, 42.0, 41.0)"
11-01-2023 16:20:12.004963,"(6.0, 9.0, 8.466666666666667)","(7.5, 9.6, 9.5)","(4.2, 5.0, 4.933333333333334)","(101.0, 180.0, 177.14285714285714)","(10.0, 17.5, 17.6)","(1.85, 2.18, 2.1375)","(26.0, 40.0, 35.2)","(31.0, 42.0, 41.0)"
11-01-2023 16:20:13.077362,"(6.0, 9.0, 8.717647058823529)","(7.5, 9.8, 9.600000000000001)","(4.2, 5.0, 4.95)","(101.0, 180.0, 177.14285714285714)","(10.0, 18.0, 18.03125)","(1.85, 2.16, 2.1272727272727274)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.0)"
11-01-2023 16:20:14.199153,"(6.5, 9.0, 8.791304347826086)","(7.0, 10.0, 9.68)","(4.2, 5.0, 4.892307692307692)","(101.0, 180.0, 177.14285714285714)","(10.0, 18.5, 18.384615384615383)","(1.85, 2.16, 2.140952380952381)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.0)"
11-01-2023 16:20:15.357825,"(6.5, 9.0, 8.791304347826086)","(7.0, 10.0, 9.68)","(4.2, 5.0, 4.892307692307692)","(101.0, 180.0, 173.33333333333334)","(10.0, 18.5, 18.375)","(1.85, 2.16, 2.140952380952381)","(26.0, 40.0, 35.2)","(31.0, 42.0, 41.172413793103445)"
11-01-2023 16:20:16.499079,"(6.5, 9.0, 8.791304347826086)","(7.0, 10.0, 9.68)","(4.2, 5.0, 4.892307692307692)","(101.0, 180.0, 177.14285714285714)","(10.0, 18.5, 18.375)","(1.85, 2.16, 2.140952380952381)","(26.0, 40.0, 35.2)","(31.0, 42.0, 41.76923076923077)"
11-01-2023 16:20:17.682168,"(6.5, 9.0, 8.791304347826086)","(7.0, 10.0, 9.7)","(4.2, 5.0, 4.95)","(101.0, 180.0, 178.0)","(10.0, 18.5, 17.477272727272727)","(1.85, 2.16, 2.124)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:18.924476,"(6.5, 9.0, 8.672727272727272)","(7.0, 10.0, 9.85)","(4.2, 5.2, 5.092857142857143)","(101.0, 180.0, 176.66666666666666)","(10.0, 18.5, 17.428571428571427)","(1.85, 2.16, 2.123076923076923)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:20.062785,"(6.5, 9.0, 8.672727272727272)","(7.0, 10.0, 9.85)","(4.2, 5.2, 5.092857142857143)","(101.0, 180.0, 176.66666666666666)","(10.0, 18.5, 17.214285714285715)","(1.85, 2.16, 2.13)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:21.206818,"(6.5, 9.0, 8.672727272727272)","(7.0, 10.0, 9.85)","(4.2, 5.2, 5.1347826086956525)","(101.0, 180.0, 176.66666666666666)","(10.0, 17.5, 16.75)","(1.85, 2.16, 2.125714285714286)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:22.342299,"(6.5, 9.0, 8.871428571428572)","(7.0, 10.0, 9.815384615384616)","(4.2, 5.2, 5.133333333333334)","(101.0, 180.0, 176.66666666666666)","(10.0, 17.5, 16.75)","(1.85, 2.14, 2.125714285714286)","(26.0, 40.0, 37.2)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:23.348188,"(6.5, 9.0, 8.871428571428572)","(7.0, 10.0, 9.733333333333334)","(4.2, 5.2, 5.133333333333334)","(101.0, 180.0, 176.66666666666666)","(10.0, 17.5, 16.75)","(1.85, 2.14, 2.126666666666667)","(26.0, 40.0, 37.2)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:24.702276,"(6.5, 9.0, 8.871428571428572)","(7.0, 10.0, 9.733333333333334)","(4.2, 5.2, 5.180952380952381)","(101.0, 180.0, 178.0)","(10.0, 17.5, 16.75)","(1.85, 2.14, 2.1133333333333333)","(26.0, 40.0, 35.875)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:25.771753,"(6.5, 9.0, 8.871428571428572)","(7.0, 10.0, 9.733333333333334)","(4.2, 5.2, 5.180952380952381)","(101.0, 180.0, 176.66666666666666)","(10.0, 17.5, 16.9)","(1.85, 2.14, 2.1171428571428574)","(26.0, 40.0, 35.875)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:26.853851,"(6.5, 9.0, 8.672727272727272)","(7.0, 10.0, 9.733333333333334)","(4.2, 5.4, 5.3090909090909095)","(101.0, 180.0, 176.66666666666666)","(10.0, 17.5, 16.9)","(1.85, 2.14, 2.1100000000000003)","(26.0, 40.0, 35.875)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:28.012442,"(6.5, 9.0, 8.672727272727272)","(7.0, 10.0, 9.733333333333334)","(4.2, 5.4, 5.316666666666667)","(101.0, 180.0, 176.66666666666666)","(10.0, 17.5, 16.9)","(1.85, 2.14, 2.1100000000000003)","(26.0, 40.0, 35.875)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:29.188567,"(6.5, 9.0, 8.672727272727272)","(7.0, 10.0, 9.6)","(4.2, 5.4, 5.4714285714285715)","(101.0, 180.0, 176.66666666666666)","(10.0, 17.5, 16.9)","(1.85, 2.14, 2.108888888888889)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:30.388122,"(6.5, 9.0, 8.866666666666667)","(7.0, 10.0, 9.6)","(4.2, 5.5, 5.4714285714285715)","(101.0, 180.0, 176.66666666666666)","(10.0, 17.5, 16.9)","(1.85, 2.12, 2.1016666666666666)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:31.607352,"(6.5, 9.0, 8.871428571428572)","(7.0, 9.8, 9.600000000000001)","(4.2, 5.5, 5.4714285714285715)","(101.0, 180.0, 176.66666666666666)","(10.0, 17.5, 16.9)","(1.85, 2.12, 2.1016666666666666)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:32.796770,"(6.5, 9.0, 8.871428571428572)","(7.0, 9.8, 9.600000000000001)","(4.2, 5.5, 5.4714285714285715)","(101.0, 180.0, 176.66666666666666)","(10.0, 17.5, 16.9)","(1.85, 2.12, 2.1016666666666666)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:33.957928,"(6.5, 9.0, 8.871428571428572)","(7.0, 9.8, 9.600000000000001)","(4.2, 5.5, 5.4714285714285715)","(101.0, 180.0, 176.66666666666666)","(10.0, 17.5, 16.9)","(1.85, 2.12, 2.100740740740741)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:35.138812,"(6.5, 9.0, 8.871428571428572)","(7.0, 10.0, 9.933333333333334)","(4.2, 5.5, 5.4714285714285715)","(101.0, 180.0, 176.66666666666666)","(10.0, 17.5, 16.9)","(1.85, 2.12, 2.106666666666667)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:36.287336,"(7.0, 9.0, 8.614285714285714)","(7.5, 10.5, 9.674999999999999)","(4.4, 5.5, 5.483333333333333)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 16.9)","(1.85, 2.12, 2.106666666666667)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:37.370525,"(7.0, 9.0, 8.6)","(7.5, 10.5, 9.674999999999999)","(4.4, 5.5, 5.483333333333333)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 16.9)","(1.85, 2.12, 2.106666666666667)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:38.434256,"(7.0, 9.0, 8.6)","(7.5, 10.5, 9.674999999999999)","(4.4, 5.5, 5.483333333333333)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 16.9)","(1.85, 2.12, 2.106666666666667)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:39.507112,"(7.0, 9.0, 8.6)","(7.5, 10.5, 9.674999999999999)","(4.4, 5.5, 5.483333333333333)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 16.75)","(1.85, 2.12, 2.0836363636363635)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:40.712911,"(7.0, 9.0, 8.557894736842105)","(7.5, 10.5, 9.7)","(4.4, 5.6, 5.485714285714286)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 16.9)","(1.85, 2.1, 2.0836363636363635)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:41.852291,"(7.0, 8.8, 8.511111111111111)","(7.5, 10.5, 9.78)","(4.4, 5.6, 5.485714285714286)","(101.0, 180.0, 173.33333333333334)","(11.0, 17.5, 16.75)","(1.85, 2.1, 2.085714285714286)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.76923076923077)"
11-01-2023 16:20:42.929774,"(7.0, 8.8, 8.476190476190476)","(7.5, 10.5, 9.91764705882353)","(4.4, 5.6, 5.571428571428571)","(101.0, 180.0, 173.33333333333334)","(11.0, 17.5, 16.75)","(1.85, 2.1, 2.115)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.76923076923077)"
11-01-2023 16:20:44.095928,"(7.0, 8.6, 8.52)","(7.5, 10.5, 9.91764705882353)","(4.4, 5.5, 5.466666666666667)","(101.0, 180.0, 173.33333333333334)","(11.0, 17.5, 16.75)","(1.85, 2.12, 2.09)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.76923076923077)"
11-01-2023 16:20:45.191834,"(7.0, 8.6, 8.533333333333333)","(7.5, 10.5, 9.738461538461538)","(4.4, 5.5, 5.466666666666667)","(101.0, 180.0, 173.33333333333334)","(11.0, 17.5, 17.166666666666668)","(1.85, 2.12, 2.106666666666667)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.76923076923077)"
11-01-2023 16:20:46.247967,"(7.0, 8.6, 8.533333333333333)","(7.5, 10.5, 9.78)","(4.4, 5.5, 5.45)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 17.166666666666668)","(1.85, 2.12, 2.1333333333333333)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:47.387223,"(7.0, 8.8, 8.325)","(7.5, 10.5, 9.75)","(4.4, 5.5, 5.38)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 17.125)","(1.85, 2.16, 2.1075)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:48.487156,"(7.0, 8.8, 8.490909090909092)","(7.5, 10.5, 9.833333333333334)","(4.4, 5.5, 5.38)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 17.125)","(1.85, 2.12, 2.108235294117647)","(26.0, 40.0, 35.875)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:49.604815,"(7.0, 8.8, 8.533333333333333)","(7.5, 10.5, 9.88888888888889)","(4.4, 5.5, 5.361538461538461)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 17.125)","(1.85, 2.12, 2.108235294117647)","(26.0, 40.0, 35.875)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:50.743006,"(7.0, 8.8, 8.533333333333333)","(7.5, 10.0, 9.95)","(4.4, 5.5, 5.361538461538461)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 16.9)","(1.85, 2.12, 2.108)","(26.0, 40.0, 35.875)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:51.883826,"(7.0, 8.8, 8.581818181818182)","(7.5, 10.5, 9.790322580645162)","(4.4, 5.5, 5.394117647058823)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 16.9)","(1.85, 2.14, 2.1075)","(26.0, 40.0, 35.875)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:52.985264,"(7.0, 8.8, 8.610526315789475)","(7.5, 10.5, 9.790322580645162)","(4.4, 5.5, 5.394117647058823)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 16.9)","(1.85, 2.12, 2.106666666666667)","(26.0, 40.0, 35.875)","(31.0, 42.0, 41.84615384615385)"
11-01-2023 16:20:54.087029,"(7.0, 8.8, 8.59047619047619)","(7.5, 10.5, 9.848148148148148)","(4.4, 5.5, 5.347058823529411)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 16.9)","(1.85, 2.12, 2.1085714285714285)","(26.0, 40.0, 35.875)","(31.0, 42.0, 41.8421052631579)"
11-01-2023 16:20:55.128034,"(7.0, 8.8, 8.525)","(7.5, 10.5, 9.766666666666667)","(4.4, 5.5, 5.347058823529411)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 16.75)","(1.85, 2.12, 2.13)","(26.0, 40.0, 35.875)","(31.0, 42.0, 41.8421052631579)"
11-01-2023 16:20:56.267930,"(7.0, 8.8, 8.433333333333334)","(7.5, 10.0, 9.953846153846154)","(4.4, 5.4, 5.345454545454546)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 17.033333333333335)","(1.85, 2.16, 2.1123076923076924)","(26.0, 40.0, 35.875)","(31.0, 42.0, 41.8421052631579)"
11-01-2023 16:20:57.322669,"(7.0, 8.8, 8.533333333333333)","(7.5, 10.0, 9.953846153846154)","(4.4, 5.4, 5.35)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 17.227272727272727)","(1.85, 2.12, 2.1562962962962966)","(26.0, 40.0, 35.875)","(31.0, 42.0, 41.8421052631579)"
11-01-2023 16:20:58.447931,"(7.0, 8.8, 8.533333333333333)","(7.5, 10.0, 9.933333333333334)","(4.4, 5.4, 5.25)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 17.0)","(1.85, 2.16, 2.156842105263158)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.8421052631579)"
11-01-2023 16:20:59.517973,"(7.0, 8.8, 8.52)","(7.5, 10.0, 9.933333333333334)","(4.4, 5.4, 5.2444444444444445)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 17.0)","(1.85, 2.18, 2.16)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.8421052631579)"
11-01-2023 16:21:00.693593,"(7.0, 8.8, 8.52)","(7.5, 10.0, 9.7)","(4.4, 5.3, 5.252380952380952)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 17.0)","(1.85, 2.18, 2.1494117647058824)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.8421052631579)"
11-01-2023 16:21:01.706011,"(7.0, 8.8, 8.52)","(7.5, 10.0, 9.7)","(4.4, 5.3, 5.252380952380952)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 16.772727272727273)","(1.85, 2.16, 2.1476288659793816)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.8421052631579)"
11-01-2023 16:21:02.807626,"(7.0, 8.8, 8.483333333333334)","(7.5, 10.0, 9.621052631578948)","(4.4, 5.4, 5.355555555555556)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 16.642857142857142)","(1.85, 2.16, 2.146)","(26.0, 40.0, 34.75)","(31.0, 42.0, 41.8421052631579)"
11-01-2023 16:21:03.813796,"(7.0, 8.8, 8.584615384615384)","(7.5, 9.8, 9.521428571428572)","(4.4, 5.5, 5.355555555555556)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 16.633333333333333)","(1.85, 2.16, 2.102647754137116)","(26.0, 40.0, 36.266666666666666)","(31.0, 42.0, 41.8421052631579)"
11-01-2023 16:21:04.933178,"(7.0, 8.8, 8.562162162162164)","(7.5, 9.6, 9.485714285714286)","(4.4, 5.4, 5.325)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 16.7)","(1.85, 2.14, 2.084703087885986)","(26.0, 40.0, 34.4)","(31.0, 42.0, 41.8421052631579)"
11-01-2023 16:21:05.999155,"(7.0, 8.8, 8.625641025641027)","(7.5, 9.6, 9.561904761904762)","(4.4, 5.4, 5.311111111111112)","(101.0, 180.0, 176.66666666666666)","(11.0, 17.5, 17.2)","(1.85, 2.14, 2.0927272727272728)","(26.0, 40.0, 34.92307692307692)","(31.0, 42.0, 41.8421052631579)"
11-01-2023 16:21:07.155561,"(7.0, 8.8, 8.661538461538463)","(7.5, 9.8, 9.607142857142858)","(4.4, 5.5, 5.275)","(101.0, 180.0, 178.63636363636363)","(11.0, 17.5, 17.61764705882353)","(1.85, 2.1, 2.062608695652174)","(26.0, 40.0, 34.857142857142854)","(31.0, 42.0, 41.8421052631579)"
11-01-2023 16:21:08.273854,"(7.0, 9.2, 8.9)","(7.5, 9.8, 9.700000000000001)","(4.4, 5.5, 5.425000000000001)","(101.0, 180.0, 178.63636363636363)","(11.0, 18.5, 17.338709677419356)","(1.85, 2.08, 2.048888888888889)","(26.0, 40.0, 36.0)","(31.0, 42.0, 41.83783783783784)"
11-01-2023 16:21:09.462606,"(7.0, 9.0, 8.905882352941177)","(7.5, 10.0, 9.58)","(4.4, 5.7, 5.466666666666667)","(101.0, 180.0, 178.63636363636363)","(11.0, 18.5, 17.338709677419356)","(1.85, 2.08, 2.0517073170731708)","(26.0, 40.0, 36.0)","(31.0, 42.0, 41.83783783783784)"
11-01-2023 16:21:10.567026,"(7.0, 9.0, 8.885714285714286)","(7.5, 10.0, 9.58)","(4.4, 5.7, 5.466666666666667)","(101.0, 180.0, 178.63636363636363)","(11.0, 18.5, 17.338709677419356)","(1.85, 2.08, 2.0533333333333332)","(26.0, 40.0, 36.11764705882353)","(31.0, 42.0, 41.83783783783784)"
11-01-2023 16:21:11.663501,"(7.0, 9.0, 8.833333333333334)","(7.5, 10.0, 9.618181818181819)","(4.4, 5.7, 5.550000000000001)","(101.0, 180.0, 178.63636363636363)","(11.0, 18.5, 17.40909090909091)","(1.85, 2.08, 2.047843137254902)","(26.0, 40.0, 36.94117647058823)","(31.0, 42.0, 41.2)"
11-01-2023 16:21:12.781665,"(7.0, 9.0, 8.92)","(7.5, 10.0, 9.7)","(4.4, 5.7, 5.5)","(101.0, 180.0, 178.63636363636363)","(11.0, 18.5, 17.40909090909091)","(1.85, 2.08, 2.0451063829787235)","(26.0, 40.0, 36.94117647058823)","(31.0, 42.0, 41.2)"
11-01-2023 16:21:13.853044,"(7.0, 9.0, 8.833333333333334)","(7.5, 9.8, 9.51578947368421)","(4.4, 5.7, 5.5)","(101.0, 180.0, 178.63636363636363)","(11.0, 18.5, 17.40909090909091)","(1.85, 2.08, 2.0451063829787235)","(26.0, 40.0, 36.94117647058823)","(31.0, 42.0, 41.2)"
11-01-2023 16:21:14.960845,"(7.0, 9.0, 8.92)","(7.5, 9.8, 9.472727272727273)","(4.4, 5.7, 5.5)","(101.0, 180.0, 178.57142857142858)","(11.0, 18.5, 17.338709677419356)","(1.85, 2.08, 2.0508333333333333)","(26.0, 40.0, 37.06666666666667)","(31.0, 42.0, 41.75)"
11-01-2023 16:21:15.971210,"(7.0, 9.0, 8.894736842105264)","(7.5, 9.8, 9.472727272727273)","(4.4, 5.7, 5.4375)","(101.0, 180.0, 178.57142857142858)","(11.0, 18.5, 17.338709677419356)","(1.85, 2.08, 2.0508333333333333)","(26.0, 40.0, 37.06666666666667)","(31.0, 42.0, 41.75)"
11-01-2023 16:21:17.046999,"(7.0, 9.0, 8.92)","(7.5, 9.8, 9.6125)","(4.4, 5.7, 5.470000000000001)","(101.0, 180.0, 178.57142857142858)","(11.0, 18.5, 17.40909090909091)","(1.85, 2.08, 2.052359550561798)","(26.0, 40.0, 37.0)","(31.0, 42.0, 41.75)"
11-01-2023 16:21:18.087626,"(7.0, 9.0, 8.833333333333334)","(7.5, 9.8, 9.584615384615384)","(4.4, 5.7, 5.470000000000001)","(101.0, 180.0, 178.57142857142858)","(11.0, 18.5, 17.40909090909091)","(1.85, 2.08, 2.052359550561798)","(26.0, 40.0, 37.0)","(31.0, 42.0, 41.0)"
11-01-2023 16:21:19.157570,"(7.0, 9.0, 8.92)","(7.5, 9.8, 9.584615384615384)","(4.4, 5.7, 5.470000000000001)","(101.0, 180.0, 178.57142857142858)","(11.0, 18.5, 17.338709677419356)","(1.85, 2.08, 2.0546987951807227)","(26.0, 40.0, 37.2)","(31.0, 44.0, 41.0)"
11-01-2023 16:21:20.251739,"(7.0, 9.0, 8.894736842105264)","(7.5, 9.8, 9.584615384615384)","(4.4, 5.7, 5.42)","(101.0, 190.0, 167.5)","(11.0, 18.5, 17.338709677419356)","(1.85, 2.08, 2.0546987951807227)","(26.0, 40.0, 37.2)","(31.0, 44.0, 41.0)"
11-01-2023 16:21:21.401165,"(7.0, 9.0, 8.894736842105264)","(7.5, 9.8, 9.51578947368421)","(4.4, 5.7, 5.5285714285714285)","(101.0, 190.0, 175.80645161290323)","(11.0, 18.5, 17.5)","(1.85, 2.08, 2.0604761904761904)","(26.0, 40.0, 37.0)","(31.0, 44.0, 41.0)"
11-01-2023 16:21:22.538034,"(7.0, 9.0, 8.92)","(7.5, 9.8, 9.51578947368421)","(4.4, 5.7, 5.5285714285714285)","(101.0, 190.0, 175.80645161290323)","(11.0, 18.5, 17.5)","(1.85, 2.08, 2.0581333333333336)","(26.0, 40.0, 35.89473684210526)","(31.0, 44.0, 41.0)"
11-01-2023 16:21:23.746735,"(7.0, 9.0, 8.90909090909091)","(7.5, 9.8, 9.460869565217392)","(4.4, 5.7, 5.428571428571429)","(101.0, 190.0, 175.33333333333334)","(11.0, 18.5, 17.3)","(1.85, 2.08, 2.116619718309859)","(26.0, 40.0, 36.11764705882353)","(31.0, 44.0, 41.55555555555556)"
11-01-2023 16:21:24.884061,"(7.0, 9.0, 8.852631578947369)","(7.5, 9.4, 9.233333333333333)","(4.4, 5.6, 5.428571428571429)","(101.0, 190.0, 175.33333333333334)","(11.0, 18.5, 17.464285714285715)","(1.85, 2.12, 2.116619718309859)","(26.0, 40.0, 36.11764705882353)","(31.0, 42.0, 41.55555555555556)"
11-01-2023 16:21:25.984852,"(7.0, 9.0, 8.852631578947369)","(7.5, 9.4, 9.092307692307692)","(4.4, 5.6, 5.428571428571429)","(101.0, 190.0, 175.33333333333334)","(11.0, 18.0, 17.467741935483872)","(1.85, 2.12, 2.115667870036101)","(26.0, 40.0, 35.89473684210526)","(31.0, 42.0, 41.55555555555556)"
11-01-2023 16:21:27.036495,"(7.0, 9.0, 8.91304347826087)","(7.5, 9.4, 9.092307692307692)","(4.4, 5.6, 5.428571428571429)","(101.0, 190.0, 175.33333333333334)","(11.0, 18.0, 17.467741935483872)","(1.85, 2.12, 2.1156521739130434)","(26.0, 40.0, 35.89473684210526)","(31.0, 42.0, 41.55555555555556)"
11-01-2023 16:21:28.053046,"(7.0, 9.0, 8.91304347826087)","(7.5, 9.0, 8.921739130434784)","(4.4, 5.6, 5.477777777777778)","(101.0, 190.0, 175.33333333333334)","(11.0, 18.0, 17.166666666666668)","(1.85, 2.12, 2.1192592592592594)","(26.0, 40.0, 36.11764705882353)","(31.0, 42.0, 41.55555555555556)"
11-01-2023 16:21:29.090315,"(7.0, 8.4, 8.36923076923077)","(7.5, 9.4, 9.136000000000001)","(4.4, 5.6, 5.482051282051282)","(101.0, 190.0, 175.33333333333334)","(11.0, 18.0, 17.555555555555557)","(1.85, 2.12, 2.1166792452830188)","(26.0, 40.0, 36.11764705882353)","(31.0, 42.0, 41.55555555555556)"
11-01-2023 16:21:30.190912,"(7.0, 8.4, 8.266666666666666)","(7.5, 9.4, 9.094117647058823)","(4.4, 5.6, 5.482051282051282)","(101.0, 190.0, 176.20689655172413)","(11.0, 18.0, 17.75)","(1.85, 2.12, 2.1165714285714285)","(26.0, 40.0, 35.89473684210526)","(31.0, 42.0, 41.55555555555556)"
11-01-2023 16:21:31.233226,"(7.0, 8.4, 8.323809523809524)","(7.5, 9.4, 9.094117647058823)","(4.4, 5.6, 5.539393939393939)","(101.0, 190.0, 176.20689655172413)","(11.0, 18.0, 17.75)","(1.85, 2.12, 2.1164119601328903)","(26.0, 40.0, 36.1)","(31.0, 42.0, 41.55555555555556)"
11-01-2023 16:21:32.280711,"(7.0, 8.4, 8.323809523809524)","(7.5, 9.4, 9.094117647058823)","(4.4, 5.6, 5.552)","(101.0, 190.0, 176.20689655172413)","(11.0, 18.0, 17.666666666666668)","(1.85, 2.12, 2.117027027027027)","(26.0, 40.0, 36.333333333333336)","(31.0, 42.0, 41.55555555555556)"
11-01-2023 16:21:33.463331,"(7.0, 8.4, 8.247619047619047)","(7.5, 9.4, 9.257142857142856)","(4.4, 5.6, 5.6085714285714285)","(101.0, 190.0, 176.20689655172413)","(11.0, 18.0, 18.25)","(1.85, 2.12, 2.0810476639924493)","(26.0, 40.0, 36.333333333333336)","(31.0, 42.0, 41.6)"
11-01-2023 16:21:34.631808,"(7.0, 8.4, 8.254545454545454)","(7.5, 9.6, 9.37142857142857)","(4.4, 5.7, 5.6173913043478265)","(101.0, 190.0, 176.20689655172413)","(11.0, 18.5, 18.32758620689655)","(1.85, 2.1, 2.049673202614379)","(26.0, 40.0, 35.0)","(31.0, 42.0, 41.41935483870968)"
