,Willsintown,Destiny Blues,Fortyfive Rock,Handsome Harry Nz,Tulhurst Cuddles,Taleggio,Jaydes Terror,Darby Brights,Whata Reactor
12-01-2023 15:16:03.735309,"(81.0, 170.0, 155.0)","(71.0, 90.0, 88.125)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.3, 2.5, 2.4642424242424243)","(7.5, 8.8, 9.36)","(8.5, 16.5, 16.214285714285715)","(4.8, 5.7, 5.3875)","(11.0, 20.0, 17.714285714285715)"
12-01-2023 15:16:05.059420,"(81.0, 170.0, 155.0)","(71.0, 90.0, 88.125)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.3, 2.6, 2.462222222222222)","(7.5, 10.0, 9.36)","(8.5, 17.5, 14.833333333333334)","(4.8, 5.7, 5.3875)","(11.0, 20.0, 17.714285714285715)"
12-01-2023 15:16:06.688810,"(81.0, 170.0, 155.0)","(71.0, 90.0, 88.125)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.3, 2.6, 2.488)","(7.5, 10.0, 9.261538461538462)","(8.5, 17.5, 14.833333333333334)","(4.8, 5.7, 5.3875)","(11.0, 20.0, 17.714285714285715)"
12-01-2023 15:16:08.100820,"(81.0, 170.0, 155.0)","(71.0, 90.0, 88.125)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.3, 2.6, 2.488)","(7.5, 10.0, 9.261538461538462)","(8.5, 17.5, 16.166666666666668)","(4.8, 5.7, 5.3875)","(11.0, 20.0, 17.714285714285715)"
12-01-2023 15:16:09.438454,"(81.0, 170.0, 155.0)","(71.0, 90.0, 88.125)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.3, 2.6, 2.48)","(7.5, 10.0, 9.261538461538462)","(8.5, 17.5, 14.529411764705882)","(4.8, 5.7, 5.3875)","(11.0, 20.0, 17.681818181818183)"
12-01-2023 15:16:10.762330,"(81.0, 170.0, 155.0)","(71.0, 90.0, 88.125)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.463880597014925)","(7.5, 10.0, 9.261538461538462)","(8.5, 16.0, 14.529411764705882)","(4.8, 5.7, 5.3875)","(12.0, 20.0, 17.681818181818183)"
12-01-2023 15:16:11.970612,"(81.0, 170.0, 155.0)","(71.0, 90.0, 88.125)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.4653968253968253)","(7.5, 10.0, 9.2)","(8.5, 16.0, 14.529411764705882)","(4.8, 5.7, 5.3875)","(12.0, 20.0, 17.714285714285715)"
12-01-2023 15:16:13.275672,"(81.0, 170.0, 155.0)","(71.0, 90.0, 88.125)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.4763333333333333)","(7.5, 10.0, 9.2)","(8.5, 16.0, 14.529411764705882)","(4.8, 5.7, 5.3875)","(12.0, 20.0, 17.714285714285715)"
12-01-2023 15:16:14.601288,"(81.0, 170.0, 155.0)","(71.0, 90.0, 87.5)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.478360655737705)","(7.5, 10.0, 9.533333333333333)","(8.5, 16.0, 14.529411764705882)","(4.8, 5.7, 5.3500000000000005)","(12.0, 20.0, 17.714285714285715)"
12-01-2023 15:16:15.790212,"(81.0, 170.0, 155.0)","(71.0, 90.0, 87.5)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.495492957746479)","(7.5, 9.8, 9.32)","(8.5, 16.0, 14.529411764705882)","(4.8, 5.7, 5.3875)","(12.0, 20.0, 17.666666666666668)"
12-01-2023 15:16:17.093654,"(81.0, 170.0, 155.0)","(71.0, 90.0, 87.5)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.484950495049505)","(7.5, 9.8, 9.32)","(8.5, 16.0, 14.529411764705882)","(4.8, 5.7, 5.3875)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:18.483940,"(81.0, 170.0, 155.0)","(71.0, 90.0, 87.5)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.478360655737705)","(7.5, 9.8, 9.32)","(8.5, 16.0, 14.529411764705882)","(4.8, 5.7, 5.5)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:19.768588,"(81.0, 170.0, 155.0)","(71.0, 90.0, 87.5)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.478360655737705)","(7.5, 9.8, 9.32)","(8.5, 16.0, 14.529411764705882)","(4.8, 5.8, 5.5)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:21.022362,"(81.0, 170.0, 155.0)","(71.0, 90.0, 87.5)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.486923076923077)","(7.5, 9.8, 9.32)","(8.5, 16.0, 14.529411764705882)","(4.8, 5.8, 5.5)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:22.300791,"(81.0, 170.0, 155.0)","(71.0, 90.0, 87.5)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.489056603773585)","(7.5, 9.8, 9.32)","(8.5, 16.0, 14.333333333333334)","(4.8, 5.8, 5.65)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:23.617684,"(81.0, 170.0, 155.0)","(71.0, 90.0, 87.5)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.508125)","(7.5, 9.8, 9.32)","(8.5, 16.0, 14.333333333333334)","(4.8, 5.8, 5.5)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:24.806043,"(81.0, 170.0, 155.0)","(71.0, 90.0, 86.25)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.508125)","(7.5, 9.8, 9.32)","(8.5, 16.0, 14.333333333333334)","(4.8, 5.8, 5.5)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:26.341585,"(81.0, 170.0, 155.0)","(71.0, 90.0, 86.25)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.508125)","(7.5, 9.8, 9.32)","(8.5, 16.0, 14.333333333333334)","(4.8, 5.8, 5.5)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:27.524049,"(81.0, 170.0, 155.0)","(71.0, 90.0, 86.25)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.508125)","(7.5, 9.8, 9.72)","(8.5, 16.0, 14.333333333333334)","(4.8, 5.8, 5.62)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:28.757477,"(81.0, 170.0, 155.0)","(71.0, 90.0, 86.25)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.508125)","(7.5, 10.0, 9.435294117647059)","(8.5, 16.0, 14.333333333333334)","(4.8, 5.9, 5.5)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:30.058134,"(81.0, 170.0, 155.0)","(71.0, 90.0, 86.25)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.508125)","(7.5, 10.0, 9.2)","(8.5, 16.0, 14.333333333333334)","(4.8, 5.9, 5.65)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:31.234986,"(81.0, 170.0, 155.0)","(71.0, 90.0, 86.25)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.508125)","(7.5, 10.0, 9.2)","(8.5, 16.0, 14.333333333333334)","(4.8, 5.8, 5.56)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:32.551396,"(81.0, 200.0, 160.0)","(71.0, 90.0, 86.25)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.508125)","(7.5, 10.0, 9.36)","(8.5, 16.0, 14.333333333333334)","(4.8, 5.8, 5.666666666666667)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:33.912184,"(81.0, 200.0, 150.0)","(71.0, 90.0, 86.25)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.508125)","(7.5, 10.0, 9.36)","(8.5, 16.0, 14.333333333333334)","(4.8, 5.9, 5.68)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:35.047418,"(81.0, 200.0, 150.0)","(71.0, 90.0, 86.25)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.25, 2.6, 2.508125)","(7.5, 10.0, 9.36)","(8.5, 16.0, 14.333333333333334)","(4.8, 5.8, 5.68)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:36.281346,"(91.0, 200.0, 150.0)","(61.0, 90.0, 86.25)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.2, 2.6, 2.508125)","(7.0, 10.0, 9.36)","(9.0, 16.0, 14.333333333333334)","(4.6, 5.8, 5.68)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:37.526436,"(91.0, 200.0, 150.0)","(61.0, 90.0, 86.25)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.2, 2.6, 2.508125)","(7.0, 10.0, 9.36)","(9.0, 16.0, 14.333333333333334)","(4.6, 5.8, 5.681818181818182)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:38.721558,"(91.0, 200.0, 150.0)","(61.0, 90.0, 86.25)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.2, 2.6, 2.508125)","(7.0, 10.0, 9.36)","(9.0, 16.0, 14.333333333333334)","(4.6, 5.9, 5.58)","(12.0, 19.0, 17.666666666666668)"
12-01-2023 15:16:39.820624,"(91.0, 200.0, 150.0)","(61.0, 90.0, 85.0)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.2, 2.6, 2.508125)","(7.0, 10.0, 9.6)","(9.0, 16.0, 14.333333333333334)","(4.6, 5.9, 5.58)","(12.0, 19.0, 18.5625)"
12-01-2023 15:16:40.894098,"(91.0, 200.0, 150.0)","(61.0, 90.0, 85.0)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.2, 2.6, 2.5029787234042553)","(7.0, 9.8, 9.44)","(9.0, 16.0, 14.571428571428571)","(4.6, 5.9, 5.594444444444445)","(12.0, 19.5, 18.875)"
12-01-2023 15:16:42.008111,"(91.0, 200.0, 150.0)","(61.0, 90.0, 85.0)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.2, 2.6, 2.5209302325581397)","(7.0, 9.8, 9.3)","(9.0, 16.0, 14.636363636363637)","(4.6, 5.9, 5.6066666666666665)","(12.0, 19.5, 18.875)"
12-01-2023 15:16:43.082486,"(101.0, 200.0, 150.0)","(61.0, 90.0, 85.0)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.2, 2.6, 2.5188888888888887)","(7.5, 10.0, 9.2)","(9.0, 16.0, 14.636363636363637)","(4.6, 5.9, 5.6066666666666665)","(13.0, 19.5, 18.08)"
12-01-2023 15:16:44.258535,"(101.0, 200.0, 150.0)","(61.0, 90.0, 85.0)","(17.0, 25.0, 22.714285714285715)","(5.0, 99999, 99990)","(2.2, 2.6, 2.5188888888888887)","(7.5, 10.0, 9.2)","(9.0, 16.0, 14.636363636363637)","(4.6, 5.9, 5.6066666666666665)","(13.0, 20.0, 18.08)"
12-01-2023 15:16:45.437065,"(101.0, 200.0, 150.0)","(61.0, 90.0, 85.0)","(17.0, 25.0, 22.428571428571427)","(5.0, 99999, 99990)","(2.2, 2.6, 2.5188888888888887)","(7.5, 10.0, 9.2)","(9.0, 16.0, 14.636363636363637)","(4.6, 5.9, 5.6066666666666665)","(13.0, 20.0, 18.08)"
12-01-2023 15:16:46.920860,"(101.0, 200.0, 150.0)","(61.0, 90.0, 85.0)","(17.0, 25.0, 22.428571428571427)","(5.0, 99999, 99990)","(2.2, 2.6, 2.50875)","(7.5, 10.0, 9.2)","(9.0, 16.0, 14.636363636363637)","(4.6, 5.9, 5.6066666666666665)","(13.0, 20.0, 18.08)"
12-01-2023 15:16:48.193445,"(101.0, 200.0, 150.0)","(61.0, 90.0, 88.75)","(17.0, 25.0, 22.428571428571427)","(5.0, 99999, 99990)","(2.2, 2.6, 2.50875)","(7.5, 10.0, 9.2)","(9.0, 16.0, 14.636363636363637)","(4.6, 5.9, 5.6066666666666665)","(13.0, 20.0, 18.08)"
12-01-2023 15:16:49.429398,"(101.0, 200.0, 150.0)","(61.0, 90.0, 88.75)","(17.0, 25.0, 22.428571428571427)","(5.0, 99999, 99990)","(2.2, 2.6, 2.50875)","(7.5, 10.0, 9.2)","(9.0, 16.0, 14.636363636363637)","(4.6, 5.9, 5.6066666666666665)","(13.0, 20.0, 18.08)"
12-01-2023 15:16:50.829603,"(101.0, 200.0, 150.0)","(61.0, 90.0, 88.75)","(17.0, 25.0, 23.714285714285715)","(5.0, 99999, 99990)","(2.2, 2.6, 2.50875)","(7.5, 10.0, 9.2)","(9.0, 16.0, 14.636363636363637)","(4.6, 5.9, 5.6066666666666665)","(13.0, 20.0, 18.08)"
12-01-2023 15:16:52.225770,"(101.0, 200.0, 150.0)","(61.0, 90.0, 88.75)","(17.0, 24.0, 23.0)","(5.0, 99999, 99990)","(2.2, 2.6, 2.50875)","(7.5, 10.0, 9.2)","(9.0, 16.0, 14.636363636363637)","(4.6, 5.9, 5.6066666666666665)","(13.0, 20.0, 18.08)"
12-01-2023 15:16:53.477076,"(101.0, 200.0, 150.0)","(61.0, 90.0, 88.75)","(17.0, 24.0, 23.0)","(5.0, 99999, 99990)","(2.2, 2.6, 2.50875)","(7.5, 10.0, 9.2)","(9.0, 16.0, 14.75)","(4.6, 5.9, 5.5)","(13.0, 20.0, 18.08)"
12-01-2023 15:16:54.654644,"(101.0, 200.0, 150.0)","(61.0, 90.0, 88.33333333333333)","(17.0, 24.0, 23.0)","(5.0, 99999, 99990)","(2.2, 2.6, 2.50875)","(7.5, 10.0, 9.2)","(9.0, 16.0, 15.0)","(4.6, 5.8, 5.530769230769231)","(13.0, 20.0, 18.08)"
12-01-2023 15:16:55.796635,"(101.0, 200.0, 150.0)","(61.0, 90.0, 88.33333333333333)","(17.0, 24.0, 23.0)","(5.0, 99999, 99990)","(2.2, 2.6, 2.50875)","(7.5, 10.0, 9.2)","(9.0, 16.0, 15.0)","(4.6, 5.8, 5.530769230769231)","(13.0, 20.0, 18.08)"
12-01-2023 15:16:56.901747,"(101.0, 200.0, 150.0)","(61.0, 90.0, 88.33333333333333)","(17.0, 24.0, 23.0)","(5.0, 99999, 99990)","(2.2, 2.6, 2.50875)","(7.5, 10.0, 9.2)","(9.0, 16.0, 15.0)","(4.6, 5.8, 5.4111111111111105)","(13.0, 20.0, 18.08)"
12-01-2023 15:16:58.309512,"(101.0, 200.0, 150.0)","(61.0, 90.0, 88.33333333333333)","(17.0, 22.0, 21.666666666666668)","(5.0, 99999, 99990)","(2.2, 2.6, 2.50875)","(7.5, 10.0, 9.466666666666667)","(9.0, 16.0, 17.125)","(4.6, 5.8, 5.4111111111111105)","(13.0, 20.0, 18.08)"
12-01-2023 15:16:59.906839,"(101.0, 200.0, 150.0)","(61.0, 90.0, 88.33333333333333)","(17.0, 22.0, 21.666666666666668)","(5.0, 99999, 99990)","(2.2, 2.6, 2.50875)","(7.5, 10.0, 9.36)","(9.0, 18.0, 16.0)","(4.6, 5.8, 5.3769230769230765)","(13.0, 20.0, 18.08)"
12-01-2023 15:17:01.209521,"(101.0, 200.0, 150.0)","(61.0, 90.0, 88.33333333333333)","(17.0, 22.0, 21.666666666666668)","(5.0, 99999, 99990)","(2.2, 2.6, 2.50875)","(7.5, 10.0, 9.36)","(9.0, 18.0, 16.0)","(4.6, 5.8, 5.3769230769230765)","(13.0, 20.0, 18.08)"
12-01-2023 15:17:02.487895,"(101.0, 200.0, 150.0)","(61.0, 90.0, 88.33333333333333)","(17.0, 22.0, 21.666666666666668)","(5.0, 99999, 99990)","(2.2, 2.6, 2.508433734939759)","(7.5, 10.0, 9.6)","(9.0, 18.0, 16.0)","(4.6, 5.8, 5.478571428571429)","(13.0, 20.0, 18.08)"
12-01-2023 15:17:03.778873,"(101.0, 200.0, 150.0)","(61.0, 90.0, 88.33333333333333)","(17.0, 22.0, 21.666666666666668)","(5.0, 99999, 99990)","(2.2, 2.6, 2.563888888888889)","(7.5, 10.0, 9.663157894736841)","(9.0, 18.0, 17.0)","(4.6, 5.8, 5.5777777777777775)","(13.0, 20.0, 18.4)"
12-01-2023 15:17:04.953282,"(101.0, 200.0, 160.0)","(61.0, 90.0, 88.33333333333333)","(17.0, 22.0, 21.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.58, 2.439090909090909)","(7.5, 10.0, 9.68)","(9.0, 18.0, 17.821428571428573)","(4.6, 5.8, 5.6)","(13.0, 20.0, 18.76923076923077)"
12-01-2023 15:17:06.139179,"(101.0, 190.0, 165.0)","(61.0, 90.0, 88.33333333333333)","(17.0, 22.0, 21.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.56, 2.505714285714286)","(7.5, 10.0, 9.68)","(9.0, 18.0, 16.5)","(4.6, 5.8, 5.628571428571428)","(13.0, 20.0, 18.75)"
12-01-2023 15:17:07.368319,"(101.0, 210.0, 145.3846153846154)","(61.0, 90.0, 88.33333333333333)","(17.0, 22.0, 21.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.56, 2.505714285714286)","(7.5, 10.0, 9.68)","(9.0, 18.0, 16.90909090909091)","(4.6, 5.8, 5.658823529411765)","(13.0, 19.5, 17.8)"
12-01-2023 15:17:08.700130,"(101.0, 200.0, 170.0)","(61.0, 90.0, 88.33333333333333)","(17.0, 22.0, 21.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.56, 2.511304347826087)","(7.5, 10.0, 9.68)","(9.0, 18.0, 17.0)","(4.6, 5.8, 5.658823529411765)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:10.014553,"(101.0, 210.0, 154.0)","(61.0, 90.0, 88.33333333333333)","(17.0, 22.0, 21.75)","(5.0, 99999, 99990)","(2.2, 2.56, 2.505714285714286)","(7.5, 10.0, 9.68)","(9.0, 18.0, 16.714285714285715)","(4.6, 5.8, 5.658823529411765)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:11.342112,"(101.0, 210.0, 168.0)","(61.0, 90.0, 88.33333333333333)","(17.0, 22.0, 21.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.56, 2.505714285714286)","(7.5, 10.0, 9.68)","(9.0, 18.0, 16.714285714285715)","(4.6, 5.8, 5.692857142857143)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:12.606438,"(101.0, 210.0, 168.0)","(61.0, 90.0, 88.33333333333333)","(17.0, 22.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.56, 2.505714285714286)","(7.5, 10.0, 9.771428571428572)","(9.0, 18.0, 16.714285714285715)","(4.6, 5.8, 5.692857142857143)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:13.851285,"(101.0, 210.0, 169.4736842105263)","(61.0, 90.0, 88.33333333333333)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.56, 2.505714285714286)","(7.5, 10.0, 9.68)","(9.0, 18.0, 16.714285714285715)","(4.6, 5.8, 5.692857142857143)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:15.088076,"(101.0, 210.0, 167.69230769230768)","(61.0, 90.0, 88.57142857142857)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.56, 2.4699999999999998)","(7.5, 10.0, 9.68)","(9.0, 18.0, 16.714285714285715)","(4.6, 5.8, 5.692857142857143)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:16.333358,"(101.0, 210.0, 177.64705882352942)","(61.0, 90.0, 88.57142857142857)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.56, 2.4699999999999998)","(7.5, 10.0, 10.17)","(9.0, 18.0, 17.25)","(4.6, 5.8, 5.692857142857143)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:17.538359,"(101.0, 210.0, 182.5)","(61.0, 90.0, 88.57142857142857)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.52, 2.4385185185185185)","(7.5, 10.5, 9.975)","(9.0, 18.0, 17.25)","(4.6, 5.8, 5.725)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:18.733830,"(101.0, 210.0, 190.58823529411765)","(61.0, 90.0, 88.57142857142857)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.52, 2.4385185185185185)","(7.5, 10.5, 10.242857142857142)","(9.0, 18.0, 17.25)","(4.6, 5.8, 5.725)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:19.854215,"(101.0, 210.0, 198.42105263157896)","(61.0, 90.0, 88.57142857142857)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.52, 2.502)","(7.5, 10.5, 10.183333333333334)","(9.0, 18.0, 16.714285714285715)","(4.6, 5.8, 5.660714285714286)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:21.031945,"(101.0, 210.0, 203.52941176470588)","(61.0, 90.0, 88.57142857142857)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.52, 2.502)","(7.5, 11.0, 10.066666666666666)","(9.0, 18.0, 16.714285714285715)","(4.6, 5.8, 5.660714285714286)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:22.279167,"(101.0, 210.0, 207.5)","(61.0, 90.0, 88.57142857142857)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.52, 2.495)","(7.5, 11.0, 10.34375)","(9.0, 18.0, 16.714285714285715)","(4.6, 5.8, 5.660714285714286)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:23.574423,"(101.0, 210.0, 209.0)","(61.0, 90.0, 88.57142857142857)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.52, 2.425)","(7.5, 11.0, 10.423076923076923)","(9.0, 18.0, 16.714285714285715)","(4.6, 5.8, 5.725)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:24.676000,"(101.0, 210.0, 209.0)","(61.0, 90.0, 88.57142857142857)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.5, 2.372)","(7.5, 11.0, 10.521739130434783)","(9.0, 18.0, 17.25)","(4.6, 5.8, 5.728571428571429)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:25.758441,"(101.0, 220.0, 215.0)","(61.0, 90.0, 88.57142857142857)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.42, 2.372)","(7.5, 11.0, 10.521739130434783)","(9.0, 18.0, 17.75)","(4.6, 5.8, 5.728571428571429)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:27.015794,"(101.0, 230.0, 220.76923076923077)","(61.0, 90.0, 88.57142857142857)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.42, 2.37125)","(7.5, 11.0, 10.56)","(9.0, 18.0, 17.90625)","(4.6, 5.8, 5.675)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:28.265820,"(101.0, 230.0, 220.76923076923077)","(61.0, 90.0, 87.5)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.42, 2.373333333333333)","(7.5, 11.0, 10.541666666666666)","(9.0, 18.0, 17.90625)","(4.6, 5.8, 5.657142857142857)","(13.0, 19.0, 17.8)"
12-01-2023 15:17:29.569907,"(101.0, 230.0, 220.76923076923077)","(61.0, 90.0, 87.5)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.4, 2.373333333333333)","(7.5, 11.0, 10.541666666666666)","(9.0, 18.0, 17.90625)","(4.6, 5.8, 5.657142857142857)","(13.0, 19.0, 18.181818181818183)"
12-01-2023 15:17:30.864541,"(101.0, 230.0, 220.76923076923077)","(61.0, 90.0, 87.5)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.4, 2.373333333333333)","(7.5, 11.0, 10.541666666666666)","(9.0, 18.0, 17.90625)","(4.6, 5.8, 5.657142857142857)","(13.0, 20.0, 18.181818181818183)"
12-01-2023 15:17:32.115570,"(101.0, 230.0, 220.76923076923077)","(61.0, 90.0, 87.5)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.4, 2.3690322580645162)","(7.5, 11.0, 10.541666666666666)","(9.0, 18.0, 17.90625)","(4.6, 5.8, 5.657142857142857)","(13.0, 20.0, 18.181818181818183)"
12-01-2023 15:17:33.397664,"(101.0, 230.0, 220.76923076923077)","(61.0, 90.0, 87.5)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.4, 2.373333333333333)","(7.5, 11.0, 10.541666666666666)","(9.0, 18.0, 17.863636363636363)","(4.6, 5.8, 5.733333333333333)","(13.0, 20.0, 18.1)"
12-01-2023 15:17:34.605375,"(101.0, 230.0, 220.76923076923077)","(61.0, 90.0, 87.5)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.4, 2.3563636363636364)","(7.5, 11.0, 10.541666666666666)","(9.0, 18.0, 17.25)","(4.6, 5.8, 5.741176470588235)","(13.0, 20.0, 18.1)"
12-01-2023 15:17:35.787915,"(101.0, 230.0, 220.76923076923077)","(61.0, 90.0, 87.5)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.4, 2.3776744186046512)","(7.5, 11.0, 10.541666666666666)","(9.0, 18.0, 17.0)","(4.6, 5.8, 5.741176470588235)","(13.0, 20.0, 18.047619047619047)"
12-01-2023 15:17:36.947864,"(101.0, 230.0, 220.76923076923077)","(61.0, 90.0, 87.5)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.4, 2.3776744186046512)","(7.5, 11.0, 10.541666666666666)","(9.0, 18.0, 17.0)","(4.6, 5.8, 5.633333333333333)","(13.0, 19.0, 17.846153846153847)"
12-01-2023 15:17:38.167026,"(101.0, 230.0, 220.76923076923077)","(61.0, 90.0, 87.5)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.4, 2.3975)","(7.5, 11.0, 10.541666666666666)","(9.0, 18.0, 17.0)","(4.6, 5.8, 5.67)","(13.0, 19.0, 17.846153846153847)"
12-01-2023 15:17:39.391531,"(101.0, 230.0, 220.76923076923077)","(61.0, 90.0, 87.5)","(17.0, 23.0, 22.77777777777778)","(5.0, 99999, 99990)","(2.2, 2.4, 2.3983333333333334)","(7.5, 11.0, 10.541666666666666)","(9.0, 18.0, 17.0)","(4.6, 5.8, 5.67)","(13.0, 19.0, 17.846153846153847)"
12-01-2023 15:17:40.682091,"(101.0, 230.0, 220.76923076923077)","(61.0, 90.0, 87.5)","(17.0, 23.0, 20.285714285714285)","(5.0, 99999, 99990)","(2.15, 2.4, 2.372923076923077)","(7.5, 11.0, 10.620689655172415)","(9.0, 18.0, 17.25)","(4.6, 5.8, 5.716666666666667)","(13.0, 19.0, 18.047619047619047)"
