,Bel Song,Body And Soul,Doublern,Equatori,Prancing Queen,Ravera,Scuderia,Three Grand
16-12-2022 12:03:00.096738,"(6.0, 7.8, 7.573333333333333)","(26.0, 38.0, 34.19047619047619)","(3.3, 3.6, 3.565)","(12.0, 15.0, 14.4375)","(6.5, 8.6, 8.5)","(6.5, 9.0, 8.405714285714286)","(4.8, 6.4, 6.13)","(8.0, 10.0, 9.651612903225805)"
16-12-2022 12:03:01.404456,"(6.0, 7.8, 7.573333333333333)","(26.0, 38.0, 34.19047619047619)","(3.3, 3.6, 3.566666666666667)","(12.0, 15.0, 14.25)","(6.5, 8.6, 8.5)","(6.5, 9.0, 8.405714285714286)","(4.8, 6.4, 6.13)","(8.0, 10.0, 9.65)"
16-12-2022 12:03:02.480325,"(6.0, 7.8, 7.573333333333333)","(26.0, 38.0, 34.19047619047619)","(3.3, 3.6, 3.566666666666667)","(12.0, 15.0, 14.25)","(6.5, 8.6, 8.5)","(6.5, 9.0, 8.48)","(4.8, 6.4, 6.091428571428572)","(8.0, 10.0, 9.65)"
16-12-2022 12:03:03.568177,"(6.0, 7.8, 7.573333333333333)","(26.0, 38.0, 34.19047619047619)","(3.3, 3.6, 3.566666666666667)","(12.0, 15.0, 15.91304347826087)","(6.5, 8.6, 8.5)","(6.5, 9.0, 8.48)","(4.8, 6.4, 6.347826086956522)","(8.0, 10.0, 9.65)"
16-12-2022 12:03:04.679585,"(6.0, 8.0, 7.891588785046729)","(26.0, 36.0, 34.111111111111114)","(3.3, 3.55, 3.503763440860215)","(12.0, 16.0, 15.91304347826087)","(6.5, 8.6, 8.5)","(6.5, 9.0, 8.48)","(4.8, 6.4, 6.358260869565218)","(8.0, 10.0, 9.65)"
16-12-2022 12:03:05.732811,"(6.0, 8.0, 7.891588785046729)","(26.0, 36.0, 34.111111111111114)","(3.3, 3.55, 3.503763440860215)","(12.0, 16.0, 15.725490196078432)","(6.5, 8.6, 8.5)","(6.5, 9.0, 8.48)","(4.8, 6.4, 6.358260869565218)","(8.0, 10.0, 9.65)"
16-12-2022 12:03:06.776786,"(6.0, 8.0, 7.891588785046729)","(26.0, 36.0, 34.111111111111114)","(3.3, 3.55, 3.503763440860215)","(12.0, 16.0, 15.725490196078432)","(6.5, 8.6, 8.5)","(6.5, 9.0, 8.54782608695652)","(4.8, 6.4, 6.392380952380953)","(8.0, 10.0, 9.65)"
16-12-2022 12:03:07.828476,"(6.0, 8.0, 7.915151515151515)","(26.0, 36.0, 34.111111111111114)","(3.3, 3.55, 3.503763440860215)","(12.0, 16.0, 15.725490196078432)","(6.5, 8.6, 8.5)","(6.5, 9.0, 8.54782608695652)","(4.8, 6.4, 6.392380952380953)","(8.0, 10.0, 9.65)"
16-12-2022 12:03:08.898142,"(6.0, 8.0, 7.915151515151515)","(26.0, 36.0, 34.111111111111114)","(3.3, 3.55, 3.503763440860215)","(12.0, 16.0, 15.75438596491228)","(6.5, 8.6, 8.5)","(6.5, 9.0, 8.54782608695652)","(4.8, 6.4, 6.392380952380953)","(8.0, 10.0, 9.65)"
16-12-2022 12:03:09.887680,"(6.0, 8.0, 7.915151515151515)","(26.0, 36.0, 34.111111111111114)","(3.3, 3.55, 3.504736842105263)","(12.0, 16.0, 15.75438596491228)","(6.5, 8.6, 8.5)","(6.5, 9.0, 8.54782608695652)","(4.8, 6.4, 6.392380952380953)","(8.0, 10.0, 9.65)"
16-12-2022 12:03:11.011855,"(6.0, 8.0, 7.915151515151515)","(26.0, 36.0, 34.111111111111114)","(3.3, 3.55, 3.504736842105263)","(12.0, 16.0, 15.75438596491228)","(6.5, 8.6, 8.5)","(6.5, 9.0, 8.54782608695652)","(4.8, 6.4, 6.392380952380953)","(8.0, 10.0, 9.65)"
16-12-2022 12:03:12.111589,"(6.0, 8.0, 7.915151515151515)","(26.0, 36.0, 34.111111111111114)","(3.3, 3.55, 3.504736842105263)","(12.0, 16.0, 15.75438596491228)","(6.5, 8.6, 8.5)","(6.5, 9.0, 8.54782608695652)","(4.8, 6.4, 6.392380952380953)","(8.0, 10.0, 9.65)"
16-12-2022 12:03:13.199546,"(6.0, 8.0, 7.915151515151515)","(26.0, 36.0, 34.1)","(3.3, 3.5, 3.4989208633093525)","(12.0, 16.0, 15.75438596491228)","(6.5, 8.6, 8.5)","(6.5, 9.0, 8.54782608695652)","(4.8, 6.4, 6.392380952380953)","(8.0, 10.0, 9.65)"
16-12-2022 12:03:14.279333,"(6.0, 8.0, 7.915151515151515)","(26.0, 36.0, 34.1)","(3.3, 3.5, 3.4989208633093525)","(12.0, 16.0, 15.125)","(6.5, 8.6, 8.45)","(6.5, 9.0, 8.600000000000001)","(4.8, 6.4, 6.36)","(8.0, 10.0, 9.63265306122449)"
16-12-2022 12:03:15.368682,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.351351351351354)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.3)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.533333333333333)","(4.8, 6.4, 6.377777777777778)","(8.0, 10.0, 10.114285714285714)"
16-12-2022 12:03:16.471204,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.351351351351354)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.214285714285714)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.533333333333333)","(4.8, 6.4, 6.377777777777778)","(8.0, 10.5, 10.023529411764706)"
16-12-2022 12:03:17.495975,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.351351351351354)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.214285714285714)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.48)","(4.8, 6.4, 6.377777777777778)","(8.0, 10.5, 9.942857142857143)"
16-12-2022 12:03:18.504631,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.351351351351354)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.214285714285714)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.48)","(4.8, 6.4, 6.377777777777778)","(8.0, 10.5, 9.942857142857143)"
16-12-2022 12:03:19.754387,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.351351351351354)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.214285714285714)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.48)","(4.8, 6.4, 6.377777777777778)","(8.0, 10.5, 9.942857142857143)"
16-12-2022 12:03:20.939260,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.351351351351354)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.214285714285714)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.48)","(4.8, 6.4, 6.377777777777778)","(8.0, 10.5, 9.942857142857143)"
16-12-2022 12:03:22.159847,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.351351351351354)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.5)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.48)","(4.8, 6.4, 6.377777777777778)","(8.0, 10.5, 9.942857142857143)"
16-12-2022 12:03:23.510353,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.5, 15.5)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.377777777777778)","(8.0, 10.5, 9.942857142857143)"
16-12-2022 12:03:24.758748,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.5, 15.75609756097561)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.377777777777778)","(8.0, 10.5, 9.942857142857143)"
16-12-2022 12:03:25.899762,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.6)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.377777777777778)","(8.0, 10.5, 9.942857142857143)"
16-12-2022 12:03:26.930815,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.6)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.28421052631579)","(8.0, 10.5, 9.942857142857143)"
16-12-2022 12:03:28.023967,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.666666666666666)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.28421052631579)","(8.0, 10.5, 9.942857142857143)"
16-12-2022 12:03:29.118892,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.666666666666666)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.28421052631579)","(8.0, 10.5, 9.942857142857143)"
16-12-2022 12:03:30.202646,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.666666666666666)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.28421052631579)","(8.0, 10.5, 9.942857142857143)"
16-12-2022 12:03:31.302763,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.666666666666666)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.28421052631579)","(8.0, 10.5, 9.942857142857143)"
16-12-2022 12:03:32.469075,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.428571428571429)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.28421052631579)","(8.0, 10.5, 9.942857142857143)"
16-12-2022 12:03:33.657145,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.428571428571429)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.28421052631579)","(8.0, 10.5, 9.942857142857143)"
16-12-2022 12:03:34.848305,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.647058823529411)","(6.5, 8.6, 8.54)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.28421052631579)","(8.0, 10.5, 9.942857142857143)"
16-12-2022 12:03:35.977566,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.647058823529411)","(6.5, 8.6, 8.54)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.304347826086957)","(8.0, 10.5, 9.84375)"
16-12-2022 12:03:37.401168,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.727272727272727)","(6.5, 8.6, 8.54)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.304347826086957)","(8.0, 10.5, 9.84375)"
16-12-2022 12:03:38.720514,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.727272727272727)","(6.5, 8.6, 8.399999999999999)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.304347826086957)","(8.0, 10.5, 9.84375)"
16-12-2022 12:03:40.001904,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.727272727272727)","(6.5, 8.6, 8.399999999999999)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.304347826086957)","(8.0, 10.5, 9.84375)"
16-12-2022 12:03:41.193588,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.727272727272727)","(6.5, 8.6, 8.399999999999999)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.304347826086957)","(8.0, 10.5, 9.84375)"
16-12-2022 12:03:42.438617,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.727272727272727)","(6.5, 8.6, 8.399999999999999)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.304347826086957)","(8.0, 10.5, 9.84375)"
16-12-2022 12:03:43.621763,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.727272727272727)","(6.5, 8.6, 8.399999999999999)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.304347826086957)","(8.0, 10.5, 9.84375)"
16-12-2022 12:03:44.779988,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.727272727272727)","(6.5, 8.6, 8.549999999999999)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.304347826086957)","(8.0, 10.5, 9.84375)"
16-12-2022 12:03:45.930781,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4937689969604864)","(12.0, 16.0, 15.727272727272727)","(6.5, 8.6, 8.549999999999999)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.304347826086957)","(8.0, 10.5, 9.84375)"
16-12-2022 12:03:47.246451,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4584158415841584)","(12.0, 16.0, 15.727272727272727)","(6.5, 8.6, 8.549999999999999)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.304347826086957)","(8.0, 10.5, 9.84375)"
16-12-2022 12:03:48.524537,"(6.0, 8.0, 7.873333333333333)","(26.0, 34.0, 33.282051282051285)","(3.3, 3.55, 3.4584158415841584)","(12.0, 16.0, 15.727272727272727)","(6.5, 8.6, 8.549999999999999)","(6.5, 8.8, 8.56)","(4.8, 6.4, 6.304347826086957)","(8.0, 10.5, 9.84375)"
16-12-2022 12:03:49.836116,"(6.0, 8.0, 7.850381679389312)","(26.0, 34.0, 33.24)","(3.3, 3.55, 3.435123966942149)","(12.0, 16.0, 15.5)","(6.5, 8.6, 8.566666666666666)","(6.5, 8.8, 8.476923076923077)","(4.8, 6.4, 6.207142857142857)","(8.0, 10.5, 10.06)"
16-12-2022 12:03:51.285506,"(6.0, 8.0, 8.256)","(26.0, 34.0, 33.24)","(3.3, 3.45, 3.4356521739130437)","(12.0, 16.0, 15.555555555555555)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.538461538461538)","(4.8, 6.4, 6.0476190476190474)","(8.0, 10.5, 10.229166666666666)"
16-12-2022 12:03:52.783338,"(6.0, 8.4, 8.220689655172414)","(26.0, 34.0, 33.24)","(3.3, 3.45, 3.4356521739130437)","(12.0, 16.0, 15.6)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.538461538461538)","(4.8, 6.2, 6.0476190476190474)","(8.0, 10.5, 10.229166666666666)"
16-12-2022 12:03:54.021142,"(6.0, 8.4, 8.220689655172414)","(26.0, 34.0, 33.15555555555556)","(3.3, 3.45, 3.448809523809524)","(12.0, 16.0, 15.692307692307692)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.563636363636364)","(4.8, 6.2, 5.917948717948718)","(8.0, 10.5, 10.229166666666666)"
16-12-2022 12:03:55.215663,"(6.0, 8.4, 8.220689655172414)","(26.0, 34.0, 33.15555555555556)","(3.3, 3.45, 3.448809523809524)","(12.0, 16.0, 15.692307692307692)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.563636363636364)","(4.8, 6.0, 5.917948717948718)","(8.0, 10.5, 10.229166666666666)"
16-12-2022 12:03:56.396770,"(6.0, 8.4, 8.256)","(26.0, 34.0, 33.15555555555556)","(3.3, 3.45, 3.448809523809524)","(12.0, 16.0, 15.692307692307692)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.538461538461538)","(4.8, 6.0, 5.92)","(8.0, 10.5, 10.229166666666666)"
16-12-2022 12:03:57.521915,"(6.0, 8.6, 8.352380952380951)","(26.0, 34.0, 33.15555555555556)","(3.3, 3.45, 3.448809523809524)","(12.0, 16.0, 15.692307692307692)","(6.5, 8.6, 8.5)","(6.5, 8.8, 8.538461538461538)","(4.8, 6.0, 5.92)","(8.0, 10.5, 10.229166666666666)"
16-12-2022 12:03:58.587164,"(6.0, 8.6, 8.352380952380951)","(26.0, 34.0, 33.15555555555556)","(3.3, 3.45, 3.4328000000000003)","(12.0, 16.0, 15.692307692307692)","(6.5, 8.6, 8.4)","(6.5, 8.8, 8.538461538461538)","(4.8, 6.0, 5.905882352941177)","(8.0, 10.5, 10.229166666666666)"
16-12-2022 12:03:59.706503,"(6.0, 8.6, 8.352380952380951)","(26.0, 34.0, 33.130434782608695)","(3.3, 3.45, 3.4273333333333333)","(12.0, 16.0, 15.692307692307692)","(6.5, 8.4, 8.252631578947367)","(6.5, 8.8, 8.563636363636364)","(4.8, 6.0, 5.905882352941177)","(8.0, 10.5, 10.290322580645162)"
16-12-2022 12:04:00.808593,"(6.0, 8.6, 8.352380952380951)","(26.0, 34.0, 33.130434782608695)","(3.3, 3.45, 3.4334615384615383)","(12.0, 16.0, 15.666666666666666)","(6.5, 8.4, 8.252631578947367)","(6.5, 8.8, 8.563636363636364)","(4.8, 6.0, 5.808333333333334)","(8.0, 10.5, 10.290322580645162)"
16-12-2022 12:04:01.946661,"(6.0, 8.6, 8.352380952380951)","(26.0, 34.0, 33.130434782608695)","(3.3, 3.45, 3.4334615384615383)","(12.0, 16.0, 15.717948717948717)","(6.5, 8.4, 8.252631578947367)","(6.5, 8.8, 8.563636363636364)","(4.8, 6.0, 5.8621621621621625)","(8.0, 10.5, 10.290322580645162)"
16-12-2022 12:04:03.179564,"(6.0, 8.6, 8.478787878787879)","(26.0, 34.0, 33.148936170212764)","(3.3, 3.45, 3.421219512195122)","(12.0, 17.0, 16.666666666666668)","(6.5, 8.4, 8.252631578947367)","(6.5, 8.8, 8.563636363636364)","(4.8, 5.9, 5.946511627906977)","(8.0, 10.5, 10.290322580645162)"
16-12-2022 12:04:04.372542,"(6.0, 8.6, 8.561538461538461)","(26.0, 34.0, 32.794117647058826)","(3.3, 3.45, 3.3829113924050636)","(12.0, 17.0, 16.729166666666668)","(6.5, 8.4, 8.252631578947367)","(6.5, 8.8, 8.563636363636364)","(4.8, 6.0, 5.916666666666667)","(8.0, 10.5, 10.290322580645162)"
16-12-2022 12:04:05.544820,"(6.0, 8.8, 8.757142857142858)","(26.0, 34.0, 32.794117647058826)","(3.2, 3.45, 3.392622950819672)","(12.0, 17.0, 17.25)","(6.5, 8.4, 8.252631578947367)","(6.5, 8.8, 8.563636363636364)","(4.8, 6.0, 5.916666666666667)","(8.0, 10.5, 10.290322580645162)"
16-12-2022 12:04:06.753722,"(6.0, 8.8, 8.757142857142858)","(26.0, 34.0, 32.794117647058826)","(3.2, 3.4, 3.392622950819672)","(12.0, 19.0, 17.25)","(6.5, 8.4, 8.252631578947367)","(6.5, 8.8, 8.563636363636364)","(4.8, 6.0, 5.916666666666667)","(8.0, 10.5, 10.290322580645162)"
16-12-2022 12:04:07.898112,"(6.0, 8.8, 8.757142857142858)","(26.0, 34.0, 32.794117647058826)","(3.2, 3.4, 3.391346153846154)","(12.0, 19.0, 17.375)","(6.5, 8.4, 8.252631578947367)","(6.5, 8.8, 8.563636363636364)","(4.8, 6.0, 5.916666666666667)","(8.0, 10.5, 9.935714285714287)"
16-12-2022 12:04:09.084643,"(6.0, 8.8, 8.757142857142858)","(26.0, 34.0, 32.794117647058826)","(3.2, 3.4, 3.391346153846154)","(12.0, 18.5, 17.375)","(6.5, 8.4, 8.252631578947367)","(6.5, 8.8, 8.563636363636364)","(4.8, 6.0, 5.916666666666667)","(8.0, 10.0, 9.928)"
16-12-2022 12:04:10.178930,"(6.0, 8.8, 8.760000000000002)","(26.0, 34.0, 32.87671232876713)","(3.2, 3.4, 3.3892857142857142)","(12.0, 18.5, 17.807692307692307)","(6.5, 8.4, 8.252631578947367)","(6.5, 8.8, 8.563636363636364)","(4.8, 6.0, 5.916666666666667)","(8.0, 10.0, 9.928)"
16-12-2022 12:04:11.249255,"(6.0, 9.0, 8.670175438596491)","(26.0, 34.0, 32.87671232876713)","(3.2, 3.4, 3.38)","(12.0, 18.5, 17.75)","(6.5, 8.4, 8.252631578947367)","(6.5, 8.8, 8.563636363636364)","(4.8, 6.0, 5.916666666666667)","(8.0, 10.0, 9.928)"
16-12-2022 12:04:12.278771,"(6.0, 9.0, 8.673469387755102)","(26.0, 34.0, 32.87671232876713)","(3.2, 3.4, 3.38)","(12.0, 18.5, 17.75)","(6.5, 8.4, 8.252631578947367)","(6.5, 8.8, 8.626666666666667)","(4.8, 6.0, 5.916666666666667)","(8.0, 10.0, 9.928)"
16-12-2022 12:04:13.301114,"(6.0, 9.0, 8.636363636363637)","(26.0, 34.0, 32.87671232876713)","(3.2, 3.4, 3.38)","(12.0, 18.5, 17.84375)","(6.5, 8.4, 8.399999999999999)","(6.5, 8.8, 8.626666666666667)","(4.8, 6.0, 5.818518518518519)","(8.0, 10.0, 9.854237288135593)"
16-12-2022 12:04:14.385086,"(6.0, 8.8, 8.730158730158731)","(26.0, 34.0, 32.87671232876713)","(3.2, 3.4, 3.38)","(12.0, 18.5, 17.84375)","(6.5, 8.6, 8.418181818181818)","(6.5, 8.8, 8.626666666666667)","(4.8, 5.9, 5.752054794520548)","(8.0, 10.0, 9.708474576271186)"
16-12-2022 12:04:15.570276,"(6.0, 8.8, 8.730158730158731)","(26.0, 34.0, 32.87671232876713)","(3.2, 3.4, 3.376595744680851)","(12.0, 18.5, 17.84375)","(6.5, 8.6, 8.418181818181818)","(6.5, 8.8, 8.626666666666667)","(4.8, 5.9, 5.752054794520548)","(8.0, 10.0, 9.708474576271186)"
16-12-2022 12:04:16.704280,"(6.0, 8.8, 8.730158730158731)","(26.0, 34.0, 32.87671232876713)","(3.2, 3.4, 3.3857142857142857)","(12.0, 18.5, 18.043478260869566)","(6.5, 8.6, 8.475)","(6.5, 8.8, 8.626666666666667)","(4.8, 5.9, 5.752941176470588)","(8.0, 10.0, 9.706666666666667)"
16-12-2022 12:04:17.841912,"(6.0, 8.8, 8.669879518072289)","(26.0, 34.0, 32.87671232876713)","(3.2, 3.4, 3.3857142857142857)","(12.0, 18.5, 18.033333333333335)","(6.5, 8.6, 8.528571428571428)","(6.5, 8.8, 8.6375)","(4.8, 5.8, 5.715789473684211)","(8.0, 9.8, 9.706666666666667)"
16-12-2022 12:04:18.977574,"(6.0, 8.8, 8.657894736842104)","(26.0, 34.0, 32.891891891891895)","(3.2, 3.4, 3.39375)","(12.0, 18.5, 18.033333333333335)","(6.5, 8.6, 8.528571428571428)","(6.5, 8.8, 8.6375)","(4.8, 5.8, 5.791666666666667)","(8.0, 9.8, 9.685714285714285)"
16-12-2022 12:04:20.140488,"(6.0, 8.8, 8.613793103448275)","(26.0, 34.0, 32.891891891891895)","(3.2, 3.4, 3.3762295081967215)","(12.0, 18.5, 18.25862068965517)","(6.5, 8.6, 8.528571428571428)","(6.5, 8.8, 8.6375)","(4.8, 5.9, 5.7785714285714285)","(8.0, 9.8, 9.666666666666666)"
16-12-2022 12:04:21.231771,"(6.0, 8.6, 8.51)","(26.0, 34.0, 32.891891891891895)","(3.2, 3.45, 3.413114754098361)","(12.0, 18.5, 18.25862068965517)","(6.5, 8.6, 8.528571428571428)","(6.5, 8.8, 8.6375)","(4.8, 5.9, 5.7785714285714285)","(8.0, 9.8, 9.666666666666666)"
16-12-2022 12:04:22.281631,"(6.0, 8.6, 8.51)","(26.0, 34.0, 32.891891891891895)","(3.2, 3.5, 3.467241379310345)","(12.0, 18.5, 18.227272727272727)","(6.5, 8.6, 8.528571428571428)","(6.5, 8.8, 8.6375)","(4.8, 5.9, 5.752380952380952)","(8.0, 9.8, 9.566666666666666)"
16-12-2022 12:04:23.321977,"(6.0, 8.4, 8.23076923076923)","(26.0, 34.0, 32.891891891891895)","(3.2, 3.5, 3.4916666666666667)","(12.0, 18.5, 18.227272727272727)","(6.5, 8.6, 8.528571428571428)","(6.5, 8.8, 8.605)","(4.8, 5.9, 5.756410256410256)","(8.0, 9.8, 9.566666666666666)"
16-12-2022 12:04:24.431646,"(6.0, 8.2, 8.016666666666666)","(26.0, 34.0, 32.81159420289855)","(3.2, 3.55, 3.53695652173913)","(12.0, 18.5, 18.3125)","(6.5, 8.6, 8.727272727272728)","(6.5, 8.8, 8.605)","(4.8, 5.9, 5.756410256410256)","(8.0, 9.8, 9.566666666666666)"
16-12-2022 12:04:25.499358,"(6.0, 8.2, 8.08421052631579)","(26.0, 34.0, 32.81159420289855)","(3.2, 3.55, 3.53695652173913)","(12.0, 18.5, 18.3125)","(6.5, 8.8, 8.727272727272728)","(6.5, 8.8, 8.605)","(4.8, 5.9, 5.756410256410256)","(8.0, 9.8, 9.566666666666666)"
16-12-2022 12:04:26.570610,"(6.0, 8.2, 8.051162790697674)","(26.0, 34.0, 32.81159420289855)","(3.2, 3.55, 3.525)","(12.0, 18.5, 18.3125)","(6.5, 8.8, 8.727272727272728)","(6.5, 8.8, 8.524324324324324)","(4.8, 5.9, 5.756410256410256)","(8.0, 9.8, 9.7125)"
16-12-2022 12:04:27.750917,"(6.0, 8.2, 8.011764705882353)","(26.0, 34.0, 32.81159420289855)","(3.2, 3.55, 3.5421052631578944)","(12.0, 18.5, 18.3125)","(6.5, 8.8, 8.727272727272728)","(6.5, 8.8, 8.524324324324324)","(4.8, 5.9, 5.756410256410256)","(8.0, 9.8, 9.681818181818182)"
16-12-2022 12:04:28.846383,"(6.0, 8.2, 8.008)","(26.0, 34.0, 32.81159420289855)","(3.2, 3.55, 3.5421052631578944)","(12.0, 18.5, 18.3125)","(6.5, 8.8, 8.727272727272728)","(6.5, 8.8, 8.524324324324324)","(4.8, 5.9, 5.756410256410256)","(8.0, 9.8, 9.504347826086956)"
16-12-2022 12:04:29.971085,"(6.0, 8.2, 8.008)","(26.0, 34.0, 32.81159420289855)","(3.2, 3.55, 3.5421052631578944)","(12.0, 18.5, 18.3125)","(6.5, 8.8, 8.727272727272728)","(6.5, 8.8, 8.524324324324324)","(4.8, 5.9, 5.756410256410256)","(8.0, 9.6, 9.504347826086956)"
16-12-2022 12:04:31.103989,"(6.0, 8.2, 8.008)","(26.0, 34.0, 32.81159420289855)","(3.2, 3.55, 3.5296296296296297)","(12.0, 18.5, 18.3125)","(6.5, 8.8, 8.727272727272728)","(6.5, 8.8, 8.524324324324324)","(4.8, 5.9, 5.756410256410256)","(8.0, 9.6, 9.504347826086956)"
16-12-2022 12:04:32.227466,"(6.0, 8.2, 8.008)","(26.0, 34.0, 32.738461538461536)","(3.2, 3.55, 3.5296296296296297)","(12.0, 18.5, 18.3125)","(6.5, 8.8, 8.727272727272728)","(6.5, 8.8, 8.524324324324324)","(4.8, 5.9, 5.756410256410256)","(8.0, 9.6, 9.442857142857143)"
