,On Pursuit,Get A Shout,Xavien Bale,Dr Archer,Aunt Bee,Aussie Axle,Raw Eleven,Velocity Tori
11-01-2023 19:22:18.035591,"(6.0, 9.6, 7.333333333333333)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.46666666666667)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:19.313981,"(6.0, 9.4, 8.333333333333334)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.46666666666667)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:20.522797,"(6.0, 9.4, 8.333333333333334)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.46666666666667)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:21.762261,"(6.0, 9.4, 8.333333333333334)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.46666666666667)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:23.150492,"(6.0, 9.4, 8.333333333333334)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.46666666666667)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:24.508852,"(6.0, 9.4, 8.333333333333334)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.46666666666667)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:25.787403,"(6.0, 9.4, 8.333333333333334)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.46666666666667)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:27.070107,"(6.0, 9.4, 8.333333333333334)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.46666666666667)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:28.315459,"(6.0, 9.4, 8.333333333333334)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.46666666666667)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:29.559949,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.46666666666667)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:30.752502,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.46666666666667)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:32.013827,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.46666666666667)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:33.594012,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.46666666666667)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:34.881536,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.42857142857143)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:36.197166,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 34.53333333333333)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:37.410695,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 34.53333333333333)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:38.628652,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 31.875)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:39.928953,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 31.875)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:41.140477,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 31.875)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:42.287138,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 31.875)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:43.526854,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 31.875)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:44.803230,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 31.875)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:46.001372,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 31.875)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:47.205583,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 31.875)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:48.401921,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 31.875)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:49.625958,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 31.875)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:50.929147,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 31.875)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:52.109043,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 31.875)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:53.543861,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 30.714285714285715)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:54.869671,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 26.333333333333336)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:55.969124,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 31.066666666666666)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:57.093247,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 24.909090909090907)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:58.418558,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 34.66666666666667)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:22:59.711592,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 34.66666666666667)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:00.890936,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 28.4)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:02.069799,"(6.0, 9.4, 7.48)","(31.0, 95.0, 51.25)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 27.333333333333336)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:03.294156,"(6.0, 9.4, 7.48)","(31.0, 95.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:04.485656,"(6.0, 9.4, 7.48)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:05.678696,"(6.0, 9.4, 7.48)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:06.953822,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:08.246064,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:09.718587,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:11.018075,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:12.278852,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:13.580168,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 31.866666666666667)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:14.872514,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:16.276131,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:17.648902,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:18.999967,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:20.290523,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:21.633356,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 50.0, 33.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:22.904853,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 5.0375)","(16.0, 50.0, 30.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:24.245791,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.673529411764706)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:25.613975,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.716666666666667)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:27.139946,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 64.375)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.716666666666667)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:29.159082,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.428571428571429)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:30.995754,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.428571428571429)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:32.745706,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:34.538307,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.673529411764706)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:36.097160,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.389285714285714)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:37.464692,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.075)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:38.640898,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1752000000000002)","(3.9, 6.0, 4.507142857142857)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.5)","(12.0, 16.0, 13.5)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:39.962479,"(6.0, 9.4, 8.028571428571428)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.556)","(16.0, 44.0, 30.0)","(11.0, 27.0, 25.727272727272727)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:41.312846,"(6.0, 9.4, 8.6)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.556)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.75)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:42.627275,"(6.0, 9.4, 8.6)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.556)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.75)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:43.996033,"(6.0, 9.4, 8.6)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.556)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.75)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:45.364054,"(6.0, 9.4, 8.6)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.733333333333333)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.75)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:46.666711,"(6.0, 9.4, 8.6)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.733333333333333)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.75)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:47.904695,"(6.0, 9.4, 8.6)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.733333333333333)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.75)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:49.160490,"(6.0, 9.4, 8.6)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.733333333333333)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.75)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:50.523283,"(6.0, 9.4, 8.6)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.733333333333333)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.75)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:51.844423,"(6.0, 9.4, 8.6)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.733333333333333)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.75)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:53.137132,"(6.0, 9.4, 8.6)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.733333333333333)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.75)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:54.435707,"(6.0, 9.4, 8.6)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.733333333333333)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.75)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:55.787278,"(6.0, 9.4, 8.6)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.733333333333333)","(16.0, 44.0, 30.0)","(11.0, 27.0, 25.727272727272727)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:57.075556,"(6.0, 9.4, 8.6)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.733333333333333)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.25)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:58.377577,"(6.0, 9.4, 8.6)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.733333333333333)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.25)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:23:59.723568,"(6.0, 9.4, 8.6)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.733333333333333)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.25)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:24:01.054699,"(6.0, 9.4, 8.6)","(31.0, 130.0, 89.61538461538461)","(1.65, 2.22, 2.1658823529411766)","(3.9, 6.0, 4.733333333333333)","(16.0, 44.0, 30.0)","(11.0, 27.0, 20.25)","(12.0, 16.0, 13.0)","(91.0, 140.0, 77.0)"
11-01-2023 19:24:02.366083,"(6.0, 9.4, 8.6)","(31.0, 130.0, 90.76923076923077)","(1.65, 2.22, 2.1644444444444444)","(3.9, 6.0, 5.5600000000000005)","(16.0, 44.0, 31.0)","(11.0, 27.0, 20.25)","(12.0, 16.0, 14.7)","(91.0, 140.0, 82.0)"
11-01-2023 19:24:03.651548,"(6.0, 9.2, 8.200000000000001)","(31.0, 120.0, 82.4)","(1.65, 2.22, 2.1644444444444444)","(3.9, 5.9, 5.533333333333333)","(16.0, 42.0, 22.5)","(11.0, 27.0, 20.25)","(12.0, 15.5, 14.7)","(91.0, 130.0, 82.0)"
11-01-2023 19:24:04.964878,"(6.0, 8.8, 8.200000000000001)","(31.0, 120.0, 96.5)","(1.65, 2.22, 2.1644444444444444)","(3.9, 5.7, 5.266666666666667)","(16.0, 40.0, 28.0)","(11.0, 27.0, 24.4)","(12.0, 15.5, 14.7)","(91.0, 130.0, 82.0)"
11-01-2023 19:24:06.287259,"(6.0, 8.4, 7.628571428571428)","(31.0, 120.0, 96.5)","(1.65, 2.22, 2.1644444444444444)","(3.9, 5.8, 5.053333333333334)","(16.0, 36.0, 24.666666666666668)","(11.0, 27.0, 24.4)","(12.0, 15.5, 14.7)","(91.0, 130.0, 82.0)"
11-01-2023 19:24:07.676818,"(6.0, 8.2, 7.3428571428571425)","(31.0, 120.0, 96.5)","(1.65, 2.22, 2.1644444444444444)","(3.9, 5.8, 5.266666666666667)","(16.0, 34.0, 25.0)","(11.0, 27.0, 23.625)","(12.0, 15.5, 14.7)","(91.0, 130.0, 82.0)"
11-01-2023 19:24:08.983674,"(6.0, 7.8, 7.088888888888889)","(31.0, 120.0, 96.5)","(1.65, 2.22, 2.1714285714285717)","(3.9, 5.8, 5.266666666666667)","(16.0, 30.0, 22.5)","(11.0, 27.0, 23.625)","(12.0, 15.5, 14.7)","(91.0, 130.0, 82.0)"
11-01-2023 19:24:10.359976,"(6.0, 8.0, 7.466666666666667)","(31.0, 120.0, 89.0)","(1.65, 2.2, 2.1714285714285717)","(3.9, 5.8, 5.053333333333334)","(16.0, 30.0, 21.5)","(11.0, 27.0, 23.625)","(12.0, 15.5, 14.7)","(91.0, 130.0, 82.0)"
11-01-2023 19:24:11.691882,"(6.0, 8.0, 7.466666666666667)","(31.0, 120.0, 114.25)","(1.65, 2.2, 2.1714285714285717)","(3.9, 5.8, 5.053333333333334)","(16.0, 29.0, 21.5)","(11.0, 27.0, 24.4)","(12.0, 15.5, 14.7)","(91.0, 130.0, 118.0)"
11-01-2023 19:24:12.947007,"(6.0, 8.0, 7.466666666666667)","(31.0, 120.0, 114.25)","(1.65, 2.2, 2.1714285714285717)","(3.9, 5.8, 5.053333333333334)","(16.0, 29.0, 21.5)","(11.0, 27.0, 25.375)","(12.0, 15.5, 14.7)","(91.0, 130.0, 118.0)"
