,Big Time Faye,Opawa Meg,Adobe Poppets,Allegro Tori,Eytukan,Love Race
16-12-2022 13:02:07.462909,"(6.5, 13.0, 11.02)","(10.0, 26.0, 23.266666666666666)","(7.0, 13.0, 12.04)","(7.5, 32.0, 20.727272727272727)","(1.45, 1.65, 1.5663492063492064)","(13.0, 32.0, 25.849999999999998)"
16-12-2022 13:02:08.571141,"(6.5, 13.0, 11.02)","(10.0, 26.0, 23.266666666666666)","(7.0, 13.0, 12.04)","(7.5, 32.0, 20.727272727272727)","(1.45, 1.64, 1.5561904761904761)","(13.0, 32.0, 25.849999999999998)"
16-12-2022 13:02:09.447805,"(6.5, 13.0, 11.02)","(10.0, 26.0, 23.266666666666666)","(7.0, 13.0, 12.04)","(7.5, 32.0, 20.727272727272727)","(1.45, 1.63, 1.5561904761904761)","(13.0, 32.0, 25.849999999999998)"
16-12-2022 13:02:10.430208,"(6.5, 13.0, 11.02)","(10.0, 26.0, 23.266666666666666)","(7.0, 13.0, 12.04)","(7.5, 32.0, 20.727272727272727)","(1.45, 1.62, 1.546031746031746)","(13.0, 32.0, 25.849999999999998)"
16-12-2022 13:02:11.471863,"(6.5, 13.0, 11.02)","(10.0, 26.0, 23.266666666666666)","(7.0, 13.0, 12.04)","(7.5, 32.0, 20.727272727272727)","(1.45, 1.61, 1.584186046511628)","(13.0, 32.0, 25.849999999999998)"
16-12-2022 13:02:12.466633,"(6.5, 13.0, 11.02)","(10.0, 26.0, 23.266666666666666)","(7.0, 13.0, 12.04)","(7.5, 32.0, 20.727272727272727)","(1.45, 1.62, 1.9723076923076923)","(13.0, 32.0, 25.849999999999998)"
16-12-2022 13:02:13.403420,"(6.5, 13.0, 11.02)","(10.0, 26.0, 23.266666666666666)","(7.0, 13.0, 12.04)","(7.5, 32.0, 20.727272727272727)","(1.45, 2.28, 1.9723076923076923)","(13.0, 32.0, 25.849999999999998)"
16-12-2022 13:02:14.428619,"(6.5, 13.0, 11.02)","(10.0, 26.0, 23.266666666666666)","(7.0, 13.0, 12.04)","(7.5, 32.0, 20.727272727272727)","(1.45, 1.61, 2.1047619047619044)","(13.0, 32.0, 25.849999999999998)"
16-12-2022 13:02:15.429835,"(6.5, 13.0, 11.02)","(10.0, 26.0, 23.266666666666666)","(7.0, 13.0, 12.04)","(7.5, 32.0, 20.727272727272727)","(1.45, 2.3, 1.542950819672131)","(13.0, 32.0, 25.849999999999998)"
16-12-2022 13:02:16.342246,"(6.5, 13.0, 11.02)","(10.0, 26.0, 23.266666666666666)","(7.0, 13.0, 12.04)","(7.5, 32.0, 20.727272727272727)","(1.45, 1.6, 1.9723076923076923)","(13.0, 32.0, 25.849999999999998)"
16-12-2022 13:02:17.267910,"(6.5, 13.0, 11.02)","(10.0, 26.0, 23.266666666666666)","(7.0, 13.0, 12.04)","(7.5, 32.0, 20.727272727272727)","(1.45, 2.28, 2.104)","(13.0, 32.0, 25.849999999999998)"
16-12-2022 13:02:18.203791,"(6.5, 13.0, 11.02)","(10.0, 26.0, 23.266666666666666)","(7.0, 13.0, 12.04)","(7.5, 32.0, 20.727272727272727)","(1.45, 2.26, 1.938867924528302)","(13.0, 32.0, 25.849999999999998)"
16-12-2022 13:02:19.157094,"(6.5, 13.0, 11.02)","(10.0, 26.0, 23.266666666666666)","(7.0, 13.0, 12.04)","(7.5, 32.0, 20.727272727272727)","(1.45, 2.24, 1.938867924528302)","(13.0, 32.0, 25.849999999999998)"
16-12-2022 13:02:20.035036,"(6.5, 13.0, 11.02)","(10.0, 26.0, 23.266666666666666)","(7.0, 13.0, 12.04)","(7.5, 32.0, 20.727272727272727)","(1.45, 2.24, 1.938867924528302)","(13.0, 32.0, 25.849999999999998)"
16-12-2022 13:02:20.922226,"(6.5, 13.0, 11.02)","(10.0, 26.0, 23.266666666666666)","(7.0, 13.0, 12.04)","(7.5, 32.0, 20.727272727272727)","(1.45, 2.24, 1.938867924528302)","(13.0, 32.0, 16.625)"
16-12-2022 13:02:21.822894,"(6.5, 13.0, 11.02)","(10.0, 26.0, 20.53333333333333)","(7.0, 13.0, 11.0)","(7.5, 32.0, 14.42857142857143)","(1.45, 2.24, 2.195294117647059)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:22.683086,"(6.5, 13.0, 9.16)","(10.0, 26.0, 12.5)","(7.0, 13.0, 11.0)","(7.5, 32.0, 28.21212121212121)","(1.45, 2.24, 2.195294117647059)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:23.585076,"(6.5, 13.0, 11.08)","(10.0, 26.0, 17.0)","(7.0, 13.0, 10.825)","(7.5, 32.0, 24.25)","(1.45, 2.24, 1.9400000000000002)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:24.521194,"(6.5, 13.0, 10.675)","(10.0, 26.0, 17.0)","(7.0, 13.0, 9.9)","(7.5, 32.0, 24.25)","(1.45, 2.24, 1.9040000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:25.623166,"(6.5, 13.0, 9.28)","(10.0, 26.0, 17.0)","(7.0, 13.0, 9.52)","(7.5, 32.0, 24.25)","(1.45, 2.18, 1.9040000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:26.495625,"(6.5, 13.0, 9.28)","(10.0, 26.0, 17.0)","(7.0, 13.0, 9.52)","(7.5, 32.0, 24.25)","(1.45, 2.18, 1.9040000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:27.337023,"(6.5, 13.0, 9.28)","(10.0, 26.0, 17.0)","(7.0, 13.0, 9.52)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:28.296295,"(6.5, 13.0, 9.28)","(10.0, 26.0, 17.0)","(7.0, 13.0, 9.52)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:29.299152,"(6.5, 13.0, 9.28)","(10.0, 26.0, 17.0)","(7.0, 13.0, 9.52)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:30.185774,"(6.5, 13.0, 9.28)","(10.0, 26.0, 17.0)","(7.0, 13.0, 9.52)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:31.129189,"(6.5, 13.0, 9.28)","(10.0, 26.0, 17.0)","(7.0, 13.0, 9.52)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:32.339259,"(6.5, 13.0, 9.28)","(10.0, 26.0, 17.0)","(7.0, 13.0, 9.52)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:33.338189,"(6.5, 13.0, 9.28)","(10.0, 26.0, 17.0)","(7.0, 13.0, 9.52)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:34.319117,"(6.5, 13.0, 9.28)","(10.0, 26.0, 17.0)","(7.0, 13.0, 9.52)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:35.230299,"(6.5, 13.0, 9.28)","(10.0, 26.0, 17.0)","(7.0, 13.0, 9.52)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:36.129649,"(6.5, 13.0, 9.28)","(10.0, 26.0, 17.0)","(7.0, 13.0, 9.52)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:37.145889,"(6.5, 13.0, 9.28)","(10.0, 26.0, 17.0)","(7.0, 13.0, 9.52)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:38.125532,"(6.5, 13.0, 9.28)","(10.0, 26.0, 17.0)","(7.0, 13.0, 9.52)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:39.076249,"(6.5, 13.0, 9.28)","(10.0, 26.0, 17.0)","(7.0, 13.0, 9.52)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:39.965196,"(6.5, 13.0, 9.04)","(10.0, 26.0, 19.057142857142857)","(7.0, 13.0, 9.52)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:40.939688,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:41.987861,"(6.5, 13.0, 9.28)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:43.020080,"(6.5, 13.0, 9.4)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:43.905273,"(6.5, 13.0, 9.4)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:44.923535,"(6.5, 13.0, 9.4)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:45.941999,"(6.5, 13.0, 9.4)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:46.852931,"(6.5, 13.0, 9.4)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:47.778780,"(6.5, 13.0, 9.4)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 24.25)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:48.669449,"(6.5, 13.0, 9.4)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 26.142857142857146)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:49.555188,"(6.5, 13.0, 9.4)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 14.57142857142857)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:50.485083,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 14.57142857142857)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:51.466584,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 14.57142857142857)","(1.45, 2.2, 1.9160000000000001)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:52.433115,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 14.57142857142857)","(1.45, 2.2, 1.8761904761904762)","(13.0, 32.0, 17.0)"
16-12-2022 13:02:53.544911,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 14.57142857142857)","(1.45, 2.0, 1.8761904761904762)","(13.0, 32.0, 20.3)"
16-12-2022 13:02:54.572610,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 14.57142857142857)","(1.45, 2.0, 1.8761904761904762)","(13.0, 32.0, 17.75)"
16-12-2022 13:02:55.463840,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 14.57142857142857)","(1.45, 2.0, 1.8761904761904762)","(13.0, 32.0, 17.75)"
16-12-2022 13:02:56.434163,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 14.57142857142857)","(1.45, 2.0, 1.770909090909091)","(13.0, 32.0, 17.75)"
16-12-2022 13:02:57.311845,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 14.57142857142857)","(1.45, 1.98, 1.770909090909091)","(13.0, 32.0, 17.75)"
16-12-2022 13:02:58.192538,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 14.57142857142857)","(1.45, 1.97, 1.9411764705882353)","(13.0, 32.0, 17.75)"
16-12-2022 13:02:59.136465,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 26.60869565217391)","(1.45, 1.99, 1.770909090909091)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:00.074130,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 20.909090909090907)","(1.45, 1.98, 1.770909090909091)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:01.058157,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 20.909090909090907)","(1.45, 1.98, 1.770909090909091)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:02.062134,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 32.0, 19.942857142857143)","(1.45, 1.98, 1.770909090909091)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:03.027859,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 19.942857142857143)","(1.45, 1.98, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:03.934044,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 19.942857142857143)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:04.900445,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 14.899999999999999)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:05.820721,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:06.829562,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:07.764942,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:08.648910,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:09.583923,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:10.576721,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:11.420361,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:12.359969,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:13.329838,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:14.222848,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:15.193553,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:16.162686,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:17.127852,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:18.180623,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:19.165713,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:20.031830,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:20.932780,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:21.859264,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:22.818418,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:23.781399,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:24.768120,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:25.718944,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:26.682498,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:27.578452,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 20.4)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:28.578427,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 17.333333333333336)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:29.620435,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 15.0)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:30.575206,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 15.0)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:31.609238,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 15.0)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:32.570747,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 15.0)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:33.483524,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 15.0)","(1.45, 2.0, 1.8761904761904762)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:34.401060,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 15.0)","(1.45, 2.0, 1.8761904761904762)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:35.261892,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 15.0)","(1.45, 2.0, 1.8761904761904762)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:36.286876,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 15.0)","(1.45, 1.98, 1.7558620689655173)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:37.292229,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 15.0)","(1.45, 1.98, 1.7558620689655173)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:38.268131,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 15.0)","(1.45, 1.98, 1.7558620689655173)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:39.232001,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 15.0)","(1.45, 1.98, 1.7558620689655173)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:40.228238,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 21.129411764705882)","(1.45, 1.98, 1.7558620689655173)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:41.248337,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 19.914285714285718)","(1.45, 1.98, 1.9317647058823528)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:42.299906,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 14.899999999999999)","(1.45, 1.96, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:43.280427,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 14.899999999999999)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:44.236978,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 14.899999999999999)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:45.273814,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 14.899999999999999)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:46.288963,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 14.899999999999999)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:47.210797,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 14.899999999999999)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:48.193465,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 14.899999999999999)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
16-12-2022 13:03:49.193549,"(6.5, 13.0, 11.399999999999999)","(10.0, 27.0, 21.266666666666666)","(7.0, 13.0, 11.363636363636363)","(7.5, 22.0, 14.899999999999999)","(1.45, 1.97, 1.8533333333333333)","(13.0, 32.0, 17.75)"
