,Blackpool Homer,Hazelnut,Slippery Swan,Island Chief,Cool Militant,Perfect Goddess,Devils Water,Way Up North
11-01-2023 16:00:41.773343,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.285714285714285)","(10.0, 34.0, 31.375)","(9.0, 18.5, 15.399999999999999)","(3.5, 5.8, 4.2546875)","(2.5, 3.45, 2.8833333333333333)","(10.0, 22.0, 14.10909090909091)","(9.0, 18.5, 15.842857142857143)"
11-01-2023 16:00:43.677827,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.666666666666666)","(10.0, 34.0, 31.375)","(9.0, 18.5, 11.345833333333333)","(3.5, 5.3, 4.523529411764706)","(2.5, 3.45, 2.8833333333333333)","(10.0, 22.0, 14.10909090909091)","(9.0, 19.0, 14.8)"
11-01-2023 16:00:44.973219,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.666666666666666)","(10.0, 34.0, 31.375)","(9.0, 19.5, 11.345833333333333)","(3.5, 5.3, 4.523529411764706)","(2.5, 3.45, 2.8833333333333333)","(10.0, 22.0, 14.10909090909091)","(9.0, 19.0, 15.325)"
11-01-2023 16:00:46.482287,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.0)","(10.0, 34.0, 31.375)","(9.0, 19.5, 11.925)","(3.5, 5.3, 4.523529411764706)","(2.5, 3.45, 2.8833333333333333)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.0, 14.2)"
11-01-2023 16:00:48.018578,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.0)","(10.0, 34.0, 31.375)","(9.0, 19.5, 11.925)","(3.5, 5.3, 3.655555555555556)","(2.5, 3.45, 2.8833333333333333)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.0, 14.2)"
11-01-2023 16:00:49.544976,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.0)","(10.0, 34.0, 31.375)","(9.0, 19.5, 11.925)","(3.5, 5.3, 3.655555555555556)","(2.5, 3.45, 2.8833333333333333)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.0, 14.2)"
11-01-2023 16:00:51.029725,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.142857142857142)","(10.0, 34.0, 31.375)","(9.0, 19.5, 12.092307692307692)","(3.5, 5.3, 3.655555555555556)","(2.5, 3.45, 2.8833333333333333)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.0, 14.62857142857143)"
11-01-2023 16:00:52.385407,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.142857142857142)","(10.0, 34.0, 29.9)","(9.0, 19.5, 12.092307692307692)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.45, 2.8833333333333333)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.0, 14.62857142857143)"
11-01-2023 16:00:53.674821,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.142857142857142)","(10.0, 34.0, 29.9)","(9.0, 19.5, 11.475000000000001)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.45, 2.8833333333333333)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.0, 13.9)"
11-01-2023 16:00:55.079085,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.666666666666666)","(10.0, 34.0, 29.9)","(9.0, 19.5, 12.75)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.45, 2.9555555555555557)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.0, 15.25)"
11-01-2023 16:00:56.540713,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.0)","(10.0, 34.0, 32.42307692307692)","(9.0, 19.5, 11.774999999999999)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.4, 2.9555555555555557)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.0, 14.1)"
11-01-2023 16:00:57.958898,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.0)","(10.0, 34.0, 32.42307692307692)","(9.0, 19.5, 11.774999999999999)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.4, 2.9555555555555557)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.0, 14.1)"
11-01-2023 16:00:59.311891,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.0)","(10.0, 34.0, 32.42307692307692)","(9.0, 19.5, 11.774999999999999)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.4, 2.9555555555555557)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.0, 14.1)"
11-01-2023 16:01:00.654378,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.0)","(10.0, 34.0, 32.42307692307692)","(9.0, 19.5, 11.774999999999999)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.4, 2.694736842105263)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.0, 14.1)"
11-01-2023 16:01:01.991316,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.0)","(10.0, 34.0, 32.42307692307692)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.5, 2.788235294117647)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.0, 16.381818181818183)"
11-01-2023 16:01:03.363552,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.142857142857142)","(10.0, 34.0, 32.42307692307692)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.4, 2.788235294117647)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.0, 16.381818181818183)"
11-01-2023 16:01:04.775600,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.0)","(10.0, 34.0, 32.42307692307692)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.4, 2.788235294117647)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.0, 14.152941176470588)"
11-01-2023 16:01:06.266723,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.0)","(10.0, 34.0, 31.3125)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.4, 2.788235294117647)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 13.652631578947368)"
11-01-2023 16:01:07.669632,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.428571428571427)","(10.0, 34.0, 31.3125)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.4, 2.788235294117647)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 13.652631578947368)"
11-01-2023 16:01:09.125224,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.142857142857142)","(10.0, 34.0, 31.3125)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.4, 2.788235294117647)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 13.652631578947368)"
11-01-2023 16:01:10.471353,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.666666666666666)","(10.0, 34.0, 31.3125)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.4, 2.9333333333333336)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 13.652631578947368)"
11-01-2023 16:01:11.999690,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.0)","(10.0, 34.0, 31.3125)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.35, 3.041176470588235)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 13.652631578947368)"
11-01-2023 16:01:13.668457,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.0)","(10.0, 34.0, 29.8)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.35, 3.144)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 13.652631578947368)"
11-01-2023 16:01:15.348316,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.142857142857142)","(10.0, 34.0, 31.07142857142857)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.3, 4.242857142857143)","(2.5, 3.35, 2.5416666666666665)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 13.652631578947368)"
11-01-2023 16:01:16.983327,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.142857142857142)","(10.0, 34.0, 31.07142857142857)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.3, 4.2)","(2.5, 3.35, 2.5416666666666665)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 13.652631578947368)"
11-01-2023 16:01:18.448935,"(8.5, 15.5, 10.727272727272727)","(9.0, 17.0, 11.0)","(10.0, 34.0, 29.125)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.2, 4.2)","(2.5, 3.35, 2.4564285714285714)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 13.652631578947368)"
11-01-2023 16:01:19.944789,"(8.5, 15.5, 11.85)","(9.0, 17.0, 11.0)","(10.0, 34.0, 31.214285714285715)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.2, 4.2)","(2.5, 3.45, 2.4564285714285714)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 11.721428571428572)"
11-01-2023 16:01:21.737496,"(8.5, 15.5, 11.85)","(9.0, 17.0, 11.0)","(10.0, 34.0, 31.214285714285715)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.2, 4.2)","(2.5, 3.45, 2.4564285714285714)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 11.721428571428572)"
11-01-2023 16:01:23.386715,"(8.5, 15.5, 11.85)","(9.0, 17.0, 11.142857142857142)","(10.0, 34.0, 31.214285714285715)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.2, 4.2)","(2.5, 3.45, 2.4564285714285714)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 11.721428571428572)"
11-01-2023 16:01:25.023192,"(8.5, 15.5, 10.981818181818182)","(9.0, 17.0, 11.666666666666666)","(10.0, 34.0, 31.214285714285715)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.2, 4.2)","(2.5, 3.45, 2.4564285714285714)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 11.721428571428572)"
11-01-2023 16:01:26.918749,"(8.5, 15.5, 12.05)","(9.0, 17.0, 11.666666666666666)","(10.0, 34.0, 31.214285714285715)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.2, 4.2)","(2.5, 3.45, 2.4564285714285714)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 11.721428571428572)"
11-01-2023 16:01:28.689516,"(8.5, 15.5, 12.05)","(9.0, 17.0, 11.0)","(10.0, 34.0, 31.357142857142858)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.2, 4.2)","(2.5, 3.35, 2.4492857142857143)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 12.035714285714285)"
11-01-2023 16:01:30.496145,"(8.5, 15.5, 12.05)","(9.0, 17.0, 11.0)","(10.0, 34.0, 29.375)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.2, 4.2)","(2.5, 3.35, 2.686315789473684)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 12.035714285714285)"
11-01-2023 16:01:32.048075,"(8.5, 15.5, 12.05)","(9.0, 17.0, 11.0)","(10.0, 34.0, 29.375)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.2, 4.2)","(2.5, 3.35, 2.578125)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 12.035714285714285)"
11-01-2023 16:01:33.700869,"(8.5, 15.5, 12.05)","(9.0, 17.0, 11.142857142857142)","(10.0, 34.0, 29.375)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.2, 4.2)","(2.5, 3.35, 2.578125)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 14.0)"
11-01-2023 16:01:35.163087,"(8.5, 15.5, 12.05)","(9.0, 17.0, 11.142857142857142)","(10.0, 34.0, 29.5)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.2, 4.2)","(2.5, 3.35, 2.533333333333333)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 14.0)"
11-01-2023 16:01:37.220733,"(8.5, 15.5, 12.05)","(9.0, 17.0, 11.666666666666666)","(10.0, 34.0, 29.5)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.2, 4.2)","(2.5, 3.3, 2.533333333333333)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 14.0)"
11-01-2023 16:01:39.139102,"(8.5, 15.5, 12.05)","(9.0, 17.0, 11.0)","(10.0, 34.0, 29.5)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.2, 4.2)","(2.5, 3.3, 2.881818181818182)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 14.0)"
11-01-2023 16:01:40.918508,"(8.5, 15.5, 12.05)","(9.0, 17.0, 11.142857142857142)","(10.0, 34.0, 29.5)","(9.0, 19.5, 14.152941176470588)","(3.5, 5.2, 4.2)","(2.5, 3.3, 2.7375)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 14.0)"
11-01-2023 16:01:42.510763,"(8.5, 15.5, 10.6)","(9.0, 17.0, 13.964705882352941)","(10.0, 34.0, 30.0)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.3, 2.497)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:01:44.095188,"(8.5, 15.5, 10.39)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 30.0)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.55, 2.497)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:01:45.512762,"(8.5, 15.5, 12.093333333333334)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 30.57142857142857)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.55, 2.848)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:01:47.264453,"(8.5, 15.5, 12.093333333333334)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 30.57142857142857)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.55, 2.596875)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:01:49.140281,"(8.5, 15.5, 12.093333333333334)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 29.4)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.45, 2.4564285714285714)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:01:51.048490,"(8.5, 15.5, 12.093333333333334)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 29.4)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.45, 2.4564285714285714)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:01:52.843440,"(8.5, 15.5, 12.093333333333334)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 29.4)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.45, 2.4564285714285714)","(10.0, 22.0, 14.236363636363638)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:01:54.354403,"(8.5, 15.5, 12.093333333333334)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 28.5)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.45, 2.4564285714285714)","(10.0, 22.0, 14.883333333333333)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:01:55.975471,"(8.5, 15.5, 12.093333333333334)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 28.625)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.45, 2.4564285714285714)","(10.0, 22.0, 14.89090909090909)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:01:57.526858,"(8.5, 15.5, 12.093333333333334)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 28.625)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.45, 2.4564285714285714)","(10.0, 21.0, 14.89090909090909)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:01:59.047094,"(8.5, 15.5, 12.093333333333334)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 28.625)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.45, 2.4564285714285714)","(10.0, 21.0, 14.89090909090909)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:02:00.653591,"(8.5, 15.5, 12.093333333333334)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 28.625)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.45, 2.4177142857142857)","(10.0, 21.0, 14.89090909090909)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:02:02.313189,"(8.5, 15.5, 12.093333333333334)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 28.625)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.7, 2.4738461538461536)","(10.0, 21.0, 14.89090909090909)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:02:03.994829,"(8.5, 15.5, 12.093333333333334)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 28.625)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4738461538461536)","(10.0, 21.0, 14.89090909090909)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:02:05.621204,"(8.5, 15.5, 12.093333333333334)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 28.625)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4738461538461536)","(10.0, 21.0, 14.89090909090909)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:02:07.151797,"(8.5, 15.5, 12.093333333333334)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 29.0)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4738461538461536)","(10.0, 21.0, 14.89090909090909)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:02:08.594728,"(8.5, 15.5, 12.093333333333334)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 29.125)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4738461538461536)","(10.0, 21.0, 14.89090909090909)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:02:10.119933,"(8.5, 15.5, 13.509090909090908)","(9.0, 17.0, 12.636363636363637)","(10.0, 34.0, 29.125)","(9.0, 19.5, 13.88888888888889)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4738461538461536)","(10.0, 21.0, 14.89090909090909)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:02:11.612385,"(8.5, 15.5, 13.509090909090908)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.8)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 14.89090909090909)","(9.0, 19.5, 12.954545454545455)"
11-01-2023 16:02:13.025418,"(8.5, 15.5, 13.509090909090908)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.8)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:14.457562,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.9)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:15.988660,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.125)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:17.570707,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.125)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:19.277749,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.125)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:20.721543,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.125)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:22.235240,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.125)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:23.619230,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.125)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:25.136264,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.125)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:26.519321,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.125)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:27.999185,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.125)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:29.414938,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.125)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:30.803812,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.125)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:32.240554,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.125)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:33.785890,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.125)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:35.415862,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.375)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.4330434782608696)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:37.004309,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.375)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.6, 2.46)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:38.822642,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.375)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.5, 2.46)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:40.367559,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.375)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.5, 2.46)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:42.015801,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.375)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.5, 2.46)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:43.602576,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.375)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.5, 2.46)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:45.179014,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.375)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.5, 2.428695652173913)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:46.639876,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.375)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.5, 2.428695652173913)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:48.131325,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.375)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.5, 2.428695652173913)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:49.487773,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.375)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.5, 2.428695652173913)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
11-01-2023 16:02:50.816985,"(8.5, 15.5, 10.175)","(9.0, 17.0, 10.314285714285713)","(10.0, 34.0, 29.375)","(9.0, 19.5, 11.25)","(3.5, 5.2, 4.2)","(2.5, 3.5, 2.428695652173913)","(10.0, 21.0, 12.0)","(9.0, 19.5, 11.944444444444445)"
