,Alternate Shot,Sour Lemon,Epic Rooster,Adobe Derulo,Goldstar Tookie,Sugar Time
05-01-2023 16:14:47.303959,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.8545454545454545)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 40.0)","(14.0, 34.0, 23.5)"
05-01-2023 16:14:48.216925,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.8545454545454545)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 40.0)","(14.0, 34.0, 23.5)"
05-01-2023 16:14:49.142988,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.8545454545454545)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 40.0)","(14.0, 34.0, 23.5)"
05-01-2023 16:14:50.065117,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.8545454545454545)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 40.0)","(14.0, 34.0, 23.5)"
05-01-2023 16:14:51.017663,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.8545454545454545)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 40.0)","(14.0, 34.0, 23.5)"
05-01-2023 16:14:51.867107,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.8545454545454545)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 40.0)","(14.0, 34.0, 23.5)"
05-01-2023 16:14:52.742626,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 5.248648648648649)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:14:53.689980,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 5.248648648648649)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:14:54.615540,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 5.248648648648649)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:14:55.549303,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.466666666666667)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:14:56.449794,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.466666666666667)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:14:57.383680,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.466666666666667)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:14:58.339357,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.466666666666667)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:14:59.238955,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.466666666666667)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:00.153814,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.8545454545454545)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:01.193409,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.8545454545454545)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:02.168894,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.8545454545454545)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:03.115206,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.8545454545454545)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:04.054453,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 5.248648648648649)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:04.970351,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 3.5777777777777775)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:05.878642,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.55)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:06.744012,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.55)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:07.660442,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.55)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:08.642650,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.55)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:09.630955,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.55)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:10.603910,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.55)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:11.486502,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 3.5777777777777775)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:12.418783,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:13.356321,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:14.272284,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:15.236103,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:16.177810,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:17.193706,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:18.198254,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:19.186607,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:20.062433,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 23.5)"
05-01-2023 16:15:20.934820,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:21.849724,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:22.786770,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:23.742812,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:24.719195,"(1.5, 2.0, 1.9411764705882353)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.133333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:25.799436,"(1.5, 2.0, 1.9216)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 21.53333333333333)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:26.812889,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:27.776755,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:28.654815,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:29.603470,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:30.527215,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:31.527773,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:32.478388,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:33.376789,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:34.250453,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:35.093366,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:35.996796,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:36.968291,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.133333333333333)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:37.953313,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:38.955633,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:39.992366,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:40.956652,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:41.780793,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 24.0, 14.266666666666666)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:42.712437,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:43.702452,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:44.654795,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:45.624000,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:46.584307,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:47.510470,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:48.428458,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:49.367635,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:50.269086,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:51.215607,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:52.170245,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:53.129913,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:53.979308,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:54.903176,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.4399999999999995)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:55.899217,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.872727272727273)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:56.805177,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.872727272727273)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:57.725759,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.872727272727273)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:58.675349,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.872727272727273)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:15:59.605488,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.872727272727273)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:00.529622,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.872727272727273)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:01.404250,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.872727272727273)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:02.288927,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.872727272727273)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:03.224527,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.872727272727273)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:04.093263,"(1.5, 2.0, 1.5733333333333333)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.872727272727273)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:04.968630,"(1.5, 2.0, 1.9035897435897435)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.872727272727273)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:05.901796,"(1.5, 2.0, 1.9035897435897435)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.872727272727273)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:06.853259,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.872727272727273)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:07.875783,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.872727272727273)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:08.809471,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.890909090909091)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:09.795708,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.930434782608695)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:10.809697,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.930434782608695)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:11.804240,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.930434782608695)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:12.761888,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.930434782608695)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:13.695639,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.930434782608695)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:14.657128,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.930434782608695)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:15.569140,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.930434782608695)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:16.519664,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.930434782608695)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:17.426701,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.52)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:18.392806,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.6)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:19.346635,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.6)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:20.306263,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.6)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:21.261633,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.6)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:22.102069,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.6)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:23.096364,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.6)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:24.068771,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.6)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:25.164592,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.6)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
05-01-2023 16:16:26.104791,"(1.5, 2.0, 1.5911111111111111)","(21.0, 210.0, 114.5)","(3.4, 5.8, 4.6)","(10.0, 23.0, 13.933333333333334)","(10.0, 55.0, 46.909090909090914)","(14.0, 34.0, 20.0)"
