,Prominent Henny,Warrior Empress,Awesome Evil,Can She Scoot,Tel Aviv
15-12-2022 11:14:11.732044,"(4.4, 5.4, 5.23125)","(5.0, 5.8, 5.592307692307692)","(31.0, 490.0, 267.0)","(4.4, 5.7, 5.538461538461538)","(2.1, 2.36, 2.335)"
15-12-2022 11:14:12.521366,"(4.4, 5.4, 5.2875)","(5.0, 5.8, 5.592307692307692)","(31.0, 490.0, 311.6)","(4.4, 5.7, 5.538461538461538)","(2.1, 2.36, 2.335)"
15-12-2022 11:14:13.327963,"(4.4, 5.4, 5.2875)","(5.0, 5.8, 5.592307692307692)","(31.0, 490.0, 311.6)","(4.4, 5.7, 5.538461538461538)","(2.1, 2.36, 2.335)"
15-12-2022 11:14:14.246965,"(4.4, 5.4, 5.257894736842105)","(5.0, 5.8, 5.592307692307692)","(31.0, 490.0, 311.6)","(4.4, 5.7, 5.538461538461538)","(2.1, 2.36, 2.335)"
15-12-2022 11:14:15.184015,"(4.4, 5.4, 5.257894736842105)","(5.0, 5.8, 5.592307692307692)","(31.0, 490.0, 267.0)","(4.4, 5.7, 5.633333333333334)","(2.1, 2.36, 2.335)"
15-12-2022 11:14:16.112894,"(4.4, 5.4, 5.154545454545454)","(5.0, 5.8, 5.592307692307692)","(31.0, 490.0, 267.0)","(4.4, 5.7, 5.633333333333334)","(2.1, 2.36, 2.335)"
15-12-2022 11:14:17.020672,"(4.4, 5.4, 5.154545454545454)","(5.0, 5.8, 5.592307692307692)","(31.0, 490.0, 267.0)","(4.4, 5.7, 5.633333333333334)","(2.1, 2.36, 2.335)"
15-12-2022 11:14:17.817500,"(4.4, 5.4, 5.154545454545454)","(5.0, 5.8, 5.592307692307692)","(31.0, 490.0, 267.0)","(4.4, 5.7, 5.633333333333334)","(2.1, 2.36, 2.335)"
15-12-2022 11:14:18.626750,"(4.4, 5.4, 5.154545454545454)","(5.0, 5.8, 5.592307692307692)","(31.0, 490.0, 267.0)","(4.4, 5.7, 5.633333333333334)","(2.1, 2.36, 2.335)"
15-12-2022 11:14:19.573882,"(4.4, 5.4, 5.154545454545454)","(5.0, 5.8, 5.592307692307692)","(31.0, 490.0, 267.0)","(4.4, 5.6, 5.516666666666667)","(2.1, 2.38, 2.3447999999999998)"
15-12-2022 11:14:20.553297,"(4.4, 5.4, 5.257894736842105)","(5.0, 5.1, 5.000980392156863)","(31.0, 490.0, 267.0)","(4.4, 5.8, 5.625)","(2.1, 2.38, 2.356)"
15-12-2022 11:14:21.415244,"(4.4, 5.4, 5.257894736842105)","(5.0, 5.1, 4.503543307086614)","(31.0, 490.0, 267.0)","(4.4, 5.8, 5.625)","(2.1, 2.38, 2.356)"
15-12-2022 11:14:22.292243,"(4.4, 5.4, 5.257894736842105)","(5.0, 5.3, 4.7)","(31.0, 490.0, 267.0)","(4.4, 5.8, 5.625)","(2.1, 2.38, 2.3575)"
15-12-2022 11:14:23.112879,"(4.4, 5.4, 5.154545454545454)","(5.0, 5.2, 4.85)","(31.0, 490.0, 267.0)","(4.4, 5.8, 5.625)","(2.1, 2.38, 2.368)"
15-12-2022 11:14:23.960686,"(4.4, 5.4, 5.154545454545454)","(5.0, 5.3, 5.27)","(31.0, 490.0, 267.0)","(4.4, 5.8, 5.625)","(2.1, 2.38, 2.368)"
15-12-2022 11:14:24.857635,"(4.4, 5.4, 5.154545454545454)","(5.0, 5.3, 5.135)","(31.0, 490.0, 311.6)","(4.4, 5.8, 5.625)","(2.1, 2.38, 2.368)"
15-12-2022 11:14:25.756931,"(4.4, 5.4, 5.154545454545454)","(5.0, 5.3, 5.135)","(31.0, 490.0, 311.6)","(4.4, 5.8, 5.625)","(2.1, 2.38, 2.38)"
15-12-2022 11:14:26.663051,"(4.4, 5.4, 5.257894736842105)","(5.0, 5.3, 5.1899999999999995)","(31.0, 490.0, 311.6)","(4.4, 5.8, 5.625)","(2.1, 2.4, 2.385)"
15-12-2022 11:14:27.475194,"(4.4, 5.4, 5.154545454545454)","(5.0, 5.3, 5.152941176470588)","(31.0, 490.0, 311.6)","(4.4, 5.8, 5.625)","(2.1, 2.4, 2.385)"
15-12-2022 11:14:28.298436,"(4.4, 5.4, 5.257894736842105)","(5.0, 5.2, 5.117241379310345)","(31.0, 490.0, 311.6)","(4.4, 5.8, 5.625)","(2.1, 2.4, 2.385)"
15-12-2022 11:14:29.190336,"(4.4, 5.4, 5.257894736842105)","(5.0, 5.2, 5.117241379310345)","(31.0, 490.0, 311.6)","(4.4, 5.8, 5.625)","(2.1, 2.4, 2.3775999999999997)"
15-12-2022 11:14:30.079574,"(4.4, 5.4, 5.372727272727273)","(5.0, 5.2, 5.173333333333334)","(31.0, 490.0, 311.6)","(4.4, 5.8, 5.625)","(2.1, 2.38, 2.3654545454545453)"
15-12-2022 11:14:30.896343,"(4.4, 5.4, 5.372727272727273)","(5.0, 5.2, 5.173333333333334)","(31.0, 490.0, 311.6)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.4, 2.3654545454545453)"
15-12-2022 11:14:31.694560,"(4.4, 5.4, 5.372727272727273)","(5.0, 5.2, 5.173333333333334)","(31.0, 490.0, 311.6)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.4, 2.3654545454545453)"
15-12-2022 11:14:32.528403,"(4.4, 5.4, 5.372727272727273)","(5.0, 5.2, 5.173333333333334)","(31.0, 490.0, 311.6)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.4, 2.3889655172413793)"
15-12-2022 11:14:33.435161,"(4.4, 5.4, 5.386363636363637)","(5.0, 5.2, 5.161904761904762)","(31.0, 490.0, 311.6)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.4, 2.3889655172413793)"
15-12-2022 11:14:34.315273,"(4.4, 5.4, 5.386363636363637)","(5.0, 5.2, 5.161904761904762)","(31.0, 490.0, 311.6)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.4, 2.3548837209302325)"
15-12-2022 11:14:35.218733,"(4.4, 5.4, 5.386363636363637)","(5.0, 5.2, 5.172413793103448)","(31.0, 490.0, 311.6)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.38, 2.328)"
15-12-2022 11:14:36.034744,"(4.4, 5.4, 5.386363636363637)","(5.0, 5.2, 5.172413793103448)","(31.0, 490.0, 267.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.4, 2.328)"
15-12-2022 11:14:36.833253,"(4.4, 5.4, 5.388888888888889)","(5.0, 5.2, 5.172413793103448)","(31.0, 490.0, 267.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.4, 2.328)"
15-12-2022 11:14:37.676608,"(4.4, 5.4, 5.388888888888889)","(5.0, 5.2, 5.172413793103448)","(31.0, 490.0, 267.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.4, 2.346153846153846)"
15-12-2022 11:14:38.537881,"(4.4, 5.4, 5.3914285714285715)","(5.0, 5.2, 5.172413793103448)","(31.0, 480.0, 263.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.4, 2.356923076923077)"
15-12-2022 11:14:39.372463,"(4.4, 5.4, 5.3914285714285715)","(5.0, 5.2, 5.172413793103448)","(31.0, 480.0, 263.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.38, 2.329473684210526)"
15-12-2022 11:14:40.160757,"(4.4, 5.4, 5.3914285714285715)","(5.0, 5.2, 5.172413793103448)","(31.0, 480.0, 263.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.38, 2.329473684210526)"
15-12-2022 11:14:40.945140,"(4.4, 5.4, 5.3914285714285715)","(5.0, 5.2, 5.172413793103448)","(31.0, 480.0, 263.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.32, 2.313333333333333)"
15-12-2022 11:14:41.782635,"(4.4, 5.4, 5.220000000000001)","(5.0, 5.2, 5.172413793103448)","(31.0, 480.0, 263.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.38, 2.3517647058823528)"
15-12-2022 11:14:42.624792,"(4.4, 5.4, 5.220000000000001)","(5.0, 5.2, 5.172413793103448)","(31.0, 480.0, 263.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.38, 2.3517647058823528)"
15-12-2022 11:14:43.475926,"(4.4, 5.4, 5.220000000000001)","(5.0, 5.2, 5.172413793103448)","(31.0, 480.0, 263.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.38, 2.341702127659574)"
15-12-2022 11:14:44.346581,"(4.4, 5.4, 5.220000000000001)","(5.0, 5.2, 5.172413793103448)","(31.0, 480.0, 263.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.38, 2.341702127659574)"
15-12-2022 11:14:45.240794,"(4.4, 5.4, 5.220000000000001)","(5.0, 5.2, 5.172413793103448)","(31.0, 480.0, 263.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.4, 2.388)"
15-12-2022 11:14:46.080115,"(4.4, 5.4, 5.220000000000001)","(5.0, 5.2, 5.172413793103448)","(31.0, 480.0, 263.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.4, 2.388)"
15-12-2022 11:14:46.993130,"(4.4, 5.4, 5.220000000000001)","(5.0, 5.2, 5.172413793103448)","(31.0, 480.0, 263.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.4, 2.388)"
15-12-2022 11:14:47.930144,"(4.4, 5.4, 5.220000000000001)","(5.0, 5.2, 5.172413793103448)","(31.0, 480.0, 263.0)","(4.4, 5.8, 5.625)","(2.1, 2.4, 2.3985074626865672)"
15-12-2022 11:14:48.811402,"(4.4, 5.4, 5.22)","(5.0, 5.2, 5.075862068965518)","(31.0, 480.0, 306.4)","(4.4, 5.8, 5.625)","(2.1, 2.42, 2.4095652173913042)"
15-12-2022 11:14:49.667884,"(4.4, 5.4, 5.22)","(5.0, 5.2, 5.105263157894737)","(31.0, 480.0, 306.4)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.42, 2.4095652173913042)"
15-12-2022 11:14:50.467928,"(4.4, 5.4, 5.22)","(5.0, 5.2, 5.105263157894737)","(31.0, 480.0, 306.4)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.42, 2.4095652173913042)"
15-12-2022 11:14:51.319465,"(4.4, 5.4, 5.22)","(5.0, 5.2, 5.105263157894737)","(31.0, 480.0, 306.4)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.42, 2.4095652173913042)"
15-12-2022 11:14:52.219811,"(4.4, 5.4, 5.22)","(5.0, 5.2, 5.105263157894737)","(31.0, 480.0, 306.4)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.42, 2.4095652173913042)"
15-12-2022 11:14:53.125896,"(4.4, 5.4, 5.265)","(5.0, 5.2, 5.105263157894737)","(31.0, 190.0, 154.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.42, 2.4095652173913042)"
15-12-2022 11:14:54.045049,"(4.4, 5.4, 5.265)","(4.8, 5.2, 5.105263157894737)","(31.0, 190.0, 154.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.42, 2.4095652173913042)"
15-12-2022 11:14:54.992234,"(4.4, 5.4, 5.273684210526316)","(4.8, 5.2, 5.105263157894737)","(31.0, 190.0, 154.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.42, 2.4095652173913042)"
15-12-2022 11:14:55.798537,"(4.4, 5.4, 5.273684210526316)","(4.8, 5.2, 5.105263157894737)","(31.0, 190.0, 154.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.42, 2.4095652173913042)"
15-12-2022 11:14:56.583942,"(4.4, 5.4, 5.273684210526316)","(4.8, 5.2, 5.110810810810811)","(31.0, 190.0, 154.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.42, 2.4095652173913042)"
15-12-2022 11:14:57.400040,"(4.4, 5.5, 5.328571428571428)","(4.8, 5.2, 5.110810810810811)","(31.0, 190.0, 154.0)","(4.4, 5.8, 5.664516129032258)","(2.1, 2.42, 2.4095652173913042)"
15-12-2022 11:14:58.344946,"(4.4, 5.5, 5.371428571428571)","(4.8, 5.2, 5.086206896551724)","(31.0, 190.0, 161.2)","(4.4, 5.8, 5.525)","(2.1, 2.42, 2.421333333333333)"
15-12-2022 11:14:59.319319,"(4.4, 5.5, 5.371428571428571)","(4.8, 5.2, 5.058064516129033)","(31.0, 190.0, 161.2)","(4.4, 5.8, 5.525)","(2.1, 2.44, 2.421333333333333)"
15-12-2022 11:15:00.140311,"(4.4, 5.5, 5.371428571428571)","(4.8, 5.2, 5.037037037037037)","(31.0, 190.0, 161.2)","(4.4, 5.8, 5.51304347826087)","(2.1, 2.44, 2.421333333333333)"
15-12-2022 11:15:00.961817,"(4.4, 5.5, 5.371428571428571)","(4.8, 5.2, 4.968421052631579)","(31.0, 190.0, 161.2)","(4.4, 5.8, 5.51304347826087)","(2.1, 2.44, 2.421333333333333)"
15-12-2022 11:15:01.779444,"(4.4, 5.6, 5.356756756756757)","(4.8, 5.2, 5.12)","(31.0, 190.0, 161.2)","(4.4, 5.8, 5.426666666666667)","(2.1, 2.44, 2.419259259259259)"
15-12-2022 11:15:02.610630,"(4.4, 5.6, 5.427586206896551)","(4.8, 5.2, 5.12)","(31.0, 190.0, 161.2)","(4.4, 5.8, 5.426666666666667)","(2.1, 2.44, 2.419259259259259)"
15-12-2022 11:15:03.462618,"(4.4, 5.6, 5.178947368421052)","(4.8, 5.2, 5.127272727272727)","(31.0, 190.0, 161.2)","(4.4, 5.8, 5.61578947368421)","(2.1, 2.44, 2.42)"
15-12-2022 11:15:04.359640,"(4.4, 5.6, 5.492857142857143)","(4.8, 5.2, 5.16)","(31.0, 190.0, 161.2)","(4.4, 5.8, 5.651063829787234)","(2.1, 2.44, 2.4219354838709677)"
15-12-2022 11:15:05.338163,"(4.4, 5.6, 5.283333333333333)","(4.8, 5.2, 5.16)","(31.0, 190.0, 161.2)","(4.4, 5.8, 5.651063829787234)","(2.1, 2.44, 2.3957894736842102)"
15-12-2022 11:15:06.168513,"(4.4, 5.6, 5.465384615384615)","(4.8, 5.2, 5.172413793103448)","(31.0, 190.0, 161.2)","(4.4, 5.8, 5.545454545454546)","(2.1, 2.44, 2.3957894736842102)"
15-12-2022 11:15:07.026545,"(4.4, 5.6, 5.497058823529412)","(4.8, 5.2, 5.172413793103448)","(31.0, 190.0, 166.0)","(4.4, 5.8, 5.545454545454546)","(2.1, 2.42, 2.3591836734693876)"
15-12-2022 11:15:07.850773,"(4.4, 5.6, 5.535483870967742)","(4.8, 5.2, 5.180487804878049)","(31.0, 190.0, 166.0)","(4.4, 5.8, 5.545454545454546)","(2.1, 2.4, 2.3537037037037036)"
15-12-2022 11:15:08.825249,"(4.4, 5.6, 5.535483870967742)","(4.8, 5.2, 5.140000000000001)","(31.0, 190.0, 166.0)","(4.4, 5.8, 5.545454545454546)","(2.1, 2.36, 2.3562499999999997)"
15-12-2022 11:15:09.723872,"(4.4, 5.6, 5.535483870967742)","(4.6, 5.2, 5.140000000000001)","(31.0, 190.0, 166.0)","(4.4, 5.8, 5.545454545454546)","(2.1, 2.36, 2.3449999999999998)"
15-12-2022 11:15:10.620548,"(4.4, 5.7, 5.622580645161291)","(4.6, 5.2, 5.1684210526315795)","(31.0, 190.0, 166.0)","(4.4, 5.8, 5.545454545454546)","(2.1, 2.36, 2.3449999999999998)"
15-12-2022 11:15:11.534547,"(4.4, 5.7, 5.622580645161291)","(4.6, 5.2, 5.1684210526315795)","(31.0, 190.0, 166.0)","(4.4, 5.8, 5.545454545454546)","(2.1, 2.36, 2.3449999999999998)"
15-12-2022 11:15:12.438667,"(4.4, 5.5, 5.292307692307692)","(4.6, 5.2, 5.1684210526315795)","(31.0, 190.0, 166.0)","(4.4, 5.8, 5.545454545454546)","(2.1, 2.36, 2.353076923076923)"
15-12-2022 11:15:13.316890,"(4.4, 5.5, 5.296226415094339)","(4.6, 5.2, 5.1684210526315795)","(31.0, 190.0, 166.0)","(4.4, 5.8, 5.545454545454546)","(2.1, 2.36, 2.353076923076923)"
15-12-2022 11:15:14.322415,"(4.4, 5.5, 5.296226415094339)","(4.6, 5.2, 5.1684210526315795)","(31.0, 180.0, 141.71428571428572)","(4.4, 5.8, 5.545454545454546)","(2.1, 2.36, 2.353076923076923)"
15-12-2022 11:15:15.146837,"(4.4, 5.5, 5.322950819672131)","(4.6, 5.2, 5.1684210526315795)","(31.0, 180.0, 141.71428571428572)","(4.4, 5.8, 5.545454545454546)","(2.1, 2.36, 2.353076923076923)"
15-12-2022 11:15:15.954109,"(4.4, 5.5, 5.291549295774647)","(4.6, 5.2, 5.171428571428572)","(31.0, 180.0, 141.71428571428572)","(4.4, 5.8, 5.663414634146341)","(2.1, 2.36, 2.354)"
15-12-2022 11:15:16.876518,"(4.4, 5.5, 5.2972602739726025)","(4.6, 5.2, 5.171428571428572)","(31.0, 180.0, 141.71428571428572)","(4.4, 5.8, 5.663414634146341)","(2.1, 2.36, 2.354)"
15-12-2022 11:15:17.855251,"(4.4, 5.4, 5.334782608695653)","(4.6, 5.2, 5.171428571428572)","(31.0, 180.0, 141.71428571428572)","(4.4, 5.8, 5.6755555555555555)","(2.1, 2.36, 2.356785714285714)"
15-12-2022 11:15:18.759585,"(4.4, 5.4, 5.336170212765958)","(4.6, 5.2, 5.171428571428572)","(31.0, 180.0, 141.71428571428572)","(4.4, 5.8, 5.6755555555555555)","(2.1, 2.36, 2.356785714285714)"
15-12-2022 11:15:19.678692,"(4.4, 5.4, 5.336170212765958)","(4.6, 5.2, 5.171428571428572)","(31.0, 170.0, 134.57142857142858)","(4.4, 5.8, 5.6755555555555555)","(2.1, 2.36, 2.356785714285714)"
15-12-2022 11:15:20.548594,"(4.4, 5.4, 5.336170212765958)","(4.6, 5.2, 5.171428571428572)","(31.0, 170.0, 134.57142857142858)","(4.4, 5.8, 5.6755555555555555)","(2.1, 2.36, 2.356785714285714)"
15-12-2022 11:15:21.325561,"(4.4, 5.4, 5.336170212765958)","(4.6, 5.2, 5.179310344827586)","(31.0, 170.0, 134.57142857142858)","(4.4, 5.8, 5.6755555555555555)","(2.1, 2.36, 2.356785714285714)"
15-12-2022 11:15:22.155035,"(4.4, 5.4, 5.336170212765958)","(4.6, 5.2, 5.179310344827586)","(31.0, 170.0, 134.57142857142858)","(4.4, 5.8, 5.6755555555555555)","(2.1, 2.36, 2.356785714285714)"
15-12-2022 11:15:23.062310,"(4.4, 5.4, 5.336170212765958)","(4.6, 5.2, 5.179310344827586)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.542105263157895)","(2.1, 2.36, 2.3529411764705883)"
15-12-2022 11:15:23.962961,"(4.4, 5.4, 5.336170212765958)","(4.6, 5.2, 5.179310344827586)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.550000000000001)","(2.1, 2.36, 2.333333333333333)"
15-12-2022 11:15:24.818470,"(4.4, 5.4, 5.33125)","(4.6, 5.2, 5.179310344827586)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.552727272727273)","(2.1, 2.36, 2.333333333333333)"
15-12-2022 11:15:25.675048,"(4.4, 5.4, 5.33125)","(4.6, 5.2, 5.179310344827586)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.552727272727273)","(2.1, 2.36, 2.333333333333333)"
15-12-2022 11:15:26.466422,"(4.4, 5.4, 5.33125)","(4.6, 5.2, 5.16)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.55)","(2.1, 2.36, 2.3235294117647056)"
15-12-2022 11:15:27.263194,"(4.4, 5.4, 5.33125)","(4.6, 5.2, 5.16)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.55)","(2.1, 2.36, 2.3235294117647056)"
15-12-2022 11:15:28.080954,"(4.4, 5.4, 5.33125)","(4.6, 5.2, 5.16)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.554054054054054)","(2.1, 2.36, 2.3235294117647056)"
15-12-2022 11:15:28.964648,"(4.4, 5.4, 5.33125)","(4.6, 5.2, 5.16)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.554054054054054)","(2.1, 2.36, 2.3235294117647056)"
15-12-2022 11:15:29.784347,"(4.4, 5.4, 5.33125)","(4.6, 5.2, 5.16)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.5606060606060606)","(2.1, 2.36, 2.3235294117647056)"
15-12-2022 11:15:30.618649,"(4.4, 5.5, 5.2675)","(4.6, 5.2, 5.16)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.5606060606060606)","(2.1, 2.36, 2.3235294117647056)"
15-12-2022 11:15:31.537593,"(4.4, 5.4, 5.363636363636364)","(4.6, 5.2, 5.16)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.5606060606060606)","(2.1, 2.36, 2.3235294117647056)"
15-12-2022 11:15:32.407895,"(4.4, 5.4, 5.363636363636364)","(4.6, 5.2, 5.17)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.5606060606060606)","(2.1, 2.36, 2.3235294117647056)"
15-12-2022 11:15:33.271603,"(4.4, 5.4, 5.363636363636364)","(4.6, 5.2, 5.17)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.5606060606060606)","(2.1, 2.36, 2.3255555555555554)"
15-12-2022 11:15:34.153602,"(4.4, 5.4, 5.363636363636364)","(4.6, 5.2, 5.17)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.568965517241379)","(2.1, 2.36, 2.3255555555555554)"
15-12-2022 11:15:35.131313,"(4.4, 5.4, 5.363636363636364)","(4.6, 5.2, 5.17)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.568965517241379)","(2.1, 2.36, 2.3255555555555554)"
15-12-2022 11:15:36.073928,"(4.4, 5.4, 5.363636363636364)","(4.6, 5.2, 5.17)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.594444444444444)","(2.1, 2.36, 2.3255555555555554)"
15-12-2022 11:15:36.954180,"(4.4, 5.4, 5.363636363636364)","(4.6, 5.2, 5.17)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.594444444444444)","(2.1, 2.36, 2.3255555555555554)"
15-12-2022 11:15:37.936497,"(4.4, 5.4, 5.363636363636364)","(4.6, 5.2, 5.18125)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.594444444444444)","(2.1, 2.36, 2.3255555555555554)"
15-12-2022 11:15:38.765209,"(4.4, 5.4, 5.363636363636364)","(4.6, 5.2, 5.17)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.630434782608695)","(2.1, 2.36, 2.3255555555555554)"
15-12-2022 11:15:39.605372,"(4.4, 5.4, 5.363636363636364)","(4.6, 5.2, 5.17)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.564)","(2.1, 2.36, 2.3255555555555554)"
15-12-2022 11:15:40.439872,"(4.4, 5.4, 5.363636363636364)","(4.6, 5.2, 5.17)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.511111111111111)","(2.1, 2.36, 2.3255555555555554)"
15-12-2022 11:15:41.327888,"(4.4, 5.4, 5.378947368421053)","(4.6, 5.2, 5.17)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.511111111111111)","(2.1, 2.36, 2.3255555555555554)"
15-12-2022 11:15:42.169924,"(4.4, 5.4, 5.378947368421053)","(4.6, 5.2, 5.17)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.511111111111111)","(2.1, 2.36, 2.3255555555555554)"
15-12-2022 11:15:42.994573,"(4.4, 5.4, 5.300000000000001)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.514285714285714)","(2.1, 2.38, 2.3638461538461537)"
15-12-2022 11:15:43.802567,"(4.4, 5.4, 5.300000000000001)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.514285714285714)","(2.1, 2.38, 2.3638461538461537)"
15-12-2022 11:15:44.689398,"(4.4, 5.4, 5.300000000000001)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.514285714285714)","(2.1, 2.38, 2.3638461538461537)"
15-12-2022 11:15:45.557596,"(4.4, 5.4, 5.300000000000001)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.514285714285714)","(2.1, 2.38, 2.3638461538461537)"
15-12-2022 11:15:46.450250,"(4.4, 5.4, 5.300000000000001)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.514285714285714)","(2.1, 2.38, 2.3638461538461537)"
15-12-2022 11:15:47.250290,"(4.4, 5.4, 5.300000000000001)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.6)","(2.1, 2.38, 2.3638461538461537)"
15-12-2022 11:15:48.085663,"(4.4, 5.4, 5.300000000000001)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.6)","(2.1, 2.38, 2.3638461538461537)"
15-12-2022 11:15:48.928533,"(4.4, 5.4, 5.300000000000001)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.6)","(2.1, 2.38, 2.3638461538461537)"
15-12-2022 11:15:49.832034,"(4.4, 5.5, 5.271428571428571)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.6)","(2.1, 2.38, 2.3638461538461537)"
15-12-2022 11:15:50.732045,"(4.4, 5.5, 5.271428571428571)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.6)","(2.1, 2.4, 2.3762962962962964)"
15-12-2022 11:15:51.520187,"(4.4, 5.5, 5.271428571428571)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.62)","(2.1, 2.4, 2.3762962962962964)"
15-12-2022 11:15:52.320386,"(4.4, 5.5, 5.271428571428571)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.62)","(2.1, 2.4, 2.3762962962962964)"
15-12-2022 11:15:53.220086,"(4.4, 5.5, 5.303076923076923)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.62)","(2.1, 2.4, 2.3762962962962964)"
15-12-2022 11:15:54.085217,"(4.4, 5.5, 5.324657534246575)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.62)","(2.1, 2.4, 2.337142857142857)"
15-12-2022 11:15:54.912700,"(4.4, 5.5, 5.324657534246575)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.62)","(2.1, 2.38, 2.3725)"
15-12-2022 11:15:55.816958,"(4.4, 5.5, 5.324657534246575)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.62)","(2.1, 2.38, 2.3499999999999996)"
15-12-2022 11:15:56.714915,"(4.4, 5.5, 5.324657534246575)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.62)","(2.1, 2.38, 2.3499999999999996)"
15-12-2022 11:15:57.691560,"(4.4, 5.5, 5.324657534246575)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.677777777777778)","(2.1, 2.38, 2.3499999999999996)"
15-12-2022 11:15:58.739773,"(4.4, 5.5, 5.324657534246575)","(4.6, 5.2, 5.178571428571429)","(31.0, 160.0, 141.0)","(4.4, 5.7, 5.677777777777778)","(2.1, 2.38, 2.3499999999999996)"
