,Smash Ready,Its Better,Diamond Harmony,Money Bags,Jocelyn,Edge Of Reason,Sadiki Bale,Taieri Missile
12-01-2023 15:50:51.822041,"(6.0, 10.5, 9.757894736842106)","(6.0, 11.0, 10.178947368421053)","(4.6, 9.6, 7.288888888888889)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.5, 8.588888888888889)","(3.6, 5.7, 4.542307692307692)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:50:53.110703,"(6.0, 10.5, 9.757894736842106)","(6.0, 11.0, 9.77037037037037)","(4.6, 9.6, 6.4)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.5, 8.588888888888889)","(3.6, 5.7, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:50:54.385611,"(6.0, 11.0, 10.178947368421053)","(6.0, 12.5, 9.77037037037037)","(4.6, 10.0, 6.4)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.5, 8.588888888888889)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:50:55.608043,"(6.0, 11.0, 10.178947368421053)","(6.0, 12.5, 9.77037037037037)","(4.6, 10.0, 6.4)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.5, 8.588888888888889)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:50:56.876681,"(6.0, 11.0, 10.178947368421053)","(6.0, 12.5, 12.842857142857142)","(4.6, 10.0, 6.4)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.5, 8.588888888888889)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:50:58.153009,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.842857142857142)","(4.6, 10.0, 6.4)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.5, 8.588888888888889)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:50:59.508091,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 13.228571428571428)","(4.6, 10.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.5, 8.588888888888889)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:00.812258,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 13.228571428571428)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.5, 8.588888888888889)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:02.045236,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 13.228571428571428)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.5, 8.588888888888889)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:03.296818,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 13.228571428571428)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.5, 8.588888888888889)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:04.500997,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 13.228571428571428)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.5, 8.588888888888889)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:05.812845,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 13.228571428571428)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.5, 8.588888888888889)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:07.127289,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.222222222222221)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.5, 9.9375)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:08.372661,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.222222222222221)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.9375)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:09.577869,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.222222222222221)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.9375)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:10.843547,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.222222222222221)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.9375)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:12.107948,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.222222222222221)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.9375)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:13.404043,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.222222222222221)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.9375)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:14.685699,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.222222222222221)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.9375)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:15.979108,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.222222222222221)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.9375)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:17.206484,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.222222222222221)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.9375)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:18.456804,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.222222222222221)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.9375)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:19.719726,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.222222222222221)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.9375)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:20.951467,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.222222222222221)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.9375)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:22.326905,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.222222222222221)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.9375)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:23.780030,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.222222222222221)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.9375)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:25.224459,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.476923076923075)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:26.834717,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.476923076923075)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:28.320385,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.476923076923075)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:29.570022,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:30.819413,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:32.284369,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:34.008132,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:35.455156,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.283333333333333)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:36.876760,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.283333333333333)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:38.242744,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.283333333333333)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:39.522732,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.283333333333333)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:40.885735,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.283333333333333)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:42.184901,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.283333333333333)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:43.439460,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.283333333333333)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:44.749066,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.283333333333333)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:46.039222,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.283333333333333)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 22.37777777777778)"
12-01-2023 15:51:47.376003,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.283333333333333)","(3.6, 5.2, 4.257142857142857)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:51:48.689027,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.283333333333333)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:51:49.868760,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 11.771428571428572)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.283333333333333)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:51:51.155206,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 13.088888888888889)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 9.283333333333333)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:51:52.463989,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 13.088888888888889)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:51:53.890299,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 13.088888888888889)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:51:56.014853,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 13.088888888888889)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:51:57.296602,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 13.088888888888889)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:51:58.519302,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 13.088888888888889)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:51:59.915975,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 13.088888888888889)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:52:01.215653,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.842857142857142)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:52:02.476889,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.842857142857142)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:52:03.735622,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.842857142857142)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:52:05.336977,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.842857142857142)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:52:07.372875,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.842857142857142)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:52:08.766849,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.842857142857142)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:52:10.143641,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.842857142857142)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:52:11.502422,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.842857142857142)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 26.642857142857142)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:52:12.772637,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.842857142857142)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 21.119999999999997)"
12-01-2023 15:52:14.038791,"(6.0, 11.0, 10.178947368421053)","(6.0, 14.0, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 19.2)"
12-01-2023 15:52:15.304852,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 19.2)"
12-01-2023 15:52:16.586514,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 19.2)"
12-01-2023 15:52:17.886380,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 19.2)"
12-01-2023 15:52:19.168898,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 19.2)"
12-01-2023 15:52:20.413396,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 19.2)"
12-01-2023 15:52:21.674578,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 19.2)"
12-01-2023 15:52:22.966660,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 19.2)"
12-01-2023 15:52:24.322934,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 19.2)"
12-01-2023 15:52:25.650085,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 19.2)"
12-01-2023 15:52:27.011147,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 22.2)"
12-01-2023 15:52:28.285310,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 22.2)"
12-01-2023 15:52:29.548088,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 22.2)"
12-01-2023 15:52:30.862307,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 22.2)"
12-01-2023 15:52:32.202781,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 22.2)"
12-01-2023 15:52:33.439399,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 22.2)"
12-01-2023 15:52:34.674050,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 22.2)"
12-01-2023 15:52:35.863208,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 22.2)"
12-01-2023 15:52:37.112871,"(6.0, 10.5, 10.223529411764705)","(6.0, 13.5, 12.915384615384614)","(4.6, 11.0, 8.214285714285715)","(14.0, 29.0, 24.875)","(18.0, 140.0, 60.92857142857143)","(3.7, 12.0, 8.74)","(3.6, 5.2, 4.171428571428572)","(11.0, 24.0, 22.2)"
