,Notacry,A View From Above,Moogie Son,Champs Success,Lightning Star,Fast Gallito,Leslies Gold,Tool Time,Speeding Style,Poverty Bay
12-01-2023 08:45:35.330327,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:45:36.979629,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:45:38.612702,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:45:40.253734,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:45:41.854160,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:45:43.472788,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:45:45.116025,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:45:46.760280,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:45:48.338513,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:45:49.873935,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:45:51.426395,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:45:52.961341,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:45:54.586205,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:45:56.169499,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:45:57.774682,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:45:59.401221,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:46:01.312266,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:46:03.075894,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:46:04.870997,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:46:06.755101,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:46:08.415648,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:46:10.016671,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:46:11.688603,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:46:13.343461,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:46:14.951323,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:46:16.503509,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:46:18.154382,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.4, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:46:19.800064,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.3, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(19.0, 99999, 99990)","(8.5, 99999, 99990)","(21.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:46:21.452677,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(3.0, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 99999, 99990)","(8.5, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:46:23.071729,"(12.0, 99999, 99990)","(7.0, 99999, 99990)","(3.0, 99999, 99990)","(13.0, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 99999, 99990)","(8.5, 99999, 99990)","(26.0, 99999, 99990)","(8.0, 99999, 99990)","(9.0, 99999, 99990)"
12-01-2023 08:46:24.730156,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:26.339603,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:27.887385,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:29.483451,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:31.167519,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:32.736565,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:34.383153,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:36.019252,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:37.601242,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:39.262829,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:40.911988,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:42.493110,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:44.144628,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:45.913347,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:47.681045,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:49.712720,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:51.689875,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:53.396578,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:55.125981,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:56.758351,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:46:58.409557,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:00.178329,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:01.817441,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:03.519978,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:05.329132,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:07.073515,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:08.771462,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:10.449515,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:12.082577,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:13.757460,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:15.385634,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:17.035642,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:18.687329,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:20.433874,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:22.170294,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:23.833306,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:25.531492,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:27.255741,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:28.937799,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:30.669335,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:32.263719,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:33.930393,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:35.528306,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:37.212875,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:38.967921,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:40.689282,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:42.731843,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:44.605000,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.45, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(31.0, 99999, 99990)","(8.5, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:46.325581,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.4, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(41.0, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:47.958458,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.4, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(41.0, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:49.620203,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.4, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(41.0, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:51.275435,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.4, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(41.0, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:52.958795,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.4, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(41.0, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:54.608026,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.4, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(41.0, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:56.238868,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.4, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(41.0, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:57.956402,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.4, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(41.0, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:47:59.670716,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.4, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(41.0, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
12-01-2023 08:48:01.348183,"(16.0, 99999, 99990)","(8.0, 99999, 99990)","(2.4, 99999, 99990)","(13.0, 99999, 99990)","(3.8, 99999, 99990)","(41.0, 99999, 99990)","(8.0, 99999, 99990)","(41.0, 99999, 99990)","(9.0, 99999, 99990)","(11.0, 99999, 99990)"
