,Rocking Bugatti,Hurricane Hall,Major Watson Nz,Our Madiba Nz,Ultimate Force,Bide Our Time,Belittled,Rocket Boy,Tupelo Beach,Daylight At Dawn
07-01-2023 15:52:12.885609,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:14.189845,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:15.499918,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:16.801281,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:18.017115,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:19.329679,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:20.570941,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:21.827579,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:23.107879,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:24.332261,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:25.596912,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:26.879264,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:28.071052,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:29.256858,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:30.494143,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:31.807544,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:33.022563,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:34.213205,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:35.371218,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:36.534568,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:37.752196,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:38.951063,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:40.197349,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:41.474708,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:42.727753,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:44.188274,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:45.524708,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:46.739355,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:47.962639,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:49.287251,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:50.574670,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:51.780113,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:52.993937,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:54.185572,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:55.406101,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:56.602187,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:57.786590,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:52:59.026345,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:00.267258,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:01.546387,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:02.874734,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:04.113817,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:05.329263,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:06.605827,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:07.793046,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:08.995522,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:10.257491,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:11.506532,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:12.751163,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:13.982708,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:15.162778,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:16.311341,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:17.478169,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:18.676074,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:19.864033,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:21.070883,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:22.380334,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:23.713979,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:24.994299,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:26.230726,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:27.477048,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:28.704191,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:29.909038,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:31.117101,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:32.410150,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:33.601170,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:34.822478,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:35.961909,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:37.125492,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:38.219473,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:39.336084,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:40.469134,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:41.691466,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
07-01-2023 15:53:42.937032,"(4.4, 7.6, 6.725)","(7.0, 13.0, 12.716666666666667)","(6.0, 99999, 99990)","(101.0, 99999, 99990)","(51.0, 170.0, 158.54545454545456)","(3.9, 6.4, 5.7125)","(6.5, 11.0, 9.4)","(17.0, 38.0, 26.25)","(71.0, 220.0, 193.33333333333334)","(4.0, 6.2, 5.5875)"
