,Shintaro Fury,Finniss Spice,Newtons Law,Recommend,Bag The Cash,Big Merv,Velocity Corene,Irish Gem
07-01-2023 10:35:55.376719,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:35:56.534612,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:35:57.690563,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:35:58.896874,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:00.148330,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:01.283791,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:02.427056,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:03.583197,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:04.699279,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:05.832018,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:06.991534,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:08.255586,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:09.344241,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:10.483435,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:11.613312,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:12.668625,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:13.780438,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:14.960274,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:16.001445,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:17.099023,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:18.269008,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:19.393241,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:20.594747,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:21.809391,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:22.999515,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:24.137086,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:25.296291,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:26.508375,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:27.626013,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:28.814700,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:30.083249,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:31.309796,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:32.524968,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:33.759393,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:34.975393,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:36.089727,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:37.176067,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:38.309209,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:39.455333,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:40.584336,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:41.741371,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:42.859537,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:43.872694,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:44.983734,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:46.165987,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:47.290538,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:48.484010,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:49.679878,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:50.767988,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:51.914724,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:53.090449,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:54.231613,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:55.483980,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:56.673941,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:57.836484,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:36:58.886682,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:00.029089,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:01.186525,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:02.309574,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:03.507667,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:04.663748,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:05.753018,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:06.857310,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:07.971801,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:09.052271,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:10.203451,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:11.340927,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:12.411029,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:13.506099,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:14.673501,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:15.851024,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:17.053179,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:18.273210,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:19.484933,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:20.567974,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:21.768691,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:22.931366,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:24.139755,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:25.347891,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:26.599471,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:27.786410,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:37:28.919230,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 19.5, 10.083333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
