,Shintaro Fury,Finniss Spice,Newtons Law,Recommend,Bag The Cash,Big Merv,Velocity Corene,Irish Gem
07-01-2023 10:33:39.425838,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:33:40.863923,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:33:42.224406,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:33:43.801601,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:33:45.051881,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:33:46.225550,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:33:47.478498,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:33:48.700959,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:33:49.939504,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:33:51.144471,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:33:52.335365,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:33:53.438627,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:33:54.642762,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:33:55.850842,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:33:57.038533,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:33:58.191462,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:33:59.294575,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:00.516280,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:01.757011,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:02.946573,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:04.131405,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:05.267637,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:06.395324,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:07.640109,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:08.900543,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:10.143753,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:11.292323,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:12.372792,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:13.436882,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:14.646850,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:15.904041,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:17.022103,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:18.227049,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:19.358953,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:20.474779,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:21.713170,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:22.967795,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:24.149730,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:25.282789,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:26.477124,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:27.626621,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:28.776661,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:29.987119,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:31.172498,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:32.351284,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:33.512019,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:34.663837,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:35.721581,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:36.817147,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:37.959315,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:39.028686,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:40.151788,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:41.224048,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:42.314897,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:43.493173,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:44.733402,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:45.921355,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:47.110277,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:48.358804,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:49.548263,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:50.702670,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:51.890940,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:53.032510,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:54.166770,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:55.347696,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:56.663227,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:57.947410,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:34:59.143364,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:35:00.347928,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:35:01.566393,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:35:02.706986,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 7.237500000000001)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 8.537037037037038)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:35:03.856120,"(6.0, 10.5, 8.46923076923077)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 14.5, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 10.5, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:35:05.043387,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 22.526315789473685)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:35:06.245182,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 27.0, 24.933333333333334)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:35:07.340337,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 26.0, 24.933333333333334)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:35:08.457069,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 26.0, 24.933333333333334)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:35:09.535140,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 26.0, 24.933333333333334)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:35:10.557171,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 26.0, 24.933333333333334)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:35:11.665993,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 26.0, 24.933333333333334)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
07-01-2023 10:35:12.869373,"(6.0, 9.8, 9.116666666666667)","(4.8, 10.5, 5.183333333333334)","(9.0, 18.0, 9.833333333333332)","(6.0, 9.2, 6.8)","(4.0, 6.6, 5.25)","(13.0, 26.0, 24.933333333333334)","(5.5, 8.2, 7.628571428571428)","(6.5, 14.0, 11.90967741935484)"
