,Clockstrikestwelve,Thats Amare,Shezaghost,Scherzo,Madeira Wine,Rev Ree,Trojan Clubhouse
08-01-2023 09:02:52.788497,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:02:53.961982,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:02:55.074730,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:02:56.179319,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:02:57.270017,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:02:58.356826,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:02:59.449367,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:00.540275,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:01.627201,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:02.758609,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:03.855383,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:04.964962,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:06.067936,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:07.186787,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:08.302400,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:09.408911,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:10.509840,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:11.615428,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:12.739725,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:13.929772,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:15.026104,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:16.192091,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:17.304193,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:18.412723,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:19.523369,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:20.623710,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:21.723586,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:22.802505,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:23.891860,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:24.976434,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:26.093049,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:27.169056,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:28.268434,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:29.362965,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:30.435978,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:31.515881,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:32.615811,"(3.4, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:33.700106,"(3.5, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:34.789030,"(3.5, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:35.871908,"(3.5, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:36.945590,"(3.5, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:38.035816,"(3.5, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:39.123434,"(3.5, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(18.0, 99999, 99990)","(5.0, 99999, 99990)","(6.0, 99999, 99990)","(6.0, 99999, 99990)"
08-01-2023 09:03:40.195841,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:41.271739,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:42.358929,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:43.443665,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:44.532238,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:45.605241,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:46.699645,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:47.786727,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:48.881868,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:49.960040,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:51.077096,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:52.156053,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:53.230496,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:54.302764,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:55.413402,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:56.492585,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:57.567255,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:58.666190,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:03:59.756657,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:00.845005,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:01.945109,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:03.026971,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:04.119163,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:05.210375,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:06.313993,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:07.412438,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:08.523510,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:09.637404,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:10.739240,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:11.844320,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:12.943041,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:14.042255,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:15.155568,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:16.244945,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:17.364135,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:18.476700,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:19.584621,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:20.699352,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:21.818032,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:22.933963,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:24.044221,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:25.148831,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:26.258906,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:27.363290,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:28.475481,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:29.595114,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:30.707189,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:31.818527,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:32.916407,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:34.032371,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:35.138110,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:36.227541,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:37.327119,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:38.452706,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:39.567592,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:40.675763,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:41.787619,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:42.897734,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:44.003670,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:45.116490,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:46.232025,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:47.335547,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:48.460747,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:49.564020,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:50.676285,"(3.9, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:51.787547,"(4.0, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:52.880673,"(4.0, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:54.061251,"(4.0, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:55.230064,"(4.0, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:56.361455,"(4.0, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:57.483547,"(4.0, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:58.592412,"(4.0, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:04:59.747207,"(4.0, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:05:00.859051,"(4.0, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:05:01.972836,"(4.0, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:05:03.067087,"(4.0, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(19.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
08-01-2023 09:05:04.195669,"(4.0, 99999, 99990)","(5.5, 99999, 99990)","(6.5, 99999, 99990)","(19.0, 99999, 99990)","(5.0, 99999, 99990)","(5.5, 99999, 99990)","(5.0, 99999, 99990)"
