,Augusto Bravo,Charmed Destiny,Gentacheeva,Irish Knight,Sunday Bowler,Nairobi,Xylina Warrior,Monks
04-01-2023 11:45:30.614715,"(26.0, 42.0, 39.81818181818182)","(2.0, 2.34, 2.2881290322580643)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.114285714285714)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.8, 4.7, 4.613043478260869)"
04-01-2023 11:45:31.740487,"(26.0, 42.0, 39.81818181818182)","(2.0, 2.34, 2.2881290322580643)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.114285714285714)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.8, 4.7, 4.613043478260869)"
04-01-2023 11:45:32.784195,"(26.0, 42.0, 39.81818181818182)","(2.0, 2.34, 2.2881290322580643)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.114285714285714)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.8, 4.7, 4.613043478260869)"
04-01-2023 11:45:33.879848,"(26.0, 42.0, 39.81818181818182)","(2.0, 2.34, 2.3075675675675673)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.114285714285714)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.8, 4.7, 4.613043478260869)"
04-01-2023 11:45:34.950371,"(26.0, 42.0, 39.81818181818182)","(2.0, 2.34, 2.260689655172414)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.114285714285714)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.8, 4.7, 4.613043478260869)"
04-01-2023 11:45:36.127885,"(26.0, 42.0, 39.81818181818182)","(2.0, 2.34, 2.260689655172414)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.114285714285714)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.8, 4.7, 4.613043478260869)"
04-01-2023 11:45:37.189947,"(26.0, 42.0, 39.81818181818182)","(2.0, 2.34, 2.260689655172414)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.114285714285714)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.8, 4.7, 4.613043478260869)"
04-01-2023 11:45:38.291648,"(26.0, 42.0, 39.81818181818182)","(2.0, 2.34, 2.32)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.65)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.8, 4.7, 4.57027027027027)"
04-01-2023 11:45:39.357574,"(26.0, 42.0, 39.81818181818182)","(2.0, 2.34, 2.32)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.65)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.8, 4.7, 4.57027027027027)"
04-01-2023 11:45:40.513611,"(26.0, 42.0, 39.81818181818182)","(2.0, 2.34, 2.32)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.65)","(91.0, 290.0, 171.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.8, 4.7, 4.57027027027027)"
04-01-2023 11:45:41.690871,"(26.0, 42.0, 39.81818181818182)","(2.0, 2.34, 2.32)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.65)","(91.0, 280.0, 171.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.8, 4.7, 4.57027027027027)"
04-01-2023 11:45:42.771967,"(26.0, 42.0, 39.81818181818182)","(2.0, 2.34, 2.32)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.65)","(91.0, 280.0, 190.0)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.8, 4.7, 4.57027027027027)"
04-01-2023 11:45:43.923565,"(26.0, 42.0, 39.81818181818182)","(2.0, 2.34, 2.32)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.65)","(91.0, 270.0, 190.0)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.8, 4.7, 4.57027027027027)"
04-01-2023 11:45:44.989656,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.52340425531915)","(91.0, 270.0, 190.0)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:45:46.093154,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.52340425531915)","(91.0, 270.0, 190.0)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:45:47.191023,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.52340425531915)","(91.0, 270.0, 178.33333333333334)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:45:48.272327,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.52340425531915)","(91.0, 320.0, 203.33333333333334)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:45:49.368166,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.52340425531915)","(91.0, 310.0, 203.33333333333334)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:45:50.460943,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.52340425531915)","(91.0, 310.0, 203.33333333333334)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:45:51.617188,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.52340425531915)","(91.0, 310.0, 203.33333333333334)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:45:52.700157,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.52340425531915)","(91.0, 310.0, 203.33333333333334)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:45:53.857052,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.52340425531915)","(91.0, 310.0, 203.33333333333334)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:45:55.357357,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.52340425531915)","(91.0, 310.0, 203.33333333333334)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:45:56.711730,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.52340425531915)","(91.0, 310.0, 203.33333333333334)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:45:58.020888,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.555555555555555)","(91.0, 310.0, 203.33333333333334)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:45:59.229840,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.555555555555555)","(91.0, 310.0, 203.33333333333334)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:00.356525,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.555555555555555)","(91.0, 310.0, 203.33333333333334)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:01.450885,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 310.0, 175.0)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:02.543903,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 300.0, 175.0)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:03.558677,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 300.0, 200.0)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:04.631453,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:05.705383,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.321395348837209)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:06.839118,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.36, 2.3586234817813763)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:07.954644,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.36, 2.3586234817813763)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:09.120994,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.393076923076923)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:10.309860,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.393076923076923)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:11.787423,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:13.231166,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:14.478510,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.608333333333333)"
04-01-2023 11:46:15.832077,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.3905116279069767)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.608333333333333)"
04-01-2023 11:46:17.064072,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 290.0, 196.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5928571428571425)"
04-01-2023 11:46:18.386018,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 290.0, 171.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5928571428571425)"
04-01-2023 11:46:19.495289,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 280.0, 171.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5928571428571425)"
04-01-2023 11:46:20.672416,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 280.0, 190.0)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5928571428571425)"
04-01-2023 11:46:21.918363,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 270.0, 190.0)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5928571428571425)"
04-01-2023 11:46:23.082025,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 270.0, 190.0)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5928571428571425)"
04-01-2023 11:46:24.356424,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 270.0, 175.71428571428572)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:25.623663,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 330.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:27.049301,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:28.545775,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:29.989510,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:31.124536,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:32.376445,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:33.567687,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:34.672793,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391469194312796)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:35.799138,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.392139737991266)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:36.902897,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.392139737991266)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:38.011719,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.392139737991266)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:39.076867,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.392139737991266)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:40.185122,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.392139737991266)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:41.253200,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391928251121076)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:42.352921,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391928251121076)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:43.506468,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391928251121076)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:45.053821,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.391928251121076)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:46.357583,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.4, 2.34)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.590697674418605)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.5634146341463415)"
04-01-2023 11:46:47.486692,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.3348936170212764)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:49.003299,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.3317241379310345)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:50.149615,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.3317241379310345)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:51.418123,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.3317241379310345)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.57027027027027)"
04-01-2023 11:46:52.574620,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.3317241379310345)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.54516129032258)"
04-01-2023 11:46:53.696523,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.3317241379310345)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 320.0, 206.66666666666666)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.54)"
04-01-2023 11:46:54.747719,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.3317241379310345)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 320.0, 171.25)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.54)"
04-01-2023 11:46:55.830721,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.3317241379310345)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 320.0, 171.25)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.54)"
04-01-2023 11:46:56.919014,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.3317241379310345)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 320.0, 171.25)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.54)"
04-01-2023 11:46:58.030554,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.3317241379310345)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 320.0, 171.25)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.54)"
04-01-2023 11:46:59.128881,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.3317241379310345)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 320.0, 171.25)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.54)"
04-01-2023 11:47:00.213266,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.3317241379310345)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 320.0, 171.25)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.54)"
04-01-2023 11:47:01.317066,"(26.0, 42.0, 39.81818181818182)","(2.05, 2.34, 2.3317241379310345)","(21.0, 40.0, 38.526315789473685)","(5.5, 8.8, 8.604347826086958)","(91.0, 320.0, 171.25)","(26.0, 36.0, 28.42105263157895)","(5.5, 7.2, 7.090909090909091)","(3.9, 4.7, 4.54)"
