,Right To Assemble,Lindas Taj,I Love Maria,Varsity Kickline,Gilded Quest,Jaccaci,Tout Ensemble
15-12-2022 10:50:38.661147,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 420.0, 283.6666666666667)","(8.0, 27.0, 24.444444444444443)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.6)"
15-12-2022 10:50:39.717516,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 420.0, 283.6666666666667)","(8.0, 27.0, 24.444444444444443)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.6)"
15-12-2022 10:50:40.786218,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 420.0, 283.6666666666667)","(8.0, 27.0, 24.444444444444443)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.583333333333332)"
15-12-2022 10:50:41.839905,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 420.0, 283.6666666666667)","(8.0, 27.0, 24.444444444444443)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.583333333333332)"
15-12-2022 10:50:42.855256,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 420.0, 215.75)","(8.0, 27.0, 24.444444444444443)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.583333333333332)"
15-12-2022 10:50:43.807544,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 420.0, 317.875)","(8.0, 27.0, 24.444444444444443)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.583333333333332)"
15-12-2022 10:50:44.741294,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 420.0, 317.875)","(8.0, 27.0, 24.444444444444443)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.583333333333332)"
15-12-2022 10:50:45.742543,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 420.0, 317.875)","(8.0, 27.0, 24.444444444444443)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.583333333333332)"
15-12-2022 10:50:46.792018,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 420.0, 317.875)","(8.0, 27.0, 24.444444444444443)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.583333333333332)"
15-12-2022 10:50:47.869942,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 420.0, 317.875)","(8.0, 27.0, 24.444444444444443)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.583333333333332)"
15-12-2022 10:50:48.911612,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 420.0, 317.875)","(8.0, 27.0, 24.444444444444443)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.583333333333332)"
15-12-2022 10:50:49.917128,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 420.0, 317.875)","(8.0, 27.0, 24.444444444444443)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.583333333333332)"
15-12-2022 10:50:50.935896,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 420.0, 361.6428571428571)","(8.0, 27.0, 24.333333333333332)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.142857142857142)"
15-12-2022 10:50:51.933444,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 420.0, 318.0)","(8.0, 27.0, 24.333333333333332)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.6)"
15-12-2022 10:50:52.919555,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 420.0, 318.0)","(8.0, 27.0, 24.333333333333332)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.6)"
15-12-2022 10:50:53.877893,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 430.0, 263.0)","(8.0, 27.0, 24.333333333333332)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.6)"
15-12-2022 10:50:54.862007,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 430.0, 263.0)","(8.0, 27.0, 24.333333333333332)","(1.45, 1.69, 1.6828260869565217)","(4.4, 9.2, 8.6)"
15-12-2022 10:50:55.820791,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 430.0, 263.0)","(8.0, 27.0, 24.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 9.2, 8.6)"
15-12-2022 10:50:56.903907,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 430.0, 263.0)","(8.0, 27.0, 24.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 9.2, 8.6)"
15-12-2022 10:50:57.926964,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 430.0, 263.0)","(8.0, 27.0, 24.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 9.2, 8.6)"
15-12-2022 10:50:58.944637,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 430.0, 263.0)","(8.0, 27.0, 24.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 9.2, 8.6)"
15-12-2022 10:50:59.977946,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 430.0, 263.0)","(8.0, 27.0, 24.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 9.2, 8.6)"
15-12-2022 10:51:00.928749,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 430.0, 263.0)","(8.0, 27.0, 24.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 9.2, 8.6)"
15-12-2022 10:51:01.909144,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 206.33333333333334)","(12.0, 430.0, 263.0)","(8.0, 27.0, 24.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 9.2, 8.6)"
15-12-2022 10:51:02.903665,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 187.60000000000002)","(12.0, 430.0, 263.0)","(8.0, 27.0, 24.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 9.2, 7.725)"
15-12-2022 10:51:03.915624,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 187.60000000000002)","(12.0, 430.0, 263.0)","(8.0, 27.0, 24.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 9.0, 7.725)"
15-12-2022 10:51:04.884268,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 187.60000000000002)","(12.0, 430.0, 263.0)","(8.0, 27.0, 24.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 9.0, 7.725)"
15-12-2022 10:51:05.878077,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 290.8333333333333)","(8.0, 27.0, 24.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 9.0, 7.725)"
15-12-2022 10:51:06.864718,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 263.20000000000005)","(8.0, 27.0, 22.11111111111111)","(1.45, 1.69, 1.615)","(4.4, 9.0, 7.885714285714286)"
15-12-2022 10:51:07.879253,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 263.20000000000005)","(8.0, 26.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.8, 7.885714285714286)"
15-12-2022 10:51:08.975594,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 263.20000000000005)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.8, 7.885714285714286)"
15-12-2022 10:51:10.056686,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 263.20000000000005)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.8, 7.885714285714286)"
15-12-2022 10:51:11.076029,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 263.20000000000005)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.8, 7.885714285714286)"
15-12-2022 10:51:12.017197,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 263.20000000000005)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.8, 7.885714285714286)"
15-12-2022 10:51:13.060559,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 263.20000000000005)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.8, 7.885714285714286)"
15-12-2022 10:51:14.005180,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.8, 7.885714285714286)"
15-12-2022 10:51:15.016915,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.8, 7.475)"
15-12-2022 10:51:16.108959,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:17.172013,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:18.214058,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:19.118447,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:20.092281,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:21.066413,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:22.099804,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:23.205167,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:24.199740,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:25.185483,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:26.178622,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:27.212815,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:28.176741,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:29.214787,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:30.225906,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:31.244602,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:32.261407,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:33.233002,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:34.192412,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:35.140465,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:36.159945,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:37.162432,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:38.209772,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:39.215215,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:40.295691,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:41.279494,"(101.0, 600.0, 372.79999999999995)","(9.0, 20.0, 17.5)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:42.300958,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:43.268093,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:44.237870,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 23.8)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.475)"
15-12-2022 10:51:45.230693,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 25.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.6, 7.6)"
15-12-2022 10:51:46.243759,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:51:47.210965,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:51:48.156027,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:51:49.134871,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:51:50.087007,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:51:51.050183,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:51:52.004334,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:51:52.988100,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:51:53.987073,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:51:55.056833,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:51:56.095562,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:51:57.128541,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:51:58.086402,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:51:59.039057,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:00.011144,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:01.027251,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:02.073986,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:03.137952,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 113.0)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.615)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:04.163669,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 113.0)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.63375)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:05.212220,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 113.0)","(12.0, 430.0, 291.0)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.63375)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:06.148279,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 221.75)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.63375)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:07.081896,"(101.0, 600.0, 372.79999999999995)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 221.75)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.63375)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:08.075263,"(101.0, 590.0, 311.0)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 221.75)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.63375)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:09.072140,"(101.0, 590.0, 311.0)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 221.75)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.63375)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:10.077938,"(101.0, 590.0, 311.0)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 221.75)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.63375)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:11.122055,"(101.0, 590.0, 311.0)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 221.75)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.63375)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:12.207392,"(101.0, 590.0, 311.0)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 221.75)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.63375)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:13.318509,"(101.0, 590.0, 311.0)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 221.75)","(8.0, 24.0, 22.333333333333332)","(1.45, 1.69, 1.63375)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:14.444335,"(101.0, 590.0, 311.0)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 221.75)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.63375)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:15.508017,"(101.0, 590.0, 311.0)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 221.75)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.63375)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:16.569923,"(101.0, 590.0, 311.0)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 221.75)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.63375)","(4.4, 8.4, 7.6)"
15-12-2022 10:52:17.601465,"(101.0, 590.0, 311.0)","(9.0, 21.0, 16.6)","(31.0, 300.0, 159.75)","(12.0, 430.0, 221.75)","(8.0, 24.0, 22.333333333333332)","(1.4, 1.69, 1.63375)","(4.4, 8.4, 7.6)"
