,Acquiescent,Dollar Bucks,Kano,Of The Field,Scamster,The Bladesman,Tewkesbury,Jugan,Saintly Rose,Superior Sam,Unscented
08-01-2023 14:02:09.506902,"(1.65, 1.91, 1.904923076923077)","(101.0, 550.0, 430.0)","(101.0, 380.0, 340.0)","(101.0, 620.0, 492.0)","(13.0, 17.0, 16.596385542168676)","(6.0, 7.4, 7.306666666666667)","(17.0, 24.0, 23.263157894736842)","(41.0, 90.0, 93.4375)","(41.0, 60.0, 51.25)","(4.6, 5.2, 5.194117647058824)","(101.0, 210.0, 190.0)"
08-01-2023 14:02:10.737383,"(1.65, 1.91, 1.904923076923077)","(101.0, 550.0, 412.0)","(101.0, 380.0, 340.0)","(101.0, 620.0, 413.3333333333333)","(13.0, 17.0, 16.596385542168676)","(6.0, 7.4, 7.306666666666667)","(17.0, 24.0, 23.27777777777778)","(41.0, 100.0, 75.0)","(41.0, 55.0, 51.25)","(4.6, 5.2, 5.217261904761905)","(101.0, 220.0, 195.0)"
08-01-2023 14:02:11.981421,"(1.65, 1.9, 1.8858823529411763)","(101.0, 580.0, 370.0)","(101.0, 380.0, 340.0)","(101.0, 620.0, 413.3333333333333)","(13.0, 17.0, 16.596385542168676)","(6.0, 7.4, 7.306666666666667)","(17.0, 24.0, 23.27777777777778)","(41.0, 95.0, 78.33333333333333)","(41.0, 55.0, 51.25)","(4.6, 5.3, 5.217261904761905)","(101.0, 210.0, 195.0)"
08-01-2023 14:02:13.208063,"(1.65, 1.9, 1.890924369747899)","(101.0, 580.0, 370.0)","(101.0, 380.0, 282.85714285714283)","(101.0, 620.0, 410.0)","(13.0, 17.0, 16.63586956521739)","(6.0, 7.4, 7.2898305084745765)","(17.0, 24.0, 23.52)","(41.0, 95.0, 82.5)","(41.0, 60.0, 51.0)","(4.6, 5.3, 5.427619047619048)","(101.0, 210.0, 195.0)"
08-01-2023 14:02:14.380439,"(1.65, 1.89, 1.8864601769911504)","(101.0, 570.0, 377.1428571428571)","(101.0, 300.0, 282.85714285714283)","(101.0, 610.0, 410.0)","(13.0, 17.0, 16.63586956521739)","(6.0, 7.4, 7.296363636363637)","(17.0, 24.0, 23.52)","(41.0, 95.0, 90.83333333333334)","(41.0, 60.0, 50.18518518518518)","(4.6, 5.5, 5.438157894736842)","(101.0, 210.0, 196.66666666666666)"
08-01-2023 14:02:15.599488,"(1.65, 1.89, 1.8864601769911504)","(101.0, 560.0, 430.0)","(101.0, 290.0, 285.0)","(101.0, 610.0, 520.0)","(13.0, 17.0, 16.63586956521739)","(6.0, 7.4, 7.296363636363637)","(17.0, 24.0, 23.52)","(41.0, 95.0, 90.83333333333334)","(41.0, 55.0, 50.16129032258065)","(4.6, 5.5, 5.448809523809524)","(101.0, 210.0, 191.76470588235293)"
08-01-2023 14:02:16.813810,"(1.65, 1.89, 1.8864601769911504)","(101.0, 550.0, 425.0)","(101.0, 290.0, 285.0)","(101.0, 600.0, 495.0)","(13.0, 17.0, 17.46153846153846)","(6.0, 7.4, 7.279365079365079)","(17.0, 24.0, 23.5)","(41.0, 95.0, 84.70588235294117)","(41.0, 55.0, 50.333333333333336)","(4.6, 5.5, 5.448809523809524)","(101.0, 220.0, 196.66666666666666)"
08-01-2023 14:02:18.093385,"(1.65, 1.89, 1.8876254180602006)","(101.0, 550.0, 425.0)","(101.0, 290.0, 286.6666666666667)","(101.0, 600.0, 512.8571428571429)","(13.0, 17.5, 17.46153846153846)","(6.0, 7.4, 7.279365079365079)","(17.0, 24.0, 23.5)","(41.0, 95.0, 85.38461538461539)","(41.0, 55.0, 50.44117647058823)","(4.8, 5.5, 5.454736842105263)","(101.0, 210.0, 196.66666666666666)"
08-01-2023 14:02:19.392072,"(1.65, 1.89, 1.8863865546218486)","(101.0, 540.0, 415.0)","(101.0, 290.0, 280.0)","(101.0, 590.0, 464.44444444444446)","(13.0, 17.5, 18.075757575757574)","(6.0, 7.4, 7.114868804664723)","(17.0, 24.0, 23.5)","(41.0, 90.0, 85.38461538461539)","(41.0, 55.0, 50.44117647058823)","(4.8, 5.5, 5.454736842105263)","(101.0, 210.0, 196.66666666666666)"
08-01-2023 14:02:20.642081,"(1.65, 1.89, 1.8863865546218486)","(101.0, 530.0, 415.0)","(101.0, 290.0, 280.0)","(101.0, 580.0, 498.57142857142856)","(13.0, 18.5, 17.92)","(6.0, 7.2, 7.117746478873239)","(17.0, 24.0, 23.5)","(41.0, 90.0, 85.38461538461539)","(41.0, 55.0, 50.39473684210526)","(4.8, 5.5, 5.454736842105263)","(101.0, 210.0, 196.66666666666666)"
08-01-2023 14:02:21.871255,"(1.65, 1.89, 1.8856271186440676)","(101.0, 530.0, 415.0)","(101.0, 290.0, 275.0)","(101.0, 570.0, 476.25)","(13.0, 18.5, 18.105263157894736)","(6.0, 7.2, 7.2371428571428575)","(17.0, 24.0, 23.5)","(41.0, 90.0, 85.38461538461539)","(41.0, 55.0, 50.39473684210526)","(4.8, 5.5, 5.523529411764706)","(101.0, 210.0, 205.0)"
08-01-2023 14:02:23.025233,"(1.65, 1.86, 1.8501550387596901)","(101.0, 530.0, 415.0)","(101.0, 290.0, 275.0)","(101.0, 570.0, 476.25)","(13.0, 18.5, 18.105263157894736)","(6.0, 7.4, 7.2371428571428575)","(17.0, 24.0, 23.5)","(41.0, 90.0, 85.38461538461539)","(41.0, 55.0, 50.39473684210526)","(4.8, 5.6, 5.523529411764706)","(101.0, 210.0, 205.0)"
08-01-2023 14:02:24.237981,"(1.65, 1.85, 1.8410743801652893)","(101.0, 530.0, 415.0)","(101.0, 290.0, 275.0)","(101.0, 550.0, 435.0)","(13.0, 18.5, 18.105263157894736)","(6.0, 7.4, 7.363636363636364)","(17.0, 24.0, 23.5)","(41.0, 90.0, 85.38461538461539)","(41.0, 55.0, 50.39473684210526)","(4.8, 5.7, 5.595522388059702)","(101.0, 210.0, 196.66666666666666)"
08-01-2023 14:02:25.476636,"(1.65, 1.85, 1.8410743801652893)","(101.0, 530.0, 415.0)","(101.0, 290.0, 275.0)","(101.0, 550.0, 442.22222222222223)","(13.0, 18.5, 18.105263157894736)","(6.0, 7.4, 7.363636363636364)","(17.0, 24.0, 23.5)","(41.0, 90.0, 85.38461538461539)","(41.0, 55.0, 50.39473684210526)","(4.8, 5.7, 5.613043478260869)","(101.0, 210.0, 196.66666666666666)"
08-01-2023 14:02:26.717928,"(1.65, 1.85, 1.8410040160642571)","(101.0, 530.0, 415.0)","(101.0, 290.0, 275.0)","(101.0, 540.0, 442.22222222222223)","(13.0, 18.5, 18.105263157894736)","(6.0, 7.4, 7.338461538461539)","(17.0, 24.0, 23.5)","(41.0, 90.0, 85.38461538461539)","(41.0, 55.0, 50.39473684210526)","(4.8, 5.7, 5.6655629139072845)","(101.0, 210.0, 196.66666666666666)"
08-01-2023 14:02:27.970397,"(1.65, 1.85, 1.8365084745762712)","(101.0, 530.0, 415.0)","(101.0, 290.0, 275.0)","(101.0, 530.0, 470.0)","(13.0, 18.5, 18.046875)","(6.0, 7.4, 7.338461538461539)","(17.0, 24.0, 23.52)","(41.0, 90.0, 86.66666666666667)","(41.0, 55.0, 50.39473684210526)","(4.8, 5.7, 5.6655629139072845)","(101.0, 210.0, 205.0)"
08-01-2023 14:02:29.176223,"(1.65, 1.84, 1.836906474820144)","(101.0, 530.0, 415.0)","(101.0, 290.0, 275.0)","(101.0, 520.0, 455.7142857142857)","(13.0, 18.5, 17.982142857142858)","(6.0, 7.4, 7.338461538461539)","(17.0, 24.0, 23.52)","(41.0, 90.0, 86.66666666666667)","(41.0, 55.0, 50.39473684210526)","(4.8, 5.7, 5.657723577235772)","(101.0, 210.0, 196.66666666666666)"
08-01-2023 14:02:30.420708,"(1.65, 1.85, 1.8448192771084337)","(101.0, 530.0, 415.0)","(101.0, 290.0, 275.0)","(101.0, 510.0, 438.75)","(13.0, 18.5, 18.0)","(6.0, 7.4, 7.3375)","(17.0, 24.0, 23.5)","(41.0, 90.0, 86.66666666666667)","(41.0, 55.0, 50.93023255813954)","(4.8, 5.7, 5.663945578231292)","(101.0, 210.0, 205.0)"
08-01-2023 14:02:31.662344,"(1.65, 1.85, 1.8422631578947368)","(101.0, 530.0, 415.0)","(101.0, 290.0, 285.625)","(101.0, 510.0, 448.57142857142856)","(13.0, 18.5, 18.0)","(6.0, 7.4, 7.321658986175115)","(17.0, 24.0, 23.52)","(41.0, 90.0, 86.66666666666667)","(41.0, 55.0, 50.93023255813954)","(4.8, 5.7, 5.67737556561086)","(101.0, 210.0, 196.66666666666666)"
08-01-2023 14:02:32.869865,"(1.65, 1.85, 1.844878048780488)","(101.0, 530.0, 415.0)","(101.0, 300.0, 291.25)","(101.0, 500.0, 441.42857142857144)","(13.0, 18.5, 18.0)","(6.0, 7.4, 7.154266211604096)","(17.0, 24.0, 23.571428571428573)","(41.0, 90.0, 86.66666666666667)","(41.0, 55.0, 50.39473684210526)","(4.8, 5.7, 5.67737556561086)","(101.0, 210.0, 196.66666666666666)"
08-01-2023 14:02:34.115028,"(1.65, 1.85, 1.844878048780488)","(101.0, 530.0, 415.0)","(101.0, 300.0, 292.0)","(101.0, 490.0, 380.0)","(13.0, 18.5, 18.197916666666668)","(6.0, 7.2, 7.146587537091988)","(17.0, 24.0, 23.571428571428573)","(41.0, 90.0, 86.66666666666667)","(41.0, 55.0, 50.39473684210526)","(4.8, 5.7, 5.675247524752475)","(101.0, 210.0, 205.0)"
08-01-2023 14:02:35.323021,"(1.65, 1.85, 1.846637554585153)","(101.0, 530.0, 415.0)","(101.0, 300.0, 292.0)","(101.0, 480.0, 400.0)","(13.0, 18.5, 18.38)","(6.0, 7.2, 7.165490196078432)","(17.0, 24.0, 24.027027027027028)","(41.0, 90.0, 88.75)","(41.0, 55.0, 50.44117647058823)","(4.8, 5.7, 5.384489795918367)","(101.0, 210.0, 198.75)"
08-01-2023 14:02:36.570152,"(1.65, 1.87, 1.8626881720430108)","(101.0, 530.0, 383.3333333333333)","(101.0, 300.0, 292.0)","(101.0, 470.0, 350.0)","(13.0, 18.5, 19.125)","(6.0, 7.2, 7.3638095238095245)","(17.0, 25.0, 24.181818181818183)","(41.0, 90.0, 93.21428571428572)","(41.0, 55.0, 50.45454545454545)","(4.8, 5.6, 5.383116883116883)","(101.0, 210.0, 198.75)"
08-01-2023 14:02:37.847940,"(1.65, 1.85, 1.8436813186813188)","(101.0, 530.0, 383.3333333333333)","(101.0, 300.0, 292.0)","(101.0, 470.0, 350.0)","(13.0, 19.5, 19.125)","(6.0, 7.4, 7.315846994535519)","(17.0, 25.0, 24.181818181818183)","(41.0, 95.0, 93.75)","(41.0, 55.0, 53.18181818181818)","(4.8, 5.4, 5.377586206896552)","(101.0, 210.0, 198.75)"
08-01-2023 14:02:39.111961,"(1.65, 1.85, 1.8441104294478528)","(101.0, 530.0, 390.0)","(101.0, 300.0, 292.5)","(101.0, 460.0, 366.6666666666667)","(13.0, 19.5, 19.26923076923077)","(6.0, 7.4, 7.377631578947369)","(17.0, 25.0, 24.181818181818183)","(41.0, 95.0, 93.75)","(41.0, 55.0, 54.375)","(4.8, 5.4, 5.264028776978417)","(101.0, 210.0, 198.75)"
08-01-2023 14:02:40.333709,"(1.65, 1.87, 1.856987341772152)","(101.0, 530.0, 415.0)","(101.0, 300.0, 292.5)","(101.0, 460.0, 410.0)","(13.0, 19.5, 19.26923076923077)","(6.0, 7.4, 7.377631578947369)","(17.0, 25.0, 24.177777777777777)","(41.0, 95.0, 92.61904761904762)","(41.0, 55.0, 54.375)","(4.8, 5.3, 5.228461538461539)","(101.0, 210.0, 193.33333333333334)"
08-01-2023 14:02:41.500128,"(1.65, 1.87, 1.8586534216335542)","(101.0, 530.0, 383.3333333333333)","(101.0, 300.0, 292.0)","(101.0, 590.0, 385.0)","(13.0, 19.5, 19.1)","(6.0, 7.4, 7.377631578947369)","(17.0, 25.0, 24.177777777777777)","(41.0, 95.0, 92.36842105263159)","(41.0, 55.0, 49.833333333333336)","(4.8, 5.3, 5.2459770114942526)","(101.0, 220.0, 197.14285714285714)"
08-01-2023 14:02:42.728057,"(1.65, 1.87, 1.8611351351351353)","(101.0, 530.0, 415.0)","(101.0, 300.0, 292.0)","(101.0, 580.0, 385.0)","(13.0, 19.5, 19.26)","(6.0, 7.4, 7.3500000000000005)","(18.0, 25.0, 23.355555555555554)","(41.0, 95.0, 91.875)","(41.0, 50.0, 49.8)","(4.8, 5.3, 5.2459770114942526)","(101.0, 210.0, 191.42857142857142)"
08-01-2023 14:02:43.934569,"(1.65, 1.88, 1.8714285714285714)","(101.0, 530.0, 415.0)","(101.0, 300.0, 292.0)","(101.0, 580.0, 385.0)","(13.0, 19.5, 19.26)","(6.0, 7.4, 7.3500000000000005)","(18.0, 25.0, 23.355555555555554)","(41.0, 95.0, 91.875)","(41.0, 50.0, 49.84615384615385)","(4.8, 5.3, 5.189473684210526)","(101.0, 220.0, 197.14285714285714)"
08-01-2023 14:02:45.118987,"(1.65, 1.89, 1.8834166666666665)","(101.0, 530.0, 415.0)","(101.0, 300.0, 292.0)","(101.0, 580.0, 385.0)","(13.0, 19.0, 18.821428571428573)","(6.0, 7.4, 7.351685393258427)","(18.0, 24.0, 23.625)","(41.0, 95.0, 92.36842105263159)","(41.0, 50.0, 49.84615384615385)","(4.8, 5.2, 5.195192307692308)","(101.0, 210.0, 198.75)"
08-01-2023 14:02:46.329769,"(1.65, 1.89, 1.8833064516129032)","(101.0, 530.0, 383.3333333333333)","(101.0, 300.0, 292.5)","(101.0, 580.0, 385.0)","(13.0, 19.0, 18.8125)","(6.0, 7.4, 7.326041666666667)","(18.0, 24.0, 23.684210526315788)","(41.0, 95.0, 92.36842105263159)","(41.0, 50.0, 49.84615384615385)","(4.6, 5.2, 5.1737373737373735)","(101.0, 210.0, 193.33333333333334)"
08-01-2023 14:02:47.526984,"(1.65, 1.9, 1.890578512396694)","(101.0, 530.0, 383.3333333333333)","(101.0, 300.0, 292.5)","(101.0, 580.0, 385.0)","(13.0, 19.0, 18.8125)","(6.0, 7.4, 7.326041666666667)","(18.0, 24.0, 23.684210526315788)","(41.0, 95.0, 91.875)","(41.0, 50.0, 49.833333333333336)","(4.6, 5.2, 5.147227533460803)","(101.0, 220.0, 197.14285714285714)"
08-01-2023 14:02:48.770816,"(1.65, 1.9, 1.8906944444444445)","(101.0, 530.0, 383.3333333333333)","(101.0, 300.0, 292.0)","(101.0, 580.0, 385.0)","(13.0, 19.0, 18.8125)","(6.0, 7.4, 7.326041666666667)","(18.0, 24.0, 23.488372093023255)","(41.0, 95.0, 91.875)","(41.0, 50.0, 49.833333333333336)","(4.6, 5.2, 5.147227533460803)","(101.0, 210.0, 191.42857142857142)"
08-01-2023 14:02:50.031472,"(1.65, 1.9, 1.8906944444444445)","(101.0, 530.0, 383.3333333333333)","(101.0, 300.0, 292.0)","(101.0, 580.0, 385.0)","(13.0, 19.0, 19.08823529411765)","(6.0, 7.4, 7.326041666666667)","(18.0, 24.0, 23.454545454545453)","(41.0, 95.0, 91.875)","(41.0, 50.0, 49.833333333333336)","(4.6, 5.2, 5.151138716356107)","(101.0, 220.0, 191.42857142857142)"
08-01-2023 14:02:51.229866,"(1.65, 1.9, 1.890049504950495)","(101.0, 530.0, 415.0)","(101.0, 300.0, 292.0)","(101.0, 580.0, 385.0)","(13.0, 19.5, 19.08823529411765)","(6.0, 7.4, 7.321978021978023)","(18.0, 24.0, 23.454545454545453)","(41.0, 95.0, 91.875)","(41.0, 50.0, 53.25)","(4.6, 5.2, 5.237222222222222)","(101.0, 220.0, 197.14285714285714)"
08-01-2023 14:02:52.395287,"(1.65, 1.9, 1.886862745098039)","(101.0, 560.0, 473.33333333333337)","(101.0, 300.0, 292.0)","(101.0, 580.0, 385.0)","(13.0, 19.5, 19.041666666666668)","(6.0, 7.4, 7.2886075949367095)","(17.0, 24.0, 23.454545454545453)","(41.0, 95.0, 88.42105263157895)","(41.0, 55.0, 53.25)","(4.6, 5.3, 5.174153846153846)","(101.0, 210.0, 191.42857142857142)"
08-01-2023 14:02:53.557430,"(1.65, 1.89, 1.888090909090909)","(101.0, 550.0, 425.0)","(101.0, 300.0, 292.0)","(101.0, 580.0, 385.0)","(13.0, 19.5, 19.041666666666668)","(6.0, 7.4, 7.293333333333334)","(17.0, 24.0, 23.454545454545453)","(41.0, 95.0, 88.42105263157895)","(41.0, 55.0, 53.333333333333336)","(4.6, 5.2, 5.177491961414791)","(101.0, 220.0, 197.14285714285714)"
08-01-2023 14:02:54.698183,"(1.65, 1.9, 1.8893931398416886)","(101.0, 550.0, 425.0)","(101.0, 300.0, 292.0)","(101.0, 580.0, 385.0)","(13.0, 19.5, 19.041666666666668)","(6.0, 7.4, 7.2886075949367095)","(17.0, 24.0, 23.361702127659573)","(41.0, 95.0, 84.73684210526315)","(41.0, 55.0, 53.666666666666664)","(4.6, 5.2, 5.199586776859504)","(101.0, 210.0, 191.42857142857142)"
08-01-2023 14:02:55.850764,"(1.65, 1.9, 1.891848906560636)","(101.0, 550.0, 425.0)","(101.0, 300.0, 292.0)","(101.0, 580.0, 385.0)","(13.0, 19.5, 19.041666666666668)","(6.0, 7.4, 7.2886075949367095)","(17.0, 24.0, 23.361702127659573)","(41.0, 90.0, 84.73684210526315)","(41.0, 55.0, 53.666666666666664)","(4.6, 5.2, 5.225194805194805)","(101.0, 220.0, 197.14285714285714)"
08-01-2023 14:02:57.144115,"(1.65, 1.9, 1.8939639639639638)","(101.0, 550.0, 425.0)","(101.0, 300.0, 292.0)","(101.0, 580.0, 403.3333333333333)","(13.0, 19.5, 19.041666666666668)","(6.0, 7.4, 7.2886075949367095)","(17.0, 24.0, 23.361702127659573)","(41.0, 90.0, 84.73684210526315)","(41.0, 55.0, 53.666666666666664)","(4.6, 5.3, 5.225194805194805)","(101.0, 210.0, 197.14285714285714)"
08-01-2023 14:02:58.355724,"(1.65, 1.9, 1.8944166666666666)","(101.0, 550.0, 425.0)","(101.0, 300.0, 292.0)","(101.0, 570.0, 403.3333333333333)","(13.0, 19.5, 19.041666666666668)","(6.0, 7.4, 7.2886075949367095)","(17.0, 24.0, 23.454545454545453)","(41.0, 90.0, 84.73684210526315)","(41.0, 55.0, 54.411764705882355)","(4.6, 5.3, 5.0884393063583815)","(101.0, 210.0, 191.42857142857142)"
08-01-2023 14:02:59.602361,"(1.65, 1.91, 1.901567944250871)","(101.0, 550.0, 425.0)","(101.0, 300.0, 292.0)","(101.0, 610.0, 390.0)","(13.0, 19.5, 19.041666666666668)","(6.0, 7.4, 7.2886075949367095)","(17.0, 24.0, 23.454545454545453)","(41.0, 90.0, 84.73684210526315)","(41.0, 55.0, 54.411764705882355)","(4.6, 5.1, 5.062394957983193)","(101.0, 220.0, 197.14285714285714)"
08-01-2023 14:03:00.828826,"(1.65, 1.91, 1.901567944250871)","(101.0, 550.0, 390.0)","(101.0, 300.0, 292.0)","(101.0, 600.0, 413.3333333333333)","(13.0, 19.5, 19.041666666666668)","(6.0, 7.4, 7.2886075949367095)","(17.0, 24.0, 23.41176470588235)","(41.0, 90.0, 84.0)","(41.0, 55.0, 54.411764705882355)","(4.6, 5.1, 5.055081300813008)","(101.0, 210.0, 191.42857142857142)"
08-01-2023 14:03:02.061407,"(1.65, 1.91, 1.904731543624161)","(101.0, 550.0, 390.0)","(101.0, 300.0, 292.0)","(101.0, 590.0, 410.0)","(13.0, 19.5, 19.041666666666668)","(6.0, 7.4, 7.2886075949367095)","(17.0, 24.0, 23.41176470588235)","(41.0, 85.0, 84.0)","(41.0, 55.0, 54.411764705882355)","(4.6, 5.1, 5.055081300813008)","(101.0, 220.0, 197.14285714285714)"
08-01-2023 14:03:03.206540,"(1.65, 1.91, 1.9071153846153845)","(101.0, 550.0, 390.0)","(101.0, 300.0, 292.0)","(101.0, 620.0, 420.0)","(13.0, 19.5, 19.041666666666668)","(6.0, 7.4, 7.2886075949367095)","(17.0, 24.0, 23.285714285714285)","(41.0, 85.0, 80.0)","(41.0, 55.0, 54.375)","(4.6, 5.1, 5.055081300813008)","(101.0, 210.0, 197.14285714285714)"
08-01-2023 14:03:04.422997,"(1.65, 1.91, 1.9064660194174756)","(101.0, 550.0, 390.0)","(101.0, 300.0, 292.0)","(101.0, 620.0, 420.0)","(13.0, 19.5, 19.11111111111111)","(6.0, 7.4, 7.315789473684211)","(17.0, 24.0, 23.285714285714285)","(41.0, 80.0, 78.125)","(41.0, 55.0, 54.375)","(4.6, 5.1, 5.052267818574514)","(101.0, 210.0, 191.42857142857142)"
08-01-2023 14:03:05.621213,"(1.65, 1.91, 1.9064660194174756)","(101.0, 550.0, 390.0)","(101.0, 300.0, 292.0)","(101.0, 620.0, 420.0)","(13.0, 19.5, 19.11111111111111)","(6.0, 7.4, 7.315789473684211)","(17.0, 24.0, 23.285714285714285)","(41.0, 80.0, 79.75)","(41.0, 55.0, 54.130434782608695)","(4.6, 5.1, 5.052267818574514)","(101.0, 220.0, 197.14285714285714)"
08-01-2023 14:03:06.980590,"(1.65, 1.91, 1.9064660194174756)","(101.0, 550.0, 420.0)","(101.0, 300.0, 292.0)","(101.0, 620.0, 420.0)","(14.0, 19.5, 19.11111111111111)","(6.0, 7.4, 7.315789473684211)","(17.0, 24.0, 23.285714285714285)","(41.0, 85.0, 78.125)","(41.0, 55.0, 54.130434782608695)","(4.6, 5.1, 5.052267818574514)","(101.0, 210.0, 197.14285714285714)"
08-01-2023 14:03:08.240115,"(1.65, 1.91, 1.9064660194174756)","(101.0, 540.0, 420.0)","(101.0, 300.0, 292.0)","(101.0, 620.0, 420.0)","(14.0, 19.5, 19.11111111111111)","(6.0, 7.4, 7.315789473684211)","(17.0, 24.0, 23.285714285714285)","(41.0, 80.0, 79.75)","(41.0, 55.0, 54.130434782608695)","(4.6, 5.1, 5.052267818574514)","(101.0, 210.0, 197.14285714285714)"
08-01-2023 14:03:09.429760,"(1.65, 1.92, 1.9156153846153845)","(101.0, 540.0, 420.0)","(101.0, 300.0, 292.0)","(101.0, 620.0, 420.0)","(14.0, 19.5, 19.11111111111111)","(6.0, 7.4, 7.238532110091743)","(17.0, 24.0, 23.285714285714285)","(41.0, 85.0, 78.125)","(41.0, 55.0, 53.666666666666664)","(4.6, 5.1, 5.122972972972973)","(101.0, 210.0, 197.14285714285714)"
08-01-2023 14:03:10.689419,"(1.65, 1.92, 1.917458100558659)","(101.0, 530.0, 415.0)","(101.0, 300.0, 292.0)","(101.0, 620.0, 420.0)","(14.0, 19.5, 19.076923076923077)","(6.0, 7.4, 7.144736842105264)","(17.0, 24.0, 22.763636363636362)","(41.0, 80.0, 76.19047619047619)","(41.0, 55.0, 53.0)","(4.6, 5.2, 5.122972972972973)","(101.0, 210.0, 189.23076923076923)"
08-01-2023 14:03:11.901969,"(1.65, 1.93, 1.9210454545454545)","(101.0, 530.0, 415.0)","(101.0, 300.0, 292.0)","(101.0, 620.0, 445.0)","(14.0, 19.5, 18.88888888888889)","(6.0, 7.2, 7.144736842105264)","(17.0, 24.0, 22.763636363636362)","(41.0, 80.0, 77.22222222222223)","(41.0, 55.0, 53.46153846153846)","(4.6, 5.2, 5.122972972972973)","(101.0, 220.0, 195.0)"
08-01-2023 14:03:13.239623,"(1.65, 1.93, 1.921435294117647)","(101.0, 530.0, 415.0)","(101.0, 300.0, 292.0)","(101.0, 570.0, 400.0)","(14.0, 19.0, 18.82758620689655)","(6.0, 7.2, 7.144736842105264)","(17.0, 24.0, 22.763636363636362)","(41.0, 80.0, 77.22222222222223)","(41.0, 55.0, 52.142857142857146)","(4.6, 5.2, 5.14485294117647)","(101.0, 210.0, 195.0)"
08-01-2023 14:03:14.477027,"(1.65, 1.93, 1.9213333333333333)","(101.0, 530.0, 415.0)","(101.0, 300.0, 292.0)","(101.0, 560.0, 360.0)","(14.0, 19.0, 18.82758620689655)","(6.0, 7.2, 7.128671328671329)","(17.0, 24.0, 22.763636363636362)","(41.0, 80.0, 77.22222222222223)","(41.0, 55.0, 52.142857142857146)","(4.6, 5.2, 5.152586206896552)","(101.0, 210.0, 195.0)"
08-01-2023 14:03:15.667131,"(1.65, 1.92, 1.9183216783216783)","(101.0, 530.0, 415.0)","(101.0, 300.0, 292.0)","(101.0, 560.0, 396.6666666666667)","(14.0, 19.0, 18.82758620689655)","(6.0, 7.2, 7.128671328671329)","(17.0, 24.0, 22.763636363636362)","(41.0, 80.0, 76.84210526315789)","(41.0, 55.0, 52.142857142857146)","(4.6, 5.2, 5.164401294498382)","(101.0, 210.0, 195.0)"
08-01-2023 14:03:16.828288,"(1.65, 1.92, 1.9179661016949152)","(101.0, 530.0, 415.0)","(101.0, 300.0, 292.0)","(101.0, 550.0, 396.6666666666667)","(14.0, 19.0, 18.82758620689655)","(6.0, 7.2, 7.128671328671329)","(17.0, 24.0, 22.763636363636362)","(41.0, 80.0, 76.19047619047619)","(41.0, 55.0, 52.142857142857146)","(4.6, 5.2, 5.164401294498382)","(101.0, 210.0, 195.0)"
08-01-2023 14:03:18.029390,"(1.65, 1.92, 1.9179661016949152)","(101.0, 530.0, 415.0)","(101.0, 300.0, 292.0)","(101.0, 570.0, 382.5)","(14.0, 19.0, 18.833333333333332)","(6.0, 7.2, 7.142635658914728)","(17.0, 24.0, 22.763636363636362)","(41.0, 80.0, 76.19047619047619)","(41.0, 55.0, 52.142857142857146)","(4.6, 5.2, 5.164401294498382)","(101.0, 210.0, 195.0)"
08-01-2023 14:03:19.229842,"(1.65, 1.92, 1.9179661016949152)","(101.0, 530.0, 365.7142857142857)","(101.0, 300.0, 292.0)","(101.0, 560.0, 400.0)","(14.0, 19.0, 18.833333333333332)","(6.0, 7.2, 7.142635658914728)","(17.0, 24.0, 22.763636363636362)","(41.0, 80.0, 76.19047619047619)","(41.0, 55.0, 52.142857142857146)","(4.6, 5.2, 5.1149572649572645)","(101.0, 210.0, 195.0)"
08-01-2023 14:03:20.389954,"(1.65, 1.93, 1.9224503311258276)","(101.0, 520.0, 410.0)","(101.0, 300.0, 292.0)","(101.0, 560.0, 400.0)","(14.0, 19.0, 18.757575757575758)","(6.0, 7.2, 7.102793296089385)","(17.0, 24.0, 22.763636363636362)","(41.0, 80.0, 76.19047619047619)","(41.0, 55.0, 52.142857142857146)","(4.6, 5.2, 5.26079295154185)","(101.0, 210.0, 195.0)"
08-01-2023 14:03:21.657995,"(1.65, 1.92, 1.9177685950413221)","(101.0, 520.0, 410.0)","(101.0, 300.0, 292.0)","(101.0, 550.0, 396.6666666666667)","(14.0, 19.0, 18.666666666666668)","(6.0, 7.2, 7.087209302325581)","(17.0, 24.0, 22.64)","(41.0, 80.0, 76.19047619047619)","(41.0, 55.0, 52.142857142857146)","(4.6, 5.3, 5.263888888888889)","(101.0, 210.0, 195.0)"
08-01-2023 14:03:22.903710,"(1.65, 1.92, 1.91720207253886)","(101.0, 560.0, 404.0)","(101.0, 300.0, 292.0)","(101.0, 550.0, 396.6666666666667)","(14.0, 19.0, 18.666666666666668)","(6.0, 7.2, 7.087209302325581)","(17.0, 24.0, 22.64)","(41.0, 80.0, 76.19047619047619)","(41.0, 55.0, 49.4)","(4.6, 5.3, 5.226066350710901)","(101.0, 210.0, 195.0)"
08-01-2023 14:03:24.086217,"(1.65, 1.92, 1.91720207253886)","(101.0, 550.0, 425.0)","(101.0, 300.0, 292.0)","(101.0, 560.0, 400.0)","(14.0, 19.0, 18.666666666666668)","(6.0, 7.2, 7.087209302325581)","(17.0, 24.0, 22.64)","(41.0, 80.0, 76.19047619047619)","(41.0, 55.0, 49.4)","(4.6, 5.3, 5.151351351351352)","(101.0, 210.0, 195.0)"
