,Jets Art,Jo Rocks,Alanza,Elli Joh,Heavenly Brigade Nz,Norms Lady,Blissfull Mind,Tic Tact,Aussiepride,Power Up Nz
11-01-2023 19:20:44.239638,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.34)","(3.2, 3.95, 3.7833333333333337)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.2, 7.199999999999999)","(91.0, 130.0, 120.0)","(71.0, 170.0, 145.71428571428572)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:20:45.478188,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.34)","(3.2, 3.95, 3.7833333333333337)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.2, 7.199999999999999)","(91.0, 130.0, 120.0)","(71.0, 170.0, 145.71428571428572)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:20:46.733509,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.34)","(3.2, 3.95, 3.7833333333333337)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.2, 7.199999999999999)","(91.0, 130.0, 111.66666666666667)","(71.0, 170.0, 145.71428571428572)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:20:48.041410,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.34)","(3.2, 3.95, 3.7833333333333337)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.2, 7.199999999999999)","(91.0, 120.0, 111.66666666666667)","(71.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:20:49.487817,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.34)","(3.2, 3.95, 3.7833333333333337)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.2, 7.199999999999999)","(91.0, 120.0, 111.66666666666667)","(71.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:20:50.972222,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.34)","(3.2, 3.95, 3.7833333333333337)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.2, 7.199999999999999)","(91.0, 120.0, 111.66666666666667)","(71.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:20:52.392383,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.34)","(3.2, 3.95, 3.7833333333333337)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.2, 7.199999999999999)","(91.0, 120.0, 111.66666666666667)","(71.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:20:53.747544,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.972727272727273)","(3.2, 3.95, 3.7833333333333337)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.2, 7.199999999999999)","(91.0, 120.0, 111.66666666666667)","(71.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:20:55.094189,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.972727272727273)","(3.2, 3.95, 3.7833333333333337)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.2, 7.199999999999999)","(91.0, 120.0, 111.66666666666667)","(71.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:20:56.464176,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.972727272727273)","(3.2, 3.95, 3.7833333333333337)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.2, 7.199999999999999)","(91.0, 120.0, 111.66666666666667)","(71.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:20:57.850994,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.972727272727273)","(3.2, 3.95, 3.7833333333333337)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.2, 7.199999999999999)","(91.0, 120.0, 111.66666666666667)","(71.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:20:59.187030,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.972727272727273)","(3.2, 3.95, 3.7833333333333337)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.2, 7.199999999999999)","(91.0, 120.0, 111.66666666666667)","(71.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:21:00.495181,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.972727272727273)","(3.2, 3.95, 3.7833333333333337)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.2, 7.628571428571428)","(91.0, 120.0, 111.66666666666667)","(71.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:21:01.748679,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.972727272727273)","(3.2, 3.95, 3.7833333333333337)","(51.0, 140.0, 117.27272727272727)","(5.5, 99999, 99990)","(5.0, 8.2, 7.628571428571428)","(91.0, 120.0, 98.57142857142857)","(71.0, 170.0, 144.28571428571428)","(26.0, 38.0, 29.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:03.020396,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.972727272727273)","(3.2, 3.95, 3.7833333333333337)","(51.0, 130.0, 117.27272727272727)","(5.5, 99999, 99990)","(5.0, 8.2, 7.628571428571428)","(91.0, 110.0, 98.57142857142857)","(71.0, 170.0, 144.28571428571428)","(26.0, 36.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:04.358466,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.972727272727273)","(3.2, 3.95, 3.7833333333333337)","(51.0, 130.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.628571428571428)","(91.0, 110.0, 98.57142857142857)","(71.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:05.709340,"(5.5, 8.6, 7.8)","(7.5, 12.5, 11.972727272727273)","(3.2, 3.95, 3.7833333333333337)","(51.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.628571428571428)","(91.0, 110.0, 98.57142857142857)","(71.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:07.015580,"(5.0, 8.6, 7.8)","(7.5, 12.5, 11.972727272727273)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:08.389995,"(5.0, 8.6, 7.8)","(7.5, 12.5, 11.972727272727273)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:09.715323,"(5.0, 8.6, 7.8)","(7.5, 12.5, 11.972727272727273)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:11.047856,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.533333333333333)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:12.358131,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.533333333333333)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:13.709187,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.533333333333333)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:15.060580,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.533333333333333)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.4)","(4.4, 99999, 99990)"
11-01-2023 19:21:16.481564,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.253846153846155)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 28.4)","(4.4, 99999, 99990)"
11-01-2023 19:21:17.874385,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.253846153846155)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:21:19.274883,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:21:20.703344,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:21:22.090248,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:21:23.468165,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:21:24.751745,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 29.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:26.059166,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 36.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:27.345731,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:28.642685,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.3)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:29.975275,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:31.326915,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:32.767156,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:34.156214,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:35.536032,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:36.916318,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:21:38.343123,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 28.4)","(4.4, 99999, 99990)"
11-01-2023 19:21:39.718561,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:21:41.049253,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:21:42.335613,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.428571428571429)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:21:43.675300,"(5.0, 8.6, 7.6)","(7.5, 12.5, 12.0)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:21:45.039301,"(5.0, 8.6, 7.6)","(7.5, 12.5, 12.0)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:21:46.402710,"(5.0, 8.6, 7.6)","(7.5, 12.5, 12.0)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:21:47.791059,"(5.0, 8.6, 7.6)","(7.5, 12.5, 12.0)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 29.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:49.106282,"(5.0, 8.6, 7.6)","(7.5, 12.5, 12.0)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 36.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:50.371875,"(5.0, 8.6, 7.6)","(7.5, 12.5, 12.0)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:51.587212,"(5.0, 8.6, 7.6)","(7.5, 12.5, 11.666666666666666)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:52.812202,"(5.5, 8.6, 7.6)","(7.5, 12.5, 11.666666666666666)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:54.018355,"(5.5, 8.6, 7.6)","(7.5, 12.5, 11.666666666666666)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:55.239926,"(5.5, 8.6, 7.6)","(7.5, 12.5, 11.666666666666666)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:56.670286,"(5.5, 8.6, 7.6)","(7.5, 12.5, 11.666666666666666)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:58.169729,"(5.5, 8.6, 7.6)","(7.5, 12.5, 11.666666666666666)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:21:59.833010,"(5.5, 8.6, 7.6)","(7.5, 12.5, 11.666666666666666)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:22:01.414569,"(5.5, 8.6, 7.6)","(7.5, 12.5, 11.666666666666666)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 28.4)","(4.4, 99999, 99990)"
11-01-2023 19:22:02.905188,"(5.5, 8.6, 7.6)","(7.5, 12.5, 11.666666666666666)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:22:04.141159,"(5.5, 8.6, 7.6)","(7.5, 12.5, 11.666666666666666)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:22:05.558068,"(5.5, 8.6, 7.6)","(7.5, 12.5, 11.666666666666666)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:22:07.030299,"(5.5, 8.6, 7.6)","(7.5, 12.5, 11.666666666666666)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 98.57142857142857)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:22:08.380765,"(5.5, 8.6, 7.6)","(7.5, 12.5, 10.785714285714286)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 110.0, 78.33333333333333)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:22:09.774335,"(5.5, 8.6, 7.6)","(7.5, 12.5, 10.625)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 80.0, 78.33333333333333)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 32.666666666666664)","(4.4, 99999, 99990)"
11-01-2023 19:22:11.089960,"(5.5, 8.6, 7.6)","(7.5, 11.5, 10.625)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 80.0, 78.33333333333333)","(81.0, 170.0, 144.28571428571428)","(26.0, 38.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:22:12.395836,"(5.5, 8.6, 7.6)","(7.5, 12.5, 11.0)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 80.0, 76.66666666666667)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:22:13.932046,"(5.5, 8.6, 7.6)","(7.5, 12.5, 11.333333333333334)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 80.0, 76.66666666666667)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:22:15.292308,"(5.5, 8.6, 7.6)","(7.5, 12.5, 11.333333333333334)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 80.0, 76.66666666666667)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:22:16.782950,"(5.5, 8.6, 7.6)","(7.5, 12.5, 11.333333333333334)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 80.0, 76.66666666666667)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
11-01-2023 19:22:18.363390,"(5.5, 8.6, 7.6)","(7.5, 12.5, 11.333333333333334)","(3.2, 3.95, 3.7833333333333337)","(61.0, 120.0, 109.0909090909091)","(5.5, 99999, 99990)","(5.0, 8.2, 7.507692307692308)","(91.0, 80.0, 76.66666666666667)","(81.0, 170.0, 144.28571428571428)","(26.0, 34.0, 28.0)","(4.4, 99999, 99990)"
