,Jets Art,Jo Rocks,Alanza,Elli Joh,Heavenly Brigade Nz,Norms Lady,Blissfull Mind,Tic Tact,Aussiepride,Power Up Nz
11-01-2023 19:18:21.156962,"(5.5, 8.4, 7.2)","(8.0, 11.5, 10.2)","(3.2, 3.9, 3.5)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.4, 6.96)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:22.592663,"(5.5, 8.4, 7.2)","(8.0, 11.5, 10.2)","(3.2, 3.9, 3.5)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.4, 6.96)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:24.147614,"(5.5, 8.4, 7.2)","(8.0, 11.5, 10.2)","(3.2, 3.9, 3.5)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.4, 6.96)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:25.490303,"(5.5, 8.4, 7.2)","(8.0, 11.5, 10.2)","(3.2, 3.9, 3.5)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.4, 7.466666666666666)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:26.919949,"(5.5, 8.4, 7.2)","(8.0, 11.5, 10.2)","(3.2, 3.9, 3.5999999999999996)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.2, 7.0)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:28.433802,"(5.5, 8.4, 7.2)","(8.0, 11.5, 10.2)","(3.2, 3.9, 3.5999999999999996)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.0)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:29.860259,"(5.5, 8.4, 7.2)","(8.0, 11.5, 10.2)","(3.2, 3.9, 3.5999999999999996)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.0)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:31.284079,"(5.5, 8.4, 7.2)","(8.0, 11.5, 10.2)","(3.2, 3.9, 3.5999999999999996)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.0)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:32.674131,"(5.5, 8.4, 7.2)","(8.0, 11.5, 10.2)","(3.2, 3.9, 3.5999999999999996)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.0)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:34.104746,"(5.5, 8.4, 7.2)","(8.0, 11.5, 10.2)","(3.2, 3.9, 3.5999999999999996)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.0)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:35.430025,"(5.5, 8.4, 7.2)","(8.0, 11.5, 10.2)","(3.2, 3.9, 3.5999999999999996)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.0)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:36.782583,"(5.5, 8.4, 7.2)","(8.0, 11.5, 10.2)","(3.2, 3.9, 3.5999999999999996)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.0)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:38.146129,"(5.5, 8.4, 7.2)","(8.0, 11.5, 9.55)","(3.2, 3.9, 3.5999999999999996)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:39.386074,"(5.5, 8.4, 7.2)","(8.0, 11.5, 10.15)","(3.2, 3.9, 3.5999999999999996)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:40.643447,"(5.5, 8.4, 7.2)","(8.0, 11.5, 10.15)","(3.2, 3.9, 3.5999999999999996)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:41.911135,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.5999999999999996)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:43.189707,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.5999999999999996)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:44.445433,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.5999999999999996)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:45.744892,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.6999999999999997)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:46.997816,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.6999999999999997)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:48.230737,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.6999999999999997)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:49.494851,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.6999999999999997)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:50.743749,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.6999999999999997)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:52.040467,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.6999999999999997)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:53.375599,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.6999999999999997)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.36363636363637)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:54.661969,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.6999999999999997)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:55.905742,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.6999999999999997)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:57.225534,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.6999999999999997)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:58.535017,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.6999999999999997)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:18:59.851871,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.716666666666667)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 142.5)","(71.0, 190.0, 166.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:01.151894,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.742857142857143)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 133.33333333333331)","(71.0, 190.0, 166.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:02.513001,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.742857142857143)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 133.33333333333331)","(71.0, 190.0, 166.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:03.835528,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.742857142857143)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 135.0)","(71.0, 190.0, 166.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:05.125364,"(5.5, 8.4, 7.2)","(7.5, 11.5, 10.15)","(3.2, 3.9, 3.7333333333333334)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 135.0)","(71.0, 190.0, 166.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:06.393553,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.142857142857142)","(3.2, 3.9, 3.8)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 135.0)","(71.0, 190.0, 168.1818181818182)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:07.644586,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.142857142857142)","(3.2, 3.9, 3.8)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 135.0)","(71.0, 190.0, 168.1818181818182)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:08.839006,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.142857142857142)","(3.2, 3.9, 3.8)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 135.0)","(71.0, 190.0, 168.1818181818182)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:10.057446,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(81.0, 170.0, 135.0)","(71.0, 190.0, 168.1818181818182)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:11.240576,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(81.0, 170.0, 135.0)","(71.0, 190.0, 168.1818181818182)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:12.399696,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(81.0, 170.0, 135.0)","(71.0, 190.0, 168.1818181818182)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:13.982914,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(81.0, 170.0, 135.0)","(71.0, 190.0, 168.1818181818182)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:15.216278,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(81.0, 170.0, 135.0)","(71.0, 190.0, 168.1818181818182)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:16.484854,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(81.0, 170.0, 135.0)","(71.0, 190.0, 168.1818181818182)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:17.863811,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(81.0, 170.0, 135.0)","(71.0, 190.0, 168.1818181818182)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:19.054518,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(81.0, 170.0, 135.0)","(71.0, 190.0, 146.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:20.453196,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(81.0, 170.0, 135.0)","(71.0, 190.0, 146.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:21.779221,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(81.0, 170.0, 135.0)","(71.0, 190.0, 146.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:23.098129,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8166666666666664)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(81.0, 170.0, 135.0)","(71.0, 190.0, 146.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:24.342171,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8166666666666664)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(81.0, 170.0, 135.0)","(71.0, 190.0, 146.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:25.549309,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8166666666666664)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(81.0, 170.0, 135.0)","(71.0, 190.0, 146.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:26.757602,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8166666666666664)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(81.0, 170.0, 135.0)","(71.0, 190.0, 146.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:27.997821,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8166666666666664)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(91.0, 170.0, 135.0)","(71.0, 190.0, 146.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:29.107123,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8285714285714283)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(91.0, 170.0, 135.0)","(71.0, 190.0, 146.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:30.280780,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8285714285714283)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(91.0, 170.0, 135.0)","(71.0, 190.0, 146.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:31.593878,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8285714285714283)","(51.0, 180.0, 137.14285714285714)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(91.0, 170.0, 135.0)","(71.0, 190.0, 146.0)","(26.0, 38.0, 26.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:32.886314,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.9, 3.8125)","(51.0, 180.0, 159.0)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(91.0, 170.0, 133.0)","(71.0, 190.0, 155.0)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:34.431999,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.95, 3.8125)","(51.0, 170.0, 159.0)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(91.0, 150.0, 133.0)","(71.0, 180.0, 155.0)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:35.781901,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.04)","(3.2, 3.95, 3.8125)","(51.0, 170.0, 141.8181818181818)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(91.0, 150.0, 133.0)","(71.0, 180.0, 134.0)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:37.172313,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.323076923076924)","(3.2, 3.95, 3.8125)","(51.0, 160.0, 141.8181818181818)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(91.0, 150.0, 133.0)","(71.0, 170.0, 134.0)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:38.621442,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.323076923076924)","(3.2, 3.95, 3.8125)","(51.0, 160.0, 141.8181818181818)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(91.0, 150.0, 133.0)","(71.0, 170.0, 134.0)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:39.957845,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.323076923076924)","(3.2, 3.95, 3.8125)","(51.0, 160.0, 141.8181818181818)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(91.0, 150.0, 133.0)","(71.0, 170.0, 134.0)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:41.322734,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.08)","(3.2, 3.95, 3.6166666666666667)","(51.0, 150.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(91.0, 150.0, 133.0)","(71.0, 170.0, 134.0)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:42.619684,"(5.5, 8.4, 7.2)","(7.5, 11.5, 11.08)","(3.2, 3.95, 3.6166666666666667)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.0, 7.5)","(91.0, 150.0, 133.0)","(71.0, 170.0, 134.0)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:43.936722,"(5.5, 8.4, 7.2)","(7.5, 11.5, 12.2)","(3.2, 3.95, 3.7666666666666666)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(91.0, 150.0, 121.66666666666666)","(71.0, 170.0, 145.71428571428572)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:45.205857,"(5.5, 8.4, 7.2)","(7.5, 13.5, 12.2)","(3.2, 3.95, 3.7666666666666666)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(91.0, 150.0, 121.66666666666666)","(71.0, 170.0, 145.71428571428572)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:46.613687,"(5.5, 8.4, 7.2)","(7.5, 13.5, 12.2)","(3.2, 3.95, 3.7666666666666666)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(91.0, 150.0, 121.66666666666666)","(71.0, 170.0, 145.71428571428572)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:47.980718,"(5.5, 8.4, 7.5)","(7.5, 13.5, 12.2)","(3.2, 3.95, 3.7666666666666666)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(91.0, 150.0, 121.66666666666666)","(71.0, 170.0, 145.71428571428572)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:49.375601,"(5.5, 8.8, 7.7)","(7.5, 13.5, 12.2)","(3.2, 3.95, 3.7666666666666666)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(91.0, 150.0, 121.66666666666666)","(71.0, 170.0, 153.0)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:50.745304,"(5.5, 8.6, 7.266666666666667)","(7.5, 13.5, 12.2)","(3.2, 3.95, 3.7666666666666666)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(91.0, 150.0, 121.66666666666666)","(71.0, 170.0, 153.0)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:52.053015,"(5.5, 8.6, 7.266666666666667)","(7.5, 13.0, 11.866666666666667)","(3.2, 3.95, 3.7666666666666666)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(91.0, 150.0, 121.66666666666666)","(71.0, 170.0, 136.0)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:53.299966,"(5.5, 8.6, 7.266666666666667)","(7.5, 12.5, 11.533333333333333)","(3.2, 3.95, 3.7666666666666666)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(91.0, 150.0, 121.66666666666666)","(71.0, 170.0, 136.0)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:54.534932,"(5.5, 8.6, 7.266666666666667)","(7.5, 12.5, 11.533333333333333)","(3.2, 3.95, 3.7666666666666666)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(91.0, 150.0, 121.66666666666666)","(71.0, 170.0, 132.0)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:55.810676,"(5.5, 8.6, 7.266666666666667)","(7.5, 12.5, 10.95)","(3.2, 3.95, 3.7666666666666666)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(91.0, 150.0, 121.66666666666666)","(71.0, 170.0, 132.0)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
11-01-2023 19:19:57.080012,"(5.5, 8.6, 7.266666666666667)","(7.5, 12.5, 10.95)","(3.2, 3.95, 3.7666666666666666)","(51.0, 140.0, 125.45454545454545)","(5.5, 99999, 99990)","(5.0, 8.0, 7.428571428571429)","(91.0, 150.0, 121.66666666666666)","(71.0, 170.0, 132.0)","(26.0, 38.0, 30.0)","(4.4, 99999, 99990)"
