,Toongabbie Mae,Nelly Intention,Lika Light,St Maarten,Toms Express,Belle Intention,Leapling,Trendy Touchdown
08-01-2023 19:24:28.476414,"(1.9, 2.94, 2.8833333333333333)","(2.5, 3.1, 2.91)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 8.983333333333333)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(20.0, 55.0, 39.09090909090909)"
08-01-2023 19:24:29.573204,"(1.9, 2.94, 2.8833333333333333)","(2.5, 3.1, 2.91)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 8.983333333333333)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(20.0, 55.0, 39.09090909090909)"
08-01-2023 19:24:30.695293,"(1.9, 2.94, 2.8833333333333333)","(2.5, 3.1, 2.91)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 8.983333333333333)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(20.0, 55.0, 39.09090909090909)"
08-01-2023 19:24:31.746649,"(1.9, 2.94, 2.8833333333333333)","(2.5, 3.1, 2.7675)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 8.399999999999999)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(20.0, 55.0, 39.09090909090909)"
08-01-2023 19:24:32.843822,"(1.9, 2.94, 2.8833333333333333)","(2.5, 3.0, 2.8600000000000003)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 8.399999999999999)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(20.0, 55.0, 39.09090909090909)"
08-01-2023 19:24:33.937484,"(1.9, 2.94, 2.8833333333333333)","(2.5, 3.0, 2.8600000000000003)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 8.399999999999999)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(20.0, 55.0, 39.09090909090909)"
08-01-2023 19:24:34.973398,"(1.9, 2.94, 2.8833333333333333)","(2.5, 3.0, 2.8600000000000003)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 8.399999999999999)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(20.0, 55.0, 39.09090909090909)"
08-01-2023 19:24:35.997723,"(1.9, 2.94, 2.8833333333333333)","(2.5, 3.0, 2.8600000000000003)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 8.399999999999999)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(20.0, 55.0, 39.09090909090909)"
08-01-2023 19:24:37.028599,"(1.9, 2.94, 2.8833333333333333)","(2.5, 3.0, 2.8600000000000003)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 8.399999999999999)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(20.0, 55.0, 39.09090909090909)"
08-01-2023 19:24:38.088201,"(1.9, 2.94, 2.8833333333333333)","(2.5, 3.0, 2.8600000000000003)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 8.399999999999999)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(20.0, 55.0, 39.09090909090909)"
08-01-2023 19:24:39.319241,"(1.9, 2.94, 2.8833333333333333)","(2.5, 3.0, 2.741538461538462)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 8.399999999999999)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(20.0, 55.0, 39.09090909090909)"
08-01-2023 19:24:40.467515,"(1.9, 2.94, 2.8833333333333333)","(2.5, 3.0, 2.741538461538462)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 8.399999999999999)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(20.0, 55.0, 39.09090909090909)"
08-01-2023 19:24:41.557502,"(1.9, 2.94, 2.8833333333333333)","(2.5, 3.0, 2.741538461538462)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 9.028571428571428)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(20.0, 55.0, 39.09090909090909)"
08-01-2023 19:24:42.622738,"(1.9, 2.96, 2.694736842105263)","(2.5, 3.0, 2.741538461538462)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 8.899999999999999)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(20.0, 55.0, 39.09090909090909)"
08-01-2023 19:24:43.676509,"(1.9, 2.94, 2.86)","(2.5, 3.0, 2.741538461538462)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 8.7)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(21.0, 55.0, 38.26086956521739)"
08-01-2023 19:24:44.867676,"(1.9, 2.94, 2.86)","(2.5, 3.0, 2.741538461538462)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 8.7)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(21.0, 55.0, 41.17647058823529)"
08-01-2023 19:24:45.998105,"(1.9, 2.94, 2.86)","(2.5, 3.0, 2.741538461538462)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 9.057142857142857)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(21.0, 50.0, 41.0)"
08-01-2023 19:24:47.172822,"(1.9, 2.94, 2.86)","(2.5, 3.0, 2.741538461538462)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 9.057142857142857)","(51.0, 540.0, 443.0)","(20.0, 65.0, 47.083333333333336)","(21.0, 48.0, 41.0)"
08-01-2023 19:24:48.247030,"(1.9, 2.94, 2.86)","(2.5, 3.0, 2.741538461538462)","(81.0, 580.0, 495.83333333333337)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 9.057142857142857)","(51.0, 540.0, 220.0)","(20.0, 65.0, 47.083333333333336)","(21.0, 48.0, 42.10526315789474)"
08-01-2023 19:24:49.324263,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 580.0, 246.66666666666666)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 9.057142857142857)","(51.0, 540.0, 451.81818181818187)","(20.0, 65.0, 47.083333333333336)","(21.0, 48.0, 42.10526315789474)"
08-01-2023 19:24:50.382016,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 580.0, 246.66666666666666)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 9.057142857142857)","(51.0, 540.0, 451.81818181818187)","(20.0, 65.0, 47.083333333333336)","(21.0, 48.0, 42.10526315789474)"
08-01-2023 19:24:51.636742,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 580.0, 246.66666666666666)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 9.057142857142857)","(51.0, 540.0, 451.81818181818187)","(20.0, 65.0, 47.083333333333336)","(21.0, 48.0, 42.10526315789474)"
08-01-2023 19:24:52.829762,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 580.0, 246.66666666666666)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 9.057142857142857)","(51.0, 540.0, 452.5)","(20.0, 65.0, 45.099999999999994)","(21.0, 48.0, 39.38461538461539)"
08-01-2023 19:24:53.923594,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 580.0, 246.66666666666666)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 9.057142857142857)","(51.0, 850.0, 426.0)","(20.0, 55.0, 45.099999999999994)","(21.0, 48.0, 37.81818181818181)"
08-01-2023 19:24:55.018092,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 580.0, 246.66666666666666)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 9.057142857142857)","(51.0, 850.0, 395.7142857142857)","(20.0, 55.0, 45.099999999999994)","(21.0, 48.0, 37.81818181818181)"
08-01-2023 19:24:56.170216,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 580.0, 246.66666666666666)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 9.057142857142857)","(51.0, 850.0, 395.7142857142857)","(20.0, 55.0, 45.099999999999994)","(21.0, 48.0, 37.81818181818181)"
08-01-2023 19:24:57.400584,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 580.0, 246.66666666666666)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 9.057142857142857)","(51.0, 850.0, 495.0)","(20.0, 55.0, 41.599999999999994)","(21.0, 48.0, 41.0)"
08-01-2023 19:24:58.743851,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 580.0, 246.66666666666666)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 9.057142857142857)","(51.0, 550.0, 495.0)","(20.0, 50.0, 41.599999999999994)","(21.0, 48.0, 42.10526315789474)"
08-01-2023 19:25:00.104632,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 580.0, 246.66666666666666)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 9.057142857142857)","(51.0, 550.0, 495.0)","(20.0, 50.0, 41.599999999999994)","(21.0, 48.0, 42.10526315789474)"
08-01-2023 19:25:01.388776,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 580.0, 246.66666666666666)","(10.0, 20.0, 19.136363636363637)","(7.0, 9.2, 9.057142857142857)","(51.0, 550.0, 495.0)","(20.0, 50.0, 41.599999999999994)","(21.0, 48.0, 42.10526315789474)"
08-01-2023 19:25:02.708774,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 580.0, 285.0)","(10.0, 20.0, 18.0)","(7.0, 9.2, 9.049999999999999)","(51.0, 550.0, 406.1111111111111)","(20.0, 50.0, 39.733333333333334)","(21.0, 48.0, 34.48275862068966)"
08-01-2023 19:25:04.059109,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 490.0, 285.0)","(10.0, 19.5, 18.0)","(7.0, 9.2, 9.061538461538461)","(51.0, 450.0, 406.1111111111111)","(20.0, 50.0, 36.14285714285714)","(21.0, 48.0, 34.0)"
08-01-2023 19:25:05.395747,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 490.0, 285.0)","(10.0, 19.5, 18.0)","(7.0, 9.2, 9.061538461538461)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 28.75)","(21.0, 48.0, 34.0)"
08-01-2023 19:25:06.766852,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 490.0, 285.0)","(10.0, 19.5, 13.714285714285715)","(7.0, 9.2, 9.139999999999999)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 32.8)","(21.0, 48.0, 34.0)"
08-01-2023 19:25:08.032449,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 490.0, 285.0)","(10.0, 19.5, 17.166666666666664)","(7.0, 9.2, 9.0)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 35.0)","(21.0, 48.0, 34.0)"
08-01-2023 19:25:09.291909,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 490.0, 285.0)","(10.0, 18.5, 16.357142857142858)","(7.0, 9.2, 9.08)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 32.55555555555556)","(21.0, 48.0, 34.0)"
08-01-2023 19:25:10.653773,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 490.0, 452.27272727272725)","(10.0, 18.5, 13.18)","(7.0, 9.2, 9.142857142857142)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 37.35714285714286)","(21.0, 48.0, 34.0)"
08-01-2023 19:25:11.905026,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 490.0, 452.27272727272725)","(10.0, 18.5, 16.0)","(7.0, 9.2, 9.142857142857142)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 26.75)","(21.0, 48.0, 34.0)"
08-01-2023 19:25:13.259675,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 490.0, 452.27272727272725)","(10.0, 17.5, 15.625)","(7.0, 9.2, 9.142857142857142)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 26.75)","(21.0, 48.0, 34.0)"
08-01-2023 19:25:14.672258,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 490.0, 452.27272727272725)","(10.0, 17.0, 16.214285714285715)","(7.0, 9.2, 9.142857142857142)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 26.75)","(21.0, 48.0, 34.0)"
08-01-2023 19:25:15.933600,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 490.0, 452.27272727272725)","(10.0, 17.0, 16.642857142857142)","(7.0, 9.2, 9.142857142857142)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 33.05882352941177)","(21.0, 48.0, 33.54838709677419)"
08-01-2023 19:25:17.157600,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 490.0, 452.27272727272725)","(10.0, 17.5, 15.1)","(7.0, 9.2, 9.0)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 33.05882352941177)","(21.0, 48.0, 33.54838709677419)"
08-01-2023 19:25:18.380657,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 490.0, 452.27272727272725)","(10.0, 17.5, 15.785714285714285)","(7.0, 9.2, 9.0)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 37.53846153846154)","(21.0, 48.0, 36.421052631578945)"
08-01-2023 19:25:19.668999,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.74)","(81.0, 490.0, 452.27272727272725)","(10.0, 16.5, 15.166666666666668)","(7.0, 9.2, 9.0)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 37.53846153846154)","(21.0, 46.0, 35.1578947368421)"
08-01-2023 19:25:20.903181,"(1.9, 2.94, 2.9153846153846152)","(2.5, 3.0, 2.738666666666667)","(81.0, 490.0, 455.4166666666667)","(10.0, 17.0, 15.166666666666668)","(7.0, 9.2, 9.0)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 37.53846153846154)","(21.0, 44.0, 34.857142857142854)"
08-01-2023 19:25:22.000598,"(1.9, 2.94, 2.757142857142857)","(2.5, 3.0, 2.84)","(81.0, 490.0, 455.4166666666667)","(10.0, 17.0, 12.325)","(7.0, 9.2, 9.0)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 37.53846153846154)","(21.0, 44.0, 31.142857142857142)"
08-01-2023 19:25:23.203618,"(1.9, 2.9, 2.878461538461538)","(2.5, 2.96, 2.7350000000000003)","(81.0, 490.0, 455.4166666666667)","(10.0, 17.0, 12.325)","(7.0, 9.2, 9.0)","(51.0, 450.0, 388.75)","(20.0, 46.0, 37.53846153846154)","(21.0, 44.0, 31.142857142857142)"
08-01-2023 19:25:24.612372,"(1.9, 2.9, 2.878461538461538)","(2.5, 2.96, 2.7341176470588238)","(81.0, 490.0, 455.4166666666667)","(10.0, 17.0, 15.25)","(7.0, 9.2, 9.0)","(51.0, 500.0, 388.75)","(20.0, 46.0, 37.111111111111114)","(21.0, 44.0, 31.142857142857142)"
08-01-2023 19:25:25.878230,"(1.9, 2.9, 2.878461538461538)","(2.5, 2.96, 2.7341176470588238)","(81.0, 490.0, 455.4166666666667)","(10.0, 16.5, 15.357142857142858)","(7.0, 9.2, 9.075)","(51.0, 500.0, 388.75)","(20.0, 46.0, 37.111111111111114)","(21.0, 44.0, 31.142857142857142)"
08-01-2023 19:25:27.135571,"(1.9, 2.9, 2.74)","(2.5, 2.96, 2.7341176470588238)","(81.0, 490.0, 455.4166666666667)","(10.0, 16.0, 15.357142857142858)","(7.0, 9.2, 9.075)","(51.0, 500.0, 406.1111111111111)","(20.0, 46.0, 37.111111111111114)","(21.0, 44.0, 31.142857142857142)"
08-01-2023 19:25:28.394207,"(1.9, 2.9, 2.74)","(2.5, 2.96, 2.7341176470588238)","(81.0, 490.0, 455.4166666666667)","(10.0, 16.0, 15.357142857142858)","(7.0, 9.2, 9.075)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 37.111111111111114)","(21.0, 44.0, 31.142857142857142)"
08-01-2023 19:25:29.640578,"(1.9, 2.9, 2.74)","(2.5, 2.96, 2.7341176470588238)","(81.0, 490.0, 455.4166666666667)","(10.0, 16.0, 15.357142857142858)","(7.0, 9.2, 9.075)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.142857142857142)"
08-01-2023 19:25:30.876169,"(1.9, 2.9, 2.74)","(2.5, 2.96, 2.7341176470588238)","(81.0, 490.0, 455.4166666666667)","(10.0, 16.0, 15.357142857142858)","(7.0, 9.2, 9.141176470588235)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.142857142857142)"
08-01-2023 19:25:32.126387,"(1.9, 2.9, 2.7208)","(2.5, 2.96, 2.7341176470588238)","(81.0, 490.0, 455.4166666666667)","(10.0, 16.0, 15.357142857142858)","(7.0, 9.2, 9.141176470588235)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.142857142857142)"
08-01-2023 19:25:33.576601,"(1.9, 2.9, 2.7133333333333334)","(2.5, 2.96, 2.84)","(81.0, 490.0, 455.4166666666667)","(10.0, 16.0, 15.25)","(7.0, 9.2, 9.141176470588235)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.142857142857142)"
08-01-2023 19:25:34.802671,"(1.9, 2.9, 2.7133333333333334)","(2.5, 2.92, 2.84)","(81.0, 490.0, 455.4166666666667)","(10.0, 16.0, 15.25)","(7.0, 9.2, 9.11111111111111)","(51.0, 450.0, 406.1111111111111)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.142857142857142)"
08-01-2023 19:25:36.103305,"(1.9, 2.9, 2.7133333333333334)","(2.5, 2.92, 2.769411764705882)","(81.0, 490.0, 353.4375)","(10.0, 16.0, 15.25)","(7.0, 9.2, 9.155555555555555)","(51.0, 450.0, 410.5)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.142857142857142)"
08-01-2023 19:25:37.330327,"(1.9, 2.9, 2.6642105263157894)","(2.5, 2.92, 2.769411764705882)","(81.0, 480.0, 437.0833333333333)","(10.0, 16.0, 15.25)","(7.0, 9.2, 9.155555555555555)","(51.0, 450.0, 410.5)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:38.600681,"(1.9, 2.9, 2.6642105263157894)","(2.5, 2.92, 2.769411764705882)","(81.0, 470.0, 364.66666666666663)","(10.0, 16.0, 15.25)","(7.0, 9.2, 9.155555555555555)","(51.0, 450.0, 410.5)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:39.878727,"(1.9, 2.86, 2.8)","(2.5, 2.92, 2.769411764705882)","(81.0, 470.0, 364.66666666666663)","(10.0, 16.0, 12.823529411764707)","(7.0, 9.2, 9.155555555555555)","(51.0, 450.0, 410.5)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:41.201281,"(1.9, 2.86, 2.6578947368421053)","(2.5, 2.9, 2.792)","(81.0, 450.0, 418.75)","(10.0, 16.0, 12.823529411764707)","(7.0, 9.2, 9.155555555555555)","(51.0, 450.0, 410.5)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:42.423922,"(1.9, 2.86, 2.6542857142857144)","(2.5, 2.88, 2.83)","(81.0, 450.0, 418.75)","(10.0, 16.0, 14.357142857142858)","(7.0, 9.2, 9.155555555555555)","(51.0, 450.0, 410.5)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:43.617198,"(1.9, 2.84, 2.785)","(2.5, 2.88, 2.7866666666666666)","(81.0, 450.0, 350.0)","(10.0, 15.5, 14.416666666666668)","(7.0, 9.2, 9.155555555555555)","(51.0, 450.0, 321.53846153846155)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:44.993223,"(1.9, 2.84, 2.785)","(2.5, 2.88, 2.7866666666666666)","(81.0, 450.0, 350.0)","(10.0, 15.0, 14.416666666666668)","(7.0, 9.2, 9.155555555555555)","(51.0, 440.0, 321.53846153846155)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:46.293225,"(1.9, 2.84, 2.785)","(2.5, 2.88, 2.7866666666666666)","(81.0, 450.0, 350.0)","(10.0, 15.0, 14.416666666666668)","(7.0, 9.2, 9.155555555555555)","(51.0, 440.0, 321.53846153846155)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:47.547689,"(1.9, 2.82, 2.77)","(2.5, 2.88, 2.7866666666666666)","(81.0, 450.0, 350.0)","(10.0, 15.0, 14.416666666666668)","(7.0, 9.2, 9.155555555555555)","(51.0, 440.0, 314.61538461538464)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:48.640568,"(1.9, 2.82, 2.65)","(2.5, 2.88, 2.7866666666666666)","(81.0, 450.0, 350.0)","(10.0, 15.0, 14.416666666666668)","(7.0, 9.2, 9.155555555555555)","(51.0, 430.0, 383.5)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:49.958163,"(1.9, 2.82, 2.65)","(2.5, 2.88, 2.7866666666666666)","(81.0, 450.0, 350.0)","(10.0, 15.0, 14.416666666666668)","(7.0, 9.2, 9.155555555555555)","(51.0, 420.0, 383.5)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:51.180649,"(1.9, 2.82, 2.65)","(2.5, 2.88, 2.7866666666666666)","(81.0, 450.0, 350.0)","(10.0, 15.0, 14.416666666666668)","(7.0, 9.2, 9.155555555555555)","(51.0, 420.0, 345.45454545454544)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:52.342217,"(1.9, 2.82, 2.65)","(2.5, 2.88, 2.7866666666666666)","(81.0, 450.0, 350.0)","(10.0, 15.0, 14.416666666666668)","(7.0, 9.2, 9.155555555555555)","(51.0, 410.0, 368.6363636363636)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:53.636991,"(1.9, 2.82, 2.65)","(2.5, 2.88, 2.7866666666666666)","(81.0, 450.0, 350.0)","(10.0, 15.0, 14.416666666666668)","(7.0, 9.2, 9.155555555555555)","(51.0, 400.0, 301.42857142857144)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:54.866525,"(1.9, 2.82, 2.65)","(2.5, 2.88, 2.827058823529412)","(81.0, 450.0, 350.0)","(10.0, 15.0, 14.416666666666668)","(7.0, 9.2, 9.155555555555555)","(51.0, 400.0, 350.4545454545455)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:56.087935,"(1.9, 2.82, 2.65)","(2.5, 2.88, 2.827058823529412)","(81.0, 450.0, 350.0)","(10.0, 15.0, 14.416666666666668)","(7.0, 9.2, 9.155555555555555)","(51.0, 380.0, 271.6666666666667)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:57.586241,"(1.9, 2.82, 2.65)","(2.5, 2.88, 2.836216216216216)","(81.0, 450.0, 350.0)","(10.0, 15.0, 14.416666666666668)","(7.0, 9.2, 9.155555555555555)","(51.0, 380.0, 235.55555555555557)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 31.586206896551722)"
08-01-2023 19:25:58.955172,"(1.9, 2.82, 2.65)","(2.5, 2.84, 2.904444444444444)","(81.0, 450.0, 350.0)","(10.0, 15.0, 12.421052631578947)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 30.838709677419352)"
08-01-2023 19:26:00.217413,"(1.9, 2.82, 2.65)","(2.5, 2.94, 2.9234782608695653)","(81.0, 450.0, 350.0)","(10.0, 15.0, 11.948717948717949)","(7.0, 9.2, 9.0)","(51.0, 380.0, 235.55555555555557)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 30.838709677419352)"
08-01-2023 19:26:01.880435,"(1.9, 2.82, 2.65)","(2.5, 2.98, 2.9425)","(81.0, 450.0, 350.0)","(10.0, 14.5, 13.166666666666666)","(7.0, 9.2, 9.0)","(51.0, 370.0, 341.3636363636364)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 30.838709677419352)"
08-01-2023 19:26:03.493984,"(1.9, 2.82, 2.65)","(2.5, 2.98, 2.9321739130434783)","(81.0, 450.0, 350.0)","(10.0, 14.5, 13.166666666666666)","(7.0, 9.2, 9.0)","(51.0, 370.0, 341.3636363636364)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 30.838709677419352)"
08-01-2023 19:26:05.046498,"(1.9, 2.82, 2.65)","(2.5, 2.98, 2.9321739130434783)","(81.0, 450.0, 350.0)","(10.0, 14.5, 11.983870967741936)","(7.0, 9.2, 9.0)","(51.0, 370.0, 341.3636363636364)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 30.838709677419352)"
08-01-2023 19:26:06.549129,"(1.9, 2.82, 2.65)","(2.5, 2.98, 2.9321739130434783)","(81.0, 450.0, 334.61538461538464)","(10.0, 14.5, 11.983870967741936)","(7.0, 9.2, 9.0)","(51.0, 370.0, 330.625)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 28.307692307692307)"
08-01-2023 19:26:07.970302,"(1.9, 2.82, 2.65)","(2.5, 2.98, 2.9321739130434783)","(81.0, 450.0, 334.61538461538464)","(10.0, 14.5, 13.583333333333334)","(7.0, 9.2, 9.0)","(51.0, 370.0, 335.0)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 28.307692307692307)"
08-01-2023 19:26:09.489198,"(1.9, 2.82, 2.65)","(2.5, 2.98, 2.83)","(81.0, 450.0, 394.5)","(10.0, 14.0, 13.285714285714286)","(7.0, 9.2, 9.0)","(51.0, 370.0, 330.625)","(20.0, 46.0, 37.111111111111114)","(19.0, 44.0, 28.307692307692307)"
