,Toongabbie Mae,Nelly Intention,Lika Light,St Maarten,Toms Express,Belle Intention,Leapling,Trendy Touchdown
08-01-2023 19:29:39.313051,"(2.0, 2.92, 2.9194910941475825)","(2.6, 3.0, 2.8836363636363633)","(61.0, 80.0, 74.0)","(9.0, 11.0, 10.375)","(7.0, 9.0, 8.526315789473685)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.46153846153846)","(19.0, 23.0, 21.125)"
08-01-2023 19:29:40.421318,"(2.05, 2.98, 2.9774874371859297)","(2.6, 3.0, 2.92)","(61.0, 80.0, 74.0)","(9.0, 11.0, 10.210526315789474)","(7.0, 9.0, 8.526315789473685)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.46153846153846)","(18.0, 23.0, 21.125)"
08-01-2023 19:29:41.585519,"(2.05, 3.0, 2.95)","(2.6, 3.0, 2.8836363636363633)","(61.0, 80.0, 74.0)","(9.0, 11.0, 10.19047619047619)","(7.0, 9.0, 8.526315789473685)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.46153846153846)","(18.0, 23.0, 21.125)"
08-01-2023 19:29:42.811429,"(2.05, 3.0, 2.95)","(2.6, 3.0, 2.92)","(61.0, 80.0, 74.0)","(9.0, 11.0, 10.375)","(7.0, 9.0, 8.526315789473685)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.46153846153846)","(18.0, 23.0, 21.125)"
08-01-2023 19:29:43.993112,"(2.05, 3.0, 2.95)","(2.6, 3.0, 2.92)","(71.0, 80.0, 74.0)","(9.0, 11.0, 10.375)","(7.0, 9.0, 8.470588235294118)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.46153846153846)","(18.0, 23.0, 21.125)"
08-01-2023 19:29:45.120362,"(2.05, 3.0, 2.95)","(2.6, 3.0, 2.92)","(71.0, 80.0, 74.0)","(9.0, 11.0, 10.210526315789474)","(7.0, 9.0, 8.470588235294118)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.46153846153846)","(18.0, 23.0, 21.125)"
08-01-2023 19:29:46.212998,"(2.05, 3.0, 2.95)","(2.6, 3.0, 2.8836363636363633)","(71.0, 80.0, 74.0)","(9.0, 11.0, 10.321428571428571)","(7.0, 9.0, 8.64)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.333333333333332)","(18.0, 23.0, 20.923076923076923)"
08-01-2023 19:29:47.457034,"(2.05, 3.1, 3.0431578947368423)","(2.6, 3.0, 2.92)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.222222222222221)","(7.0, 8.8, 8.64)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.333333333333332)","(18.0, 21.0, 20.923076923076923)"
08-01-2023 19:29:48.783218,"(2.05, 3.1, 3.08)","(2.6, 3.0, 2.8836363636363633)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.222222222222221)","(7.0, 8.8, 8.64)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.333333333333332)","(18.0, 21.0, 20.42105263157895)"
08-01-2023 19:29:50.010082,"(2.05, 3.1, 3.0345454545454547)","(2.6, 3.0, 2.92)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.321428571428571)","(7.0, 8.8, 8.64)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.333333333333332)","(18.0, 21.0, 20.42105263157895)"
08-01-2023 19:29:51.170013,"(2.05, 3.1, 3.08)","(2.6, 3.0, 2.92)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.45)","(7.0, 8.8, 8.64)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.46153846153846)","(18.0, 21.0, 20.444444444444443)"
08-01-2023 19:29:52.437553,"(2.05, 3.1, 3.08)","(2.6, 3.0, 2.8912)","(71.0, 80.0, 74.0)","(9.0, 11.0, 10.45)","(7.0, 8.8, 8.64)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.6)","(18.0, 21.0, 20.444444444444443)"
08-01-2023 19:29:53.721961,"(2.05, 3.1, 3.08)","(2.6, 3.0, 2.8912)","(71.0, 80.0, 74.0)","(9.0, 11.0, 10.375)","(7.0, 8.8, 8.64)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.6)","(18.0, 21.0, 20.264705882352942)"
08-01-2023 19:29:54.990995,"(2.05, 3.1, 3.08)","(2.6, 3.0, 2.864)","(71.0, 80.0, 74.0)","(9.0, 11.0, 10.222222222222221)","(7.0, 8.8, 8.2)","(41.0, 100.0, 80.0)","(19.0, 34.0, 29.875)","(18.0, 21.0, 20.242424242424242)"
08-01-2023 19:29:56.106842,"(2.05, 3.1, 3.08125)","(2.6, 3.0, 2.96)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.36111111111111)","(7.0, 8.4, 8.457142857142857)","(41.0, 100.0, 80.0)","(19.0, 30.0, 29.875)","(18.0, 21.0, 20.193548387096776)"
08-01-2023 19:29:57.326584,"(2.05, 3.2, 3.1816666666666666)","(2.6, 2.98, 2.95)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.36111111111111)","(7.0, 8.8, 8.363636363636363)","(41.0, 100.0, 80.0)","(19.0, 30.0, 31.6)","(18.0, 21.0, 20.193548387096776)"
08-01-2023 19:29:58.608224,"(2.05, 3.2, 3.18)","(2.6, 2.98, 2.95)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.36111111111111)","(7.0, 8.8, 8.363636363636363)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.6)","(18.0, 21.0, 20.193548387096776)"
08-01-2023 19:29:59.902632,"(2.05, 3.2, 3.082666666666667)","(2.6, 2.98, 2.95)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.36111111111111)","(7.0, 8.8, 8.363636363636363)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.6)","(18.0, 21.0, 20.193548387096776)"
08-01-2023 19:30:01.101633,"(2.05, 3.2, 3.082666666666667)","(2.6, 2.98, 2.95)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.541666666666666)","(7.0, 8.8, 8.4)","(41.0, 100.0, 80.0)","(19.0, 34.0, 31.6)","(18.0, 21.0, 20.193548387096776)"
08-01-2023 19:30:02.300377,"(2.05, 3.2, 3.1340000000000003)","(2.6, 2.98, 2.95)","(71.0, 80.0, 74.0)","(9.0, 11.0, 10.541666666666666)","(7.0, 8.8, 8.4)","(41.0, 100.0, 79.16666666666667)","(19.0, 34.0, 31.6)","(18.0, 21.0, 20.193548387096776)"
08-01-2023 19:30:03.520272,"(2.05, 3.2, 3.1611764705882353)","(2.6, 2.98, 2.9566666666666666)","(71.0, 80.0, 74.0)","(9.0, 11.0, 10.222222222222221)","(7.0, 8.8, 8.426666666666668)","(41.0, 100.0, 79.16666666666667)","(19.0, 34.0, 31.6)","(18.0, 21.0, 20.193548387096776)"
08-01-2023 19:30:04.735896,"(2.1, 3.2, 3.154166666666667)","(2.5, 2.98, 2.9566666666666666)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.222222222222221)","(7.0, 8.8, 8.426666666666668)","(41.0, 100.0, 79.16666666666667)","(19.0, 34.0, 31.6)","(18.0, 21.0, 20.193548387096776)"
08-01-2023 19:30:05.935114,"(2.1, 3.2, 3.154166666666667)","(2.5, 2.98, 2.9566666666666666)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.321428571428571)","(7.0, 8.8, 8.426666666666668)","(41.0, 100.0, 79.16666666666667)","(19.0, 34.0, 31.0)","(18.0, 21.0, 20.193548387096776)"
08-01-2023 19:30:07.160574,"(2.1, 3.2, 3.155555555555556)","(2.5, 2.98, 2.9566666666666666)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.222222222222221)","(7.0, 8.8, 8.426666666666668)","(41.0, 100.0, 79.16666666666667)","(19.0, 34.0, 31.6)","(18.0, 21.0, 20.193548387096776)"
08-01-2023 19:30:08.317609,"(2.1, 3.2, 3.04)","(2.5, 2.98, 2.9566666666666666)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.321428571428571)","(7.0, 8.8, 8.457142857142857)","(41.0, 100.0, 77.22222222222223)","(19.0, 34.0, 31.6)","(18.0, 21.0, 20.193548387096776)"
08-01-2023 19:30:09.489226,"(2.1, 3.2, 3.04)","(2.5, 2.98, 2.9566666666666666)","(71.0, 80.0, 74.0)","(9.0, 11.0, 10.321428571428571)","(7.0, 8.8, 8.457142857142857)","(41.0, 95.0, 82.5)","(19.0, 34.0, 31.6)","(18.0, 21.0, 20.166666666666668)"
08-01-2023 19:30:10.736875,"(2.1, 3.2, 3.026666666666667)","(2.5, 2.98, 2.9566666666666666)","(71.0, 80.0, 74.0)","(9.0, 11.0, 10.208333333333334)","(7.0, 8.8, 8.426666666666668)","(41.0, 90.0, 82.5)","(19.0, 34.0, 31.6)","(18.0, 21.0, 19.06451612903226)"
08-01-2023 19:30:11.879787,"(2.1, 3.2, 3.0375)","(2.5, 2.98, 2.957894736842105)","(71.0, 80.0, 74.0)","(9.0, 11.0, 10.333333333333334)","(7.0, 8.8, 8.628571428571428)","(41.0, 90.0, 77.5)","(19.0, 34.0, 31.6)","(18.0, 21.0, 18.916666666666668)"
08-01-2023 19:30:13.026637,"(2.1, 3.2, 3.1434782608695655)","(2.5, 2.98, 2.9505263157894737)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.294117647058824)","(7.0, 8.8, 8.533333333333333)","(41.0, 90.0, 71.25)","(19.0, 34.0, 31.6)","(18.0, 21.0, 18.857142857142858)"
08-01-2023 19:30:14.195218,"(2.1, 3.2, 3.123529411764706)","(2.5, 2.98, 2.96)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.294117647058824)","(7.0, 8.8, 8.31304347826087)","(41.0, 90.0, 71.25)","(19.0, 34.0, 30.571428571428573)","(18.0, 21.0, 19.0)"
08-01-2023 19:30:15.313713,"(2.1, 3.2, 3.123529411764706)","(2.5, 2.98, 2.96)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.294117647058824)","(7.0, 8.8, 8.31304347826087)","(41.0, 90.0, 71.25)","(19.0, 34.0, 30.571428571428573)","(18.0, 21.0, 18.7)"
08-01-2023 19:30:16.461445,"(2.1, 3.2, 3.123529411764706)","(2.5, 2.98, 2.96)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.294117647058824)","(7.0, 8.8, 8.31304347826087)","(41.0, 90.0, 81.81818181818181)","(19.0, 34.0, 30.571428571428573)","(18.0, 19.5, 18.7)"
08-01-2023 19:30:17.659206,"(2.1, 3.2, 3.123529411764706)","(2.5, 2.98, 2.96)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.454545454545455)","(7.0, 8.8, 8.333333333333332)","(41.0, 90.0, 76.66666666666667)","(19.0, 34.0, 30.571428571428573)","(18.0, 19.5, 16.916666666666668)"
08-01-2023 19:30:18.783622,"(2.1, 3.2, 3.123529411764706)","(2.5, 2.98, 2.9672727272727273)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.454545454545455)","(7.0, 8.8, 8.357894736842105)","(41.0, 85.0, 76.66666666666667)","(19.0, 34.0, 31.157894736842106)","(18.0, 19.5, 16.916666666666668)"
08-01-2023 19:30:19.957558,"(2.1, 3.25, 3.146875)","(2.5, 2.98, 2.9672727272727273)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.454545454545455)","(7.0, 8.8, 8.357894736842105)","(41.0, 85.0, 76.66666666666667)","(19.0, 32.0, 31.157894736842106)","(18.0, 19.5, 16.916666666666668)"
08-01-2023 19:30:21.157659,"(2.1, 3.25, 3.146875)","(2.5, 2.98, 2.9672727272727273)","(71.0, 80.0, 74.0)","(9.0, 10.5, 10.454545454545455)","(7.0, 8.8, 8.357894736842105)","(41.0, 85.0, 76.66666666666667)","(19.0, 32.0, 30.857142857142858)","(18.0, 19.5, 16.916666666666668)"
08-01-2023 19:30:22.448864,"(2.1, 3.25, 3.195)","(2.5, 2.98, 2.960909090909091)","(71.0, 75.0, 73.57142857142857)","(9.0, 10.5, 10.330769230769231)","(7.0, 8.8, 8.4)","(41.0, 85.0, 76.66666666666667)","(19.0, 30.0, 29.2)","(18.0, 19.5, 17.25)"
08-01-2023 19:30:23.667036,"(2.1, 3.3, 3.196774193548387)","(2.5, 2.98, 2.960909090909091)","(71.0, 75.0, 73.57142857142857)","(9.0, 10.5, 10.330769230769231)","(7.0, 8.8, 8.4)","(41.0, 85.0, 76.66666666666667)","(19.0, 30.0, 29.6)","(18.0, 18.0, 17.0)"
08-01-2023 19:30:24.917337,"(2.1, 3.3, 3.196774193548387)","(2.5, 2.98, 2.960909090909091)","(71.0, 75.0, 73.57142857142857)","(9.0, 10.5, 10.330769230769231)","(7.0, 8.8, 8.4)","(41.0, 85.0, 76.66666666666667)","(19.0, 30.0, 29.2)","(18.0, 18.0, 16.846153846153847)"
08-01-2023 19:30:26.109994,"(2.1, 3.3, 3.2085714285714286)","(2.5, 2.98, 2.960909090909091)","(71.0, 75.0, 73.57142857142857)","(9.0, 10.5, 10.330769230769231)","(7.0, 8.8, 8.4)","(41.0, 85.0, 76.66666666666667)","(19.0, 30.0, 29.2)","(16.0, 18.0, 16.846153846153847)"
08-01-2023 19:30:27.262162,"(2.15, 3.3, 3.2085714285714286)","(2.45, 2.98, 2.960909090909091)","(71.0, 75.0, 70.25)","(9.0, 10.5, 10.330769230769231)","(7.0, 8.8, 8.4)","(41.0, 85.0, 75.9090909090909)","(19.0, 30.0, 29.333333333333332)","(16.0, 18.0, 16.764705882352942)"
08-01-2023 19:30:28.293568,"(2.15, 3.3, 3.1814814814814816)","(2.45, 2.98, 2.960909090909091)","(71.0, 100.0, 70.83333333333333)","(9.0, 10.5, 10.330769230769231)","(7.0, 8.8, 8.285714285714285)","(41.0, 85.0, 76.66666666666667)","(19.0, 32.0, 28.63157894736842)","(16.0, 18.0, 16.764705882352942)"
08-01-2023 19:30:29.524887,"(2.25, 3.3, 3.230434782608696)","(2.45, 2.98, 2.94)","(51.0, 100.0, 75.0)","(9.0, 10.5, 9.8125)","(7.0, 8.8, 8.5)","(41.0, 85.0, 76.66666666666667)","(19.0, 32.0, 29.2)","(16.0, 18.0, 16.764705882352942)"
08-01-2023 19:30:30.680781,"(2.25, 3.3, 3.230434782608696)","(2.45, 2.98, 2.8899999999999997)","(51.0, 80.0, 75.0)","(9.0, 10.0, 9.8125)","(7.0, 8.8, 8.523076923076923)","(41.0, 85.0, 76.66666666666667)","(19.0, 30.0, 29.6)","(16.0, 18.0, 16.764705882352942)"
08-01-2023 19:30:31.781064,"(2.25, 3.3, 3.2263157894736842)","(2.45, 2.98, 2.8899999999999997)","(51.0, 80.0, 75.0)","(9.0, 10.0, 9.8125)","(7.0, 8.8, 8.523076923076923)","(41.0, 85.0, 76.66666666666667)","(19.0, 30.0, 29.6)","(16.0, 18.0, 16.764705882352942)"
08-01-2023 19:30:32.864296,"(2.25, 3.3, 3.2263157894736842)","(2.45, 2.98, 2.8899999999999997)","(51.0, 80.0, 77.27272727272727)","(9.0, 10.0, 9.8125)","(7.0, 8.8, 8.523076923076923)","(41.0, 85.0, 75.9090909090909)","(19.0, 30.0, 29.2)","(16.0, 18.0, 16.764705882352942)"
08-01-2023 19:30:33.937129,"(2.25, 3.3, 3.2263157894736842)","(2.45, 2.98, 2.8899999999999997)","(51.0, 80.0, 78.5)","(9.0, 10.0, 9.8125)","(7.0, 8.8, 8.523076923076923)","(41.0, 85.0, 75.9090909090909)","(19.0, 30.0, 29.6)","(16.0, 18.0, 16.764705882352942)"
08-01-2023 19:30:35.150754,"(2.25, 3.3, 3.2263157894736842)","(2.45, 2.98, 2.9610526315789474)","(51.0, 80.0, 77.27272727272727)","(9.0, 10.0, 9.8125)","(7.0, 8.8, 8.575)","(41.0, 85.0, 73.33333333333333)","(19.0, 30.0, 28.63157894736842)","(16.0, 18.0, 16.764705882352942)"
08-01-2023 19:30:36.529864,"(2.25, 3.3, 3.2263157894736842)","(2.45, 2.98, 2.9610526315789474)","(51.0, 80.0, 73.4375)","(9.0, 10.0, 10.330769230769231)","(7.0, 8.8, 8.575)","(41.0, 80.0, 73.33333333333333)","(19.0, 32.0, 29.333333333333332)","(16.0, 18.0, 16.764705882352942)"
08-01-2023 19:30:37.845586,"(2.25, 3.3, 3.225)","(2.45, 2.98, 2.9610526315789474)","(51.0, 95.0, 74.0625)","(9.0, 10.5, 9.823529411764707)","(7.0, 8.8, 8.575)","(41.0, 80.0, 73.33333333333333)","(19.0, 32.0, 29.44)","(16.0, 18.0, 16.764705882352942)"
08-01-2023 19:30:39.125730,"(2.25, 3.25, 3.242857142857143)","(2.45, 2.98, 2.9619999999999997)","(51.0, 75.0, 74.0625)","(9.0, 10.0, 9.8125)","(7.0, 8.8, 8.575)","(41.0, 80.0, 73.33333333333333)","(19.0, 32.0, 29.44)","(16.0, 18.0, 16.764705882352942)"
08-01-2023 19:30:40.395589,"(2.25, 3.25, 3.2357142857142858)","(2.45, 2.98, 2.9571428571428573)","(51.0, 75.0, 73.23529411764706)","(9.0, 10.0, 9.8125)","(7.0, 8.8, 8.575)","(41.0, 80.0, 73.33333333333333)","(19.0, 32.0, 29.09090909090909)","(16.0, 18.0, 16.764705882352942)"
08-01-2023 19:30:41.742025,"(2.25, 3.25, 3.1954545454545453)","(2.45, 2.98, 2.9571428571428573)","(51.0, 75.0, 73.23529411764706)","(9.0, 10.0, 9.823529411764707)","(7.0, 8.8, 8.575)","(41.0, 80.0, 73.33333333333333)","(19.0, 32.0, 29.62962962962963)","(15.0, 18.0, 16.764705882352942)"
08-01-2023 19:30:43.007600,"(2.25, 3.25, 3.2333333333333334)","(2.45, 2.98, 2.888095238095238)","(51.0, 75.0, 73.0)","(9.0, 10.0, 9.8125)","(7.0, 8.8, 8.4)","(41.0, 80.0, 71.11111111111111)","(19.0, 32.0, 29.62962962962963)","(15.0, 18.0, 17.44736842105263)"
08-01-2023 19:30:44.207455,"(2.25, 3.25, 3.2)","(2.45, 3.05, 2.95)","(51.0, 75.0, 66.66666666666667)","(9.0, 10.0, 10.005)","(7.0, 8.8, 8.615384615384615)","(41.0, 80.0, 72.5)","(19.0, 32.0, 29.62962962962963)","(15.0, 18.0, 17.44736842105263)"
08-01-2023 19:30:45.589250,"(2.25, 3.25, 3.1818181818181817)","(2.45, 2.98, 2.828235294117647)","(51.0, 90.0, 66.66666666666667)","(9.0, 10.5, 10.05)","(7.0, 8.8, 8.56)","(41.0, 80.0, 72.5)","(19.0, 32.0, 29.62962962962963)","(15.0, 18.0, 17.454545454545453)"
08-01-2023 19:30:46.789708,"(2.25, 3.25, 3.1818181818181817)","(2.45, 2.84, 2.88)","(51.0, 90.0, 66.66666666666667)","(9.0, 10.5, 9.833333333333334)","(7.0, 8.8, 8.615384615384615)","(41.0, 80.0, 72.5)","(19.0, 32.0, 29.62962962962963)","(15.0, 18.0, 20.25)"
08-01-2023 19:30:47.908074,"(2.25, 3.25, 3.216666666666667)","(2.45, 2.9, 2.87)","(51.0, 90.0, 66.47058823529412)","(9.0, 10.0, 9.790000000000001)","(7.0, 8.8, 8.65)","(41.0, 80.0, 72.5)","(19.0, 32.0, 29.62962962962963)","(15.0, 21.0, 19.0)"
08-01-2023 19:30:49.014689,"(2.25, 3.3, 3.1788461538461537)","(2.45, 2.9, 2.8714285714285714)","(51.0, 90.0, 66.47058823529412)","(9.0, 10.0, 9.790000000000001)","(7.0, 8.8, 8.65)","(41.0, 80.0, 72.5)","(19.0, 32.0, 29.62962962962963)","(15.0, 21.0, 19.88888888888889)"
08-01-2023 19:30:50.215931,"(2.25, 3.3, 3.1788461538461537)","(2.45, 2.9, 2.8857142857142857)","(51.0, 90.0, 66.47058823529412)","(9.0, 10.0, 9.790000000000001)","(7.0, 8.8, 8.65)","(41.0, 80.0, 71.42857142857143)","(19.0, 32.0, 29.62962962962963)","(15.0, 21.0, 19.75)"
08-01-2023 19:30:51.475799,"(2.25, 3.3, 3.1788461538461537)","(2.45, 2.9, 2.8923076923076922)","(51.0, 90.0, 66.47058823529412)","(9.0, 10.0, 9.790000000000001)","(7.0, 8.8, 8.65)","(41.0, 80.0, 71.42857142857143)","(19.0, 32.0, 29.53846153846154)","(15.0, 21.0, 19.6)"
08-01-2023 19:30:52.525092,"(2.25, 3.3, 3.1788461538461537)","(2.45, 2.9, 2.8923076923076922)","(51.0, 90.0, 66.47058823529412)","(9.0, 10.0, 9.790000000000001)","(7.0, 8.8, 8.65)","(41.0, 80.0, 71.42857142857143)","(19.0, 32.0, 29.53846153846154)","(15.0, 20.0, 19.6)"
08-01-2023 19:30:53.552543,"(2.25, 3.3, 3.1788461538461537)","(2.45, 2.9, 2.8923076923076922)","(51.0, 90.0, 66.47058823529412)","(9.0, 10.5, 10.05)","(7.0, 8.8, 8.5)","(41.0, 80.0, 71.42857142857143)","(19.0, 32.0, 29.53846153846154)","(15.0, 20.0, 19.6)"
08-01-2023 19:30:54.739234,"(2.25, 3.3, 3.1788461538461537)","(2.45, 2.9, 2.8923076923076922)","(51.0, 90.0, 66.5625)","(9.0, 10.5, 10.05)","(7.0, 8.8, 8.5)","(41.0, 80.0, 71.42857142857143)","(19.0, 32.0, 29.53846153846154)","(15.0, 20.0, 19.6)"
08-01-2023 19:30:55.941911,"(2.25, 3.3, 3.1788461538461537)","(2.45, 2.9, 2.8923076923076922)","(51.0, 90.0, 66.5625)","(9.0, 10.5, 9.833333333333334)","(7.0, 8.8, 8.5)","(41.0, 80.0, 71.42857142857143)","(19.0, 32.0, 29.53846153846154)","(15.0, 20.0, 18.333333333333332)"
08-01-2023 19:30:57.040554,"(2.25, 3.3, 3.2263157894736842)","(2.45, 2.9, 2.8923076923076922)","(51.0, 85.0, 66.11111111111111)","(9.0, 10.0, 9.790000000000001)","(7.0, 8.8, 8.5)","(41.0, 80.0, 71.42857142857143)","(19.0, 32.0, 29.53846153846154)","(15.0, 20.0, 18.5)"
08-01-2023 19:30:58.143218,"(2.25, 3.3, 3.218518518518519)","(2.45, 2.9, 2.8923076923076922)","(51.0, 85.0, 66.11111111111111)","(9.0, 10.0, 9.790000000000001)","(7.0, 8.8, 8.5)","(41.0, 80.0, 68.75)","(19.0, 32.0, 29.53846153846154)","(15.0, 19.5, 18.5)"
08-01-2023 19:30:59.310355,"(2.25, 3.3, 3.218518518518519)","(2.45, 2.9, 2.873846153846154)","(51.0, 85.0, 68.80952380952381)","(9.0, 10.0, 9.790000000000001)","(7.0, 8.8, 8.5)","(41.0, 80.0, 74.23076923076923)","(19.0, 32.0, 29.53846153846154)","(15.0, 19.5, 18.5)"
08-01-2023 19:31:00.502463,"(2.25, 3.3, 3.218518518518519)","(2.45, 2.88, 2.873846153846154)","(51.0, 85.0, 68.80952380952381)","(9.0, 10.0, 9.790000000000001)","(7.0, 8.8, 8.5)","(41.0, 80.0, 74.23076923076923)","(19.0, 32.0, 29.53846153846154)","(15.0, 19.5, 19.125)"
08-01-2023 19:31:01.730359,"(2.25, 3.3, 3.218518518518519)","(2.45, 2.88, 2.873846153846154)","(51.0, 85.0, 76.30434782608695)","(9.0, 10.0, 9.876666666666667)","(7.0, 8.8, 8.5)","(41.0, 80.0, 74.23076923076923)","(19.0, 32.0, 28.8)","(15.0, 19.5, 18.90909090909091)"
08-01-2023 19:31:02.903328,"(2.25, 3.3, 3.182142857142857)","(2.45, 2.9, 2.873684210526316)","(51.0, 85.0, 76.30434782608695)","(9.0, 10.5, 9.669230769230769)","(7.0, 8.8, 8.5)","(41.0, 80.0, 74.23076923076923)","(19.0, 32.0, 29.44)","(15.0, 20.0, 18.90909090909091)"
08-01-2023 19:31:04.120464,"(2.25, 3.3, 3.182142857142857)","(2.45, 2.9, 2.8722222222222222)","(51.0, 85.0, 75.69767441860465)","(9.0, 10.5, 9.669230769230769)","(7.0, 8.8, 8.5)","(41.0, 80.0, 74.23076923076923)","(19.0, 32.0, 28.8)","(15.0, 20.0, 18.90909090909091)"
08-01-2023 19:31:05.332986,"(2.25, 3.3, 3.182142857142857)","(2.45, 2.9, 2.8722222222222222)","(51.0, 85.0, 69.64285714285714)","(9.0, 10.5, 9.894117647058824)","(7.0, 8.8, 8.5)","(41.0, 80.0, 74.23076923076923)","(19.0, 32.0, 28.8)","(15.0, 20.0, 18.90909090909091)"
08-01-2023 19:31:06.524169,"(2.35, 3.3, 3.218518518518519)","(2.4, 2.9, 2.8722222222222222)","(51.0, 70.0, 75.3409090909091)","(8.5, 10.0, 9.842105263157896)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 32.0, 29.043478260869566)","(15.0, 20.0, 18.90909090909091)"
08-01-2023 19:31:07.683983,"(2.35, 3.3, 3.2153846153846155)","(2.4, 2.9, 2.8628571428571425)","(51.0, 85.0, 79.28571428571428)","(8.5, 10.0, 9.842105263157896)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 32.0, 28.22222222222222)","(15.0, 20.0, 19.0)"
08-01-2023 19:31:08.823955,"(2.35, 3.3, 3.2153846153846155)","(2.4, 2.88, 2.8628571428571425)","(51.0, 80.0, 68.85714285714286)","(8.5, 10.0, 9.842105263157896)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 32.0, 28.357142857142858)","(15.0, 20.0, 19.294117647058822)"
08-01-2023 19:31:10.026569,"(2.35, 3.3, 3.2153846153846155)","(2.4, 2.88, 2.84)","(51.0, 80.0, 68.97058823529412)","(8.5, 10.0, 9.8)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 32.0, 28.53846153846154)","(15.0, 20.0, 19.545454545454547)"
08-01-2023 19:31:11.169021,"(2.35, 3.3, 3.182142857142857)","(2.4, 2.88, 2.84)","(51.0, 80.0, 67.5)","(8.5, 10.0, 9.669230769230769)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 32.0, 28.444444444444443)","(15.0, 20.0, 19.545454545454547)"
08-01-2023 19:31:12.300203,"(2.35, 3.3, 3.182142857142857)","(2.4, 2.88, 2.84)","(51.0, 80.0, 68.0)","(8.5, 10.5, 9.669230769230769)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 32.0, 28.444444444444443)","(15.0, 20.0, 19.545454545454547)"
08-01-2023 19:31:13.429679,"(2.35, 3.3, 3.182142857142857)","(2.4, 2.88, 2.84)","(51.0, 80.0, 66.95652173913044)","(8.5, 10.5, 9.818181818181818)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 32.0, 28.357142857142858)","(15.0, 20.0, 19.545454545454547)"
08-01-2023 19:31:14.533867,"(2.35, 3.3, 3.218518518518519)","(2.4, 2.88, 2.84)","(51.0, 80.0, 73.47826086956522)","(8.5, 10.0, 9.666666666666666)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 32.0, 28.357142857142858)","(15.0, 20.0, 19.545454545454547)"
08-01-2023 19:31:15.658017,"(2.35, 3.3, 3.218518518518519)","(2.4, 2.9, 2.876470588235294)","(51.0, 80.0, 71.30434782608695)","(8.5, 10.0, 9.666666666666666)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 32.0, 28.482758620689655)","(15.0, 20.0, 19.545454545454547)"
08-01-2023 19:31:16.806252,"(2.35, 3.3, 3.218518518518519)","(2.4, 2.9, 2.876470588235294)","(51.0, 80.0, 71.30434782608695)","(8.5, 10.0, 9.842105263157896)","(7.0, 8.8, 8.5)","(41.0, 80.0, 70.625)","(20.0, 32.0, 28.357142857142858)","(15.0, 20.0, 19.333333333333332)"
