,Red Fox,Antequera,Diddley Squat,Zoufire,Big Bullet,Berry Foxie,World Action,Xtramagic
08-01-2023 11:49:57.329564,"(3.5, 4.2, 4.075)","(8.0, 10.5, 10.348051948051948)","(3.9, 5.9, 5.65)","(7.5, 11.0, 10.953333333333333)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.2, 3.966666666666667)","(8.5, 14.5, 11.736842105263158)"
08-01-2023 11:49:58.540248,"(3.5, 4.2, 4.075)","(8.0, 10.5, 10.348051948051948)","(3.9, 5.9, 5.65)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.2, 3.966666666666667)","(8.5, 14.5, 11.736842105263158)"
08-01-2023 11:49:59.565070,"(3.5, 4.2, 4.075)","(8.0, 10.5, 10.348051948051948)","(3.9, 5.9, 5.65)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.2, 3.966666666666667)","(8.5, 14.5, 11.736842105263158)"
08-01-2023 11:50:00.605061,"(3.5, 4.2, 4.075)","(8.0, 10.5, 10.348051948051948)","(3.9, 5.9, 5.65)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.2, 3.966666666666667)","(8.5, 14.5, 11.736842105263158)"
08-01-2023 11:50:01.681244,"(3.5, 4.2, 4.075)","(8.0, 10.5, 10.348051948051948)","(3.9, 5.9, 5.65)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.2, 3.966666666666667)","(8.5, 14.5, 11.736842105263158)"
08-01-2023 11:50:02.634334,"(3.5, 4.2, 4.075)","(8.0, 10.5, 10.348051948051948)","(3.9, 5.9, 5.65)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.2, 3.966666666666667)","(8.5, 14.5, 11.736842105263158)"
08-01-2023 11:50:03.602219,"(3.5, 4.2, 4.075)","(8.0, 10.5, 10.348051948051948)","(3.9, 5.9, 5.65)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.2, 3.966666666666667)","(8.5, 14.5, 11.736842105263158)"
08-01-2023 11:50:04.562503,"(3.5, 4.2, 4.075)","(8.0, 10.5, 10.348051948051948)","(3.9, 5.9, 5.65)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.2, 3.966666666666667)","(8.5, 14.5, 11.736842105263158)"
08-01-2023 11:50:05.633440,"(3.5, 4.2, 4.075)","(8.0, 10.5, 10.348051948051948)","(3.9, 5.9, 5.65)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.2, 3.966666666666667)","(8.5, 14.5, 11.583333333333334)"
08-01-2023 11:50:06.739746,"(3.5, 4.2, 4.075)","(8.0, 10.5, 10.348051948051948)","(3.9, 5.9, 5.65)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.2, 3.966666666666667)","(8.5, 14.5, 11.583333333333334)"
08-01-2023 11:50:07.720399,"(3.5, 4.2, 4.075)","(8.0, 10.5, 10.348051948051948)","(3.9, 5.9, 5.65)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.2, 3.966666666666667)","(8.5, 14.5, 11.583333333333334)"
08-01-2023 11:50:08.739675,"(3.5, 4.2, 4.075)","(8.0, 10.5, 10.348051948051948)","(3.9, 5.9, 5.65)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.2, 3.966666666666667)","(8.5, 14.5, 11.583333333333334)"
08-01-2023 11:50:09.728947,"(3.5, 4.2, 4.075)","(8.0, 10.5, 10.348051948051948)","(3.9, 5.9, 5.65)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.2, 3.966666666666667)","(8.5, 14.5, 11.583333333333334)"
08-01-2023 11:50:10.708908,"(3.5, 4.2, 3.99)","(8.0, 10.5, 10.348051948051948)","(3.9, 5.9, 5.65)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.2, 3.9823529411764707)","(8.5, 14.5, 11.583333333333334)"
08-01-2023 11:50:11.669886,"(3.5, 4.3, 3.90625)","(8.0, 11.5, 11.372222222222222)","(3.9, 5.8, 5.757142857142857)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.3, 3.9823529411764707)","(8.5, 14.5, 11.583333333333334)"
08-01-2023 11:50:12.617625,"(3.5, 4.3, 3.90625)","(8.0, 11.5, 10.1)","(3.9, 5.7, 5.622222222222222)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.3, 3.9823529411764707)","(8.5, 14.5, 11.583333333333334)"
08-01-2023 11:50:13.558650,"(3.5, 4.3, 3.90625)","(8.0, 11.5, 10.1)","(3.9, 5.7, 5.622222222222222)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.3, 3.9823529411764707)","(8.5, 14.5, 11.583333333333334)"
08-01-2023 11:50:14.508918,"(3.5, 4.3, 3.90625)","(8.0, 11.5, 10.1)","(3.9, 5.7, 5.622222222222222)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.3, 3.9823529411764707)","(8.5, 14.5, 11.583333333333334)"
08-01-2023 11:50:15.440207,"(3.5, 4.3, 3.90625)","(8.0, 11.5, 10.1)","(3.9, 5.7, 5.622222222222222)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.3, 3.9823529411764707)","(8.5, 14.5, 11.583333333333334)"
08-01-2023 11:50:16.428537,"(3.5, 4.3, 3.90625)","(8.0, 11.5, 10.1)","(3.9, 5.7, 5.622222222222222)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.3, 3.9823529411764707)","(8.5, 14.5, 11.583333333333334)"
08-01-2023 11:50:17.374446,"(3.5, 4.3, 3.90625)","(8.0, 11.5, 10.3)","(3.9, 5.6, 5.2)","(7.5, 11.0, 10.943999999999999)","(101.0, 220.0, 190.0)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.3, 4.015789473684211)","(8.5, 14.5, 11.7)"
08-01-2023 11:50:18.375409,"(3.5, 4.3, 3.925)","(8.0, 11.5, 10.3)","(3.9, 5.6, 5.257142857142857)","(7.5, 11.0, 10.945098039215686)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.7)"
08-01-2023 11:50:19.325468,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.7, 5.628205128205129)","(7.5, 11.0, 10.945098039215686)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.7)"
08-01-2023 11:50:20.350306,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.5, 5.438461538461539)","(7.5, 11.0, 10.945098039215686)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.7)"
08-01-2023 11:50:21.411424,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.4, 4.844444444444445)","(7.5, 11.0, 10.945098039215686)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.7)"
08-01-2023 11:50:22.390347,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.4, 4.844444444444445)","(7.5, 11.0, 10.945098039215686)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.7)"
08-01-2023 11:50:23.345929,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.4, 4.844444444444445)","(7.5, 11.0, 10.945098039215686)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.7)"
08-01-2023 11:50:24.307659,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.4, 4.844444444444445)","(7.5, 11.0, 10.945098039215686)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.833333333333332)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.456521739130435)"
08-01-2023 11:50:25.291758,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.4, 5.293617021276596)","(7.5, 11.0, 10.4)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:26.267705,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 4.7)","(7.5, 11.0, 10.4)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:27.236505,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 4.7)","(7.5, 11.0, 10.4)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:28.208237,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 4.7)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:29.154291,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 4.7)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:30.113651,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 4.7)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:31.071282,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 4.7)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:32.020856,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 4.7)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:33.000806,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 4.7)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:33.942669,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 4.7)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:34.916100,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 4.7)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:35.863779,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.184210526315789)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:36.820725,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.184210526315789)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:37.770017,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.184210526315789)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.092307692307692)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:38.725419,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.184210526315789)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:39.671941,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.184210526315789)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:40.631028,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.184210526315789)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:41.562585,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.184210526315789)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:42.512126,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.184210526315789)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:43.453051,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.184210526315789)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:44.394281,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.184210526315789)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:45.368290,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.184210526315789)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:46.353070,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.184210526315789)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.1)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:47.315093,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.184210526315789)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.1)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:48.320921,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.126086956521739)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:49.262876,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.030769230769231)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:50.224731,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.030769230769231)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:51.159838,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.3, 5.030769230769231)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:52.130019,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.2, 5.043478260869565)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:53.103215,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.2, 5.043478260869565)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 11.891304347826086)"
08-01-2023 11:50:54.082897,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.2, 5.043478260869565)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 12.357142857142858)"
08-01-2023 11:50:55.108744,"(3.5, 4.3, 3.993181818181818)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 12.357142857142858)"
08-01-2023 11:50:56.122827,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 12.357142857142858)"
08-01-2023 11:50:57.085707,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 12.1)"
08-01-2023 11:50:58.059903,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 12.1)"
08-01-2023 11:50:59.091030,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:00.067616,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:01.188340,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:02.194308,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:03.235780,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:04.254849,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:05.255686,"(3.5, 4.3, 4.014285714285714)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:06.233207,"(3.5, 4.3, 4.014285714285714)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:07.184393,"(3.5, 4.3, 4.014285714285714)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 21.0)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:08.155822,"(3.5, 4.3, 4.014285714285714)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.52)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 22.8)","(3.6, 4.3, 4.033333333333333)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:09.174198,"(3.5, 4.3, 4.014285714285714)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.781818181818181)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 22.625)","(3.6, 4.3, 3.911320754716981)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:10.167912,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.781818181818181)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 22.625)","(3.6, 4.1, 3.911320754716981)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:11.204051,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.781818181818181)","(101.0, 220.0, 166.66666666666666)","(12.0, 24.0, 23.375)","(3.6, 4.1, 3.9122448979591837)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:12.184147,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.781818181818181)","(101.0, 220.0, 166.66666666666666)","(12.0, 25.0, 23.375)","(3.6, 4.1, 3.9122448979591837)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:13.187780,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.781818181818181)","(101.0, 220.0, 166.66666666666666)","(12.0, 25.0, 23.375)","(3.6, 4.1, 3.9122448979591837)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:14.142671,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.781818181818181)","(101.0, 220.0, 166.66666666666666)","(12.0, 25.0, 23.375)","(3.6, 4.1, 3.9122448979591837)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:15.124310,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.781818181818181)","(101.0, 220.0, 166.66666666666666)","(12.0, 25.0, 23.375)","(3.6, 4.1, 3.9122448979591837)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:16.103481,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.781818181818181)","(101.0, 220.0, 166.66666666666666)","(12.0, 25.0, 23.375)","(3.6, 4.1, 3.9122448979591837)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:17.091473,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.781818181818181)","(101.0, 220.0, 166.66666666666666)","(12.0, 25.0, 23.375)","(3.6, 4.1, 3.923076923076923)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:18.070376,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.986666666666667)","(7.5, 11.0, 10.781818181818181)","(101.0, 220.0, 166.66666666666666)","(12.0, 25.0, 23.375)","(3.6, 4.1, 3.923076923076923)","(8.5, 14.5, 12.1)"
08-01-2023 11:51:19.121225,"(3.5, 4.3, 3.966666666666667)","(8.0, 11.5, 10.3)","(3.9, 5.2, 4.888888888888889)","(7.5, 11.0, 11.236363636363636)","(101.0, 220.0, 166.66666666666666)","(12.0, 25.0, 23.375)","(3.6, 4.1, 3.923076923076923)","(8.5, 14.5, 12.1)"
