,Rebellious Lord,Gutsy,Tarasque,Bianco Nuovo,Our Ellie Rose,Aeroette,Miss Cavendish,Bignota,Goodness Gracie,Bassons
04-01-2023 15:41:08.242799,"(9.0, 15.0, 13.0)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.2, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:09.488155,"(9.0, 15.0, 13.0)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.2, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:10.732576,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.2, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:12.002761,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.2, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:13.490487,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.2, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:14.966654,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.2, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:16.333122,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.2, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:17.778216,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.2, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:18.932245,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.2, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:20.115902,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.2, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:21.625201,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.2, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:23.000992,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.2, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:24.334099,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.2, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:26.092287,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.2, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:27.555496,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:28.699554,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:29.923020,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:31.322452,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:32.718942,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:34.046901,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:35.271169,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:36.459565,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:37.650474,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:38.841401,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:40.286532,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:41.567807,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:43.026257,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:44.393351,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.8)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:45.651628,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:47.039939,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:48.390725,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:49.595825,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:50.756888,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:51.937502,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:53.149820,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:54.458316,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:55.737764,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:57.032361,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.5555555555555554)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:58.288109,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.685185185185185)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:41:59.611730,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.689655172413793)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:00.890986,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.689655172413793)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:02.167393,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.689655172413793)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:03.372356,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.689655172413793)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:04.572731,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.689655172413793)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:05.841758,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6818181818181817)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:07.126422,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.611111111111111)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:08.429654,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:09.678316,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:10.894489,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:12.310851,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:13.507809,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:14.678340,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:16.094968,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:17.446604,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:18.768285,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:20.130842,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:21.588752,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:22.845897,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:24.097842,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:25.492100,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:26.942270,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:28.264550,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:29.697580,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:31.055270,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:32.497616,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:33.815748,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:35.186324,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:36.448739,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:37.705010,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:39.099885,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
04-01-2023 15:42:40.738525,"(9.0, 15.0, 13.285714285714285)","(7.0, 9.0, 8.5)","(19.0, 120.0, 89.84615384615384)","(21.0, 38.0, 33.6)","(5.0, 7.6, 7.0)","(8.5, 14.5, 11.35)","(4.8, 7.8, 7.24)","(3.3, 3.75, 3.6363636363636362)","(12.0, 15.0, 13.928571428571429)","(26.0, 40.0, 37.6)"
