,Rebellious Lord,Gutsy,Tarasque,Bianco Nuovo,Our Ellie Rose,Aeroette,Miss Cavendish,Bignota,Goodness Gracie,Bassons
04-01-2023 15:35:32.374044,"(9.0, 15.5, 14.8)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 37.2)","(5.0, 7.8, 7.1)","(8.5, 15.5, 12.8)","(4.8, 7.6, 6.8)","(3.2, 3.9, 3.7333333333333334)","(12.0, 19.5, 18.125)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:33.622367,"(9.0, 15.5, 14.8)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 37.2)","(5.0, 7.8, 7.1)","(8.5, 15.5, 12.8)","(4.8, 7.6, 7.2)","(3.2, 3.9, 3.7333333333333334)","(12.0, 19.5, 18.125)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:34.872892,"(9.0, 15.5, 14.8)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 37.2)","(5.0, 7.8, 7.1)","(8.5, 15.5, 12.8)","(4.8, 7.8, 7.6)","(3.2, 3.9, 3.7333333333333334)","(12.0, 19.5, 18.125)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:36.097977,"(9.0, 15.5, 14.8)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 37.2)","(5.0, 7.8, 7.1)","(8.5, 15.5, 12.8)","(4.8, 7.8, 7.6)","(3.2, 3.9, 3.7333333333333334)","(12.0, 19.5, 18.125)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:37.321845,"(9.0, 15.5, 14.8)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 37.2)","(5.0, 7.8, 7.1)","(8.5, 15.5, 12.8)","(4.8, 7.8, 7.6)","(3.2, 3.9, 3.7333333333333334)","(12.0, 19.5, 18.125)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:38.612170,"(9.0, 15.5, 14.8)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 37.2)","(5.0, 7.8, 7.1)","(8.5, 15.5, 12.8)","(4.8, 7.8, 7.6)","(3.2, 3.9, 3.7333333333333334)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:39.856234,"(9.0, 15.5, 14.8)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 37.2)","(5.0, 7.8, 7.1)","(8.5, 15.5, 12.8)","(4.8, 7.8, 7.6)","(3.2, 3.9, 3.7333333333333334)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:41.162379,"(9.0, 15.5, 14.8)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 37.2)","(5.0, 7.8, 7.1)","(8.5, 15.5, 12.8)","(4.8, 7.8, 7.6)","(3.2, 3.9, 3.7333333333333334)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:42.521861,"(9.0, 15.5, 12.038461538461538)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 41.6)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 7.107692307692307)","(3.2, 3.9, 3.6222222222222222)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:43.731014,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 41.6)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.9, 3.6222222222222222)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:44.979683,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 41.6)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.9, 3.625)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:46.314972,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 41.6)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.85, 3.7333333333333334)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:47.546180,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 41.6)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.9, 3.6222222222222222)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:48.843400,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 41.6)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.9, 3.6222222222222222)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:50.037762,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 41.6)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.9, 3.6222222222222222)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:51.223640,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 41.6)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.9, 3.6222222222222222)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:52.423351,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 41.6)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.9, 3.5999999999999996)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:53.598204,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.8, 3.5999999999999996)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:54.848270,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.8, 3.5999999999999996)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:56.055182,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.8, 3.5999999999999996)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:57.353473,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.8, 3.5999999999999996)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:58.574020,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.8, 3.5999999999999996)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:35:59.735008,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.8, 3.5999999999999996)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:36:00.971090,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.8, 3.5999999999999996)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:36:02.192969,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.8, 3.5999999999999996)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:36:03.408629,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.976271186440679)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.8, 7.046153846153846)","(8.5, 15.5, 13.0)","(4.8, 7.8, 6.514285714285714)","(3.2, 3.8, 3.5999999999999996)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 36.0)"
04-01-2023 15:36:04.645892,"(9.0, 15.5, 12.125)","(7.0, 9.0, 8.8)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.8, 6.953846153846154)","(8.5, 15.5, 13.147058823529411)","(4.8, 7.8, 6.355555555555555)","(3.2, 3.8, 3.6)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:06.120925,"(9.0, 15.5, 13.475)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.25)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.6)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:07.451914,"(9.0, 15.5, 13.475)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.25)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.6)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:08.711297,"(9.0, 15.5, 13.475)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.25)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:09.875703,"(9.0, 15.5, 13.475)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.25)","(4.8, 7.6, 6.84)","(3.2, 3.75, 3.6153846153846154)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:11.037238,"(9.0, 15.5, 13.475)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.25)","(4.8, 7.4, 6.84)","(3.2, 3.75, 3.6153846153846154)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:12.270950,"(9.0, 15.5, 13.475)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.25)","(4.8, 7.4, 6.84)","(3.2, 3.75, 3.6153846153846154)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:13.576814,"(9.0, 15.5, 13.475)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.25)","(4.8, 7.4, 6.355555555555555)","(3.2, 3.75, 3.6153846153846154)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:14.809245,"(9.0, 15.5, 13.475)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.25)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.6153846153846154)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:16.040278,"(9.0, 15.5, 13.475)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.25)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.6153846153846154)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:17.332218,"(9.0, 15.5, 13.475)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.25)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.6153846153846154)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:18.612022,"(9.0, 15.5, 13.475)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.25)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.6153846153846154)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:19.840783,"(9.0, 15.5, 13.475)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.25)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.6153846153846154)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:20.988207,"(9.0, 15.5, 13.475)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 13.555555555555555)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.6153846153846154)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:22.079829,"(9.0, 15.5, 12.73076923076923)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 13.555555555555555)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.6153846153846154)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:23.456896,"(9.0, 15.5, 13.25)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.0)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.6153846153846154)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:24.674601,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.0)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.6153846153846154)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:25.976142,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.6153846153846154)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:27.208170,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:28.379503,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:29.559144,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:30.729082,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:32.040589,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:33.268522,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:34.380275,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:35.510684,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:36.717935,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:37.964548,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:39.177531,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:40.290612,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:41.389505,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:42.581512,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:43.818632,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:45.014494,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:46.189445,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:47.295437,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:48.515685,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:49.716572,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:50.887339,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:52.019258,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:53.116726,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:54.288661,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
04-01-2023 15:36:55.534430,"(9.0, 15.5, 13.833333333333332)","(7.0, 9.0, 8.82857142857143)","(19.0, 120.0, 46.5)","(21.0, 44.0, 33.375)","(5.0, 7.6, 6.953846153846154)","(8.5, 15.5, 14.45)","(4.8, 7.6, 6.355555555555555)","(3.2, 3.75, 3.5555555555555554)","(12.0, 19.5, 19.147058823529413)","(26.0, 40.0, 37.6)"
