,Prompt Prodigy,Deevine,Grand Pope,Grinzinger Prince,Tramontana,Bluestone Lane,Cosmic Rhapsody,Jamarra,Rosalia,Pinnace,Snappy Magnus,Hes Essential,The Siscos Kid
04-01-2023 16:19:44.234466,"(71.0, 90.0, 89.42307692307692)","(31.0, 42.0, 40.31578947368421)","(7.0, 8.2, 8.085906040268457)","(6.5, 7.6, 7.521505376344086)","(8.0, 8.2, 7.877173913043478)","(18.0, 21.0, 20.358381502890172)","(26.0, 32.0, 30.430555555555557)","(9.0, 11.5, 11.359550561797754)","(5.5, 6.2, 6.131589958158996)","(6.0, 7.4, 7.390562613430127)","(31.0, 99999, 99990)","(11.0, 13.0, 13.326086956521738)","(81.0, 110.0, 101.68831168831169)"
04-01-2023 16:19:45.926121,"(71.0, 90.0, 89.44444444444444)","(31.0, 42.0, 40.31460674157304)","(7.0, 8.2, 8.247126436781608)","(6.5, 7.6, 7.472262773722628)","(8.0, 8.0, 7.819571045576407)","(18.0, 21.0, 20.374647887323945)","(26.0, 32.0, 30.407185628742514)","(9.0, 11.5, 11.340753424657533)","(5.5, 6.2, 6.159506172839507)","(6.0, 7.4, 7.390763765541741)","(31.0, 99999, 99990)","(11.0, 13.5, 13.342657342657343)","(81.0, 110.0, 102.09876543209876)"
04-01-2023 16:19:47.548266,"(71.0, 90.0, 88.90625)","(31.0, 42.0, 39.540983606557376)","(7.0, 8.4, 8.253684210526316)","(6.5, 7.6, 7.476506024096386)","(8.0, 8.0, 7.811711711711712)","(18.0, 21.0, 20.372881355932204)","(26.0, 32.0, 30.444444444444443)","(9.0, 11.5, 11.302052785923754)","(5.5, 6.2, 6.187854251012146)","(6.0, 7.4, 7.3712)","(31.0, 99999, 99990)","(11.0, 13.5, 13.350993377483444)","(81.0, 110.0, 102.1951219512195)"
04-01-2023 16:19:49.211321,"(71.0, 90.0, 88.90625)","(31.0, 42.0, 39.540983606557376)","(7.0, 8.4, 8.273636363636363)","(6.5, 7.6, 7.457638888888889)","(8.0, 8.0, 7.76140350877193)","(18.0, 21.0, 20.371104815864022)","(26.0, 32.0, 30.41111111111111)","(9.0, 11.5, 11.330623306233063)","(5.5, 6.2, 6.260526315789474)","(6.0, 7.4, 7.3588752196836555)","(31.0, 99999, 99990)","(11.0, 13.5, 13.302857142857142)","(81.0, 110.0, 101.05263157894737)"
04-01-2023 16:19:51.088909,"(71.0, 90.0, 88.55263157894737)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.4, 8.303806228373702)","(6.5, 7.6, 7.466013071895425)","(8.0, 7.8, 7.785826771653543)","(18.0, 21.0, 20.383333333333333)","(26.0, 32.0, 30.454054054054055)","(9.0, 11.5, 11.332467532467533)","(5.5, 6.4, 6.265610142630745)","(6.0, 7.4, 7.380044345898005)","(31.0, 99999, 99990)","(11.0, 13.5, 13.019736842105264)","(81.0, 110.0, 101.23287671232876)"
04-01-2023 16:19:53.015904,"(71.0, 90.0, 89.05405405405405)","(31.0, 40.0, 39.51428571428571)","(7.0, 8.4, 8.315151515151515)","(6.5, 7.6, 7.658823529411764)","(8.0, 7.8, 7.759628770301624)","(18.0, 21.0, 20.39178082191781)","(26.0, 32.0, 30.434782608695652)","(9.0, 11.5, 11.358916478555305)","(5.5, 6.4, 6.3098484848484855)","(6.0, 7.6, 7.49873417721519)","(31.0, 99999, 99990)","(11.0, 13.0, 12.990384615384615)","(81.0, 110.0, 101.89873417721519)"
04-01-2023 16:19:54.826722,"(71.0, 90.0, 89.05405405405405)","(31.0, 40.0, 39.46268656716418)","(7.0, 8.4, 8.313178294573643)","(6.5, 7.8, 7.68169014084507)","(8.0, 7.8, 7.7412658227848095)","(18.0, 21.0, 20.168539325842698)","(26.0, 32.0, 30.34285714285714)","(9.0, 11.5, 11.372781065088757)","(5.5, 6.4, 6.296561604584528)","(6.0, 7.6, 7.475)","(31.0, 99999, 99990)","(11.0, 13.0, 12.864795918367347)","(81.0, 110.0, 101.89873417721519)"
04-01-2023 16:19:56.719206,"(71.0, 90.0, 89.28571428571429)","(31.0, 40.0, 40.082191780821915)","(7.0, 8.4, 8.328)","(6.5, 7.8, 7.733802816901409)","(8.0, 7.8, 7.458503401360544)","(18.0, 21.0, 20.296178343949045)","(26.0, 32.0, 30.221238938053098)","(9.0, 11.5, 11.422178988326849)","(5.5, 6.4, 6.30139968895801)","(6.0, 7.6, 7.456296296296297)","(31.0, 99999, 99990)","(11.0, 13.5, 13.072289156626507)","(81.0, 110.0, 101.57894736842105)"
04-01-2023 16:19:58.416103,"(71.0, 90.0, 89.28571428571429)","(31.0, 42.0, 40.082191780821915)","(7.0, 8.4, 8.328)","(6.5, 7.8, 7.733802816901409)","(8.0, 7.6, 7.57070707070707)","(18.0, 21.0, 20.348082595870206)","(26.0, 32.0, 30.34567901234568)","(9.0, 11.5, 11.437258687258687)","(5.5, 6.4, 6.246497461928934)","(6.0, 7.6, 7.48042328042328)","(31.0, 99999, 99990)","(11.0, 13.5, 13.118556701030927)","(81.0, 110.0, 101.85185185185185)"
04-01-2023 16:20:00.007190,"(71.0, 90.0, 89.48275862068965)","(31.0, 42.0, 40.103896103896105)","(7.0, 8.4, 8.310497237569061)","(6.5, 7.8, 7.75576923076923)","(8.0, 7.6, 7.57070707070707)","(18.0, 21.0, 20.348082595870206)","(26.0, 32.0, 30.34567901234568)","(9.0, 11.5, 11.437258687258687)","(5.5, 6.4, 6.246497461928934)","(6.0, 7.6, 7.48042328042328)","(31.0, 99999, 99990)","(11.0, 13.5, 13.118556701030927)","(81.0, 110.0, 101.85185185185185)"
04-01-2023 16:20:01.590800,"(71.0, 90.0, 89.33333333333333)","(31.0, 42.0, 40.103896103896105)","(7.0, 8.4, 8.309243697478992)","(6.5, 7.8, 7.756398104265402)","(8.0, 7.6, 7.56)","(18.0, 21.0, 20.6555023923445)","(26.0, 32.0, 30.267241379310345)","(9.0, 11.5, 11.435643564356436)","(5.5, 6.4, 6.241874376869392)","(6.0, 7.6, 7.472316384180791)","(31.0, 99999, 99990)","(11.0, 13.5, 13.006756756756756)","(81.0, 110.0, 101.82926829268293)"
04-01-2023 16:20:03.357707,"(71.0, 90.0, 89.375)","(31.0, 42.0, 37.27272727272727)","(7.0, 8.4, 8.298227848101266)","(6.5, 7.8, 7.749253731343283)","(8.0, 7.8, 7.614285714285714)","(18.0, 21.0, 20.556485355648537)","(26.0, 32.0, 30.201923076923077)","(9.0, 11.5, 11.43469387755102)","(5.5, 6.4, 6.2642105263157895)","(6.0, 7.4, 7.371250000000001)","(31.0, 99999, 99990)","(11.0, 13.0, 12.924812030075188)","(81.0, 110.0, 101.92771084337349)"
04-01-2023 16:20:04.976862,"(71.0, 90.0, 89.375)","(31.0, 38.0, 36.885714285714286)","(7.0, 8.4, 8.325925925925926)","(6.5, 7.8, 7.5661764705882355)","(8.0, 7.8, 7.7053941908713695)","(18.0, 21.0, 20.57936507936508)","(26.0, 32.0, 28.133333333333333)","(9.0, 11.5, 11.38888888888889)","(5.5, 6.4, 6.212515964240103)","(6.0, 7.4, 7.407729468599034)","(31.0, 99999, 99990)","(11.0, 13.0, 13.434426229508198)","(81.0, 110.0, 102.52631578947368)"
04-01-2023 16:20:06.687596,"(71.0, 90.0, 89.23076923076923)","(31.0, 38.0, 36.69565217391305)","(7.0, 8.4, 8.25639344262295)","(6.5, 7.6, 7.583402489626556)","(8.0, 7.8, 7.70379746835443)","(18.0, 21.0, 20.595419847328245)","(26.0, 29.0, 28.27007299270073)","(9.0, 11.5, 11.372937293729374)","(5.5, 6.4, 6.254960317460318)","(6.0, 7.6, 7.494029850746268)","(31.0, 99999, 99990)","(11.0, 13.5, 13.25206611570248)","(81.0, 110.0, 102.71844660194175)"
04-01-2023 16:20:08.462930,"(71.0, 90.0, 89.70588235294117)","(31.0, 38.0, 36.743801652892564)","(7.0, 8.4, 8.28981723237598)","(6.5, 7.6, 7.551890034364261)","(8.0, 7.8, 7.63010033444816)","(18.0, 21.0, 20.739336492890995)","(26.0, 29.0, 28.25531914893617)","(9.0, 11.5, 11.433962264150944)","(5.5, 6.4, 6.277688888888889)","(6.0, 7.6, 7.478810408921933)","(31.0, 99999, 99990)","(11.0, 13.5, 13.173913043478262)","(81.0, 110.0, 102.7433628318584)"
04-01-2023 16:20:10.175345,"(71.0, 90.0, 88.72093023255815)","(31.0, 38.0, 36.1)","(7.0, 8.4, 8.295024875621891)","(6.5, 7.6, 7.563036303630363)","(8.0, 7.8, 7.663440860215053)","(18.0, 21.0, 20.663829787234043)","(26.0, 29.0, 28.304635761589402)","(9.0, 11.5, 11.47979797979798)","(5.5, 6.4, 6.283579496090357)","(6.0, 7.6, 7.481230769230769)","(31.0, 99999, 99990)","(11.0, 13.5, 13.221739130434782)","(81.0, 110.0, 103.03571428571429)"
04-01-2023 16:20:12.260883,"(71.0, 95.0, 91.85185185185185)","(31.0, 38.0, 35.03448275862069)","(7.0, 8.4, 8.195015576323987)","(6.5, 7.6, 7.70722891566265)","(8.0, 7.8, 7.692600422832981)","(18.0, 21.0, 21.230188679245284)","(26.0, 29.0, 28.377245508982035)","(9.0, 11.5, 11.395220588235293)","(5.5, 6.4, 6.287912087912088)","(6.0, 7.6, 7.499763593380615)","(31.0, 99999, 99990)","(11.0, 13.5, 13.282312925170068)","(81.0, 110.0, 103.09734513274336)"
04-01-2023 16:20:14.193799,"(71.0, 95.0, 92.63157894736842)","(31.0, 36.0, 34.608695652173914)","(7.0, 8.2, 8.165171503957783)","(6.5, 7.8, 7.72027027027027)","(8.0, 7.8, 7.693532338308457)","(18.0, 22.0, 21.28030303030303)","(26.0, 29.0, 28.32121212121212)","(9.0, 11.5, 11.361952861952862)","(5.5, 6.4, 6.29453471196455)","(6.0, 7.6, 7.6808163265306115)","(31.0, 99999, 99990)","(11.0, 13.5, 13.152173913043478)","(81.0, 110.0, 103.09734513274336)"
04-01-2023 16:20:16.351991,"(71.0, 95.0, 92.85714285714286)","(31.0, 36.0, 35.03225806451613)","(7.0, 8.2, 8.118077803203661)","(6.5, 7.8, 7.705521472392638)","(8.0, 7.8, 7.707303370786517)","(18.0, 22.0, 21.29368029739777)","(26.0, 29.0, 28.333333333333332)","(9.0, 11.5, 11.366013071895425)","(5.5, 6.4, 6.29561403508772)","(6.0, 7.8, 7.699559471365639)","(31.0, 99999, 99990)","(11.0, 13.5, 13.20103092783505)","(81.0, 110.0, 103.21739130434783)"
04-01-2023 16:20:18.379728,"(71.0, 95.0, 96.0576923076923)","(31.0, 36.0, 35.11764705882353)","(7.0, 8.2, 8.121698113207547)","(6.5, 7.8, 7.700507614213198)","(8.0, 7.8, 7.710622710622711)","(18.0, 22.0, 21.608888888888888)","(26.0, 29.0, 28.335078534031414)","(9.0, 11.5, 11.428899082568808)","(5.5, 6.4, 6.296604938271606)","(6.0, 7.8, 7.712307692307692)","(31.0, 99999, 99990)","(11.0, 13.5, 13.21)","(81.0, 110.0, 103.16666666666667)"
