,Tender Heights,June The Weapon,Country Roy,Cobbers Chance,Classy Moreira,Honest Frank
10-01-2023 12:01:58.423375,"(13.0, 29.0, 19.0)","(4.0, 8.8, 5.476923076923077)","(2.0, 2.88, 2.774285714285714)","(6.5, 8.4, 8.3)","(16.0, 36.0, 27.0)","(4.2, 6.6, 5.6)"
10-01-2023 12:01:59.455501,"(13.0, 29.0, 19.0)","(4.0, 8.8, 5.476923076923077)","(2.0, 2.88, 2.774285714285714)","(6.5, 8.4, 8.3)","(16.0, 36.0, 27.0)","(4.2, 6.6, 5.6)"
10-01-2023 12:02:00.431543,"(13.0, 29.0, 19.0)","(4.0, 8.8, 5.476923076923077)","(2.0, 2.88, 2.774285714285714)","(6.5, 8.4, 8.3)","(16.0, 36.0, 27.0)","(4.2, 6.6, 5.6)"
10-01-2023 12:02:01.378410,"(13.0, 29.0, 19.0)","(4.0, 8.8, 5.476923076923077)","(2.0, 2.88, 2.774285714285714)","(6.5, 8.4, 8.3)","(16.0, 36.0, 27.0)","(4.2, 6.6, 5.622222222222222)"
10-01-2023 12:02:02.295930,"(13.0, 29.0, 19.0)","(4.0, 8.8, 5.92)","(2.0, 2.88, 2.774285714285714)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.622222222222222)"
10-01-2023 12:02:03.210911,"(13.0, 29.0, 23.833333333333336)","(4.0, 8.6, 6.657142857142857)","(2.0, 2.88, 2.774285714285714)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.4)"
10-01-2023 12:02:04.183855,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 6.571428571428571)","(2.0, 2.88, 2.774285714285714)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.4)"
10-01-2023 12:02:05.109035,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 6.571428571428571)","(2.0, 2.88, 2.774285714285714)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.4)"
10-01-2023 12:02:06.009074,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 6.571428571428571)","(2.0, 2.88, 2.774285714285714)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.4)"
10-01-2023 12:02:06.965326,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 8.0)","(2.0, 2.8, 2.5)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.4)"
10-01-2023 12:02:07.894523,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 8.0)","(2.0, 2.8, 2.5)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.4)"
10-01-2023 12:02:08.782246,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 8.0)","(2.0, 2.8, 2.5)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.4)"
10-01-2023 12:02:09.826485,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 8.0)","(2.0, 2.8, 2.5)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.4)"
10-01-2023 12:02:10.740025,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 6.933333333333334)","(2.0, 2.76, 2.478181818181818)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.4)"
10-01-2023 12:02:11.704996,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 7.142857142857143)","(2.0, 2.76, 2.478181818181818)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.4)"
10-01-2023 12:02:12.619181,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 7.142857142857143)","(2.0, 2.76, 2.478181818181818)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.4)"
10-01-2023 12:02:13.484061,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 7.142857142857143)","(2.0, 2.76, 2.478181818181818)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.4)"
10-01-2023 12:02:14.446373,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 7.142857142857143)","(2.0, 2.76, 2.478181818181818)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.4)"
10-01-2023 12:02:15.438317,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 7.142857142857143)","(2.0, 2.76, 2.4890909090909092)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.4)"
10-01-2023 12:02:16.371023,"(13.0, 29.0, 23.833333333333336)","(4.0, 8.4, 7.142857142857143)","(2.0, 2.78, 2.4890909090909092)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.4)"
10-01-2023 12:02:17.305803,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 7.142857142857143)","(2.0, 2.78, 2.4890909090909092)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.376470588235294)"
10-01-2023 12:02:18.210109,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 7.142857142857143)","(2.0, 2.78, 2.4890909090909092)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.376470588235294)"
10-01-2023 12:02:19.136770,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 7.142857142857143)","(2.0, 2.78, 2.4890909090909092)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.376470588235294)"
10-01-2023 12:02:20.128923,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 7.142857142857143)","(2.0, 2.78, 2.4890909090909092)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.376470588235294)"
10-01-2023 12:02:21.099032,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 7.142857142857143)","(2.0, 2.78, 2.4890909090909092)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.376470588235294)"
10-01-2023 12:02:22.120883,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 7.142857142857143)","(2.0, 2.78, 2.4890909090909092)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.376470588235294)"
10-01-2023 12:02:23.112040,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 7.142857142857143)","(2.0, 2.78, 2.4890909090909092)","(6.5, 8.4, 8.3)","(16.0, 36.0, 24.0)","(4.2, 6.6, 5.376470588235294)"
10-01-2023 12:02:24.115918,"(13.0, 29.0, 25.555555555555557)","(4.0, 8.4, 7.142857142857143)","(2.0, 2.78, 2.4890909090909092)","(6.5, 8.4, 8.3)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.6, 5.376470588235294)"
10-01-2023 12:02:25.070761,"(13.0, 29.0, 22.8)","(4.0, 8.4, 8.133333333333333)","(2.0, 2.78, 2.6885714285714286)","(6.5, 8.4, 8.3)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.6, 5.376470588235294)"
10-01-2023 12:02:26.043948,"(13.0, 29.0, 22.8)","(4.0, 8.4, 7.257142857142857)","(2.0, 2.74, 2.54)","(6.5, 8.4, 8.3)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.6, 5.376470588235294)"
10-01-2023 12:02:26.961731,"(13.0, 29.0, 22.8)","(4.0, 8.4, 7.300000000000001)","(2.0, 2.74, 2.7013333333333334)","(6.5, 8.4, 8.3)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.6, 5.376470588235294)"
10-01-2023 12:02:27.849723,"(13.0, 29.0, 22.8)","(4.0, 8.4, 7.300000000000001)","(2.0, 2.74, 2.7037500000000003)","(6.5, 8.4, 8.3)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.6, 5.376470588235294)"
10-01-2023 12:02:28.778013,"(13.0, 29.0, 22.8)","(4.0, 8.4, 7.672727272727273)","(2.0, 2.74, 2.3491304347826087)","(6.5, 8.4, 8.3)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.6, 5.376470588235294)"
10-01-2023 12:02:29.742020,"(13.0, 29.0, 22.8)","(4.0, 8.4, 7.672727272727273)","(2.0, 2.74, 2.3451063829787238)","(6.5, 8.4, 8.3)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.6, 5.376470588235294)"
10-01-2023 12:02:30.716663,"(13.0, 29.0, 22.8)","(4.0, 8.4, 7.672727272727273)","(2.0, 2.74, 2.3451063829787238)","(6.5, 8.4, 8.3)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.6, 5.376470588235294)"
10-01-2023 12:02:31.706499,"(13.0, 29.0, 22.8)","(4.0, 8.4, 7.672727272727273)","(2.0, 2.74, 2.602105263157895)","(6.5, 8.4, 8.31)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.6, 5.114285714285714)"
10-01-2023 12:02:32.718138,"(13.0, 29.0, 22.8)","(4.0, 8.4, 7.672727272727273)","(2.0, 2.72, 2.342608695652174)","(6.5, 8.4, 8.31)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.6, 5.28)"
10-01-2023 12:02:33.691421,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 7.672727272727273)","(2.0, 2.7, 2.270769230769231)","(6.5, 8.4, 8.31)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.4, 5.28)"
10-01-2023 12:02:34.662018,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 7.672727272727273)","(2.0, 2.68, 2.194666666666667)","(6.5, 8.4, 8.31)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.4, 5.28)"
10-01-2023 12:02:35.568787,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 7.672727272727273)","(2.0, 2.66, 2.1747058823529413)","(6.5, 8.4, 8.31)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.4, 5.28)"
10-01-2023 12:02:36.517864,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 7.672727272727273)","(2.0, 2.64, 2.1808695652173915)","(6.5, 8.4, 8.31)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.4, 5.28)"
10-01-2023 12:02:37.504951,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 7.955555555555556)","(2.0, 2.62, 2.172777777777778)","(6.5, 8.4, 8.31)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.4, 5.28)"
10-01-2023 12:02:38.480412,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 7.9789473684210535)","(2.0, 2.6, 2.38)","(6.5, 8.4, 8.31)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.4, 5.28)"
10-01-2023 12:02:39.497855,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 7.9789473684210535)","(2.0, 2.6, 2.38)","(6.5, 8.4, 8.31)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.4, 5.28)"
10-01-2023 12:02:40.515686,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 7.846153846153847)","(2.0, 2.6, 2.222857142857143)","(6.5, 8.4, 8.31)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.4, 5.28)"
10-01-2023 12:02:41.456416,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 8.22)","(2.0, 2.6, 2.193846153846154)","(6.5, 8.4, 8.31)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.4, 5.28)"
10-01-2023 12:02:42.307757,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 8.1)","(2.0, 2.58, 2.1744827586206896)","(6.5, 8.0, 7.866666666666666)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.4, 5.28)"
10-01-2023 12:02:43.199275,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 8.1)","(2.0, 2.56, 2.18)","(6.5, 8.2, 7.981818181818181)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.4, 5.28)"
10-01-2023 12:02:44.197836,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 8.1)","(2.0, 2.56, 2.18)","(6.5, 8.2, 7.981818181818181)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.4, 5.28)"
10-01-2023 12:02:45.252449,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 8.16)","(2.0, 2.56, 2.485925925925926)","(6.5, 8.2, 7.981818181818181)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.4, 5.28)"
10-01-2023 12:02:46.268234,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 8.16)","(2.0, 2.56, 2.485925925925926)","(6.5, 8.2, 7.981818181818181)","(16.0, 36.0, 29.833333333333336)","(4.2, 6.4, 5.28)"
10-01-2023 12:02:47.322261,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 8.044444444444444)","(2.0, 2.56, 2.486923076923077)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:02:48.323208,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.486923076923077)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:02:49.308098,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.232727272727273)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:02:50.239067,"(13.0, 29.0, 20.142857142857142)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.232727272727273)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:02:51.084236,"(13.0, 27.0, 23.625)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.5454545454545454)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:02:52.013542,"(13.0, 27.0, 23.625)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.5454545454545454)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:02:52.969377,"(13.0, 27.0, 23.625)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.5454545454545454)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:02:53.945854,"(13.0, 27.0, 23.625)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.5454545454545454)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:02:54.959345,"(13.0, 27.0, 23.625)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.5454545454545454)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:02:55.894265,"(13.0, 27.0, 23.625)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.5454545454545454)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:02:56.804429,"(13.0, 27.0, 23.625)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.5454545454545454)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:02:57.717976,"(13.0, 27.0, 23.625)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.5454545454545454)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:02:58.633071,"(13.0, 27.0, 23.625)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.5454545454545454)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:02:59.653161,"(13.0, 27.0, 23.625)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.5300000000000002)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:03:00.626237,"(13.0, 27.0, 23.625)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.5300000000000002)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:03:01.572211,"(13.0, 27.0, 23.625)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.5300000000000002)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:03:02.462840,"(13.0, 27.0, 23.625)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.5300000000000002)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 26.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:03:03.366906,"(13.0, 27.0, 23.625)","(4.0, 8.4, 8.08)","(2.0, 2.56, 2.5300000000000002)","(6.5, 8.2, 7.991304347826087)","(16.0, 36.0, 25.75)","(4.2, 6.4, 5.2)"
10-01-2023 12:03:04.363073,"(13.0, 26.0, 23.916666666666664)","(4.0, 8.4, 7.7)","(2.0, 2.56, 2.5300000000000002)","(6.5, 8.2, 7.991304347826087)","(16.0, 34.0, 29.1)","(4.2, 6.4, 5.2)"
10-01-2023 12:03:05.381885,"(13.0, 25.0, 23.77777777777778)","(4.0, 8.4, 7.84)","(2.0, 2.56, 2.5300000000000002)","(6.5, 8.2, 7.991304347826087)","(16.0, 32.0, 29.1)","(4.2, 6.4, 5.2)"
10-01-2023 12:03:06.463584,"(13.0, 25.0, 23.77777777777778)","(4.0, 8.4, 8.133333333333333)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.991304347826087)","(16.0, 32.0, 21.96153846153846)","(4.2, 6.4, 5.2)"
10-01-2023 12:03:07.451294,"(13.0, 25.0, 21.20689655172414)","(4.0, 8.4, 8.304)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.959999999999999)","(16.0, 32.0, 27.5)","(4.2, 6.4, 5.622222222222223)"
10-01-2023 12:03:08.399042,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.4, 8.304)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.959999999999999)","(16.0, 30.0, 27.5)","(4.2, 6.4, 5.622222222222223)"
10-01-2023 12:03:09.322236,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.4, 8.304)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.959999999999999)","(16.0, 30.0, 21.071428571428573)","(4.2, 6.4, 5.622222222222223)"
10-01-2023 12:03:10.209966,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.4, 8.304)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.959999999999999)","(16.0, 30.0, 21.071428571428573)","(4.2, 6.4, 5.622222222222223)"
10-01-2023 12:03:11.164844,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.4, 8.304)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.959999999999999)","(16.0, 29.0, 19.055555555555557)","(4.2, 6.4, 5.622222222222223)"
10-01-2023 12:03:12.215922,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.4, 7.9)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.959999999999999)","(16.0, 28.0, 18.635135135135137)","(4.2, 6.4, 5.622222222222223)"
10-01-2023 12:03:13.242143,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.6, 8.0)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.959999999999999)","(16.0, 28.0, 18.635135135135137)","(4.2, 6.4, 5.622222222222223)"
10-01-2023 12:03:14.219561,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.6, 8.0)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.959999999999999)","(16.0, 28.0, 18.635135135135137)","(4.2, 6.4, 5.233333333333333)"
10-01-2023 12:03:15.079861,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.6, 8.0)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.959999999999999)","(16.0, 28.0, 18.635135135135137)","(4.2, 6.4, 5.233333333333333)"
10-01-2023 12:03:15.941623,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.6, 8.0)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.959999999999999)","(16.0, 28.0, 18.635135135135137)","(4.2, 6.4, 5.233333333333333)"
10-01-2023 12:03:16.958547,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.6, 8.0)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.959999999999999)","(16.0, 28.0, 18.635135135135137)","(4.2, 6.4, 5.233333333333333)"
10-01-2023 12:03:17.994329,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.6, 8.0)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.959999999999999)","(16.0, 28.0, 23.833333333333332)","(4.2, 6.4, 5.233333333333333)"
10-01-2023 12:03:19.013569,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.6, 8.0)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.959999999999999)","(16.0, 27.0, 23.166666666666664)","(4.2, 6.4, 5.233333333333333)"
10-01-2023 12:03:19.965569,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.6, 8.0)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 21.75)","(4.2, 6.4, 5.233333333333333)"
10-01-2023 12:03:20.891709,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.6, 8.0)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.233333333333333)"
10-01-2023 12:03:21.769418,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.6, 8.0)","(2.0, 2.56, 2.395)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.233333333333333)"
10-01-2023 12:03:22.723359,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.6, 8.44)","(2.0, 2.56, 2.3885714285714283)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.233333333333333)"
10-01-2023 12:03:23.681925,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.6, 8.415384615384616)","(2.0, 2.56, 2.3885714285714283)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.233333333333333)"
10-01-2023 12:03:24.672241,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.6, 8.511111111111111)","(2.0, 2.56, 2.3885714285714283)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.233333333333333)"
10-01-2023 12:03:25.629823,"(13.0, 25.0, 19.97142857142857)","(4.0, 8.6, 8.511111111111111)","(2.0, 2.56, 2.3885714285714283)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.84)"
10-01-2023 12:03:26.507800,"(13.0, 23.0, 22.526315789473685)","(4.0, 8.6, 8.511111111111111)","(2.0, 2.54, 2.4)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.994736842105263)"
10-01-2023 12:03:27.398114,"(13.0, 23.0, 22.526315789473685)","(4.0, 8.6, 8.511111111111111)","(2.0, 2.54, 2.386)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.994736842105263)"
10-01-2023 12:03:28.477909,"(13.0, 23.0, 22.526315789473685)","(4.0, 8.6, 8.2)","(2.0, 2.54, 2.386)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.994736842105263)"
10-01-2023 12:03:29.572016,"(13.0, 23.0, 22.526315789473685)","(4.0, 8.6, 8.266666666666666)","(2.0, 2.54, 2.386)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.994736842105263)"
10-01-2023 12:03:30.723421,"(13.0, 23.0, 20.23076923076923)","(4.0, 8.6, 8.553846153846154)","(2.0, 2.54, 2.386)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.994736842105263)"
10-01-2023 12:03:31.772205,"(13.0, 23.0, 20.23076923076923)","(4.0, 8.6, 8.553846153846154)","(2.0, 2.54, 2.386)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.994736842105263)"
10-01-2023 12:03:32.739485,"(13.0, 23.0, 20.23076923076923)","(4.0, 8.6, 8.533333333333333)","(2.0, 2.54, 2.386)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.994736842105263)"
10-01-2023 12:03:33.652604,"(13.0, 23.0, 20.23076923076923)","(4.0, 8.6, 8.457142857142857)","(2.0, 2.54, 2.386)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.994736842105263)"
10-01-2023 12:03:34.698381,"(13.0, 23.0, 20.23076923076923)","(4.0, 8.6, 8.549999999999999)","(2.0, 2.54, 2.386)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.994736842105263)"
10-01-2023 12:03:35.696769,"(13.0, 23.0, 20.23076923076923)","(4.0, 8.6, 8.549999999999999)","(2.0, 2.54, 2.386)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.994736842105263)"
10-01-2023 12:03:36.756442,"(13.0, 23.0, 19.225806451612904)","(4.0, 8.6, 8.549999999999999)","(2.0, 2.54, 2.386)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.994736842105263)"
10-01-2023 12:03:37.775520,"(13.0, 23.0, 19.225806451612904)","(4.0, 8.6, 8.549999999999999)","(2.0, 2.54, 2.386)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 6.4, 5.476470588235294)"
10-01-2023 12:03:38.711492,"(13.0, 23.0, 19.225806451612904)","(4.0, 8.6, 8.549999999999999)","(2.0, 2.54, 2.386)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 5.6, 5.476470588235294)"
10-01-2023 12:03:39.554500,"(13.0, 23.0, 19.225806451612904)","(4.0, 8.6, 8.549999999999999)","(2.0, 2.54, 2.386)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 5.6, 5.476470588235294)"
10-01-2023 12:03:40.546378,"(13.0, 23.0, 19.225806451612904)","(4.0, 9.6, 9.085714285714285)","(2.0, 2.54, 2.386)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 5.6, 5.476470588235294)"
10-01-2023 12:03:41.617161,"(13.0, 23.0, 19.225806451612904)","(4.0, 9.6, 9.085714285714285)","(2.0, 2.54, 2.38)","(6.5, 8.2, 7.959999999999999)","(16.0, 26.0, 20.184210526315788)","(4.2, 5.6, 5.476470588235294)"
