,Amen Brother,Bia Tinne,Burrandana,Open Sky,Take On Manhattan,The Big Shamrock,Toro Magic,Brave Image,County Kilkenny,Mo Chara,Sonny Fella
05-01-2023 12:55:40.110718,"(6.5, 7.6, 7.536363636363636)","(15.0, 21.0, 20.57377049180328)","(3.6, 4.1, 4.041666666666666)","(7.0, 8.2, 8.013559322033897)","(21.0, 28.0, 27.137931034482758)","(51.0, 90.0, 87.85714285714286)","(71.0, 110.0, 109.03225806451613)","(4.8, 5.8, 5.713846153846154)","(7.5, 9.4, 8.860000000000001)","(18.0, 24.0, 22.942857142857143)","(18.0, 22.0, 21.037735849056602)"
05-01-2023 12:55:41.488648,"(6.5, 7.6, 7.535632183908046)","(15.0, 21.0, 20.583333333333332)","(3.6, 4.1, 4.072340425531914)","(7.0, 8.2, 8.021862348178137)","(21.0, 28.0, 27.21875)","(51.0, 90.0, 87.93103448275862)","(71.0, 110.0, 109.0625)","(4.8, 5.8, 5.7322033898305085)","(7.5, 9.4, 9.12)","(18.0, 23.0, 22.945945945945947)","(18.0, 22.0, 21.037735849056602)"
05-01-2023 12:55:42.970212,"(6.5, 7.8, 7.642622950819672)","(15.0, 21.0, 20.68354430379747)","(3.6, 4.1, 4.072340425531914)","(7.0, 8.2, 8.043971631205673)","(21.0, 28.0, 27.21875)","(51.0, 90.0, 87.85714285714286)","(71.0, 110.0, 109.0625)","(4.8, 5.8, 5.713978494623656)","(7.5, 9.2, 8.935483870967742)","(18.0, 23.0, 22.945945945945947)","(17.0, 22.0, 21.1)"
05-01-2023 12:55:44.486013,"(6.5, 7.8, 7.576470588235294)","(15.0, 21.0, 20.68354430379747)","(3.6, 4.1, 4.0841463414634145)","(7.0, 8.2, 8.15111111111111)","(21.0, 28.0, 27.21875)","(51.0, 90.0, 87.85714285714286)","(71.0, 110.0, 109.0625)","(4.8, 5.8, 5.757446808510638)","(7.5, 9.0, 8.852941176470589)","(18.0, 23.0, 22.941176470588236)","(17.0, 22.0, 21.1)"
05-01-2023 12:55:45.916657,"(6.5, 7.6, 7.57979797979798)","(15.0, 21.0, 20.305555555555557)","(3.6, 4.1, 4.0852272727272725)","(7.0, 8.2, 8.149132947976877)","(21.0, 28.0, 26.793650793650794)","(51.0, 90.0, 87.85714285714286)","(71.0, 110.0, 109.0625)","(4.8, 5.8, 5.781012658227848)","(7.5, 9.0, 8.475)","(18.0, 23.0, 23.047619047619047)","(17.0, 22.0, 21.1)"
05-01-2023 12:55:47.476625,"(6.5, 7.6, 7.57979797979798)","(15.0, 21.0, 20.305555555555557)","(3.6, 4.1, 4.0852272727272725)","(7.0, 8.2, 8.149132947976877)","(21.0, 27.0, 26.793650793650794)","(51.0, 90.0, 87.85714285714286)","(71.0, 110.0, 109.0625)","(4.8, 5.8, 5.781012658227848)","(7.5, 9.0, 8.475)","(18.0, 24.0, 23.047619047619047)","(17.0, 22.0, 21.1)"
05-01-2023 12:55:48.880860,"(6.5, 7.6, 7.57979797979798)","(15.0, 21.0, 20.305555555555557)","(3.6, 4.1, 4.0852272727272725)","(7.0, 8.2, 8.149132947976877)","(21.0, 27.0, 26.793650793650794)","(51.0, 90.0, 87.85714285714286)","(71.0, 110.0, 109.0625)","(4.8, 5.8, 5.781012658227848)","(7.5, 9.0, 8.475)","(18.0, 24.0, 23.047619047619047)","(17.0, 22.0, 21.1)"
05-01-2023 12:55:50.301340,"(6.5, 7.6, 7.57979797979798)","(15.0, 21.0, 20.305555555555557)","(3.6, 4.1, 4.0852272727272725)","(7.0, 8.2, 8.149132947976877)","(21.0, 27.0, 26.793650793650794)","(51.0, 90.0, 87.85714285714286)","(81.0, 110.0, 109.0625)","(4.8, 5.8, 5.781012658227848)","(7.5, 9.0, 8.475)","(18.0, 24.0, 23.047619047619047)","(17.0, 22.0, 21.1)"
05-01-2023 12:55:51.664864,"(6.5, 7.6, 7.57979797979798)","(15.0, 21.0, 20.305555555555557)","(3.6, 4.1, 4.0852272727272725)","(7.0, 8.2, 8.149132947976877)","(21.0, 27.0, 26.793650793650794)","(51.0, 90.0, 87.85714285714286)","(81.0, 110.0, 109.0625)","(4.8, 5.8, 5.781012658227848)","(7.5, 9.0, 8.475)","(18.0, 24.0, 23.047619047619047)","(17.0, 22.0, 21.1)"
05-01-2023 12:55:53.393483,"(6.5, 7.6, 7.581818181818181)","(15.0, 21.0, 20.404761904761905)","(3.6, 4.1, 4.059615384615384)","(7.0, 8.2, 8.106666666666666)","(21.0, 27.0, 26.818181818181817)","(51.0, 90.0, 85.71428571428571)","(81.0, 110.0, 114.73684210526315)","(4.8, 5.8, 5.633216783216783)","(7.5, 9.0, 8.361290322580645)","(18.0, 24.0, 22.97674418604651)","(17.0, 22.0, 20.210526315789473)"
05-01-2023 12:55:54.792325,"(6.5, 7.6, 7.578260869565217)","(15.0, 21.0, 20.444444444444443)","(3.6, 4.1, 4.036363636363636)","(7.0, 8.2, 8.136842105263158)","(21.0, 27.0, 26.857142857142858)","(51.0, 90.0, 86.25)","(71.0, 120.0, 115.0)","(4.8, 5.7, 5.639677419354839)","(7.5, 9.0, 7.994594594594594)","(18.0, 24.0, 23.043478260869566)","(17.0, 22.0, 20.833333333333332)"
05-01-2023 12:55:56.188556,"(6.5, 7.6, 7.590697674418604)","(15.0, 21.0, 20.444444444444443)","(3.6, 4.1, 4.036363636363636)","(7.0, 8.2, 8.20392156862745)","(21.0, 27.0, 27.18032786885246)","(51.0, 90.0, 87.6923076923077)","(71.0, 120.0, 114.44444444444444)","(4.8, 5.7, 5.649322493224932)","(7.5, 9.0, 8.177777777777777)","(18.0, 24.0, 23.576923076923077)","(17.0, 21.0, 21.17721518987342)"
05-01-2023 12:55:57.559799,"(6.5, 7.8, 7.727868852459016)","(15.0, 21.0, 20.63235294117647)","(3.6, 4.0, 3.9955223880597015)","(7.0, 8.4, 8.33421052631579)","(21.0, 28.0, 27.264705882352942)","(51.0, 90.0, 88.0)","(71.0, 120.0, 114.44444444444444)","(4.8, 5.7, 5.654166666666667)","(7.5, 8.8, 8.507317073170732)","(18.0, 24.0, 23.4375)","(17.0, 22.0, 20.75796178343949)"
05-01-2023 12:55:59.185319,"(7.0, 7.2, 7.140425531914894)","(15.0, 21.0, 20.695121951219512)","(3.6, 4.0, 3.996153846153846)","(7.0, 8.4, 8.343529411764706)","(21.0, 28.0, 27.264705882352942)","(51.0, 90.0, 88.5)","(81.0, 120.0, 115.0)","(4.8, 5.7, 5.655896226415094)","(7.5, 8.8, 8.600000000000001)","(18.0, 24.0, 23.15625)","(17.0, 22.0, 20.63963963963964)"
05-01-2023 12:56:00.740180,"(7.0, 7.2, 6.861016949152543)","(15.0, 21.0, 20.691358024691358)","(3.6, 4.1, 4.092391304347826)","(7.0, 8.4, 8.332394366197184)","(21.0, 28.0, 27.264705882352942)","(51.0, 90.0, 88.5)","(81.0, 120.0, 115.0)","(4.8, 5.7, 5.6548309178743965)","(7.5, 8.8, 8.577777777777778)","(18.0, 24.0, 23.15625)","(17.0, 21.0, 20.63963963963964)"
05-01-2023 12:56:02.179939,"(7.0, 7.2, 6.861016949152543)","(15.0, 21.0, 20.691358024691358)","(3.6, 4.1, 4.092391304347826)","(7.0, 8.4, 8.313253012048193)","(21.0, 28.0, 27.28358208955224)","(51.0, 90.0, 88.5)","(81.0, 120.0, 115.0)","(4.8, 5.7, 5.663578274760384)","(7.5, 8.8, 8.610909090909091)","(18.0, 24.0, 23.129032258064516)","(17.0, 21.0, 20.208333333333332)"
05-01-2023 12:56:03.705328,"(7.0, 7.2, 7.142857142857143)","(15.0, 21.0, 20.691358024691358)","(3.6, 4.2, 4.067857142857143)","(7.0, 8.4, 8.3)","(21.0, 28.0, 27.333333333333332)","(51.0, 90.0, 88.5)","(81.0, 120.0, 123.33333333333333)","(4.8, 5.7, 5.663578274760384)","(7.5, 8.8, 8.28)","(18.0, 24.0, 23.129032258064516)","(17.0, 21.0, 20.26923076923077)"
05-01-2023 12:56:05.431008,"(6.5, 7.0, 6.637735849056604)","(15.0, 21.0, 20.702380952380953)","(3.6, 4.2, 4.132038834951456)","(7.0, 8.4, 8.228571428571428)","(21.0, 28.0, 27.333333333333332)","(51.0, 90.0, 88.5)","(81.0, 130.0, 123.33333333333333)","(4.8, 5.7, 5.673484848484849)","(7.5, 8.8, 8.85)","(18.0, 24.0, 23.17391304347826)","(17.0, 21.0, 19.903846153846153)"
05-01-2023 12:56:07.042440,"(6.5, 6.8, 6.45925925925926)","(15.0, 21.0, 20.982456140350877)","(3.6, 4.2, 4.180978260869566)","(7.0, 8.4, 8.308235294117647)","(21.0, 28.0, 27.5)","(51.0, 90.0, 93.94736842105263)","(81.0, 130.0, 125.0)","(4.8, 5.7, 5.692822966507177)","(7.5, 9.0, 8.982857142857142)","(18.0, 24.0, 23.40625)","(17.0, 21.0, 20.51282051282051)"
05-01-2023 12:56:08.489785,"(6.5, 6.6, 6.45925925925926)","(15.0, 21.0, 20.972972972972972)","(3.6, 4.2, 4.172340425531915)","(7.0, 8.4, 8.308235294117647)","(21.0, 28.0, 27.4)","(51.0, 95.0, 93.94736842105263)","(81.0, 130.0, 126.0)","(5.0, 5.7, 5.811538461538462)","(7.5, 9.0, 9.020689655172415)","(18.0, 24.0, 23.5)","(17.0, 21.0, 20.51282051282051)"
05-01-2023 12:56:09.907019,"(6.5, 6.6, 6.56595744680851)","(15.0, 21.0, 20.972972972972972)","(3.6, 4.2, 4.172340425531915)","(7.0, 8.4, 8.308235294117647)","(21.0, 28.0, 27.510204081632654)","(51.0, 95.0, 92.72727272727272)","(81.0, 130.0, 123.84615384615384)","(5.0, 5.9, 5.805785123966943)","(7.5, 9.4, 8.386842105263158)","(18.0, 24.0, 23.5)","(17.0, 21.0, 19.81578947368421)"
05-01-2023 12:56:11.498163,"(6.5, 6.6, 6.568627450980392)","(15.0, 21.0, 20.972972972972972)","(3.6, 4.2, 4.170786516853933)","(7.0, 8.4, 8.308235294117647)","(21.0, 28.0, 27.510204081632654)","(51.0, 95.0, 92.89473684210526)","(81.0, 130.0, 122.0)","(5.0, 5.9, 5.861486486486487)","(7.5, 9.4, 8.971428571428572)","(18.0, 24.0, 23.612244897959183)","(17.0, 21.0, 20.1)"
05-01-2023 12:56:13.020168,"(6.5, 6.8, 6.452830188679245)","(15.0, 22.0, 21.11111111111111)","(3.6, 4.3, 4.2611940298507465)","(7.0, 8.6, 8.576119402985075)","(21.0, 28.0, 27.61904761904762)","(51.0, 95.0, 93.18181818181819)","(81.0, 130.0, 122.0)","(5.0, 5.9, 5.861744966442953)","(7.5, 9.2, 8.962962962962964)","(18.0, 24.0, 23.612244897959183)","(17.0, 21.0, 20.1)"
05-01-2023 12:56:14.584063,"(6.5, 6.8, 6.533333333333333)","(15.0, 22.0, 21.11111111111111)","(3.6, 4.3, 4.2611940298507465)","(7.0, 8.6, 8.724528301886792)","(21.0, 28.0, 27.661971830985916)","(51.0, 95.0, 93.18181818181819)","(81.0, 130.0, 122.0)","(4.8, 5.9, 5.850434782608696)","(7.5, 9.0, 8.967741935483872)","(18.0, 24.0, 23.526315789473685)","(17.0, 21.0, 19.71875)"
05-01-2023 12:56:16.150538,"(6.5, 6.8, 6.397647058823529)","(15.0, 22.0, 21.11111111111111)","(3.6, 4.3, 4.2611940298507465)","(7.0, 8.8, 8.724528301886792)","(21.0, 28.0, 27.661971830985916)","(51.0, 95.0, 93.18181818181819)","(81.0, 130.0, 120.9090909090909)","(4.8, 5.9, 5.850434782608696)","(7.5, 9.0, 8.967741935483872)","(18.0, 24.0, 23.526315789473685)","(17.0, 20.0, 19.333333333333332)"
05-01-2023 12:56:17.683531,"(6.5, 6.6, 6.375)","(15.0, 22.0, 21.11111111111111)","(3.6, 4.3, 4.239354838709677)","(7.0, 8.8, 8.790909090909091)","(21.0, 28.0, 27.661971830985916)","(51.0, 95.0, 93.18181818181819)","(81.0, 130.0, 120.9090909090909)","(5.0, 5.9, 5.8561538461538465)","(7.5, 9.0, 8.967741935483872)","(18.0, 24.0, 23.526315789473685)","(17.0, 19.5, 19.333333333333332)"
05-01-2023 12:56:19.264156,"(6.5, 6.6, 6.091935483870968)","(15.0, 22.0, 21.11111111111111)","(3.6, 4.5, 4.466101694915254)","(7.0, 8.8, 8.72982456140351)","(21.0, 28.0, 29.6)","(51.0, 95.0, 74.0)","(81.0, 130.0, 304.0)","(5.0, 5.9, 6.912408759124087)","(7.5, 9.0, 8.815384615384616)","(18.0, 24.0, 26.724137931034484)","(17.0, 19.5, 20.375)"
05-01-2023 12:56:20.797114,"(6.5, 8.2, 8.12676056338028)","(15.0, 32.0, 25.2)","(3.6, 5.1, 4.291176470588235)","(7.0, 11.0, 8.764705882352942)","(21.0, 36.0, 29.6)","(51.0, 100.0, 74.0)","(81.0, 320.0, 304.0)","(5.0, 7.0, 6.912408759124087)","(7.5, 9.0, 8.446153846153846)","(18.0, 27.0, 26.724137931034484)","(17.0, 32.0, 21.75)"
05-01-2023 12:56:22.257308,"(6.5, 7.0, 6.96056338028169)","(15.0, 30.0, 28.5)","(3.6, 8.2, 7.646153846153846)","(7.0, 9.6, 8.764705882352942)","(21.0, 36.0, 29.6)","(51.0, 100.0, 74.0)","(81.0, 310.0, 290.0)","(5.0, 7.0, 6.7953488372093025)","(7.5, 8.6, 7.909090909090909)","(18.0, 27.0, 26.724137931034484)","(17.0, 27.0, 21.75)"
05-01-2023 12:56:23.880784,"(6.5, 7.8, 7.708333333333333)","(15.0, 32.0, 28.909090909090907)","(3.6, 8.2, 8.070454545454545)","(7.0, 11.0, 8.764705882352942)","(21.0, 36.0, 29.6)","(51.0, 100.0, 74.0)","(81.0, 320.0, 294.6666666666667)","(5.0, 7.0, 6.7953488372093025)","(7.5, 9.0, 7.909090909090909)","(18.0, 27.0, 26.724137931034484)","(17.0, 27.0, 21.75)"
05-01-2023 12:56:25.282931,"(6.5, 7.8, 7.670588235294117)","(15.0, 32.0, 28.909090909090907)","(3.6, 8.2, 6.1)","(7.0, 11.0, 8.764705882352942)","(21.0, 36.0, 29.6)","(51.0, 100.0, 74.0)","(81.0, 310.0, 263.75)","(5.0, 7.0, 6.68)","(7.5, 9.0, 7.909090909090909)","(18.0, 27.0, 26.724137931034484)","(17.0, 27.0, 22.75)"
05-01-2023 12:56:26.846214,"(6.5, 3.1, 3.078525641025641)","(15.0, 32.0, 28.909090909090907)","(3.6, 8.2, 7.08)","(7.0, 11.0, 8.88888888888889)","(21.0, 36.0, 29.6)","(51.0, 100.0, 74.0)","(81.0, 290.0, 294.6666666666667)","(5.0, 7.0, 6.68)","(7.5, 9.0, 7.909090909090909)","(18.0, 27.0, 26.724137931034484)","(17.0, 27.0, 22.75)"
