,Sister Joann,Whale Of A Time,Eternal Heart,Cousin Winnie,Ellies Lil Castle,Jacks Sister Jill,Natural Sonde
16-12-2022 10:03:52.417901,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:03:53.450815,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:03:54.384869,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:03:55.293344,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:03:56.247387,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:03:57.214724,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:03:58.200990,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:03:59.203485,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:00.293356,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:01.346438,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:02.345168,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:03.458975,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:04.481007,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:05.458458,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:06.519249,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:07.503287,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:08.462492,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:09.493618,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:10.457108,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:11.386370,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:12.374997,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:13.347265,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:14.327118,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:15.315301,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:16.412566,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:17.385557,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:18.357975,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:19.409745,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:20.368018,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:21.317457,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:22.215159,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:23.122850,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:24.041904,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:25.041726,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:26.045859,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:27.056783,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:28.081482,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:29.211387,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:30.263468,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:31.274555,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:32.357955,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:33.371845,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:34.357281,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:35.398096,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:36.326922,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:37.241154,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:38.191373,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:39.133975,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:40.127256,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:41.141774,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:42.222998,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:43.267154,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:44.310367,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:45.352685,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:46.352218,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:47.333230,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:48.354915,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:49.348968,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:50.315596,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:51.278467,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:52.199822,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:53.149836,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:54.121355,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:55.102887,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:56.170548,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:57.156123,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:58.226263,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:04:59.228198,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:00.261238,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:01.208760,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:02.195101,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:03.195608,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:04.257749,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:05.204584,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:06.187083,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:07.142166,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:08.122961,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:09.116722,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:10.109992,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:11.158496,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:12.125790,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:13.106425,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:14.169906,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:15.145202,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:16.110964,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:17.063625,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:17.989877,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:18.956530,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:19.894707,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:20.911681,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:21.888541,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:22.902198,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:24.002045,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:25.001097,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:26.029716,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:27.095873,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:28.124711,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:29.152986,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:30.143386,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:31.096045,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:32.091543,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:32.981263,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:33.925588,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:34.823250,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:35.728041,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
16-12-2022 10:05:36.680992,"(26.0, 450.0, 233.5)","(6.0, 8.8, 7.15)","(9.0, 15.0, 12.1875)","(4.0, 5.0, 4.912)","(4.8, 6.4, 5.9)","(2.4, 3.8, 3.425)","(41.0, 99999, 5011.5)"
