,Late In The Game,Mark Did It,Yes Sir Robert,Strong Lil Kokoro,Shanghai Candy,Toe Tappin Luke,Burgee,Purple Shirt
08-01-2023 13:16:45.479176,"(2.25, 2.96, 2.9)","(19.0, 180.0, 163.29999999999998)","(2.4, 3.3, 3.06)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 9.100000000000001)","(41.0, 230.0, 127.5)"
08-01-2023 13:16:46.580782,"(2.25, 2.96, 2.9)","(19.0, 180.0, 163.29999999999998)","(2.4, 3.3, 3.072)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 9.100000000000001)","(41.0, 230.0, 127.5)"
08-01-2023 13:16:47.649813,"(2.25, 2.96, 2.9)","(19.0, 180.0, 163.29999999999998)","(2.4, 3.3, 3.072)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 9.100000000000001)","(41.0, 230.0, 127.5)"
08-01-2023 13:16:48.753895,"(2.25, 2.96, 2.9)","(19.0, 180.0, 163.29999999999998)","(2.4, 3.3, 3.072)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 9.100000000000001)","(41.0, 230.0, 127.5)"
08-01-2023 13:16:50.113788,"(2.25, 2.96, 2.9)","(19.0, 180.0, 163.29999999999998)","(2.4, 3.3, 3.072)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 9.100000000000001)","(41.0, 230.0, 127.5)"
08-01-2023 13:16:51.274543,"(2.25, 2.96, 2.9)","(19.0, 180.0, 163.29999999999998)","(2.4, 3.3, 3.072)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.1000000000000005)","(41.0, 230.0, 127.5)"
08-01-2023 13:16:52.352809,"(2.25, 2.96, 2.9)","(19.0, 180.0, 163.29999999999998)","(2.4, 3.3, 3.072)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.1000000000000005)","(41.0, 230.0, 127.5)"
08-01-2023 13:16:53.527441,"(2.25, 2.96, 2.9)","(19.0, 180.0, 163.29999999999998)","(2.4, 3.3, 3.048)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.1000000000000005)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:16:54.606238,"(2.25, 2.96, 2.9)","(19.0, 180.0, 138.25)","(2.4, 3.3, 3.190909090909091)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.1000000000000005)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:16:55.682330,"(2.25, 2.96, 2.9)","(19.0, 180.0, 138.25)","(2.4, 3.3, 3.072)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.1000000000000005)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:16:56.835996,"(2.25, 2.94, 2.9226666666666667)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.190909090909091)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 9.07777777777778)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:16:58.002807,"(2.25, 2.94, 2.9226666666666667)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.072)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 9.370000000000001)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:16:59.138132,"(2.25, 2.94, 2.9226666666666667)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.072)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.2)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:00.221788,"(2.25, 2.94, 2.9226666666666667)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.072)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.2)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:01.293665,"(2.25, 2.94, 2.884)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.2)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:02.522874,"(2.25, 2.94, 2.884)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.2)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:03.623952,"(2.25, 2.94, 2.7844444444444445)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.2)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:04.826036,"(2.25, 2.92, 2.714736842105263)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.25)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.2)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:06.007567,"(2.25, 2.92, 2.714736842105263)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.5)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.2)","(41.0, 230.0, 178.25)"
08-01-2023 13:17:07.102613,"(2.25, 2.92, 2.714736842105263)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.5)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.2)","(41.0, 230.0, 127.0)"
08-01-2023 13:17:08.204695,"(2.25, 2.92, 2.694666666666667)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.5)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:09.294379,"(2.25, 2.92, 2.694666666666667)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.5)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:10.465432,"(2.25, 2.92, 2.694666666666667)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.5)","(11.0, 40.0, 32.5)","(6.0, 9.6, 5.25)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:11.665726,"(2.25, 2.92, 2.694666666666667)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.5)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:12.905715,"(2.25, 2.92, 2.694666666666667)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.5)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:14.123850,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.5)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:15.348548,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.5)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:16.520454,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.5)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:17.663501,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.5)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:18.779265,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.5)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:19.899565,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.5)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:20.991299,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:22.119739,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:23.235324,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:24.346243,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:25.344581,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:26.393665,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:27.468202,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:28.601144,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 5.25)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:29.715331,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:30.775843,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:31.874039,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:32.960192,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:34.018466,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:35.164419,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:36.277938,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:37.293688,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:38.281458,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 5.25)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:39.407500,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.8, 5.25)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:40.556859,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:41.721429,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:42.890419,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:44.015221,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:45.143631,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.1)","(41.0, 230.0, 195.66666666666669)"
08-01-2023 13:17:46.265646,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 9.347058823529412)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:47.356284,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 8.430434782608696)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:48.486737,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.8, 8.430434782608696)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:49.653471,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.8, 7.5)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:50.799255,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.5)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:51.921097,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.55)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:52.965556,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 32.5)","(6.0, 9.6, 7.55)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:53.976351,"(2.25, 2.92, 2.7928888888888888)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.084)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 40.0, 24.57142857142857)","(6.0, 9.6, 7.55)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:55.034734,"(2.25, 2.92, 2.7640000000000002)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.2018181818181817)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 44.0, 24.57142857142857)","(6.0, 9.6, 7.65)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:56.179597,"(2.25, 2.92, 2.7640000000000002)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.096)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 44.0, 24.57142857142857)","(6.0, 9.8, 7.65)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:57.320501,"(2.25, 2.92, 2.7640000000000002)","(19.0, 170.0, 130.75)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 44.0, 24.57142857142857)","(6.0, 9.8, 8.725000000000001)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:58.454665,"(2.25, 2.92, 2.7640000000000002)","(19.0, 170.0, 154.29999999999998)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 44.0, 24.57142857142857)","(6.0, 9.8, 7.75)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:17:59.609535,"(2.25, 2.92, 2.7640000000000002)","(19.0, 170.0, 154.29999999999998)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 44.0, 24.57142857142857)","(6.0, 9.8, 7.75)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:00.760376,"(2.25, 2.92, 2.7640000000000002)","(19.0, 170.0, 154.29999999999998)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 44.0, 24.57142857142857)","(6.0, 9.8, 7.75)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:01.846205,"(2.25, 2.92, 2.7640000000000002)","(19.0, 170.0, 154.29999999999998)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 44.0, 31.6)","(6.0, 9.8, 7.65)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:03.004477,"(2.25, 2.92, 2.7640000000000002)","(19.0, 170.0, 154.29999999999998)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(6.0, 9.6, 6.01)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:04.109195,"(2.25, 2.92, 2.7640000000000002)","(19.0, 34.0, 25.6)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(6.0, 8.8, 7.15)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:05.244827,"(2.25, 2.92, 2.7640000000000002)","(19.0, 34.0, 25.6)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(6.0, 8.6, 7.15)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:06.356839,"(2.25, 2.92, 2.7640000000000002)","(19.0, 34.0, 25.6)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(6.0, 8.6, 7.15)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:07.494951,"(2.25, 2.92, 2.7640000000000002)","(19.0, 34.0, 25.6)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(6.0, 8.6, 7.15)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:08.553487,"(2.25, 2.92, 2.7640000000000002)","(19.0, 34.0, 25.6)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(6.0, 8.6, 7.15)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:09.601981,"(2.25, 2.92, 2.7640000000000002)","(19.0, 34.0, 25.6)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(6.0, 8.6, 7.15)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:10.635639,"(2.25, 2.92, 2.7640000000000002)","(19.0, 34.0, 25.6)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(6.0, 8.6, 7.15)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:11.681133,"(2.25, 2.92, 2.848275862068965)","(19.0, 34.0, 25.6)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(6.0, 8.6, 7.15)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:12.805259,"(2.25, 2.92, 2.848275862068965)","(19.0, 34.0, 25.6)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(6.0, 8.6, 7.875)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:13.927545,"(2.25, 2.92, 2.848275862068965)","(19.0, 34.0, 25.6)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(6.0, 8.6, 7.15)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:15.019754,"(2.25, 2.92, 2.866206896551724)","(19.0, 34.0, 25.6)","(2.4, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(6.0, 8.6, 7.15)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:16.087215,"(2.25, 2.92, 2.866206896551724)","(19.0, 34.0, 25.6)","(2.35, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(5.0, 8.6, 4.635714285714286)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:17.149771,"(2.25, 6.8, 6.5777777777777775)","(19.0, 170.0, 130.75)","(2.35, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(5.0, 6.4, 4.84)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:18.249140,"(2.25, 6.6, 6.388888888888889)","(19.0, 170.0, 147.57142857142856)","(2.35, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(5.0, 6.4, 4.84)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:19.325591,"(2.25, 6.6, 6.388888888888889)","(19.0, 170.0, 147.57142857142856)","(2.35, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(5.0, 6.4, 4.84)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:20.386405,"(2.25, 6.6, 6.388888888888889)","(19.0, 170.0, 147.57142857142856)","(2.35, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(5.0, 6.4, 4.84)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:21.371129,"(2.25, 6.6, 5.699999999999999)","(19.0, 170.0, 147.57142857142856)","(2.35, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(5.0, 6.4, 4.84)","(41.0, 230.0, 162.66666666666666)"
08-01-2023 13:18:22.391075,"(2.25, 6.6, 5.7124999999999995)","(19.0, 170.0, 147.57142857142856)","(2.35, 3.3, 3.0866666666666664)","(41.0, 230.0, 129.5)","(26.0, 230.0, 177.75)","(11.0, 46.0, 31.6)","(5.0, 6.4, 4.84)","(41.0, 230.0, 162.66666666666666)"
