,Late In The Game,Mark Did It,Yes Sir Robert,Strong Lil Kokoro,Shanghai Candy,Toe Tappin Luke,Burgee,Purple Shirt
08-01-2023 13:20:09.004433,"(2.45, 3.4, 3.19)","(17.0, 150.0, 104.5)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.833333333333333)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:10.261958,"(2.45, 3.35, 3.2266666666666666)","(17.0, 150.0, 104.5)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.833333333333333)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:11.510115,"(2.45, 3.35, 3.2266666666666666)","(17.0, 150.0, 104.5)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.833333333333333)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:12.642686,"(2.45, 3.35, 3.2266666666666666)","(17.0, 150.0, 104.5)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.833333333333333)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:13.755266,"(2.45, 3.35, 3.2266666666666666)","(17.0, 150.0, 104.5)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.833333333333333)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:14.884916,"(2.45, 3.35, 3.2266666666666666)","(17.0, 150.0, 104.5)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.833333333333333)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:16.092697,"(2.45, 3.35, 3.2266666666666666)","(17.0, 150.0, 104.5)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.733333333333333)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:17.302154,"(2.45, 3.35, 3.2266666666666666)","(17.0, 150.0, 104.5)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.446153846153846)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:18.472283,"(2.45, 3.35, 3.2266666666666666)","(17.0, 150.0, 104.5)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.372727272727273)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:19.598897,"(2.45, 3.35, 3.2266666666666666)","(17.0, 150.0, 104.5)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.372727272727273)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:20.766142,"(2.45, 3.4, 3.316)","(17.0, 150.0, 104.5)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.372727272727273)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:21.984235,"(2.45, 3.4, 3.2384615384615385)","(17.0, 150.0, 104.5)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.372727272727273)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:23.239209,"(2.45, 3.4, 3.26)","(17.0, 150.0, 115.75)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.372727272727273)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:24.519600,"(2.45, 3.4, 3.26)","(17.0, 150.0, 115.75)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.372727272727273)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:25.704406,"(2.45, 3.4, 3.19)","(17.0, 150.0, 115.75)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.372727272727273)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:26.892771,"(2.45, 3.4, 3.19)","(17.0, 150.0, 115.75)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.372727272727273)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:28.101516,"(2.45, 3.4, 3.19)","(17.0, 150.0, 115.75)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.372727272727273)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:29.325693,"(2.45, 3.4, 3.19)","(17.0, 150.0, 115.75)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.372727272727273)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:30.613736,"(2.45, 3.4, 3.19)","(17.0, 150.0, 115.75)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.372727272727273)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:31.830340,"(2.45, 3.4, 3.19)","(17.0, 150.0, 115.75)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.372727272727273)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:33.023681,"(2.45, 3.4, 3.19)","(17.0, 150.0, 115.75)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.372727272727273)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:34.248848,"(2.45, 3.4, 3.19)","(17.0, 150.0, 115.75)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.372727272727273)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:35.404986,"(2.45, 3.35, 3.2266666666666666)","(17.0, 150.0, 115.75)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.372727272727273)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:36.664152,"(2.45, 3.35, 3.2266666666666666)","(17.0, 150.0, 115.75)","(2.6, 3.3, 3.0733333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.733333333333333)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:37.927117,"(2.45, 3.35, 3.2760000000000002)","(17.0, 150.0, 115.75)","(2.6, 3.3, 3.084285714285714)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.733333333333333)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:39.249505,"(2.45, 3.35, 3.2760000000000002)","(17.0, 150.0, 115.75)","(2.6, 3.25, 3.128181818181818)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 5.733333333333333)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:40.514033,"(2.45, 3.35, 3.2760000000000002)","(17.0, 150.0, 108.25)","(2.6, 3.25, 2.8785714285714286)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 37.0)","(4.0, 6.2, 6.171428571428572)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:41.726122,"(2.45, 3.35, 3.2266666666666666)","(17.0, 140.0, 108.25)","(2.6, 3.25, 2.8785714285714286)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 46.0, 40.0)","(4.0, 6.4, 5.485714285714286)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:42.997480,"(2.45, 3.35, 3.2266666666666666)","(17.0, 180.0, 138.25)","(2.6, 3.25, 2.8785714285714286)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 50.0, 40.0)","(4.0, 6.4, 5.4)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:44.180343,"(2.45, 3.35, 3.2266666666666666)","(17.0, 180.0, 138.25)","(2.6, 3.25, 2.8442857142857143)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(11.0, 50.0, 40.0)","(4.0, 6.4, 5.4)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:45.681084,"(2.45, 3.35, 3.2266666666666666)","(19.0, 180.0, 138.25)","(2.35, 3.25, 3.126190476190476)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.0, 6.4, 5.4)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:47.039205,"(2.45, 3.35, 3.2266666666666666)","(19.0, 180.0, 138.25)","(2.35, 3.25, 2.912857142857143)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.0, 6.4, 5.42)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:48.400869,"(2.45, 3.35, 3.2266666666666666)","(19.0, 230.0, 175.75)","(2.35, 3.25, 2.8671428571428574)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.0, 6.2, 5.42)","(31.0, 230.0, 195.66666666666669)"
08-01-2023 13:20:50.003250,"(2.45, 3.35, 3.2266666666666666)","(19.0, 230.0, 175.75)","(2.35, 3.25, 2.8671428571428574)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.0, 6.2, 5.42)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:51.880769,"(2.45, 3.35, 3.0222857142857142)","(19.0, 230.0, 175.75)","(2.35, 3.25, 2.8671428571428574)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.0, 6.2, 5.42)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:53.285590,"(2.45, 3.35, 3.0222857142857142)","(19.0, 230.0, 175.75)","(2.35, 3.25, 2.915)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.0, 6.2, 5.640000000000001)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:54.592840,"(2.45, 3.35, 3.0222857142857142)","(19.0, 230.0, 175.75)","(2.35, 3.25, 2.915)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.0, 6.2, 5.640000000000001)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:55.906398,"(2.45, 3.35, 3.0222857142857142)","(19.0, 230.0, 175.75)","(2.35, 3.25, 2.8785714285714286)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.0, 6.2, 5.640000000000001)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:57.099790,"(2.45, 3.3, 3.0866666666666664)","(19.0, 230.0, 175.75)","(2.35, 3.25, 2.8785714285714286)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.0, 6.2, 5.640000000000001)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:58.269713,"(2.45, 3.3, 3.0866666666666664)","(19.0, 230.0, 175.75)","(2.35, 3.25, 2.8671428571428574)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.0, 6.2, 5.640000000000001)","(31.0, 230.0, 127.5)"
08-01-2023 13:20:59.569249,"(2.45, 3.3, 3.0866666666666664)","(19.0, 230.0, 175.75)","(2.35, 3.25, 2.8671428571428574)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.0, 6.2, 5.640000000000001)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:00.733184,"(2.5, 3.3, 3.0866666666666664)","(20.0, 230.0, 175.75)","(2.35, 3.25, 2.8671428571428574)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.2, 6.2, 5.640000000000001)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:01.957664,"(2.5, 3.3, 3.0866666666666664)","(20.0, 230.0, 175.75)","(2.35, 3.25, 2.8442857142857143)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.2, 6.2, 5.640000000000001)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:03.199038,"(2.5, 3.3, 3.0866666666666664)","(20.0, 230.0, 175.75)","(2.35, 3.25, 2.8442857142857143)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.2, 6.2, 5.640000000000001)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:04.404078,"(2.5, 3.3, 3.0866666666666664)","(20.0, 230.0, 175.75)","(2.35, 3.25, 2.8671428571428574)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.2, 6.2, 5.640000000000001)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:05.711323,"(2.5, 3.3, 3.0866666666666664)","(20.0, 230.0, 175.75)","(2.35, 3.25, 2.8442857142857143)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.2, 6.2, 5.640000000000001)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:07.022286,"(2.5, 3.3, 3.0866666666666664)","(20.0, 230.0, 175.75)","(2.35, 3.25, 2.8671428571428574)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.2, 6.2, 5.640000000000001)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:08.295482,"(2.5, 3.3, 3.0866666666666664)","(20.0, 230.0, 175.75)","(2.35, 3.25, 3.1245454545454545)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.2, 6.2, 6.171428571428572)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:09.613192,"(2.5, 3.3, 3.0866666666666664)","(20.0, 230.0, 175.75)","(2.35, 3.25, 3.1245454545454545)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.2, 6.4, 6.171428571428572)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:10.834781,"(2.5, 3.3, 3.0866666666666664)","(20.0, 230.0, 175.75)","(2.35, 3.25, 2.8671428571428574)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.2, 6.4, 6.1000000000000005)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:12.047676,"(2.5, 3.3, 3.0866666666666664)","(20.0, 230.0, 175.75)","(2.35, 3.25, 2.8671428571428574)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.2, 6.4, 6.1000000000000005)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:13.301117,"(2.5, 3.3, 3.105)","(20.0, 230.0, 175.75)","(2.35, 3.25, 3.1245454545454545)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.2, 6.4, 6.171428571428572)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:14.573893,"(2.5, 3.25, 3.105)","(20.0, 230.0, 175.75)","(2.35, 3.25, 2.8671428571428574)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.2, 6.4, 6.171428571428572)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:15.925816,"(2.5, 3.25, 3.105)","(20.0, 230.0, 175.75)","(2.35, 3.25, 2.8671428571428574)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.2, 6.4, 6.2)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:17.161424,"(2.5, 3.25, 3.105)","(20.0, 230.0, 175.75)","(2.35, 3.25, 2.8280000000000003)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.2, 6.4, 6.2)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:18.373375,"(2.5, 3.4, 3.013333333333333)","(20.0, 230.0, 175.75)","(2.35, 3.2, 2.748)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(14.0, 50.0, 40.0)","(4.2, 6.4, 6.2)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:19.633537,"(2.6, 3.4, 3.013333333333333)","(21.0, 230.0, 175.75)","(2.15, 3.0, 2.8)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(16.0, 50.0, 112.0)","(4.2, 6.4, 6.2)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:20.922878,"(2.6, 3.35, 3.08)","(21.0, 230.0, 175.75)","(2.15, 3.0, 2.7840000000000003)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(16.0, 180.0, 112.0)","(4.2, 6.4, 6.2)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:22.161711,"(2.6, 3.35, 3.08)","(21.0, 230.0, 175.75)","(2.1, 3.0, 2.7840000000000003)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 180.0, 112.0)","(4.4, 6.4, 6.2)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:23.485481,"(2.6, 3.35, 3.08)","(21.0, 230.0, 199.0)","(2.1, 3.0, 2.7840000000000003)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 180.0, 112.0)","(4.4, 6.4, 6.2)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:24.660742,"(2.6, 3.35, 3.08)","(21.0, 230.0, 157.83333333333334)","(2.1, 3.0, 2.7840000000000003)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 180.0, 112.0)","(4.4, 6.4, 6.2)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:25.922142,"(2.6, 3.3, 3.1866666666666665)","(21.0, 230.0, 157.83333333333334)","(2.1, 3.0, 2.865)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 180.0, 137.5)","(4.4, 6.4, 6.0)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:27.134117,"(2.6, 3.3, 3.1866666666666665)","(21.0, 230.0, 157.83333333333334)","(2.1, 3.0, 2.8080000000000003)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 180.0, 137.5)","(4.4, 6.8, 6.0)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:28.420749,"(2.6, 3.3, 3.1866666666666665)","(21.0, 230.0, 157.83333333333334)","(2.1, 3.0, 2.8080000000000003)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 180.0, 137.5)","(4.4, 6.8, 5.666666666666666)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:29.725141,"(2.6, 3.3, 3.096)","(21.0, 230.0, 157.83333333333334)","(2.1, 3.0, 2.8080000000000003)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 180.0, 137.5)","(4.4, 6.8, 5.314285714285714)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:31.015683,"(2.6, 3.3, 3.096)","(21.0, 230.0, 157.83333333333334)","(2.1, 3.0, 2.8080000000000003)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 180.0, 137.5)","(4.4, 6.6, 5.314285714285714)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:32.273088,"(2.6, 3.3, 3.096)","(21.0, 230.0, 157.83333333333334)","(2.1, 3.0, 2.8080000000000003)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 180.0, 137.5)","(4.4, 6.6, 5.314285714285714)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:33.509674,"(2.6, 3.3, 3.096)","(21.0, 230.0, 157.83333333333334)","(2.1, 3.0, 2.8080000000000003)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 180.0, 117.16666666666667)","(4.4, 6.6, 5.178947368421052)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:34.913240,"(2.6, 3.3, 3.0733333333333333)","(21.0, 210.0, 181.85714285714286)","(2.1, 3.0, 2.7750000000000004)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 170.0, 117.16666666666667)","(4.4, 6.6, 5.178947368421052)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:36.279626,"(2.6, 3.3, 3.025714285714286)","(21.0, 210.0, 181.85714285714286)","(2.1, 3.0, 2.7750000000000004)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 170.0, 117.16666666666667)","(4.4, 6.6, 5.178947368421052)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:37.724425,"(2.6, 3.3, 3.025714285714286)","(21.0, 210.0, 181.85714285714286)","(2.1, 3.0, 2.7750000000000004)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 170.0, 117.16666666666667)","(4.4, 6.6, 5.178947368421052)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:39.294749,"(2.6, 3.3, 3.025714285714286)","(21.0, 210.0, 181.85714285714286)","(2.1, 3.0, 2.895)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 170.0, 117.16666666666667)","(4.4, 6.6, 5.178947368421052)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:40.811380,"(2.6, 3.3, 3.025714285714286)","(21.0, 210.0, 181.85714285714286)","(2.1, 3.0, 2.8320000000000003)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 170.0, 117.16666666666667)","(4.4, 6.6, 5.178947368421052)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:42.235112,"(2.6, 3.3, 3.025714285714286)","(21.0, 210.0, 181.85714285714286)","(2.1, 3.0, 2.8320000000000003)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 170.0, 117.16666666666667)","(4.4, 6.6, 5.178947368421052)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:43.748311,"(2.6, 3.3, 3.025714285714286)","(21.0, 210.0, 181.85714285714286)","(2.1, 3.0, 2.8155555555555556)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 170.0, 117.16666666666667)","(4.4, 6.6, 5.178947368421052)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:45.254792,"(2.6, 3.3, 3.025714285714286)","(21.0, 210.0, 181.85714285714286)","(2.1, 3.15, 2.899166666666667)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 170.0, 130.5)","(4.4, 6.6, 5.178947368421052)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:46.642980,"(2.6, 3.3, 3.025714285714286)","(21.0, 210.0, 181.85714285714286)","(2.1, 3.15, 2.8155555555555556)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 170.0, 130.5)","(4.4, 6.6, 5.178947368421052)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:47.973543,"(2.6, 3.3, 3.025714285714286)","(21.0, 210.0, 181.85714285714286)","(2.1, 3.15, 2.8155555555555556)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 170.0, 130.5)","(4.4, 6.6, 5.178947368421052)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:49.241197,"(2.6, 3.3, 3.025714285714286)","(21.0, 210.0, 181.85714285714286)","(2.1, 3.15, 2.8633333333333333)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 170.0, 130.5)","(4.4, 6.6, 5.178947368421052)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:50.558954,"(2.6, 3.3, 3.025714285714286)","(21.0, 210.0, 181.85714285714286)","(2.1, 3.15, 2.865)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 170.0, 130.5)","(4.4, 6.6, 5.178947368421052)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:51.858672,"(2.6, 3.3, 3.025714285714286)","(21.0, 210.0, 181.85714285714286)","(2.1, 3.3, 3.0144444444444445)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 170.0, 130.5)","(4.4, 6.6, 5.466666666666667)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:53.122741,"(2.6, 3.3, 3.044)","(21.0, 210.0, 181.85714285714286)","(2.1, 3.25, 2.896666666666667)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 170.0, 130.5)","(4.4, 6.4, 5.533333333333333)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:54.406683,"(2.6, 6.8, 4.89)","(21.0, 210.0, 181.85714285714286)","(2.1, 3.25, 2.896666666666667)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 170.0, 182.9090909090909)","(4.4, 6.4, 5.533333333333333)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:55.661230,"(2.6, 3.75, 3.236666666666667)","(21.0, 230.0, 157.66666666666666)","(2.1, 3.25, 3.0144444444444445)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 200.0, 182.9090909090909)","(4.4, 6.4, 5.4)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:56.910192,"(2.6, 3.7, 3.34)","(21.0, 230.0, 157.66666666666666)","(2.1, 3.25, 3.0144444444444445)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 200.0, 182.9090909090909)","(4.4, 6.2, 5.4)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:58.114430,"(2.6, 3.7, 3.34)","(21.0, 230.0, 157.66666666666666)","(2.1, 3.25, 3.0144444444444445)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 200.0, 182.9090909090909)","(4.4, 6.2, 5.4)","(41.0, 230.0, 127.5)"
08-01-2023 13:21:59.320007,"(2.6, 3.7, 3.34)","(21.0, 230.0, 157.66666666666666)","(2.1, 3.25, 2.896666666666667)","(41.0, 230.0, 129.5)","(31.0, 230.0, 177.75)","(17.0, 200.0, 182.9090909090909)","(4.4, 6.2, 5.4)","(41.0, 230.0, 127.5)"
