,Impetuous Lad,Lornas Law,Wallys Boy,Up The Amps,Lonely Tuna,Brians Buster,Burnt Jam,No Surprise
11-01-2023 13:15:30.179071,"(5.0, 8.8, 6.133333333333333)","(13.0, 40.0, 36.285714285714285)","(6.5, 11.0, 9.32)","(4.0, 7.6, 4.75625)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:31.192735,"(5.0, 8.8, 6.133333333333333)","(13.0, 40.0, 36.285714285714285)","(6.5, 11.0, 9.32)","(4.0, 7.6, 4.75625)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:32.226776,"(5.0, 8.8, 6.133333333333333)","(13.0, 40.0, 36.285714285714285)","(6.5, 11.0, 10.022222222222222)","(4.0, 7.6, 4.918749999999999)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.5625)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:33.341169,"(5.0, 8.8, 6.133333333333333)","(13.0, 40.0, 33.5)","(6.5, 11.0, 9.32)","(4.0, 7.6, 4.918749999999999)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.5625)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:34.434359,"(5.0, 8.8, 6.928000000000001)","(13.0, 40.0, 33.5)","(6.5, 11.0, 9.32)","(4.0, 7.6, 4.918749999999999)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.5625)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:35.525832,"(5.0, 8.8, 5.76)","(13.0, 40.0, 33.5)","(6.5, 11.0, 9.32)","(4.0, 7.6, 4.918749999999999)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 8.5)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:36.502361,"(5.0, 8.8, 5.76)","(13.0, 40.0, 33.5)","(6.5, 11.0, 10.022222222222222)","(4.0, 7.6, 4.918749999999999)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:37.522455,"(5.0, 8.8, 5.76)","(13.0, 40.0, 33.5)","(6.5, 11.0, 10.022222222222222)","(4.0, 7.6, 5.076470588235294)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:38.579136,"(5.0, 8.8, 5.76)","(13.0, 40.0, 33.5)","(6.5, 11.0, 9.32)","(4.0, 7.6, 5.076470588235294)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:39.687798,"(5.0, 8.8, 5.76)","(13.0, 40.0, 33.5)","(6.5, 11.0, 10.022222222222222)","(4.0, 7.6, 5.709090909090909)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:40.849531,"(5.0, 8.8, 6.133333333333333)","(13.0, 40.0, 33.5)","(6.5, 11.0, 10.022222222222222)","(4.0, 7.6, 5.709090909090909)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.5625)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:41.968613,"(5.0, 8.8, 6.133333333333333)","(13.0, 40.0, 33.5)","(6.5, 11.0, 9.32)","(4.0, 7.6, 5.709090909090909)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.5625)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:43.017280,"(5.0, 8.8, 6.928000000000001)","(13.0, 40.0, 33.5)","(6.5, 11.0, 10.022222222222222)","(4.0, 7.6, 5.709090909090909)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.5625)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:44.046806,"(5.0, 8.8, 5.76)","(13.0, 40.0, 34.9)","(6.5, 11.0, 10.022222222222222)","(4.0, 7.6, 5.709090909090909)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.5625)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:45.069593,"(5.0, 8.8, 5.76)","(13.0, 40.0, 34.9)","(6.5, 11.0, 9.32)","(4.0, 7.6, 5.709090909090909)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 8.5)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:46.129241,"(5.0, 8.8, 5.76)","(13.0, 40.0, 34.9)","(6.5, 11.0, 9.85)","(4.0, 7.6, 5.709090909090909)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:47.206821,"(5.0, 8.8, 5.76)","(13.0, 40.0, 33.875)","(6.5, 11.0, 10.022222222222222)","(4.0, 7.6, 4.75625)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:48.300420,"(5.0, 8.8, 6.133333333333333)","(13.0, 40.0, 33.875)","(6.5, 11.0, 9.32)","(4.0, 7.6, 4.75625)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:49.346929,"(5.0, 8.8, 6.133333333333333)","(13.0, 40.0, 33.875)","(6.5, 11.0, 9.32)","(4.0, 7.6, 4.75625)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 6.884615384615384)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:50.413318,"(5.0, 8.8, 6.133333333333333)","(13.0, 40.0, 33.875)","(6.5, 11.0, 10.022222222222222)","(4.0, 7.6, 4.75625)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.5625)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:51.438570,"(5.0, 8.8, 6.133333333333333)","(13.0, 40.0, 33.875)","(6.5, 11.0, 9.32)","(4.0, 7.6, 4.75625)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.5625)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:52.413909,"(5.0, 8.8, 6.928000000000001)","(13.0, 40.0, 33.875)","(6.5, 11.0, 9.85)","(4.0, 7.6, 5.273684210526316)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.5625)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:53.424860,"(5.0, 8.8, 6.928000000000001)","(13.0, 40.0, 33.875)","(6.5, 11.0, 10.022222222222222)","(4.0, 7.6, 5.495238095238095)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 8.5)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:54.441687,"(5.0, 8.8, 5.76)","(13.0, 40.0, 33.875)","(6.5, 11.0, 9.32)","(4.0, 7.6, 5.495238095238095)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:55.516272,"(5.0, 8.8, 5.76)","(13.0, 40.0, 33.875)","(6.5, 11.0, 9.32)","(4.0, 7.6, 5.495238095238095)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:56.589615,"(5.0, 8.8, 5.76)","(13.0, 40.0, 33.875)","(6.5, 11.0, 10.022222222222222)","(4.0, 7.6, 5.495238095238095)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:57.596777,"(5.0, 8.8, 6.133333333333333)","(13.0, 40.0, 33.875)","(6.5, 11.0, 9.32)","(4.0, 7.6, 5.495238095238095)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:58.585835,"(5.0, 8.8, 6.133333333333333)","(13.0, 40.0, 33.875)","(6.5, 11.0, 9.32)","(4.0, 7.6, 5.495238095238095)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.5625)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:15:59.640767,"(5.0, 8.8, 6.133333333333333)","(13.0, 40.0, 33.875)","(6.5, 11.0, 10.022222222222222)","(4.0, 7.6, 5.495238095238095)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.5625)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:00.743525,"(5.0, 8.8, 6.928000000000001)","(13.0, 40.0, 33.875)","(6.5, 11.0, 9.85)","(4.0, 7.6, 5.495238095238095)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.5625)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:01.793384,"(5.0, 8.8, 5.76)","(13.0, 40.0, 33.875)","(6.5, 11.0, 9.32)","(4.0, 7.6, 5.495238095238095)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.5625)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:02.893660,"(5.0, 8.8, 5.76)","(13.0, 40.0, 33.875)","(6.5, 11.0, 9.85)","(4.0, 7.6, 5.495238095238095)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 8.5)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:04.041455,"(5.0, 8.8, 5.76)","(13.0, 40.0, 33.875)","(6.5, 11.0, 9.32)","(4.0, 7.6, 5.495238095238095)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:05.136389,"(5.0, 8.8, 5.76)","(13.0, 40.0, 33.875)","(6.5, 11.0, 9.32)","(4.0, 7.6, 5.495238095238095)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:06.200885,"(5.0, 8.8, 5.76)","(13.0, 40.0, 33.875)","(6.5, 11.0, 9.32)","(4.0, 7.6, 5.495238095238095)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:07.233093,"(5.0, 8.8, 6.133333333333333)","(13.0, 40.0, 34.0)","(6.5, 11.0, 9.32)","(4.0, 7.6, 5.495238095238095)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.038461538461538)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:08.259933,"(5.0, 8.8, 6.133333333333333)","(13.0, 40.0, 37.0)","(6.5, 11.0, 10.022222222222222)","(4.0, 7.6, 7.044444444444444)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 7.5625)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:09.346003,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 37.0)","(6.5, 11.0, 9.32)","(4.0, 7.4, 7.044444444444444)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.5, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:10.355593,"(5.0, 8.6, 7.75)","(13.0, 40.0, 37.0)","(6.5, 10.5, 9.914285714285715)","(4.0, 7.4, 7.044444444444444)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:11.482081,"(5.0, 8.6, 7.75)","(13.0, 40.0, 37.0)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 7.044444444444444)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.707142857142857)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:12.570577,"(5.0, 8.6, 7.75)","(13.0, 40.0, 37.0)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.0)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:13.647974,"(5.0, 8.6, 7.75)","(13.0, 40.0, 37.0)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.0)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:14.644783,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 37.0)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.0)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:15.624095,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 37.0)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.0)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:16.660787,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 37.0)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:17.788109,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 37.0)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:18.902720,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 37.0)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:19.972221,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 37.0)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:21.034306,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 37.0)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:22.099621,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 37.0)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:23.189114,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 37.0)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:24.347181,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 37.0)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:25.389469,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 37.0)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:26.495809,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 37.0)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:27.653237,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 37.0)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:28.706110,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 34.125)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:29.751271,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.333333333333336)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:30.740663,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.333333333333336)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:31.740370,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.333333333333336)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:32.821743,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.333333333333336)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:33.928973,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 34.375)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:35.009885,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 31.0)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:36.113816,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 31.0)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:37.179530,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 31.0)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:38.233189,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 31.0)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 18.833333333333332)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:39.294515,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.166666666666664)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:40.368568,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.166666666666664)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:41.425722,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.166666666666664)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:42.578935,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.166666666666664)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:43.714151,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.166666666666664)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:44.772341,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.166666666666664)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:45.772654,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.166666666666664)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:46.785938,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.166666666666664)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:47.851947,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.166666666666664)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:48.922276,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.166666666666664)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:49.988958,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.166666666666664)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:50.991439,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.166666666666664)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:51.995351,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 32.166666666666664)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:52.981356,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 31.0)","(6.5, 10.5, 9.575)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:54.052691,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 31.4)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:55.139231,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 31.4)","(6.5, 10.5, 9.914285714285715)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:56.214704,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 31.4)","(6.5, 10.5, 9.475)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:57.263930,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 31.4)","(6.5, 10.5, 9.475)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
11-01-2023 13:16:58.348178,"(5.0, 8.6, 8.057142857142857)","(13.0, 40.0, 31.4)","(6.5, 10.5, 10.0125)","(4.0, 7.4, 6.333333333333334)","(12.0, 28.0, 14.666666666666666)","(41.0, 120.0, 61.25)","(6.0, 10.0, 9.399999999999999)","(2.7, 4.4, 4.241176470588236)"
