,Manoeuver Man,Ideal Melody,Grinforawin,Bien Hoa Nz,Alimonie,Bettor Beontoit Nz,Midnight Sport,Captain Thunderbolt Nz
07-01-2023 20:15:25.309000,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:26.356189,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:27.401479,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:28.506982,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:29.612408,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:30.737312,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:31.859133,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:33.027059,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:34.137726,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:35.309109,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:36.457210,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:37.566036,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:38.583986,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:39.586425,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:40.611615,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:41.720226,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:42.865023,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.5, 4.266666666666667)","(14.0, 99999, 99990)"
07-01-2023 20:15:44.066529,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.5, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:15:45.274071,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:15:46.436017,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:15:47.544656,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:15:48.624776,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:15:49.668036,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:15:50.738446,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:15:51.809683,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:15:52.981225,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:15:54.025716,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:15:55.067358,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:15:56.132226,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:15:57.250910,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:15:58.324261,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:15:59.445196,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:00.569060,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:01.699306,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:02.853392,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:04.056144,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:05.333967,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:06.505487,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:07.657713,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:08.954349,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:10.134117,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:11.211956,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:12.287040,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:13.483321,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:14.696951,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:15.943365,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:17.178260,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:18.288672,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:19.398641,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:20.455890,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:21.557522,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:22.727309,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:23.910798,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:25.190964,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 4.0)","(14.0, 99999, 99990)"
07-01-2023 20:16:26.471250,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.4, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:27.705045,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:28.892444,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:30.111396,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:31.343665,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:32.534497,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:33.717337,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:34.917930,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:36.103642,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:37.268951,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:38.436007,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:39.588297,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:40.756161,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:41.902344,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:43.069542,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 28.714285714285715)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:44.280125,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:45.542562,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:46.739107,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:47.900902,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:49.077954,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:50.141251,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:51.230910,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:52.414704,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:53.593699,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:54.828961,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:56.007336,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:57.168073,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:58.343011,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:16:59.506981,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:17:00.656538,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:17:01.784090,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:17:02.922033,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:17:04.046672,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:17:05.134018,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:17:06.272815,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
07-01-2023 20:17:07.858267,"(16.0, 32.0, 20.666666666666668)","(8.5, 16.5, 11.366666666666667)","(10.0, 18.5, 14.0)","(3.9, 99999, 99990)","(17.0, 34.0, 24.75)","(2.8, 99999, 99990)","(3.6, 5.3, 3.9499999999999997)","(14.0, 99999, 99990)"
