,Gee Gee Secondover,Liffeybeau,Turk Warrior,Blaze Forth,Galenus,Le Cadeau,Music Addition,Julius,Street Tough,Emily
11-01-2023 14:15:49.484104,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 78.4)","(5.5, 8.2, 7.45)","(13.0, 23.0, 21.0)","(21.0, 46.0, 34.0)","(4.4, 5.4, 5.272727272727273)","(21.0, 50.0, 43.333333333333336)","(3.7, 5.1, 4.888888888888888)"
11-01-2023 14:15:51.057957,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 78.4)","(5.5, 8.2, 7.45)","(13.0, 23.0, 21.0)","(21.0, 46.0, 34.0)","(4.4, 5.4, 5.272727272727273)","(21.0, 50.0, 43.333333333333336)","(3.7, 5.1, 4.888888888888888)"
11-01-2023 14:15:52.360928,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 78.4)","(5.5, 8.2, 7.833333333333333)","(13.0, 23.0, 21.0)","(21.0, 46.0, 34.0)","(4.4, 5.4, 5.272727272727273)","(21.0, 50.0, 43.333333333333336)","(3.7, 5.1, 4.953846153846154)"
11-01-2023 14:15:53.504953,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 78.4)","(5.5, 8.0, 7.833333333333333)","(13.0, 23.0, 21.0)","(21.0, 46.0, 34.0)","(4.4, 5.4, 5.272727272727273)","(21.0, 50.0, 43.333333333333336)","(3.7, 5.1, 4.963636363636364)"
11-01-2023 14:15:54.680053,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 78.4)","(5.5, 8.0, 7.625)","(13.0, 23.0, 21.0)","(21.0, 46.0, 34.0)","(4.4, 5.4, 5.272727272727273)","(21.0, 50.0, 43.333333333333336)","(3.7, 5.1, 4.963636363636364)"
11-01-2023 14:15:55.858183,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 78.4)","(5.5, 8.0, 7.625)","(13.0, 23.0, 21.0)","(21.0, 46.0, 34.0)","(4.4, 5.4, 5.272727272727273)","(21.0, 50.0, 43.333333333333336)","(3.7, 5.1, 5.0)"
11-01-2023 14:15:57.067091,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 78.4)","(5.5, 8.0, 7.625)","(13.0, 23.0, 21.0)","(21.0, 46.0, 34.0)","(4.4, 5.4, 5.272727272727273)","(21.0, 50.0, 43.333333333333336)","(3.7, 5.1, 5.0)"
11-01-2023 14:15:58.360239,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 78.4)","(5.5, 8.0, 7.625)","(13.0, 23.0, 21.0)","(21.0, 46.0, 34.0)","(4.4, 5.4, 5.272727272727273)","(21.0, 50.0, 43.333333333333336)","(3.7, 5.1, 5.030434782608696)"
11-01-2023 14:15:59.519810,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 79.75)","(5.5, 8.0, 7.625)","(13.0, 23.0, 21.0)","(21.0, 46.0, 39.333333333333336)","(4.4, 5.4, 4.988235294117647)","(21.0, 50.0, 39.2)","(3.7, 5.1, 4.941176470588235)"
11-01-2023 14:16:00.794831,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 88.0)","(5.5, 8.0, 7.625)","(13.0, 23.0, 21.0)","(21.0, 44.0, 39.333333333333336)","(4.4, 5.4, 4.996774193548387)","(21.0, 50.0, 40.0)","(3.7, 5.1, 5.053846153846154)"
11-01-2023 14:16:02.016126,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 95.0, 91.0)","(5.5, 8.0, 7.625)","(13.0, 23.0, 21.0)","(21.0, 44.0, 39.333333333333336)","(4.4, 5.4, 4.996774193548387)","(21.0, 48.0, 46.4)","(3.7, 5.1, 4.994736842105263)"
11-01-2023 14:16:03.175785,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 91.0)","(5.5, 8.0, 7.625)","(13.0, 23.0, 21.0)","(21.0, 44.0, 36.0)","(4.4, 5.4, 4.908571428571429)","(21.0, 50.0, 46.4)","(3.7, 5.1, 5.033333333333333)"
11-01-2023 14:16:04.295277,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 91.0)","(5.5, 8.0, 7.625)","(13.0, 23.0, 21.0)","(21.0, 42.0, 36.0)","(4.4, 5.2, 4.908571428571429)","(21.0, 50.0, 46.4)","(3.7, 5.1, 5.033333333333333)"
11-01-2023 14:16:05.551643,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 79.75)","(5.5, 8.0, 7.833333333333333)","(13.0, 23.0, 21.0)","(21.0, 42.0, 36.0)","(4.4, 5.2, 4.908571428571429)","(21.0, 50.0, 46.4)","(3.7, 5.1, 5.033333333333333)"
11-01-2023 14:16:06.723897,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 79.75)","(5.5, 8.0, 7.833333333333333)","(13.0, 23.0, 21.0)","(21.0, 42.0, 35.0)","(4.4, 5.2, 4.908571428571429)","(21.0, 50.0, 47.0)","(3.7, 5.1, 5.04)"
11-01-2023 14:16:07.960851,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 79.75)","(5.5, 8.0, 7.833333333333333)","(13.0, 23.0, 21.714285714285715)","(21.0, 40.0, 32.857142857142854)","(4.4, 5.2, 4.983157894736842)","(21.0, 50.0, 48.42857142857143)","(3.7, 5.1, 5.04)"
11-01-2023 14:16:09.315376,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 79.75)","(5.5, 8.0, 7.833333333333333)","(13.0, 23.0, 21.714285714285715)","(21.0, 40.0, 32.857142857142854)","(4.4, 5.2, 4.978494623655914)","(21.0, 55.0, 48.42857142857143)","(3.7, 5.1, 5.04)"
11-01-2023 14:16:10.592758,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 79.75)","(5.5, 8.0, 7.833333333333333)","(13.0, 23.0, 21.714285714285715)","(21.0, 40.0, 32.857142857142854)","(4.4, 5.2, 4.978494623655914)","(21.0, 55.0, 41.0)","(3.7, 5.1, 5.1625000000000005)"
11-01-2023 14:16:11.756323,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 79.75)","(5.5, 8.0, 7.833333333333333)","(13.0, 23.0, 21.714285714285715)","(21.0, 40.0, 32.857142857142854)","(4.4, 5.2, 4.978494623655914)","(21.0, 55.0, 41.0)","(3.7, 5.2, 5.1625000000000005)"
11-01-2023 14:16:12.892242,"(11.0, 18.5, 15.583333333333334)","(21.0, 38.0, 33.0)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 79.75)","(5.5, 8.0, 7.833333333333333)","(13.0, 23.0, 21.714285714285715)","(21.0, 40.0, 32.857142857142854)","(4.4, 5.2, 4.978494623655914)","(21.0, 55.0, 46.6)","(3.7, 5.2, 5.1625000000000005)"
11-01-2023 14:16:14.089546,"(11.0, 18.5, 15.583333333333334)","(21.0, 36.0, 33.666666666666664)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 79.75)","(5.5, 8.0, 7.625)","(13.0, 23.0, 21.714285714285715)","(21.0, 40.0, 32.857142857142854)","(4.4, 5.2, 4.978494623655914)","(21.0, 55.0, 46.6)","(3.7, 5.2, 5.175)"
11-01-2023 14:16:15.206151,"(11.0, 18.5, 15.583333333333334)","(21.0, 36.0, 33.666666666666664)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 79.75)","(5.5, 8.0, 7.625)","(13.0, 23.0, 21.5)","(21.0, 40.0, 31.333333333333332)","(4.4, 5.2, 4.978494623655914)","(21.0, 55.0, 46.6)","(3.7, 5.2, 5.050000000000001)"
11-01-2023 14:16:16.327838,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.666666666666664)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 86.66666666666667)","(5.5, 8.0, 7.833333333333333)","(13.0, 20.0, 19.25)","(21.0, 38.0, 33.666666666666664)","(4.4, 5.2, 4.974863387978142)","(21.0, 55.0, 46.6)","(3.7, 5.2, 5.050000000000001)"
11-01-2023 14:16:17.548547,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.666666666666664)","(3.8, 4.2, 4.094883720930232)","(31.0, 100.0, 86.66666666666667)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.25)","(21.0, 36.0, 31.8)","(4.4, 5.2, 4.974863387978142)","(21.0, 55.0, 45.5)","(3.7, 5.2, 5.166666666666667)"
11-01-2023 14:16:18.789908,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.666666666666664)","(3.8, 4.2, 4.094883720930232)","(31.0, 110.0, 82.5)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.25)","(21.0, 36.0, 31.8)","(4.4, 5.2, 4.974863387978142)","(21.0, 55.0, 48.666666666666664)","(3.7, 5.2, 5.0)"
11-01-2023 14:16:19.982099,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.666666666666664)","(3.8, 4.2, 4.043055555555556)","(31.0, 100.0, 91.25)","(5.5, 8.0, 7.6)","(13.0, 20.0, 18.928571428571427)","(21.0, 36.0, 31.8)","(4.4, 5.2, 4.974863387978142)","(21.0, 55.0, 48.666666666666664)","(3.7, 5.2, 4.86)"
11-01-2023 14:16:21.217646,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.666666666666664)","(3.8, 4.2, 4.03678756476684)","(31.0, 100.0, 91.25)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.444444444444443)","(21.0, 36.0, 31.8)","(4.4, 5.2, 4.974863387978142)","(21.0, 55.0, 48.666666666666664)","(3.7, 5.1, 4.795238095238095)"
11-01-2023 14:16:22.416840,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 4.2, 4.03678756476684)","(31.0, 100.0, 91.25)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.444444444444443)","(21.0, 36.0, 31.8)","(4.4, 5.2, 4.974863387978142)","(21.0, 55.0, 48.666666666666664)","(3.7, 5.1, 4.795238095238095)"
11-01-2023 14:16:23.566691,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 4.2, 4.03678756476684)","(31.0, 100.0, 91.25)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.444444444444443)","(21.0, 36.0, 31.8)","(4.4, 5.2, 4.974863387978142)","(21.0, 55.0, 48.666666666666664)","(3.7, 5.1, 4.960869565217392)"
11-01-2023 14:16:24.925444,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 4.2, 4.03678756476684)","(31.0, 100.0, 86.0)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.444444444444443)","(21.0, 36.0, 31.8)","(4.4, 5.2, 4.974863387978142)","(21.0, 55.0, 48.666666666666664)","(3.7, 5.1, 4.766666666666667)"
11-01-2023 14:16:26.170507,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 4.2, 4.03678756476684)","(31.0, 100.0, 86.0)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.444444444444443)","(21.0, 36.0, 31.8)","(4.4, 5.2, 4.974863387978142)","(21.0, 55.0, 48.666666666666664)","(3.7, 5.0, 4.8)"
11-01-2023 14:16:27.491523,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 4.2, 4.03678756476684)","(31.0, 100.0, 86.0)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.444444444444443)","(21.0, 36.0, 31.8)","(4.4, 5.2, 4.974863387978142)","(21.0, 55.0, 48.666666666666664)","(3.7, 5.0, 4.8)"
11-01-2023 14:16:28.913450,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 4.2, 4.03678756476684)","(31.0, 100.0, 86.0)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.444444444444443)","(21.0, 36.0, 31.8)","(4.4, 5.2, 4.974863387978142)","(21.0, 55.0, 48.666666666666664)","(3.7, 5.0, 4.8)"
11-01-2023 14:16:30.313313,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 4.2, 4.03678756476684)","(31.0, 100.0, 86.0)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.444444444444443)","(21.0, 36.0, 31.8)","(4.4, 5.2, 4.974863387978142)","(21.0, 55.0, 48.666666666666664)","(3.7, 5.0, 4.8)"
11-01-2023 14:16:31.557620,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 4.2, 4.03678756476684)","(31.0, 100.0, 86.0)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.444444444444443)","(21.0, 36.0, 31.8)","(4.4, 5.2, 4.974863387978142)","(21.0, 55.0, 48.666666666666664)","(3.7, 5.0, 4.8)"
11-01-2023 14:16:32.730757,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 4.2, 4.03678756476684)","(31.0, 100.0, 76.66666666666667)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.444444444444443)","(21.0, 36.0, 31.8)","(4.4, 5.2, 4.974863387978142)","(21.0, 55.0, 45.5)","(3.7, 5.0, 4.8)"
11-01-2023 14:16:33.875609,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 4.2, 4.03678756476684)","(31.0, 100.0, 80.0)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.444444444444443)","(21.0, 36.0, 31.8)","(4.4, 5.2, 4.978494623655914)","(21.0, 55.0, 45.5)","(3.7, 5.0, 4.8100000000000005)"
11-01-2023 14:16:35.016784,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 4.2, 4.03678756476684)","(31.0, 110.0, 80.0)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.444444444444443)","(21.0, 36.0, 31.8)","(4.4, 5.2, 4.978494623655914)","(21.0, 55.0, 45.5)","(3.7, 4.9, 4.669230769230769)"
11-01-2023 14:16:36.200284,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 4.2, 4.03678756476684)","(31.0, 110.0, 80.0)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.444444444444443)","(21.0, 36.0, 33.375)","(4.4, 5.2, 4.978494623655914)","(21.0, 55.0, 45.5)","(3.7, 4.9, 4.6)"
11-01-2023 14:16:37.422041,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 4.2, 4.03678756476684)","(31.0, 110.0, 80.0)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.444444444444443)","(21.0, 36.0, 33.375)","(4.4, 5.2, 4.983157894736842)","(21.0, 55.0, 51.54545454545455)","(3.7, 4.8, 4.769230769230769)"
11-01-2023 14:16:38.835149,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 4.2, 4.03678756476684)","(31.0, 110.0, 80.0)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.444444444444443)","(21.0, 36.0, 33.375)","(4.4, 5.2, 4.983157894736842)","(21.0, 55.0, 51.54545454545455)","(3.7, 4.8, 4.78)"
11-01-2023 14:16:40.186338,"(11.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 4.2, 3.9061224489795916)","(31.0, 110.0, 80.0)","(5.5, 8.0, 7.6)","(13.0, 20.0, 19.444444444444443)","(21.0, 36.0, 33.375)","(4.4, 5.2, 4.983157894736842)","(21.0, 55.0, 51.54545454545455)","(3.7, 4.8, 4.78)"
11-01-2023 14:16:41.527864,"(12.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 3.95, 3.9363636363636365)","(31.0, 110.0, 95.0)","(6.0, 8.2, 7.6)","(14.0, 20.0, 19.444444444444443)","(21.0, 36.0, 33.375)","(4.4, 5.2, 4.983157894736842)","(21.0, 55.0, 51.54545454545455)","(3.7, 4.8, 4.78)"
11-01-2023 14:16:42.812945,"(12.0, 15.5, 15.009803921568627)","(21.0, 36.0, 33.0)","(3.8, 3.95, 3.9363636363636365)","(31.0, 110.0, 80.0)","(6.0, 8.2, 7.6)","(14.0, 20.0, 19.444444444444443)","(21.0, 36.0, 33.375)","(4.4, 5.2, 4.974736842105263)","(21.0, 55.0, 51.54545454545455)","(3.7, 4.8, 4.55)"
11-01-2023 14:16:44.077054,"(12.0, 15.5, 15.009803921568627)","(21.0, 36.0, 34.6)","(3.8, 3.95, 3.9363636363636365)","(31.0, 110.0, 80.0)","(6.0, 8.2, 8.128571428571428)","(14.0, 20.0, 19.444444444444443)","(21.0, 36.0, 34.6875)","(4.4, 5.2, 4.992903225806452)","(21.0, 55.0, 51.54545454545455)","(3.7, 4.8, 4.732432432432432)"
11-01-2023 14:16:45.449109,"(12.0, 15.5, 15.009803921568627)","(21.0, 36.0, 32.4)","(3.8, 3.95, 3.9363636363636365)","(31.0, 110.0, 80.0)","(6.0, 8.2, 8.0)","(14.0, 20.0, 19.444444444444443)","(21.0, 36.0, 32.4)","(4.4, 5.2, 4.9980392156862745)","(21.0, 55.0, 51.54545454545455)","(3.7, 4.4, 4.390540540540541)"
11-01-2023 14:16:46.661631,"(12.0, 15.5, 15.009803921568627)","(21.0, 36.0, 32.4)","(3.8, 3.95, 3.9363636363636365)","(31.0, 110.0, 80.0)","(6.0, 8.4, 8.5)","(14.0, 20.0, 19.444444444444443)","(21.0, 36.0, 32.4)","(4.4, 5.2, 4.9953642384105965)","(21.0, 55.0, 46.5)","(3.7, 4.4, 4.579661016949152)"
11-01-2023 14:16:47.888285,"(12.0, 15.5, 15.126865671641792)","(21.0, 36.0, 32.4)","(3.8, 3.95, 3.9478873239436623)","(31.0, 110.0, 80.0)","(6.0, 8.6, 8.570588235294117)","(14.0, 20.0, 19.444444444444443)","(21.0, 36.0, 32.4)","(4.4, 5.2, 4.9953642384105965)","(21.0, 55.0, 51.6)","(3.7, 4.6, 4.385714285714285)"
11-01-2023 14:16:49.164283,"(12.0, 15.5, 15.009803921568627)","(21.0, 36.0, 34.0)","(3.8, 3.95, 3.928571428571429)","(31.0, 110.0, 92.0)","(6.0, 8.6, 8.333333333333332)","(14.0, 20.0, 22.333333333333332)","(21.0, 36.0, 32.4)","(4.4, 5.2, 4.9953642384105965)","(21.0, 55.0, 51.6)","(3.7, 4.6, 4.3954545454545455)"
11-01-2023 14:16:50.489630,"(12.0, 15.5, 15.009803921568627)","(21.0, 36.0, 34.8)","(3.8, 3.95, 3.928571428571429)","(31.0, 110.0, 98.75)","(6.0, 8.6, 8.457142857142857)","(14.0, 24.0, 22.846153846153847)","(21.0, 36.0, 32.4)","(4.4, 5.2, 4.908490566037736)","(21.0, 55.0, 51.6)","(3.7, 4.6, 4.31875)"
11-01-2023 14:16:51.708669,"(12.0, 15.5, 15.009803921568627)","(21.0, 36.0, 34.8)","(3.8, 3.95, 3.928571428571429)","(31.0, 110.0, 98.75)","(6.0, 8.6, 8.5)","(14.0, 24.0, 20.625)","(21.0, 36.0, 32.4)","(4.4, 5.2, 4.908490566037736)","(21.0, 55.0, 51.6)","(3.7, 4.4, 4.114999999999999)"
11-01-2023 14:16:52.897207,"(12.0, 15.5, 15.009803921568627)","(21.0, 36.0, 34.8)","(3.8, 3.95, 3.928571428571429)","(31.0, 110.0, 98.75)","(6.0, 8.6, 8.2)","(14.0, 24.0, 22.875)","(21.0, 36.0, 33.75)","(4.4, 5.2, 4.908490566037736)","(21.0, 55.0, 51.6)","(3.7, 4.4, 4.183333333333334)"
11-01-2023 14:16:54.068116,"(12.0, 15.5, 15.009803921568627)","(21.0, 36.0, 35.0)","(3.8, 3.95, 3.9363636363636365)","(31.0, 110.0, 98.75)","(6.0, 8.6, 8.575)","(14.0, 24.0, 22.714285714285715)","(21.0, 36.0, 33.75)","(4.4, 5.2, 4.908490566037736)","(21.0, 55.0, 51.6)","(3.7, 4.4, 4.394366197183099)"
11-01-2023 14:16:55.210300,"(12.0, 15.5, 15.009803921568627)","(21.0, 36.0, 35.0)","(3.8, 3.95, 3.9363636363636365)","(31.0, 110.0, 98.75)","(6.0, 8.6, 8.44)","(14.0, 24.0, 21.0)","(21.0, 36.0, 33.75)","(4.4, 5.2, 4.908490566037736)","(21.0, 55.0, 52.16666666666667)","(3.7, 4.4, 4.394827586206897)"
11-01-2023 14:16:56.385773,"(12.0, 15.5, 15.009803921568627)","(21.0, 36.0, 35.333333333333336)","(3.8, 3.95, 3.9477611940298507)","(31.0, 110.0, 98.75)","(6.0, 8.6, 8.44)","(14.0, 24.0, 21.0)","(21.0, 36.0, 33.75)","(4.4, 5.2, 4.908490566037736)","(21.0, 55.0, 52.16666666666667)","(3.7, 4.4, 4.394827586206897)"
11-01-2023 14:16:57.684744,"(12.0, 15.5, 15.009803921568627)","(21.0, 36.0, 35.333333333333336)","(3.8, 3.95, 3.9363636363636365)","(31.0, 110.0, 98.75)","(6.0, 8.6, 8.577142857142857)","(14.0, 24.0, 22.8)","(21.0, 36.0, 32.4)","(4.4, 5.2, 4.908490566037736)","(21.0, 55.0, 52.16666666666667)","(3.7, 4.4, 4.393750000000001)"
11-01-2023 14:16:58.992935,"(12.0, 15.5, 15.009803921568627)","(21.0, 36.0, 35.333333333333336)","(3.8, 3.95, 3.9454545454545458)","(31.0, 110.0, 98.75)","(6.0, 8.6, 8.3)","(14.0, 24.0, 22.5)","(21.0, 36.0, 32.4)","(4.4, 5.2, 4.908490566037736)","(21.0, 55.0, 52.16666666666667)","(3.7, 4.4, 4.325)"
11-01-2023 14:17:00.400399,"(12.0, 15.5, 15.009803921568627)","(21.0, 36.0, 35.333333333333336)","(3.8, 3.95, 3.966666666666667)","(31.0, 110.0, 98.75)","(6.0, 8.6, 8.3)","(14.0, 24.0, 22.5)","(21.0, 36.0, 32.4)","(4.4, 5.2, 4.980851063829787)","(21.0, 55.0, 52.16666666666667)","(3.7, 4.4, 4.392982456140351)"
11-01-2023 14:17:01.661376,"(12.0, 15.5, 15.00925925925926)","(21.0, 36.0, 35.333333333333336)","(3.8, 4.0, 3.966666666666667)","(31.0, 110.0, 95.0)","(6.0, 8.6, 8.48)","(14.0, 24.0, 22.18181818181818)","(21.0, 36.0, 33.75)","(4.4, 5.2, 5.007207207207207)","(21.0, 55.0, 51.6)","(3.7, 4.4, 4.199999999999999)"
11-01-2023 14:17:02.810233,"(12.0, 15.5, 15.00925925925926)","(21.0, 36.0, 35.333333333333336)","(3.8, 4.0, 3.975)","(31.0, 110.0, 95.0)","(6.0, 8.6, 8.48)","(14.0, 24.0, 21.333333333333332)","(21.0, 36.0, 33.75)","(4.4, 5.2, 4.984563758389262)","(21.0, 55.0, 51.6)","(3.7, 4.3, 4.363157894736842)"
11-01-2023 14:17:03.975795,"(12.0, 15.5, 15.00925925925926)","(21.0, 36.0, 35.333333333333336)","(3.8, 4.0, 3.975)","(31.0, 110.0, 95.0)","(6.0, 8.6, 8.514285714285714)","(14.0, 24.0, 22.666666666666668)","(21.0, 36.0, 31.11111111111111)","(4.4, 5.2, 5.135151515151515)","(21.0, 55.0, 52.75)","(3.7, 4.5, 4.20921052631579)"
11-01-2023 14:17:05.125854,"(12.0, 15.5, 15.014285714285714)","(21.0, 36.0, 35.63636363636364)","(3.8, 4.0, 3.975)","(31.0, 110.0, 100.0)","(6.0, 8.6, 8.514285714285714)","(14.0, 24.0, 22.3)","(21.0, 34.0, 30.533333333333335)","(4.4, 5.2, 5.007476635514019)","(21.0, 55.0, 52.75)","(3.7, 4.3, 4.119047619047619)"
11-01-2023 14:17:06.315714,"(12.0, 15.5, 15.130434782608695)","(21.0, 36.0, 35.63636363636364)","(3.8, 4.0, 3.9857142857142858)","(31.0, 110.0, 100.0)","(6.0, 8.6, 8.514285714285714)","(14.0, 23.0, 22.3)","(21.0, 34.0, 30.533333333333335)","(4.4, 5.2, 5.007476635514019)","(21.0, 55.0, 53.0)","(3.7, 4.3, 4.119047619047619)"
11-01-2023 14:17:07.542648,"(12.0, 15.5, 15.16)","(21.0, 46.0, 44.92307692307692)","(3.8, 4.0, 3.9833333333333334)","(31.0, 110.0, 101.66666666666667)","(6.0, 8.6, 8.399999999999999)","(14.0, 23.0, 20.75)","(21.0, 34.0, 29.125)","(4.4, 5.2, 5.007476635514019)","(21.0, 55.0, 53.2)","(3.7, 4.3, 4.119047619047619)"
11-01-2023 14:17:08.745560,"(12.0, 15.5, 15.16)","(21.0, 44.0, 42.4)","(3.8, 4.0, 3.9833333333333334)","(31.0, 110.0, 101.66666666666667)","(6.0, 8.6, 9.16)","(14.0, 23.0, 20.75)","(21.0, 34.0, 28.428571428571427)","(4.4, 5.2, 5.007476635514019)","(21.0, 55.0, 53.2)","(3.7, 4.3, 4.035294117647059)"
11-01-2023 14:17:09.956693,"(12.0, 15.5, 15.16)","(21.0, 44.0, 41.14285714285714)","(3.8, 4.0, 3.9833333333333334)","(31.0, 110.0, 101.66666666666667)","(6.0, 9.8, 9.061538461538461)","(14.0, 23.0, 21.0)","(21.0, 34.0, 28.333333333333332)","(4.4, 5.2, 5.007476635514019)","(21.0, 55.0, 53.2)","(3.7, 4.2, 4.040909090909091)"
11-01-2023 14:17:11.164155,"(12.0, 15.5, 15.16)","(21.0, 44.0, 38.0)","(3.8, 4.0, 3.9833333333333334)","(31.0, 110.0, 101.66666666666667)","(6.0, 9.8, 9.016666666666666)","(14.0, 22.0, 21.0)","(21.0, 34.0, 28.428571428571427)","(4.4, 5.2, 5.007476635514019)","(21.0, 55.0, 53.2)","(3.7, 4.2, 3.9941176470588236)"
11-01-2023 14:17:12.367578,"(12.0, 15.5, 15.16)","(21.0, 44.0, 38.0)","(3.8, 4.0, 3.9833333333333334)","(31.0, 110.0, 101.66666666666667)","(6.0, 9.6, 9.016666666666666)","(14.0, 22.0, 23.0)","(21.0, 34.0, 28.428571428571427)","(4.4, 5.2, 5.007476635514019)","(21.0, 55.0, 53.2)","(3.7, 4.2, 3.9857142857142858)"
11-01-2023 14:17:13.508075,"(12.0, 15.5, 15.16)","(21.0, 44.0, 38.0)","(3.8, 4.0, 3.9833333333333334)","(31.0, 110.0, 101.66666666666667)","(6.0, 9.6, 9.1625)","(14.0, 25.0, 23.0)","(21.0, 34.0, 28.428571428571427)","(4.4, 5.2, 5.042346938775511)","(21.0, 55.0, 53.2)","(3.7, 4.2, 3.9650000000000003)"
