,Matatoki Nz,Bourbonontherocks,Yea You Nz,Everysecondcounts,Scruffy Doolan,Hello Jolene Jolene Nz
07-01-2023 20:55:44.374302,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:55:45.370341,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:55:46.377303,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:55:47.415360,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:55:48.434215,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:55:49.487238,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:55:50.502084,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:55:51.480757,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:55:52.410002,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:55:53.353183,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:55:54.366466,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:55:55.385696,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:55:56.385722,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:55:57.333202,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:55:58.290311,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:55:59.266989,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:00.210290,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:01.186503,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:02.138110,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:03.085857,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:04.103761,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:04.993741,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:05.982721,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:07.002075,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:07.980324,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:08.926165,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:09.923391,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:10.923209,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:11.910866,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:12.911700,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:13.871346,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:14.790464,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:15.679759,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:16.589141,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:17.614080,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:18.558309,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:19.541477,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:20.464291,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:21.366616,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:22.278550,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:23.239046,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:24.221114,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:25.230683,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:26.248649,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:27.143827,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:27.998372,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:28.926667,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:29.866959,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:30.859161,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:31.769269,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:32.639144,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:33.494189,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:34.435291,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:35.387130,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:36.426094,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:37.347599,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:38.229624,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:39.101117,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:40.079671,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:41.034908,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:42.025285,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:42.938119,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:43.785534,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 5.050000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:44.723977,"(3.5, 99999, 99990)","(3.1, 3.95, 3.666666666666667)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.4, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:45.696068,"(3.5, 99999, 99990)","(3.1, 3.9, 3.3)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:46.724738,"(3.5, 99999, 99990)","(3.1, 3.9, 3.6818181818181817)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:47.674670,"(3.5, 99999, 99990)","(3.1, 3.9, 3.6818181818181817)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:48.667927,"(3.5, 99999, 99990)","(3.1, 3.9, 3.6818181818181817)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:49.616440,"(3.5, 99999, 99990)","(3.1, 3.9, 3.6818181818181817)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:50.467439,"(3.5, 99999, 99990)","(3.1, 3.9, 3.6818181818181817)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:51.350999,"(3.5, 99999, 99990)","(3.1, 3.9, 3.6818181818181817)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:52.315453,"(3.5, 99999, 99990)","(3.1, 3.9, 3.6818181818181817)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:53.306028,"(3.5, 99999, 99990)","(3.1, 3.9, 3.6818181818181817)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:54.306596,"(3.5, 99999, 99990)","(3.1, 3.9, 3.6818181818181817)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:55.204046,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:56.040216,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:56.972772,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:57.924194,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:58.942153,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:56:59.881265,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:00.771751,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:01.638516,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:02.573502,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:03.551075,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:04.564619,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:05.549674,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:06.526871,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:07.431329,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:08.281922,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:09.183897,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:10.191563,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:11.132908,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:12.099000,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:12.958460,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:13.814266,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:14.763318,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:15.753993,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:16.792359,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:17.728464,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:18.598783,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:19.477758,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:20.405879,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:21.453181,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:22.445796,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:23.349348,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:24.218623,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:25.113144,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:26.019143,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:27.009140,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:27.938047,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:28.830559,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:29.692757,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:30.583213,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:31.556782,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:32.547328,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:33.463558,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:34.447747,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:35.326369,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
07-01-2023 20:57:36.204248,"(3.5, 99999, 99990)","(3.1, 3.9, 3.5785714285714283)","(5.0, 99999, 99990)","(18.0, 27.0, 22.25)","(3.9, 5.2, 4.720000000000001)","(7.5, 99999, 99990)"
