,Doctor Steve Nz,Rockin Rufus,Eton Rock,Captains Beachbabe,Miss Lamarr,Gold Horseshoe,Blockjorg,Simply Shaz Nz,Mista Editorial Nz,The Verandah
11-01-2023 18:19:10.206694,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:11.464910,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:12.672621,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:13.916237,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:15.090671,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:16.279245,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:17.481821,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:18.661194,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:19.932416,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:21.200707,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:22.443513,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:23.724786,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:25.041312,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:26.330358,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:27.862268,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:29.048891,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:30.860585,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:32.437035,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:33.803228,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5482608695652174)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:35.193307,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.65, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:36.533427,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 120.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:38.017556,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:39.347414,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:40.643337,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:41.950713,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:43.206009,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:44.549268,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:45.931629,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:47.584948,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:49.099433,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:50.673063,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:52.052867,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:53.311738,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:54.761277,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:56.059105,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:57.248366,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:58.497874,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:19:59.707630,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:00.981076,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:02.269496,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:03.700620,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:04.957793,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:06.498764,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:07.941809,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.5833333333333333)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:09.150668,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:10.273443,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:11.554728,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:12.799899,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:14.091422,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:15.374958,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:16.769716,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:18.094929,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:19.421475,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:20.704432,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:21.969406,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:23.244094,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:24.667546,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:25.965832,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:27.286683,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:28.521405,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:29.785272,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:31.122659,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:32.421685,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:33.730202,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:35.059306,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:36.395326,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:37.644674,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(41.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:38.945020,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:40.139917,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 117.5)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:41.399338,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:42.724167,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
11-01-2023 18:20:43.982873,"(5.5, 99999, 99990)","(14.0, 24.0, 22.375)","(1.45, 1.64, 1.6245454545454545)","(61.0, 200.0, 113.33333333333334)","(10.0, 23.0, 17.166666666666668)","(51.0, 160.0, 115.0)","(101.0, 190.0, 162.85714285714286)","(7.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 40.0, 35.666666666666664)"
