,Rapid Combustion,Hally Mulwee,Tiny Sparkle,Thanks For That,Bad Boy Smooth,Torpedo Rose,Fun Day Friday,Roy Rip
11-01-2023 09:24:55.856236,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:24:57.420330,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:24:58.835684,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:00.347605,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:01.837880,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:03.270647,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:04.937772,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:06.422253,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:07.967535,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:10.085407,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:11.742624,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:13.317496,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:15.046964,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:16.764476,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:18.279631,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:19.765279,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:21.164147,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:22.494338,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:23.902384,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:25.533043,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:27.081700,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:28.883867,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:30.603466,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:32.241562,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:33.747744,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:35.193610,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:36.620634,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:37.995752,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:39.411053,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:40.851969,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:42.282121,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:43.672029,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:45.100560,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:46.484678,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:47.896154,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:49.299571,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:50.680685,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:52.053016,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:53.381573,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:54.736760,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:56.121903,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:57.474254,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:25:58.854910,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:00.232298,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:01.598196,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:03.184250,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:04.575399,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:05.926332,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:07.197930,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:08.473263,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:09.721102,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:10.955952,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:12.217875,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:13.526266,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:14.767121,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:16.129953,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:17.413062,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:18.864030,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:20.402352,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:21.696204,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:23.221372,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:24.439649,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:25.710011,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:26.983054,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:28.208647,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:29.447360,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:30.650646,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:31.929047,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:33.156891,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:34.425616,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:35.655871,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:36.902615,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:38.148881,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:39.399560,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:40.769519,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:42.032429,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:43.297656,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:44.738305,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:45.848994,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:47.106712,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:48.274523,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:49.544781,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:50.794381,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:51.996412,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:53.219313,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:54.364533,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
11-01-2023 09:26:55.564993,"(5.0, 9.0, 8.6)","(5.5, 12.0, 10.2)","(2.45, 3.55, 3.5154838709677416)","(31.0, 130.0, 80.0)","(26.0, 110.0, 67.0)","(21.0, 75.0, 65.0)","(21.0, 70.0, 61.07142857142858)","(2.7, 4.8, 3.732830188679245)"
