,Smokin Rico,Madalia Tipper,Dr Chieftain,Play The Victim,Work Boot,Nannas Blue Boy
10-01-2023 17:22:08.847488,"(2.3, 2.98, 2.5157142857142856)","(15.0, 44.0, 26.5)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.68)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:09.915655,"(2.3, 2.98, 2.5157142857142856)","(15.0, 44.0, 26.5)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.68)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:11.013168,"(2.3, 2.98, 2.5157142857142856)","(15.0, 44.0, 26.5)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.68)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:12.272267,"(2.3, 2.98, 2.5157142857142856)","(15.0, 44.0, 26.5)","(8.0, 14.5, 11.35)","(5.0, 8.0, 6.254545454545455)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:13.529856,"(2.3, 3.7, 2.525185185185185)","(15.0, 44.0, 26.5)","(8.0, 14.5, 11.35)","(5.0, 8.0, 6.254545454545455)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:14.636004,"(2.3, 3.7, 2.525185185185185)","(15.0, 44.0, 26.5)","(8.0, 14.5, 9.459999999999999)","(5.0, 8.0, 6.64)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:15.743878,"(2.3, 3.7, 2.525185185185185)","(15.0, 44.0, 26.5)","(8.0, 14.5, 9.3)","(5.0, 8.0, 6.64)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:16.997193,"(2.3, 3.7, 2.525185185185185)","(15.0, 44.0, 26.5)","(8.0, 14.5, 9.3)","(5.0, 8.0, 6.64)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:18.189088,"(2.3, 3.7, 2.525185185185185)","(15.0, 44.0, 26.5)","(8.0, 14.5, 9.3)","(5.0, 8.0, 6.64)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:19.344882,"(2.3, 3.6, 3.04)","(15.0, 44.0, 26.5)","(8.0, 14.5, 9.3)","(5.0, 8.0, 6.64)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:20.454432,"(2.3, 3.6, 3.04)","(15.0, 44.0, 26.5)","(8.0, 14.5, 9.3)","(5.0, 8.0, 6.64)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:21.795425,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 26.5)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:22.882006,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 26.5)","(8.0, 14.5, 9.3)","(5.0, 8.0, 5.449999999999999)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:24.106448,"(2.3, 3.6, 2.56)","(15.0, 44.0, 26.5)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:25.241706,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 26.5)","(8.0, 14.5, 11.35)","(5.0, 8.0, 6.254545454545455)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:26.401512,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 26.5)","(8.0, 14.5, 9.3)","(5.0, 8.0, 6.430769230769231)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:27.521520,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 26.5)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:28.639485,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 26.5)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:29.793184,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 26.5)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:30.859938,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 26.5)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:31.974952,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 26.5)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:33.122668,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:34.259881,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:35.435192,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:36.417059,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:37.527278,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:38.690006,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 28.72222222222222)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:39.740131,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:40.815470,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:41.992090,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:43.154816,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:44.267185,"(2.3, 3.6, 2.833684210526316)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:45.278146,"(2.3, 3.55, 2.88125)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:46.283258,"(2.3, 3.5, 2.8021052631578947)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:47.344502,"(2.3, 3.5, 2.8021052631578947)","(15.0, 44.0, 28.72222222222222)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:48.451867,"(2.3, 3.5, 2.8021052631578947)","(15.0, 44.0, 32.84615384615385)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:49.598115,"(2.3, 3.5, 2.8021052631578947)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:50.702565,"(2.3, 3.5, 2.8021052631578947)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:51.753079,"(2.3, 3.4, 3.2685714285714287)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:52.770164,"(2.3, 3.4, 3.2685714285714287)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:53.844857,"(2.3, 3.4, 2.7705263157894735)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:54.935037,"(2.3, 3.4, 2.7705263157894735)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:55.932340,"(2.3, 3.4, 2.7705263157894735)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:56.950228,"(2.3, 3.4, 2.7705263157894735)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:57.948540,"(2.3, 3.4, 2.7705263157894735)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:22:59.013415,"(2.3, 3.4, 2.7705263157894735)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:00.043426,"(2.3, 3.4, 2.7705263157894735)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:00.976411,"(2.3, 3.4, 2.7705263157894735)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:01.987032,"(2.3, 3.4, 2.7705263157894735)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:03.104957,"(2.3, 3.4, 2.7705263157894735)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:04.180219,"(2.3, 3.4, 2.7705263157894735)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:05.192609,"(2.3, 3.4, 2.7705263157894735)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:06.170702,"(2.3, 3.4, 2.7705263157894735)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:07.238834,"(2.3, 3.4, 2.7705263157894735)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:08.306935,"(2.3, 3.4, 2.7705263157894735)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:09.280619,"(2.3, 3.4, 3.2685714285714287)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:10.268744,"(2.3, 3.35, 2.787058823529412)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:11.277488,"(2.3, 3.35, 2.787058823529412)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:12.256025,"(2.3, 3.35, 2.787058823529412)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:13.281562,"(2.3, 3.35, 2.787058823529412)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:14.272302,"(2.3, 3.35, 2.787058823529412)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:15.286052,"(2.3, 3.35, 2.787058823529412)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:16.276678,"(2.3, 3.3, 2.7875)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:17.522844,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:18.596823,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:19.728634,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:20.752828,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:21.790351,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:22.774447,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:23.796484,"(2.3, 3.2, 2.7885714285714287)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:24.969246,"(2.3, 3.2, 2.7885714285714287)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:26.083551,"(2.3, 3.2, 2.7885714285714287)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:27.154163,"(2.3, 3.15, 2.716470588235294)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:28.440553,"(2.3, 3.15, 2.535833333333333)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:29.627351,"(2.3, 3.15, 2.535833333333333)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:30.835597,"(2.3, 3.15, 2.535833333333333)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:31.867374,"(2.3, 3.15, 2.535833333333333)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:32.960251,"(2.3, 3.15, 2.535833333333333)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:34.055952,"(2.3, 3.15, 2.535833333333333)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:35.197521,"(2.3, 3.3, 2.5545454545454547)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:36.265402,"(2.3, 3.25, 2.5441666666666665)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:37.239802,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:38.313894,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:39.356007,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:40.523910,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:41.762534,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:42.896555,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:44.013842,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:45.210841,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:46.391782,"(2.3, 3.25, 2.751764705882353)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:47.496061,"(2.3, 3.2, 2.75)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:48.536175,"(2.3, 3.15, 2.716470588235294)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:49.631892,"(2.3, 3.15, 2.535833333333333)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:50.801503,"(2.3, 3.15, 2.535833333333333)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:51.814656,"(2.3, 3.15, 2.535833333333333)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:52.832211,"(2.3, 3.15, 2.535833333333333)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:53.906002,"(2.3, 3.15, 2.535833333333333)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:54.949019,"(2.3, 3.1, 2.536363636363636)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:56.033011,"(2.3, 3.1, 2.536363636363636)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:57.122067,"(2.3, 3.1, 2.536363636363636)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:58.166934,"(2.3, 3.1, 2.536363636363636)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:23:59.184673,"(2.3, 3.1, 2.536363636363636)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:24:00.196919,"(2.3, 3.1, 2.536363636363636)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:24:01.220496,"(2.3, 3.1, 2.536363636363636)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:24:02.270520,"(2.3, 3.1, 2.536363636363636)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:24:03.293020,"(2.3, 3.1, 2.536363636363636)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:24:04.292636,"(2.3, 3.1, 2.536363636363636)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
10-01-2023 17:24:05.384298,"(2.3, 3.1, 2.536363636363636)","(15.0, 44.0, 34.66666666666667)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.2)","(2.5, 4.3, 2.974285714285714)","(15.0, 36.0, 32.0)"
