,Smokin Rico,Madalia Tipper,Dr Chieftain,Play The Victim,Work Boot,Nannas Blue Boy
10-01-2023 17:27:18.472698,"(2.3, 3.05, 2.5433333333333334)","(15.0, 44.0, 33.230769230769226)","(8.0, 14.5, 9.3)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:19.476570,"(2.3, 3.05, 2.5433333333333334)","(15.0, 44.0, 27.88888888888889)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:20.494542,"(2.3, 3.05, 2.5433333333333334)","(15.0, 44.0, 27.88888888888889)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:21.546981,"(2.3, 3.05, 2.5433333333333334)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:22.497624,"(2.3, 3.05, 2.5433333333333334)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:23.575615,"(2.3, 3.0, 2.5272727272727273)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:24.678420,"(2.3, 3.0, 2.5272727272727273)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:25.633384,"(2.3, 3.0, 2.5272727272727273)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.61111111111111)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:26.577777,"(2.3, 3.0, 2.5047619047619047)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.35)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:27.731849,"(2.3, 3.0, 2.5047619047619047)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:28.896790,"(2.3, 3.0, 2.5047619047619047)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:29.962535,"(2.3, 3.0, 2.5047619047619047)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:31.053547,"(2.3, 3.0, 2.5047619047619047)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:32.158935,"(2.3, 3.0, 2.5047619047619047)","(15.0, 44.0, 28.166666666666664)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:33.429603,"(2.3, 3.0, 2.5047619047619047)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:34.430569,"(2.3, 3.0, 2.5047619047619047)","(15.0, 44.0, 28.444444444444443)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:35.678500,"(2.3, 2.98, 2.5216666666666665)","(15.0, 44.0, 26.8125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:36.729439,"(2.3, 2.98, 2.5216666666666665)","(15.0, 44.0, 26.8125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:37.768428,"(2.3, 2.98, 2.5216666666666665)","(15.0, 44.0, 33.42307692307692)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:38.842193,"(2.3, 2.98, 2.51125)","(15.0, 44.0, 33.42307692307692)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:39.918354,"(2.3, 2.98, 2.51125)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:40.930036,"(2.3, 2.98, 2.51125)","(15.0, 44.0, 31.045454545454547)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:41.872297,"(2.3, 2.98, 2.51125)","(15.0, 44.0, 31.045454545454547)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.62)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:42.850881,"(2.3, 2.98, 2.51125)","(15.0, 44.0, 28.72222222222222)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.612)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:43.867569,"(2.3, 2.98, 2.51125)","(15.0, 44.0, 28.72222222222222)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:44.947059,"(2.3, 2.98, 2.51125)","(15.0, 44.0, 28.72222222222222)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:46.007811,"(2.3, 2.98, 2.51125)","(15.0, 44.0, 26.8125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:47.090460,"(2.3, 2.98, 2.51125)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:48.163905,"(2.3, 2.98, 2.51125)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:49.223040,"(2.3, 2.98, 2.51125)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:50.157620,"(2.3, 2.98, 2.51125)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:51.205204,"(2.3, 2.98, 2.51125)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:52.263664,"(2.3, 2.98, 2.51125)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:53.295834,"(2.3, 2.98, 2.51125)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:54.371938,"(2.3, 2.96, 2.5236363636363635)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:55.413766,"(2.3, 2.96, 2.5236363636363635)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:56.407709,"(2.3, 2.96, 2.5236363636363635)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:57.399694,"(2.3, 2.96, 2.5236363636363635)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:58.379262,"(2.3, 2.96, 2.5236363636363635)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:27:59.342422,"(2.3, 2.96, 2.5236363636363635)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:00.381574,"(2.3, 2.96, 2.5236363636363635)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:01.412018,"(2.3, 2.96, 2.5236363636363635)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:02.347920,"(2.3, 2.96, 2.5236363636363635)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:03.330926,"(2.3, 2.96, 2.5142857142857142)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:04.410059,"(2.3, 2.96, 2.5142857142857142)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:05.413463,"(2.3, 2.96, 2.5142857142857142)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:06.313345,"(2.3, 2.96, 2.5142857142857142)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:07.275679,"(2.3, 2.94, 2.510666666666667)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:08.280899,"(2.3, 2.94, 2.510666666666667)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:09.311942,"(2.3, 2.94, 2.510666666666667)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:10.270550,"(2.3, 2.94, 2.510666666666667)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:11.214763,"(2.3, 2.94, 2.510666666666667)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:12.205797,"(2.3, 2.94, 2.510666666666667)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:13.167968,"(2.3, 2.94, 2.510666666666667)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:14.131432,"(2.3, 2.94, 2.510666666666667)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:15.095229,"(2.3, 2.94, 2.5055555555555555)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:16.030101,"(2.3, 2.94, 2.5055555555555555)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:16.968312,"(2.3, 2.94, 2.5055555555555555)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:17.936104,"(2.3, 2.94, 2.5055555555555555)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:18.860209,"(2.3, 2.94, 2.5055555555555555)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:19.918167,"(2.3, 2.94, 2.5055555555555555)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:20.881705,"(2.3, 2.94, 2.5055555555555555)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:21.776210,"(2.3, 2.94, 2.5055555555555555)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:22.705524,"(2.3, 2.94, 2.5055555555555555)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:23.732021,"(2.3, 2.94, 2.5055555555555555)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:24.710420,"(2.3, 2.92, 2.5114285714285716)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:25.666157,"(2.3, 2.92, 2.5114285714285716)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:26.596116,"(2.3, 2.92, 2.5114285714285716)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:27.544297,"(2.3, 2.92, 2.5114285714285716)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:28.548790,"(2.3, 2.92, 2.5114285714285716)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:29.553010,"(2.3, 2.92, 2.5114285714285716)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:30.431102,"(2.3, 2.92, 2.5114285714285716)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:31.380123,"(2.3, 2.92, 2.5114285714285716)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:32.341629,"(2.3, 2.92, 2.5114285714285716)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:33.269831,"(2.3, 2.9, 2.508)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:34.288966,"(2.3, 2.9, 2.508)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:35.275910,"(2.3, 2.9, 2.508)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:36.219844,"(2.3, 2.9, 2.508)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:37.131972,"(2.3, 2.9, 2.508)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:38.026718,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:38.999324,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:40.021800,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:41.061320,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:42.025278,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:42.938131,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:43.911550,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:44.862757,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:45.762919,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.616)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:46.691084,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.265)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:47.661657,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:48.673618,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:49.638661,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:50.577699,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:51.588456,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:52.480483,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:53.376594,"(2.3, 2.9, 2.502105263157895)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:54.387894,"(2.3, 2.88, 2.516363636363636)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:55.385310,"(2.3, 2.88, 2.516363636363636)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:56.433840,"(2.3, 2.88, 2.516363636363636)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:57.354799,"(2.3, 2.88, 2.516363636363636)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:58.233596,"(2.3, 2.88, 2.516363636363636)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:28:59.223583,"(2.3, 2.88, 2.516363636363636)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:00.244917,"(2.3, 2.88, 2.516363636363636)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:01.243243,"(2.3, 2.88, 2.516363636363636)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:02.177060,"(2.3, 2.88, 2.516363636363636)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:03.157487,"(2.3, 2.88, 2.516363636363636)","(15.0, 44.0, 27.125)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:04.078676,"(2.3, 2.88, 2.5085714285714285)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:05.005188,"(2.3, 2.88, 2.5085714285714285)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:05.931573,"(2.3, 2.88, 2.5085714285714285)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:06.867840,"(2.3, 2.88, 2.5085714285714285)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:07.871367,"(2.3, 2.88, 2.5085714285714285)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
10-01-2023 17:29:08.874334,"(2.3, 2.88, 2.5085714285714285)","(15.0, 44.0, 29.0)","(8.0, 14.5, 11.45)","(5.0, 8.0, 6.140000000000001)","(2.5, 3.85, 3.2750000000000004)","(15.0, 36.0, 32.0)"
