,Mr Wallace,All Inn Maggie,Flatty Hunter,Crackerjack Pa,Notorious Billy,Maximum Ang,Aston Daisy,Saint Prue
07-01-2023 19:26:57.212317,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 3.1375)","(10.0, 20.0, 17.0)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:26:58.634138,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 3.712676056338028)","(10.0, 20.0, 17.0)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:00.046870,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 3.712676056338028)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:01.374341,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.78125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:02.797230,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.78125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:04.186114,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.78125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:05.544770,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.78125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:06.857192,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.78125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:08.163549,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.78125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:09.489529,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.78125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:10.798184,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.78125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:12.119478,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.78125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:13.487723,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:14.770158,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:16.010914,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:17.267432,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:18.580117,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:19.886736,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:21.334798,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 462.5)"
07-01-2023 19:27:22.835543,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 462.5)"
07-01-2023 19:27:24.200552,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 462.5)"
07-01-2023 19:27:25.613466,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.666666666666668)","(91.0, 590.0, 462.5)"
07-01-2023 19:27:27.007905,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 16.133333333333333)","(91.0, 590.0, 462.5)"
07-01-2023 19:27:28.391255,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 462.5)"
07-01-2023 19:27:29.742599,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 462.5)"
07-01-2023 19:27:31.060687,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:32.323148,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:33.610125,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:34.929579,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:36.204569,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:37.614328,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:38.977729,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:40.384049,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 46.36363636363637)","(81.0, 590.0, 504.16666666666663)","(13.0, 38.0, 29.5)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:27:41.700395,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:42.941943,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:44.171589,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:45.595408,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 3.8562962962962963)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:46.907904,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 4.069090909090909)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:48.266227,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 21.333333333333336)","(3.0, 4.5, 4.069090909090909)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:49.924787,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 38.0, 25.8)","(3.0, 4.5, 4.069090909090909)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:51.402821,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.5, 4.069090909090909)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:52.810171,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.5, 4.069090909090909)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:54.128532,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.5, 4.069090909090909)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:55.506193,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.5, 4.069090909090909)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:56.854769,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.5, 4.069090909090909)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:58.228690,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.5, 4.069090909090909)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:27:59.543360,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.5, 4.069090909090909)","(2.5, 4.0, 2.6125)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:00.889628,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.5, 4.069090909090909)","(2.5, 4.0, 3.7663157894736843)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:02.426390,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.5, 4.069090909090909)","(2.5, 4.0, 3.7663157894736843)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:03.897129,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.5, 4.069090909090909)","(2.5, 4.0, 3.0045454545454544)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:05.304789,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.5, 4.069090909090909)","(2.5, 4.0, 3.0045454545454544)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:06.598145,"(3.0, 5.5, 4.055128205128205)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.5, 4.069090909090909)","(2.5, 4.0, 3.0045454545454544)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:07.949846,"(3.0, 5.5, 3.3326923076923074)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.5, 3.355)","(2.5, 4.0, 3.0045454545454544)","(10.0, 20.0, 10.5)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:09.490454,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 3.0045454545454544)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:10.984312,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.142)","(2.5, 4.0, 3.018181818181818)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:12.792211,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.142)","(2.5, 4.0, 3.018181818181818)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:14.724711,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.142)","(2.5, 4.0, 3.018181818181818)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:16.441739,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.142)","(2.5, 4.0, 3.347058823529412)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:17.969706,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.142)","(2.5, 4.0, 3.347058823529412)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:19.311157,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.142)","(2.5, 4.0, 3.4714285714285715)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:20.688367,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.142)","(2.5, 4.0, 3.4714285714285715)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:22.100058,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 3.4714285714285715)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:23.416277,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 3.4714285714285715)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:24.730304,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 3.4714285714285715)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:26.118237,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 3.673134328358209)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:27.571447,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 3.673134328358209)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:29.017155,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 3.347058823529412)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:30.417194,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 3.347058823529412)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:31.792665,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 3.347058823529412)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:33.188460,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 3.347058823529412)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:34.770698,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 3.4714285714285715)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:36.141702,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 3.4714285714285715)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:37.475320,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 3.4714285714285715)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:38.853992,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 3.677941176470588)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:40.078100,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 3.677941176470588)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:41.297601,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 504.16666666666663)","(13.0, 29.0, 27.5)","(3.0, 4.6, 3.355)","(2.5, 4.0, 3.677941176470588)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:28:42.513816,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 46.36363636363637)","(81.0, 590.0, 504.16666666666663)","(13.0, 29.0, 27.5)","(3.0, 4.6, 3.355)","(2.5, 4.0, 2.6875)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:28:43.853747,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 46.36363636363637)","(81.0, 590.0, 504.16666666666663)","(13.0, 29.0, 27.5)","(3.0, 4.6, 3.355)","(2.5, 4.0, 2.6875)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:28:45.322627,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 46.36363636363637)","(81.0, 590.0, 504.16666666666663)","(13.0, 29.0, 27.5)","(3.0, 4.6, 3.355)","(2.5, 4.0, 2.6875)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 504.16666666666663)"
07-01-2023 19:28:46.585624,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 2.6875)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
07-01-2023 19:28:47.758184,"(3.0, 5.5, 3.376923076923077)","(19.0, 70.0, 32.54545454545455)","(81.0, 590.0, 532.7777777777778)","(13.0, 29.0, 25.8)","(3.0, 4.6, 3.355)","(2.5, 4.0, 2.6875)","(10.0, 20.0, 13.666666666666666)","(91.0, 590.0, 532.7777777777778)"
