,Essential Three,Champagne Reactor,Whata Reactor,Subtle Advice,Chasin Dreamz,Non Passare,Jaydes Terror,Soulwriter
05-01-2023 13:51:18.009345,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.166666666666666)","(4.6, 5.6, 5.4222222222222225)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5566666666666666)","(7.5, 9.4, 9.2)","(4.4, 7.0, 6.866666666666666)","(3.8, 4.9, 4.70952380952381)"
05-01-2023 13:51:19.201663,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.166666666666666)","(4.6, 5.6, 5.4222222222222225)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5566666666666666)","(7.5, 9.4, 9.2)","(4.4, 7.0, 6.866666666666666)","(3.8, 4.9, 4.70952380952381)"
05-01-2023 13:51:20.341342,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.166666666666666)","(4.6, 5.6, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:51:21.470167,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:51:22.576218,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:51:23.669314,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:51:24.812572,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.233333333333333)"
05-01-2023 13:51:25.856073,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.633333333333334)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.3)","(3.8, 4.9, 4.2375)"
05-01-2023 13:51:26.875074,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.716666666666667)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.233333333333333)"
05-01-2023 13:51:27.889568,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.8)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.633333333333334)","(3.8, 4.7, 4.2250000000000005)"
05-01-2023 13:51:28.960174,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.966666666666667)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.633333333333334)","(3.8, 4.6, 4.2250000000000005)"
05-01-2023 13:51:30.018221,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.966666666666667)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.633333333333334)","(3.8, 4.6, 4.2250000000000005)"
05-01-2023 13:51:31.082640,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.966666666666667)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.633333333333334)","(3.8, 4.6, 4.496551724137931)"
05-01-2023 13:51:32.183163,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.966666666666667)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.633333333333334)","(3.8, 4.6, 4.496551724137931)"
05-01-2023 13:51:33.291283,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.966666666666667)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.633333333333334)","(3.8, 4.6, 4.496551724137931)"
05-01-2023 13:51:34.351793,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.966666666666667)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.633333333333334)","(3.8, 4.6, 4.496551724137931)"
05-01-2023 13:51:35.475105,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.966666666666667)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.666666666666667)","(3.8, 4.6, 4.432558139534884)"
05-01-2023 13:51:36.588912,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 13.166666666666666)","(4.6, 6.8, 6.133333333333333)","(31.0, 50.0, 45.0)","(3.1, 3.65, 3.62)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.4)","(3.8, 4.5, 4.648148148148148)"
05-01-2023 13:51:37.681947,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.8)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.6)","(3.8, 4.7, 4.42)"
05-01-2023 13:51:38.775724,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.666666666666666)","(4.6, 6.8, 5.8)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.6)","(3.8, 4.7, 4.426666666666667)"
05-01-2023 13:51:39.854388,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.666666666666666)","(4.6, 6.8, 5.716666666666667)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.6)","(3.8, 4.8, 4.426666666666667)"
05-01-2023 13:51:40.978842,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.666666666666666)","(4.6, 6.8, 5.716666666666667)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.6)","(3.8, 4.8, 4.669767441860465)"
05-01-2023 13:51:42.105602,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.666666666666666)","(4.6, 6.8, 5.716666666666667)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.6)","(3.8, 4.8, 4.24)"
05-01-2023 13:51:43.195890,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.666666666666666)","(4.6, 6.8, 5.716666666666667)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 9.4, 9.133333333333333)","(4.4, 7.0, 6.6)","(3.8, 4.8, 4.24)"
05-01-2023 13:51:44.278940,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.666666666666666)","(4.6, 6.8, 5.716666666666667)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 9.4, 9.963636363636363)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.699999999999999)"
05-01-2023 13:51:45.339486,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.728571428571429)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 10.0, 10.676923076923076)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.699999999999999)"
05-01-2023 13:51:46.404595,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.55)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.0, 9.350000000000001)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.699999999999999)"
05-01-2023 13:51:47.549748,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.55)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.0, 9.56)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.333333333333333)"
05-01-2023 13:51:48.673715,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.55)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.0, 9.56)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.333333333333333)"
05-01-2023 13:51:49.754694,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.55)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.0, 9.56)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.433333333333334)"
05-01-2023 13:51:50.889947,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.55)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.0, 9.56)","(4.4, 7.0, 6.4)","(3.8, 4.7, 4.433333333333334)"
05-01-2023 13:51:52.004730,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.55)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.0, 9.56)","(4.4, 7.0, 6.4)","(3.8, 4.7, 4.433333333333334)"
05-01-2023 13:51:53.098176,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.55)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.0, 9.56)","(4.4, 7.0, 6.4)","(3.8, 4.7, 4.740677966101695)"
05-01-2023 13:51:54.318938,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.55)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.0, 9.56)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.3125)"
05-01-2023 13:51:55.390876,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.55)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.0, 9.56)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.3125)"
05-01-2023 13:51:56.484328,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 5.55)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.0, 10.866666666666667)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.443243243243243)"
05-01-2023 13:51:57.588273,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.866666666666667)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.443243243243243)"
05-01-2023 13:51:58.613613,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.05)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.443243243243243)"
05-01-2023 13:51:59.638385,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.05)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.443243243243243)"
05-01-2023 13:52:00.689456,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.05)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.628571428571429)"
05-01-2023 13:52:01.739255,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.05)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.628571428571429)"
05-01-2023 13:52:02.803222,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.05)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.628571428571429)"
05-01-2023 13:52:03.921814,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.05)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.628571428571429)"
05-01-2023 13:52:04.931378,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.05)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.628571428571429)"
05-01-2023 13:52:06.239055,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.05)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.6)"
05-01-2023 13:52:07.272485,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.05)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.6)"
05-01-2023 13:52:08.343342,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 10.5, 10.454545454545455)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.6)"
05-01-2023 13:52:09.426145,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 10.5, 10.0561797752809)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.6)"
05-01-2023 13:52:10.449682,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.75)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.628571428571429)"
05-01-2023 13:52:11.483140,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.25)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.628571428571429)"
05-01-2023 13:52:12.692881,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.75)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.628571428571429)"
05-01-2023 13:52:13.723168,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.75)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.628571428571429)"
05-01-2023 13:52:14.768666,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.75)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.628571428571429)"
05-01-2023 13:52:15.927189,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.75)","(4.4, 7.0, 6.4)","(3.8, 4.8, 4.85)"
05-01-2023 13:52:17.069852,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.75)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.472727272727273)"
05-01-2023 13:52:18.102094,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.75)","(4.4, 7.0, 6.4)","(3.8, 5.0, 4.622222222222223)"
05-01-2023 13:52:19.219916,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 10.5)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:20.363353,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.5)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:21.416677,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.5)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:22.546674,"(91.0, 190.0, 161.42857142857144)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.5)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.858333333333333)"
05-01-2023 13:52:23.619049,"(91.0, 180.0, 154.28571428571428)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.5)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.788888888888889)"
05-01-2023 13:52:24.619761,"(91.0, 180.0, 154.28571428571428)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.5)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.622222222222223)"
05-01-2023 13:52:25.675716,"(91.0, 170.0, 147.14285714285714)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.5)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.622222222222223)"
05-01-2023 13:52:26.693970,"(91.0, 170.0, 147.14285714285714)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.5)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:27.756926,"(91.0, 170.0, 147.14285714285714)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.5)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:28.781245,"(91.0, 170.0, 147.14285714285714)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 11.333333333333334)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:30.111744,"(91.0, 170.0, 126.36363636363636)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 11.0)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:31.234894,"(91.0, 170.0, 126.36363636363636)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 11.5, 11.333333333333334)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:32.277514,"(91.0, 170.0, 126.36363636363636)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 11.333333333333334)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:33.406069,"(91.0, 170.0, 126.36363636363636)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 11.5)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:34.537023,"(91.0, 170.0, 126.36363636363636)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 11.5)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:35.674962,"(91.0, 170.0, 126.36363636363636)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 11.5)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:36.834815,"(91.0, 170.0, 126.36363636363636)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 11.5)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:37.884479,"(91.0, 170.0, 126.36363636363636)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 9.75)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:39.025097,"(91.0, 170.0, 147.14285714285714)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 9.7)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:40.141470,"(91.0, 160.0, 140.0)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.5, 10.0)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:41.225548,"(91.0, 160.0, 140.0)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.0)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.800000000000001)"
05-01-2023 13:52:42.312948,"(91.0, 160.0, 140.0)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.0)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.828571428571429)"
05-01-2023 13:52:43.433096,"(91.0, 160.0, 140.0)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.0)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.828571428571429)"
05-01-2023 13:52:44.631781,"(91.0, 160.0, 140.0)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.0)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.828571428571429)"
05-01-2023 13:52:45.811241,"(91.0, 160.0, 140.0)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.0)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.828571428571429)"
05-01-2023 13:52:46.995788,"(91.0, 160.0, 121.81818181818181)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.0)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.828571428571429)"
05-01-2023 13:52:48.254545,"(91.0, 150.0, 132.85714285714286)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.0)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.828571428571429)"
05-01-2023 13:52:49.441460,"(91.0, 150.0, 132.85714285714286)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.0)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.828571428571429)"
05-01-2023 13:52:50.578729,"(91.0, 150.0, 132.85714285714286)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.0)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.828571428571429)"
05-01-2023 13:52:51.733580,"(91.0, 140.0, 125.71428571428572)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.0)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.828571428571429)"
05-01-2023 13:52:52.886446,"(91.0, 140.0, 125.71428571428572)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.0)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.828571428571429)"
05-01-2023 13:52:53.928503,"(91.0, 140.0, 125.71428571428572)","(10.0, 16.5, 14.3)","(4.6, 6.8, 6.05)","(31.0, 50.0, 38.0)","(3.1, 3.65, 3.5625)","(7.5, 12.0, 10.0)","(4.4, 7.0, 6.4)","(3.8, 4.9, 4.775)"
