,Writeaboutchelsea,Manoflisa,Feel The Thrill,Risky Buziness,Man Of Action Nz,Mister Woodport,Isntthatright,Whata Challenge,Handsome Harry Nz,Downtown Lucca
16-12-2022 13:32:24.928538,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.8733333333333333)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:26.793024,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.8733333333333333)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:28.523450,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.8733333333333333)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:30.010553,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.8733333333333333)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:31.544364,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.8733333333333333)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:33.104577,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.8733333333333333)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:34.671616,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.8733333333333333)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:36.175592,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.8733333333333333)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:37.665496,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.8733333333333333)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:39.135558,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.8733333333333333)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:40.673326,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.8733333333333333)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:42.124263,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.8855555555555557)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:43.546303,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.22, 1.845263157894737)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:44.942110,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:46.438868,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:47.932061,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:49.447259,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:50.917697,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:52.304693,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:53.749189,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:55.156955,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:56.695910,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:58.448061,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:32:59.851052,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:33:01.159361,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:33:02.541688,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:33:03.968877,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 12.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.666666666666668)","(9.0, 99999, 99990)","(4.8, 7.8, 6.075)"
16-12-2022 13:33:05.381250,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 6.814285714285714)"
16-12-2022 13:33:06.824660,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 6.814285714285714)"
16-12-2022 13:33:08.398989,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 6.814285714285714)"
16-12-2022 13:33:09.829926,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 6.814285714285714)"
16-12-2022 13:33:11.294562,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:12.905807,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:14.570549,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:16.025344,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:17.454347,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:18.819577,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:20.186419,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:21.481690,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:22.781099,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:24.124384,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:25.884700,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:27.598026,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:29.054683,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:30.422201,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:31.752529,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:33.103704,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:34.505937,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:35.890214,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:37.360842,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:38.821324,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:40.402418,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:41.770402,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 20.25)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:43.088593,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:44.289231,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:45.576165,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:46.883698,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:48.245771,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:49.615287,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:51.001506,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:52.360225,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:53.670218,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:54.982314,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:56.238645,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:57.502212,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:33:58.785286,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:34:00.118545,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:34:01.444374,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:34:02.665621,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 7.066666666666666)"
16-12-2022 13:34:03.855636,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 6.225)"
16-12-2022 13:34:05.050320,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 6.225)"
16-12-2022 13:34:06.225486,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 6.225)"
16-12-2022 13:34:07.370768,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 6.225)"
16-12-2022 13:34:08.576640,"(61.0, 190.0, 122.5)","(71.0, 240.0, 152.5)","(21.0, 44.0, 30.0)","(7.5, 13.0, 11.266666666666666)","(18.0, 99999, 99990)","(10.0, 16.5, 13.5)","(1.8, 2.14, 1.845263157894737)","(14.0, 26.0, 18.333333333333332)","(9.0, 99999, 99990)","(4.8, 7.8, 6.225)"
