,Alicah,So Sudden,Long Shadow,Ruff Shot,Blackpool Ryan,Xylan Bale
07-12-2022 13:28:00.834104,"(3.8, 5.2, 4.93)","(5.5, 13.0, 8.944444444444445)","(17.0, 55.0, 27.363636363636363)","(3.5, 5.0, 4.6899999999999995)","(4.2, 5.1, 4.503488372093023)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:01.832196,"(3.8, 5.2, 4.93)","(5.5, 13.0, 8.4375)","(17.0, 55.0, 25.0)","(3.5, 5.0, 4.625)","(4.2, 5.1, 4.503488372093023)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:02.908750,"(3.8, 5.2, 4.93)","(5.5, 13.0, 8.4375)","(17.0, 55.0, 25.0)","(3.5, 5.0, 3.8461538461538463)","(4.2, 5.1, 4.503488372093023)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:04.052157,"(3.8, 5.2, 4.93)","(5.5, 13.0, 8.4375)","(17.0, 44.0, 35.16666666666667)","(3.5, 5.0, 4.0)","(4.2, 5.1, 4.503488372093023)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:05.066326,"(3.8, 5.2, 4.93)","(5.5, 13.0, 8.4375)","(17.0, 44.0, 35.16666666666667)","(3.5, 5.0, 3.8461538461538463)","(4.2, 5.1, 4.503488372093023)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:06.039929,"(3.8, 5.2, 4.93)","(5.5, 13.0, 8.4375)","(17.0, 48.0, 26.214285714285715)","(3.5, 5.0, 3.75)","(4.2, 5.1, 4.503488372093023)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:06.942676,"(3.8, 5.2, 4.93)","(5.5, 13.0, 8.4375)","(17.0, 55.0, 33.57142857142857)","(3.5, 5.0, 3.6666666666666665)","(4.2, 5.1, 4.503488372093023)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:07.832405,"(3.7, 5.2, 4.93)","(6.0, 13.0, 8.4375)","(17.0, 55.0, 33.57142857142857)","(3.4, 5.0, 4.238095238095238)","(4.2, 5.1, 4.503488372093023)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:08.670072,"(3.7, 5.2, 4.93)","(6.0, 13.0, 8.4375)","(17.0, 55.0, 33.57142857142857)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.674137931034482)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:09.568592,"(3.7, 5.2, 4.93)","(6.0, 13.0, 8.4375)","(17.0, 55.0, 33.57142857142857)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.674137931034482)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:10.511509,"(3.7, 5.2, 4.93)","(6.0, 13.0, 8.4375)","(17.0, 55.0, 33.57142857142857)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:11.385357,"(3.7, 5.2, 4.93)","(6.0, 13.0, 8.4375)","(17.0, 55.0, 33.57142857142857)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:12.288159,"(3.7, 5.2, 4.93)","(6.0, 13.0, 8.4375)","(17.0, 55.0, 33.57142857142857)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:13.226140,"(3.7, 5.2, 4.93)","(6.0, 13.0, 8.4375)","(17.0, 55.0, 32.23076923076923)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:14.238743,"(3.7, 5.2, 4.93)","(6.0, 13.0, 8.4375)","(17.0, 55.0, 38.77777777777778)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:15.395037,"(3.7, 5.2, 4.93)","(6.0, 13.0, 8.4375)","(17.0, 55.0, 47.13636363636364)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:16.521865,"(3.7, 5.2, 4.93)","(6.0, 13.0, 8.4375)","(17.0, 50.0, 47.13636363636364)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:17.573232,"(3.7, 5.2, 4.93)","(6.0, 13.0, 8.4375)","(17.0, 50.0, 47.13636363636364)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:18.773340,"(3.7, 5.2, 4.93)","(6.0, 13.0, 8.4375)","(17.0, 50.0, 47.13636363636364)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.645833333333333)"
07-12-2022 13:28:19.730178,"(3.7, 5.2, 4.93)","(6.0, 13.0, 8.4375)","(17.0, 50.0, 47.13636363636364)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.46)"
07-12-2022 13:28:20.818419,"(3.7, 5.2, 4.93)","(6.0, 13.0, 8.4375)","(17.0, 50.0, 47.13636363636364)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.46)"
07-12-2022 13:28:21.883627,"(3.7, 5.2, 4.93)","(6.0, 13.0, 8.4375)","(17.0, 50.0, 47.13636363636364)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.4)"
07-12-2022 13:28:22.796057,"(3.7, 5.2, 4.93)","(6.0, 13.0, 8.4375)","(17.0, 50.0, 47.13636363636364)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.4)"
07-12-2022 13:28:23.934194,"(3.7, 5.2, 4.93)","(6.0, 12.5, 11.528571428571428)","(17.0, 50.0, 47.13636363636364)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.4)"
07-12-2022 13:28:24.951892,"(3.7, 5.2, 4.93)","(6.0, 12.5, 11.528571428571428)","(17.0, 50.0, 47.13636363636364)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.35)"
07-12-2022 13:28:25.966171,"(3.7, 5.2, 4.93)","(6.0, 12.5, 11.528571428571428)","(17.0, 50.0, 47.13636363636364)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.35)"
07-12-2022 13:28:27.116147,"(3.7, 5.2, 4.93)","(6.0, 12.5, 11.89090909090909)","(17.0, 50.0, 47.13636363636364)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.46)"
07-12-2022 13:28:28.217040,"(3.7, 5.2, 4.93)","(6.0, 12.5, 11.89090909090909)","(17.0, 50.0, 47.13636363636364)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.4)"
07-12-2022 13:28:29.207257,"(3.7, 5.2, 4.93)","(6.0, 12.5, 12.021428571428572)","(17.0, 50.0, 47.13636363636364)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.4)"
07-12-2022 13:28:30.241648,"(3.7, 5.2, 4.93)","(6.0, 12.5, 11.18)","(17.0, 50.0, 47.13636363636364)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.4)"
07-12-2022 13:28:31.318585,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 47.13636363636364)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.35)"
07-12-2022 13:28:32.267875,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 42.375)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.46)"
07-12-2022 13:28:33.217057,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 40.0)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.22037037037037)","(3.9, 5.8, 5.46)"
07-12-2022 13:28:34.219208,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 40.0)","(3.4, 5.0, 4.304347826086956)","(4.2, 5.1, 4.344117647058824)","(3.9, 5.8, 5.4)"
07-12-2022 13:28:35.352453,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 40.0)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.4)"
07-12-2022 13:28:36.236911,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 40.0)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.4)"
07-12-2022 13:28:37.352100,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 40.66666666666667)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.15)"
07-12-2022 13:28:38.417069,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 40.66666666666667)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.653846153846153)"
07-12-2022 13:28:39.322529,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 40.66666666666667)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.673333333333333)"
07-12-2022 13:28:40.335301,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 40.66666666666667)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.166666666666666)"
07-12-2022 13:28:41.526435,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 40.66666666666667)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.324999999999999)"
07-12-2022 13:28:42.818118,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 40.66666666666667)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.15)"
07-12-2022 13:28:43.895284,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 40.66666666666667)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.35)"
07-12-2022 13:28:44.906817,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 40.66666666666667)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.35)"
07-12-2022 13:28:45.851646,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 40.66666666666667)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.324999999999999)"
07-12-2022 13:28:47.007693,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 40.66666666666667)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.324999999999999)"
07-12-2022 13:28:48.033444,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 40.66666666666667)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.43)"
07-12-2022 13:28:49.211176,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 40.66666666666667)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.35)"
07-12-2022 13:28:50.326299,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 45.214285714285715)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.324999999999999)"
07-12-2022 13:28:51.308443,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 45.214285714285715)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.42)"
07-12-2022 13:28:52.367788,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 39.0)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.3375)"
07-12-2022 13:28:53.338367,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 46.33333333333333)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.3375)"
07-12-2022 13:28:54.596072,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 39.33333333333333)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.324999999999999)"
07-12-2022 13:28:55.820944,"(3.7, 5.2, 4.93)","(6.0, 12.5, 10.333333333333332)","(17.0, 50.0, 39.33333333333333)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.375)"
07-12-2022 13:28:56.797777,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 39.33333333333333)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.375)"
07-12-2022 13:28:57.846044,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 39.33333333333333)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.41)"
07-12-2022 13:28:59.018623,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 39.33333333333333)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.41)"
07-12-2022 13:29:00.227763,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 30.8)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.324999999999999)"
07-12-2022 13:29:01.182634,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 30.8)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.43)"
07-12-2022 13:29:02.187108,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 30.8)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:03.240622,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 30.8)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.3375)"
07-12-2022 13:29:04.200567,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 30.8)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.3375)"
07-12-2022 13:29:05.161630,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 30.8)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.324999999999999)"
07-12-2022 13:29:06.123909,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 30.8)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.344117647058824)","(3.9, 5.8, 5.324999999999999)"
07-12-2022 13:29:07.219589,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 30.8)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:08.331752,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 30.8)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:09.306370,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 30.8)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:10.407703,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 38.1875)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:11.521885,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 38.1875)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.4)"
07-12-2022 13:29:12.480632,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 38.1875)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.4)"
07-12-2022 13:29:13.610420,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 38.1875)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.4)"
07-12-2022 13:29:14.797345,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 38.1875)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.4)"
07-12-2022 13:29:15.815294,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 38.1875)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.4)"
07-12-2022 13:29:16.919428,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 38.1875)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.3375)"
07-12-2022 13:29:17.991893,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 38.1875)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.375)"
07-12-2022 13:29:19.001569,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 39.8)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.375)"
07-12-2022 13:29:19.979255,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 39.8)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.375)"
07-12-2022 13:29:21.140557,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 39.8)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.324999999999999)"
07-12-2022 13:29:22.283585,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 39.8)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.43)"
07-12-2022 13:29:23.356984,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 39.8)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:24.508460,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 33.25)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:25.614789,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 33.25)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.3375)"
07-12-2022 13:29:26.551410,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 30.2)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.3375)"
07-12-2022 13:29:27.525419,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 30.2)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.324999999999999)"
07-12-2022 13:29:28.689206,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 37.8125)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.3375)"
07-12-2022 13:29:29.709553,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 37.8125)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.483333333333333)"
07-12-2022 13:29:30.839390,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 37.8125)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.3375)"
07-12-2022 13:29:32.082574,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 37.8125)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.324999999999999)"
07-12-2022 13:29:33.078165,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 37.8125)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:34.047355,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 31.1)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:35.067067,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 31.1)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:36.365326,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 31.1)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.324999999999999)"
07-12-2022 13:29:37.434787,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 31.1)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.4)"
07-12-2022 13:29:38.397451,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 31.1)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.4)"
07-12-2022 13:29:39.365350,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 31.1)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.4)"
07-12-2022 13:29:40.394689,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 31.1)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.324999999999999)"
07-12-2022 13:29:41.444126,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 31.1)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.43)"
07-12-2022 13:29:42.587389,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 31.1)","(3.4, 5.0, 4.304347826086956)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:43.967669,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 50.0, 39.5)","(3.4, 5.0, 4.421428571428571)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:44.975369,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 44.0, 35.5)","(3.4, 5.6, 4.421428571428571)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:46.054131,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 44.0, 39.75)","(3.4, 5.5, 5.164285714285715)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:47.093332,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 44.0, 39.833333333333336)","(3.4, 5.3, 5.164285714285715)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:48.275965,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 44.0, 40.5)","(3.4, 5.3, 5.164285714285715)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:49.498973,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 44.0, 36.333333333333336)","(3.4, 5.3, 5.164285714285715)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.324999999999999)"
07-12-2022 13:29:50.629299,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 44.0, 36.333333333333336)","(3.4, 5.3, 5.164285714285715)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:51.645875,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 44.0, 36.333333333333336)","(3.4, 5.3, 5.164285714285715)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:52.619012,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 44.0, 40.16666666666667)","(3.4, 5.3, 5.164285714285715)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.35)"
07-12-2022 13:29:53.676092,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 44.0, 40.16666666666667)","(3.4, 5.3, 5.164285714285715)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.5285714285714285)"
07-12-2022 13:29:54.944512,"(3.7, 5.2, 4.93)","(6.0, 13.0, 10.666666666666668)","(17.0, 44.0, 39.125)","(3.4, 5.3, 5.164285714285715)","(4.2, 4.9, 4.309375)","(3.9, 5.8, 5.5285714285714285)"
