,Why Tell Tina,Zipper Sky,Pennies Forever,Could Have Been,Seriously Lush,Got A Repair
10-01-2023 12:31:55.156951,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:31:56.220120,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:31:57.273406,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:31:58.457820,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:31:59.449492,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:00.694962,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:01.638070,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:02.586039,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:03.479924,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:04.410060,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:05.464237,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:06.461227,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:07.377269,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:08.308518,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:09.284860,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:10.267425,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:11.330862,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:12.404794,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:13.421256,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:14.355460,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:15.220183,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:16.086688,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:16.938058,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:17.850500,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:19.021051,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:19.933513,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:20.959404,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:21.976429,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:22.952742,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:23.863203,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:24.900908,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:25.967182,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:26.869873,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:27.814523,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:28.733517,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:29.644784,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:30.525455,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:31.432212,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:32.286414,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:33.139591,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:33.980655,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:34.879996,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:35.779162,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:36.710543,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:37.687311,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:38.922767,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:39.914901,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:40.856501,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:41.771787,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:42.710414,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:43.599967,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:44.559679,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:45.426337,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:46.370892,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:47.396839,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:48.454021,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:49.405257,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:50.349118,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:51.320869,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:52.212426,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:53.142666,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:54.041989,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:54.979927,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:55.903762,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:56.825213,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:57.707737,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:58.579891,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:32:59.530171,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:00.552791,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:01.578984,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:02.593130,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:03.633503,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:04.620933,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:05.537876,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:06.477945,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:07.361558,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:08.306339,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:09.249482,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:10.156586,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:11.046544,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:11.911877,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:12.813381,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:13.808578,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:14.804758,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:15.863716,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:16.846088,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:17.786565,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:18.640385,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:19.508057,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:20.504096,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:21.423740,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:22.364764,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:23.252575,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:24.107441,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:25.049919,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:25.967401,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:26.925273,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:27.869565,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:28.882533,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:29.831760,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:30.739402,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:31.614319,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
10-01-2023 12:33:32.498663,"(3.8, 5.7, 4.405)","(2.7, 3.85, 2.8864705882352943)","(3.9, 5.6, 5.222222222222221)","(13.0, 160.0, 143.66666666666666)","(6.0, 32.0, 23.133333333333333)","(6.5, 23.0, 11.600000000000001)"
