,Als Holiday,Road To Glebe,Edna Krabappel,Blue Zeal,Maxs Magic,Yore Chevy,Hidden Mask,Oscar Octopus
12-01-2023 14:33:00.024541,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.693333333333333)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.6, 6.15)","(3.9, 4.0, 3.87)","(14.0, 32.0, 24.153846153846153)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:01.281312,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.693333333333333)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.6, 6.15)","(3.9, 4.0, 3.87)","(14.0, 32.0, 24.153846153846153)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:02.602385,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.693333333333333)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.6, 6.15)","(3.9, 4.0, 3.87)","(14.0, 32.0, 24.153846153846153)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:03.886693,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.693333333333333)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.6, 6.15)","(3.9, 4.0, 3.87)","(14.0, 32.0, 24.153846153846153)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:05.121061,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.693333333333333)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.6, 6.15)","(3.9, 4.0, 3.87)","(14.0, 32.0, 24.153846153846153)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:06.401035,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.693333333333333)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.6, 6.15)","(3.9, 4.0, 3.87)","(14.0, 32.0, 24.153846153846153)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:07.668877,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.693333333333333)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.6, 6.15)","(3.9, 4.0, 3.87)","(14.0, 32.0, 24.153846153846153)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:08.888957,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.693333333333333)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.6, 6.15)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:10.088102,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.693333333333333)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.6, 6.15)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 450.0, 443.33333333333337)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:11.327844,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.693333333333333)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.6, 5.983333333333334)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 520.0, 443.33333333333337)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:12.585533,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.1)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.4, 5.983333333333334)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 520.0, 443.33333333333337)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:13.791219,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.1)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.4, 5.983333333333334)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 520.0, 443.33333333333337)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:15.024828,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.1)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.4, 5.983333333333334)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 520.0, 443.33333333333337)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:16.281731,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.1)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.4, 5.983333333333334)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 520.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:17.530879,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.266666666666667)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.4, 5.983333333333334)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:18.819882,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.266666666666667)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.4, 5.983333333333334)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:20.125366,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.266666666666667)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.4, 5.983333333333334)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:21.251030,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.266666666666667)","(9.0, 18.5, 17.72222222222222)","(3.8, 6.4, 5.983333333333334)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:22.500420,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.266666666666667)","(9.0, 18.5, 16.45)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:23.824982,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.45)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:25.106259,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.45)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:26.352845,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.45)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:27.473190,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.45)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:28.648346,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.45)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:29.780262,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.45)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:31.034223,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.45)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 450.0, 385.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:32.218722,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.45)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 450.0, 305.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:33.321999,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.45)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 550.0, 460.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:34.528066,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.45)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 540.0, 460.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:35.721333,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.45)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 540.0, 460.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:36.950567,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.45)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 540.0, 460.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:38.178432,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.45)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 540.0, 460.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:39.288290,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.45)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 540.0, 460.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:40.618550,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.45)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 29.875)","(71.0, 540.0, 460.0)","(8.5, 16.0, 13.666666666666668)"
12-01-2023 14:33:41.911923,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.083333333333332)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 540.0, 460.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:33:43.265978,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 14.5)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 540.0, 460.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:33:44.505750,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 14.5)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 540.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:33:45.633054,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 14.5)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:33:46.874796,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 14.5)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:33:48.152416,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 14.5)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:33:49.349454,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 14.5)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:33:50.533790,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 14.5)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:33:51.790317,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 14.5)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:33:52.979388,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.375)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:33:54.157470,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.375)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:33:55.368908,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.375)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:33:56.570067,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.375)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:33:57.727076,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.375)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:33:58.961958,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.375)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:34:00.115392,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.375)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:34:01.218196,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.375)","(3.8, 6.4, 5.44)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:34:02.476731,"(5.0, 5.6, 5.428571428571428)","(3.7, 6.0, 5.5600000000000005)","(9.0, 17.0, 16.375)","(3.8, 6.4, 5.800000000000001)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 460.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:34:03.678401,"(5.0, 7.6, 6.0)","(3.7, 6.0, 5.266666666666667)","(9.0, 17.0, 16.375)","(3.8, 6.4, 5.775)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 540.0, 460.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:34:05.099275,"(5.0, 7.6, 6.423529411764705)","(3.7, 6.0, 5.266666666666667)","(9.0, 17.0, 16.375)","(3.8, 6.4, 5.775)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 540.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:34:06.340748,"(5.0, 7.6, 6.423529411764705)","(3.7, 6.0, 5.266666666666667)","(9.0, 17.0, 16.375)","(3.8, 6.4, 5.775)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 385.0)","(8.5, 16.0, 11.466666666666667)"
12-01-2023 14:34:07.653993,"(5.0, 7.6, 5.8)","(3.7, 6.0, 4.428571428571429)","(9.0, 17.0, 15.8)","(3.8, 6.4, 4.766666666666667)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 16.0, 9.677777777777777)"
12-01-2023 14:34:09.046330,"(5.0, 7.6, 6.0)","(3.7, 4.9, 4.428571428571429)","(9.0, 18.0, 14.666666666666666)","(3.8, 6.4, 4.766666666666667)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 13.5, 9.677777777777777)"
12-01-2023 14:34:10.595095,"(5.0, 7.6, 6.0)","(3.7, 4.9, 4.180000000000001)","(9.0, 18.0, 16.571428571428573)","(3.8, 6.4, 4.727272727272727)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 13.5, 11.042857142857143)"
12-01-2023 14:34:12.406650,"(5.0, 7.6, 5.84)","(3.7, 4.9, 4.180000000000001)","(9.0, 18.0, 16.571428571428573)","(3.8, 6.4, 5.366666666666667)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 13.5, 11.157142857142857)"
12-01-2023 14:34:13.775266,"(5.0, 6.8, 5.3)","(3.7, 4.9, 4.180000000000001)","(9.0, 18.0, 17.666666666666668)","(3.8, 6.2, 5.144444444444444)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 13.5, 14.0)"
12-01-2023 14:34:15.349748,"(5.0, 6.0, 5.3076923076923075)","(3.7, 4.9, 5.804347826086957)","(9.0, 18.5, 17.666666666666668)","(3.8, 6.2, 4.95)","(3.9, 4.0, 3.87)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 16.0, 14.0)"
12-01-2023 14:34:16.748253,"(5.0, 5.8, 5.3076923076923075)","(3.7, 6.0, 5.804347826086957)","(9.0, 18.5, 17.666666666666668)","(3.8, 6.2, 4.616666666666666)","(3.9, 4.0, 3.876190476190476)","(14.0, 32.0, 29.875)","(71.0, 450.0, 411.0)","(8.5, 16.0, 14.777777777777779)"
12-01-2023 14:34:18.124163,"(5.0, 5.4, 5.171428571428572)","(3.7, 6.0, 5.676923076923077)","(9.0, 18.5, 14.2)","(3.8, 6.2, 4.616666666666666)","(3.9, 4.0, 3.876190476190476)","(14.0, 32.0, 29.875)","(71.0, 450.0, 411.0)","(8.5, 16.0, 14.166666666666666)"
12-01-2023 14:34:19.351631,"(5.0, 5.4, 5.171428571428572)","(3.7, 6.0, 5.676923076923077)","(9.0, 19.0, 16.0)","(3.8, 6.2, 4.616666666666666)","(3.9, 4.0, 3.876190476190476)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 16.0, 14.777777777777779)"
12-01-2023 14:34:20.509070,"(5.0, 5.4, 5.171428571428572)","(3.7, 6.0, 5.6923076923076925)","(9.0, 19.0, 16.0)","(3.8, 6.2, 4.616666666666666)","(3.9, 4.0, 3.876190476190476)","(14.0, 32.0, 23.75)","(71.0, 450.0, 438.0)","(8.5, 16.0, 14.777777777777779)"
12-01-2023 14:34:21.801790,"(5.0, 5.4, 5.171428571428572)","(3.7, 6.0, 5.6923076923076925)","(9.0, 19.0, 16.0)","(3.8, 6.2, 4.616666666666666)","(3.9, 4.0, 3.876190476190476)","(14.0, 32.0, 23.75)","(71.0, 480.0, 438.0)","(8.5, 16.0, 14.777777777777779)"
12-01-2023 14:34:23.101089,"(5.0, 5.4, 5.171428571428572)","(3.7, 6.0, 5.6923076923076925)","(9.0, 19.0, 16.0)","(3.8, 6.2, 4.616666666666666)","(3.9, 4.0, 3.876190476190476)","(14.0, 32.0, 23.75)","(71.0, 480.0, 438.0)","(8.5, 16.0, 14.777777777777779)"
12-01-2023 14:34:24.271407,"(5.0, 5.4, 5.171428571428572)","(3.7, 6.0, 5.366666666666666)","(9.0, 19.0, 16.0)","(3.8, 6.2, 4.616666666666666)","(3.9, 4.0, 3.876190476190476)","(14.0, 32.0, 23.75)","(71.0, 480.0, 438.0)","(8.5, 16.0, 14.777777777777779)"
12-01-2023 14:34:25.704534,"(5.0, 5.4, 5.171428571428572)","(3.7, 6.0, 5.366666666666666)","(9.0, 19.0, 16.0)","(3.8, 6.2, 4.616666666666666)","(3.9, 4.0, 3.876190476190476)","(14.0, 32.0, 23.75)","(71.0, 480.0, 438.0)","(8.5, 16.0, 14.0)"
12-01-2023 14:34:27.007855,"(5.0, 5.4, 5.171428571428572)","(3.7, 6.0, 5.366666666666666)","(9.0, 19.0, 16.0)","(3.8, 6.2, 4.616666666666666)","(3.9, 4.0, 3.876190476190476)","(14.0, 32.0, 23.75)","(71.0, 480.0, 438.0)","(8.5, 16.0, 14.0)"
12-01-2023 14:34:28.361320,"(5.0, 5.4, 5.171428571428572)","(3.7, 6.0, 5.366666666666666)","(9.0, 19.0, 16.0)","(3.8, 6.2, 4.616666666666666)","(3.9, 4.0, 3.876190476190476)","(14.0, 32.0, 23.75)","(71.0, 480.0, 438.0)","(8.5, 16.0, 14.2)"
12-01-2023 14:34:29.660695,"(5.0, 5.4, 5.171428571428572)","(3.7, 6.0, 5.366666666666666)","(9.0, 19.0, 16.0)","(3.8, 6.2, 4.616666666666666)","(3.9, 4.0, 3.876190476190476)","(14.0, 32.0, 23.75)","(71.0, 480.0, 282.3529411764706)","(8.5, 16.0, 14.2)"
12-01-2023 14:34:30.966459,"(5.0, 5.4, 5.171428571428572)","(3.7, 6.0, 5.366666666666666)","(9.0, 19.0, 16.0)","(3.8, 6.2, 4.616666666666666)","(3.9, 4.0, 3.876190476190476)","(14.0, 32.0, 23.75)","(71.0, 480.0, 282.3529411764706)","(8.5, 16.0, 14.2)"
12-01-2023 14:34:32.286814,"(5.0, 5.4, 5.171428571428572)","(3.7, 6.0, 5.366666666666666)","(9.0, 19.0, 18.0)","(3.8, 6.2, 4.616666666666666)","(3.9, 4.0, 3.876190476190476)","(14.0, 32.0, 23.75)","(71.0, 480.0, 411.0)","(8.5, 16.0, 14.2)"
12-01-2023 14:34:33.541011,"(5.0, 5.4, 5.171428571428572)","(3.7, 6.0, 5.366666666666666)","(9.0, 19.0, 18.0)","(3.8, 6.2, 4.616666666666666)","(3.9, 4.0, 3.818390804597701)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 16.0, 14.2)"
12-01-2023 14:34:34.736547,"(5.0, 5.4, 5.141176470588236)","(3.7, 6.0, 5.366666666666666)","(9.0, 19.0, 17.9)","(3.8, 6.2, 4.616666666666666)","(3.9, 4.0, 3.88)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 16.0, 14.2)"
12-01-2023 14:34:35.863786,"(5.0, 5.4, 5.141176470588236)","(3.7, 6.0, 5.366666666666666)","(9.0, 19.0, 17.9)","(3.8, 6.2, 4.616666666666666)","(3.9, 3.9, 3.88)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 16.0, 14.2)"
12-01-2023 14:34:37.077773,"(5.0, 5.4, 5.141176470588236)","(3.7, 6.0, 5.723076923076923)","(9.0, 19.0, 17.9)","(3.8, 6.2, 4.616666666666666)","(3.9, 3.9, 3.88)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 16.0, 14.2)"
12-01-2023 14:34:38.288845,"(5.0, 5.4, 5.141176470588236)","(3.7, 6.0, 5.723076923076923)","(9.0, 19.0, 17.9)","(3.8, 6.2, 4.616666666666666)","(3.9, 3.9, 3.88)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 16.0, 14.5)"
12-01-2023 14:34:39.506752,"(5.0, 5.4, 5.141176470588236)","(3.7, 6.0, 4.866666666666666)","(9.0, 19.0, 17.9)","(3.8, 6.2, 4.616666666666666)","(3.9, 3.9, 3.853333333333333)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 16.0, 14.5)"
12-01-2023 14:34:40.772960,"(5.0, 5.4, 5.141176470588236)","(3.7, 6.0, 5.514285714285714)","(9.0, 19.0, 17.9)","(3.8, 6.2, 4.616666666666666)","(3.9, 3.9, 3.853333333333333)","(14.0, 32.0, 29.875)","(71.0, 450.0, 411.0)","(8.5, 16.0, 14.5)"
12-01-2023 14:34:42.019025,"(5.0, 5.4, 5.141176470588236)","(3.7, 6.0, 5.514285714285714)","(9.0, 19.0, 17.9)","(3.8, 6.2, 4.616666666666666)","(3.9, 3.9, 3.853333333333333)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 16.0, 14.5)"
12-01-2023 14:34:43.322721,"(5.0, 5.4, 5.141176470588236)","(3.7, 6.0, 5.514285714285714)","(9.0, 19.0, 17.9)","(3.8, 6.2, 4.616666666666666)","(3.9, 3.9, 3.853333333333333)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 16.0, 14.5)"
12-01-2023 14:34:44.615636,"(5.0, 5.4, 5.141176470588236)","(3.7, 6.0, 5.514285714285714)","(9.0, 19.0, 17.9)","(3.8, 6.2, 4.775)","(3.9, 3.9, 3.853333333333333)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 16.0, 14.5)"
12-01-2023 14:34:45.863483,"(5.0, 5.4, 5.033333333333333)","(3.7, 6.0, 5.514285714285714)","(9.0, 19.0, 17.9)","(3.8, 6.2, 4.775)","(3.9, 3.9, 3.853333333333333)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 16.0, 14.5)"
12-01-2023 14:34:47.004222,"(5.0, 5.4, 5.033333333333333)","(3.7, 6.0, 5.514285714285714)","(9.0, 19.0, 17.9)","(3.8, 6.2, 4.775)","(3.9, 3.9, 3.853333333333333)","(14.0, 32.0, 23.75)","(71.0, 450.0, 411.0)","(8.5, 16.0, 14.5)"
