,Aussie Annie,Magnetic Man,Superior Darcy,Shes Miss Orson,Maddie Odd Sock,Honey Double One,My Girl Whizbang,Smooth Cruiser
08-12-2022 15:07:14.387050,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.5, 2.2515151515151515)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:07:15.487856,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.5, 2.2515151515151515)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:07:16.609169,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 30.18181818181818)"
08-12-2022 15:07:17.725369,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 11.700000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:18.785682,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 11.700000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:19.795573,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 11.700000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:20.742896,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 11.700000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:21.813221,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 11.533333333333333)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:22.864549,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 11.533333333333333)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:23.998864,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:25.188227,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:26.280667,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:27.345075,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:28.391913,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:29.361731,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:30.558941,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:31.604936,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:32.667289,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:33.812291,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:34.923016,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:36.068448,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:37.319293,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:38.421555,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:39.525698,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:40.627777,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:41.669005,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:42.716562,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:43.908918,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:45.071891,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:07:46.268952,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 60.0, 32.5)"
08-12-2022 15:07:47.388205,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 55.0, 35.0)"
08-12-2022 15:07:48.449699,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 55.0, 35.0)"
08-12-2022 15:07:49.526764,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 55.0, 35.0)"
08-12-2022 15:07:50.605370,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 55.0, 35.0)"
08-12-2022 15:07:51.673054,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 55.0, 35.0)"
08-12-2022 15:07:52.786638,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 55.0, 35.0)"
08-12-2022 15:07:53.857172,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 55.0, 35.0)"
08-12-2022 15:07:54.949000,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 55.0, 35.0)"
08-12-2022 15:07:55.987652,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.161538461538463)","(20.0, 55.0, 35.0)"
08-12-2022 15:07:56.977650,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.366666666666667)","(20.0, 55.0, 39.44444444444444)"
08-12-2022 15:07:58.203213,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.399999999999999)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 39.44444444444444)"
08-12-2022 15:07:59.290536,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.0, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:00.513355,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:01.777638,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:02.935343,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:04.068900,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:05.252798,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:06.285560,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:07.309080,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:08.364024,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:09.433737,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:10.501916,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:11.580766,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:12.618389,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:13.589696,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:14.633152,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:15.685699,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:16.843790,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:18.155439,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:19.382992,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:20.458484,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:21.596129,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 14.392307692307693)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:22.790192,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.68181818181818)","(8.0, 17.5, 13.1)","(7.0, 13.0, 11.523076923076923)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:24.052826,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.68181818181818)","(8.0, 17.5, 13.1)","(7.0, 13.0, 11.523076923076923)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:25.256752,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.68181818181818)","(8.0, 17.5, 13.1)","(7.0, 13.0, 11.523076923076923)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:26.402673,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.68181818181818)","(8.0, 17.5, 13.1)","(7.0, 13.0, 11.523076923076923)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:27.539988,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.68181818181818)","(8.0, 17.5, 13.1)","(7.0, 13.0, 11.523076923076923)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:28.531642,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.68181818181818)","(8.0, 17.5, 13.1)","(7.0, 13.0, 11.523076923076923)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:29.537570,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.68181818181818)","(8.0, 17.5, 13.1)","(7.0, 13.0, 11.523076923076923)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:30.785075,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.68181818181818)","(8.0, 17.5, 13.1)","(7.0, 13.0, 11.523076923076923)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:31.964039,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.68181818181818)","(8.0, 17.5, 13.1)","(7.0, 13.0, 11.523076923076923)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:33.240800,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.68181818181818)","(8.0, 17.5, 13.1)","(7.0, 13.0, 11.523076923076923)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:34.407491,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.68181818181818)","(8.0, 17.5, 13.1)","(7.0, 13.0, 11.523076923076923)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:35.543882,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.68181818181818)","(8.0, 17.5, 13.1)","(7.0, 13.0, 11.523076923076923)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:36.571084,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.68181818181818)","(8.0, 17.5, 13.1)","(7.0, 13.0, 11.523076923076923)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:37.553182,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.68181818181818)","(8.0, 17.5, 13.1)","(7.0, 13.0, 11.523076923076923)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:38.589818,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.68181818181818)","(8.0, 17.5, 13.1)","(7.0, 13.0, 11.523076923076923)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:39.668008,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.68181818181818)","(8.0, 17.5, 13.1)","(7.0, 13.0, 11.523076923076923)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:08:40.752454,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 25.03333333333333)","(8.0, 17.5, 13.55)","(7.0, 13.0, 11.08)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 34.333333333333336)"
08-12-2022 15:08:41.860174,"(6.0, 10.5, 7.050000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 25.03333333333333)","(8.0, 17.0, 14.014285714285712)","(7.0, 13.0, 11.08)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 34.333333333333336)"
08-12-2022 15:08:42.934300,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 25.03333333333333)","(8.0, 16.5, 14.014285714285712)","(7.0, 13.0, 11.08)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 34.333333333333336)"
08-12-2022 15:08:43.958584,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 25.03333333333333)","(8.0, 16.5, 14.014285714285712)","(7.0, 13.0, 11.08)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 34.333333333333336)"
