,Aussie Annie,Magnetic Man,Superior Darcy,Shes Miss Orson,Maddie Odd Sock,Honey Double One,My Girl Whizbang,Smooth Cruiser
08-12-2022 15:03:25.912886,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.727272727272727)","(8.0, 16.5, 15.563157894736843)","(7.0, 13.0, 12.175)","(9.0, 17.5, 16.366666666666667)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:27.176916,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:28.373138,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:29.615130,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:30.794832,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:31.930490,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:33.033169,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:34.209556,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:35.427085,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:36.715692,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:37.978816,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:39.229236,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:40.428304,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:41.510985,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:42.676948,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:43.780758,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:44.993609,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:46.219524,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:47.408836,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 10.433333333333334)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:48.579500,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 16.5, 8.522222222222222)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:49.740043,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 8.522222222222222)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:50.949680,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 8.522222222222222)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:52.145932,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 8.522222222222222)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:53.344897,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 8.522222222222222)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:54.565886,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 8.522222222222222)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:55.820707,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 8.522222222222222)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:57.046959,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 8.522222222222222)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:58.268586,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 8.522222222222222)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:03:59.490808,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 8.522222222222222)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:04:00.690108,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 8.522222222222222)","(7.0, 13.0, 12.175)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:04:01.843722,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.5, 13.55)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:03.006563,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 13.55)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:04.159972,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 13.55)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:05.399467,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 13.55)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:06.634554,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 13.55)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:07.883544,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 13.55)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:09.059169,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 13.55)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:10.170215,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 13.55)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:11.570386,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 13.55)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:12.936469,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 13.55)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:14.332967,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 13.55)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:15.678164,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 13.55)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:17.037106,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 13.55)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:18.264529,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 13.55)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:19.400887,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 13.55)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:20.526001,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 13.55)","(7.0, 13.0, 9.50909090909091)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:21.720460,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:22.943629,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:24.200084,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:25.395792,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 31.545454545454547)"
08-12-2022 15:04:26.538972,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 65.0, 30.18181818181818)"
08-12-2022 15:04:27.688251,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:04:28.851295,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:04:30.093252,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:04:31.339504,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:04:32.612118,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:04:33.877005,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:04:35.140615,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:04:36.403511,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:04:37.616972,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:04:38.727893,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:04:39.847159,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:04:41.025627,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:04:42.253464,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 44.0)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 23.1)","(8.0, 17.0, 12.6)","(7.0, 13.0, 10.675)","(9.0, 17.5, 14.600000000000001)","(20.0, 60.0, 30.18181818181818)"
08-12-2022 15:04:43.727442,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.0, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 60.0, 41.13636363636364)"
08-12-2022 15:04:45.232027,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 1.887741935483871)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 60.0, 41.13636363636364)"
08-12-2022 15:04:46.632292,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.52, 1.887741935483871)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 60.0, 43.86363636363637)"
08-12-2022 15:04:48.077022,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.52, 1.887741935483871)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:04:49.468007,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.52, 1.887741935483871)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:04:50.749220,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.52, 1.887741935483871)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:04:51.968291,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.52, 1.887741935483871)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:04:53.252927,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.52, 1.887741935483871)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:04:54.495628,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.52, 1.887741935483871)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:04:55.774102,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.52, 1.887741935483871)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:04:56.987616,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.52, 1.887741935483871)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:04:58.165073,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.52, 1.887741935483871)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:04:59.339821,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.52, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:05:00.506566,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:05:01.736156,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:05:02.975522,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:05:04.262530,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:05:05.518207,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
08-12-2022 15:05:06.802328,"(6.0, 11.5, 7.300000000000001)","(26.0, 100.0, 51.875)","(1.7, 2.44, 2.2096969696969695)","(12.0, 26.0, 24.75)","(8.0, 17.5, 13.277777777777779)","(7.0, 13.0, 11.569230769230769)","(9.0, 17.5, 11.700000000000001)","(20.0, 65.0, 43.86363636363637)"
