,Bee Gees Best,Campbell Best,Living Free,Our Dolly,Schooby,Fly Cheval,Tulhurst Cuddles,Three Machs,My Ultimate Heston
14-12-2022 19:47:55.434311,"(11.0, 21.0, 17.0)","(31.0, 40.0, 37.75)","(4.6, 7.0, 6.5)","(6.5, 9.2, 8.0)","(6.0, 8.4, 7.2)","(10.0, 16.5, 14.666666666666666)","(3.6, 4.7, 4.15)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:47:56.683815,"(11.0, 21.0, 17.0)","(31.0, 40.0, 37.75)","(4.6, 7.0, 6.5)","(6.5, 9.2, 8.0)","(6.0, 8.4, 7.2)","(10.0, 16.5, 14.666666666666666)","(3.6, 4.7, 4.15)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:47:57.827738,"(11.0, 21.0, 17.0)","(31.0, 40.0, 37.75)","(4.6, 7.0, 6.5)","(6.5, 9.2, 8.0)","(6.0, 8.4, 7.2)","(10.0, 16.5, 14.666666666666666)","(3.6, 4.7, 4.15)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:47:59.190472,"(11.0, 21.0, 17.0)","(31.0, 40.0, 37.75)","(4.6, 7.0, 6.5)","(6.5, 9.2, 8.0)","(6.0, 8.4, 7.2)","(10.0, 16.5, 14.666666666666666)","(3.6, 4.7, 4.15)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:00.475718,"(11.0, 21.0, 17.0)","(31.0, 40.0, 37.75)","(4.6, 7.0, 6.5)","(6.5, 9.2, 8.0)","(6.0, 8.4, 7.2)","(10.0, 16.5, 14.666666666666666)","(3.6, 4.7, 4.15)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:01.744831,"(11.0, 21.0, 17.0)","(31.0, 40.0, 37.75)","(4.6, 7.0, 6.5)","(6.5, 9.2, 8.0)","(6.0, 8.4, 7.2)","(10.0, 16.5, 14.666666666666666)","(3.6, 4.7, 4.15)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:03.044026,"(11.0, 21.0, 17.0)","(31.0, 40.0, 37.75)","(4.6, 7.0, 5.346153846153847)","(6.5, 9.2, 8.0)","(6.0, 8.4, 7.2)","(10.0, 16.5, 14.666666666666666)","(3.6, 4.7, 4.433333333333334)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:04.374888,"(11.0, 21.0, 17.0)","(31.0, 40.0, 37.75)","(4.6, 5.9, 5.346153846153847)","(6.5, 9.2, 8.0)","(6.0, 8.4, 7.2)","(10.0, 16.5, 14.666666666666666)","(3.6, 4.7, 4.4)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:05.614951,"(11.0, 21.0, 17.0)","(31.0, 40.0, 37.75)","(4.6, 5.9, 5.346153846153847)","(6.5, 9.2, 8.0)","(6.0, 8.4, 6.533333333333333)","(10.0, 16.5, 13.0)","(3.6, 4.9, 4.4)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:06.711611,"(11.0, 21.0, 14.777777777777779)","(31.0, 40.0, 37.75)","(4.6, 5.9, 5.346153846153847)","(6.5, 9.2, 8.0)","(6.0, 8.4, 6.533333333333333)","(10.0, 16.5, 13.0)","(3.6, 4.9, 4.4)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:07.865143,"(11.0, 21.0, 14.777777777777779)","(31.0, 40.0, 37.75)","(4.6, 5.9, 5.346153846153847)","(6.5, 9.2, 8.0)","(6.0, 8.4, 6.533333333333333)","(10.0, 16.5, 13.0)","(3.6, 4.9, 4.4)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:08.996815,"(11.0, 21.0, 14.777777777777779)","(31.0, 40.0, 37.75)","(4.6, 5.9, 5.346153846153847)","(6.5, 9.2, 8.0)","(6.0, 8.4, 6.533333333333333)","(10.0, 16.5, 13.0)","(3.6, 4.9, 4.4)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:10.101215,"(11.0, 21.0, 14.777777777777779)","(31.0, 40.0, 37.75)","(4.6, 5.9, 5.346153846153847)","(6.5, 9.2, 8.0)","(6.0, 8.4, 6.533333333333333)","(10.0, 16.5, 13.0)","(3.6, 4.9, 4.4)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:11.477456,"(11.0, 21.0, 14.777777777777779)","(31.0, 40.0, 37.75)","(4.6, 5.9, 5.346153846153847)","(6.5, 9.2, 8.0)","(6.0, 8.4, 6.533333333333333)","(10.0, 16.5, 13.0)","(3.6, 4.9, 4.4)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:12.680155,"(11.0, 21.0, 14.777777777777779)","(31.0, 40.0, 37.75)","(4.6, 5.9, 5.346153846153847)","(6.5, 9.2, 8.0)","(6.0, 8.4, 6.533333333333333)","(10.0, 16.5, 14.666666666666666)","(3.6, 4.9, 4.4)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:14.228155,"(11.0, 20.0, 16.5)","(31.0, 40.0, 37.75)","(4.6, 5.9, 5.346153846153847)","(6.5, 9.2, 7.8)","(6.0, 8.2, 7.1)","(10.0, 16.0, 14.0)","(3.6, 4.9, 4.4)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:15.361646,"(11.0, 20.0, 16.5)","(31.0, 40.0, 37.75)","(4.6, 5.9, 5.346153846153847)","(6.5, 9.2, 7.8)","(6.0, 8.2, 7.1)","(10.0, 16.0, 14.0)","(3.6, 4.9, 4.4)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:16.529320,"(11.0, 19.5, 16.25)","(31.0, 40.0, 37.75)","(4.6, 5.9, 5.346153846153847)","(6.5, 9.2, 7.8)","(6.0, 8.0, 6.666666666666667)","(10.0, 15.5, 13.7)","(3.6, 4.9, 4.4)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:17.877897,"(11.0, 19.5, 16.25)","(31.0, 40.0, 37.75)","(4.6, 5.9, 5.346153846153847)","(6.5, 9.2, 7.8)","(6.0, 8.0, 6.666666666666667)","(10.0, 15.5, 13.7)","(3.6, 4.9, 4.4)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:19.165794,"(11.0, 19.5, 16.25)","(31.0, 40.0, 37.75)","(4.6, 5.9, 5.346153846153847)","(6.5, 9.2, 7.8)","(6.0, 8.0, 6.25)","(10.0, 15.5, 12.35)","(3.6, 4.9, 4.4)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:20.355410,"(11.0, 19.5, 14.444444444444445)","(31.0, 40.0, 37.75)","(4.6, 5.9, 5.346153846153847)","(6.5, 9.2, 7.8)","(6.0, 8.0, 6.25)","(10.0, 15.5, 12.35)","(3.6, 4.9, 4.4)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:21.569278,"(11.0, 19.5, 14.444444444444445)","(31.0, 40.0, 37.75)","(4.6, 5.9, 5.346153846153847)","(6.5, 9.2, 7.8)","(6.0, 8.0, 6.3)","(10.0, 15.5, 12.35)","(3.6, 4.9, 4.4)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:22.962321,"(11.0, 19.0, 14.714285714285714)","(31.0, 40.0, 37.75)","(4.6, 5.9, 5.346153846153847)","(6.5, 9.2, 7.8)","(6.0, 7.8, 6.3)","(10.0, 15.5, 12.35)","(3.6, 4.9, 4.554545454545455)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:24.232645,"(11.0, 19.0, 14.714285714285714)","(31.0, 40.0, 37.75)","(4.6, 5.9, 6.65)","(6.5, 9.2, 7.8)","(6.0, 7.8, 6.3)","(10.0, 15.5, 12.35)","(3.6, 4.9, 4.554545454545455)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:25.409071,"(11.0, 18.5, 15.75)","(31.0, 40.0, 37.75)","(4.6, 7.2, 6.65)","(6.5, 9.2, 7.8)","(6.0, 7.8, 6.3)","(10.0, 15.5, 12.35)","(3.6, 4.9, 4.554545454545455)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:26.644718,"(11.0, 18.5, 15.75)","(31.0, 40.0, 37.75)","(4.6, 7.2, 6.65)","(6.5, 9.2, 7.8)","(6.0, 7.8, 6.3)","(10.0, 15.5, 12.35)","(3.6, 4.9, 4.554545454545455)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:27.803879,"(11.0, 18.5, 15.75)","(31.0, 40.0, 37.75)","(4.6, 7.2, 6.65)","(6.5, 9.2, 7.8)","(6.0, 7.8, 6.3)","(10.0, 15.5, 12.35)","(3.6, 4.9, 4.32)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:29.024257,"(11.0, 18.5, 15.75)","(31.0, 40.0, 37.75)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.0, 7.8, 6.3)","(10.0, 15.5, 12.35)","(3.6, 4.8, 4.32)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:30.252630,"(11.0, 18.5, 15.75)","(31.0, 40.0, 37.75)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.0, 7.8, 6.3)","(10.0, 15.5, 12.35)","(3.6, 4.8, 4.5125)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:31.527762,"(11.0, 18.5, 15.75)","(31.0, 40.0, 37.75)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.0, 7.8, 6.3)","(10.0, 15.5, 12.35)","(3.6, 4.8, 4.5125)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:32.761903,"(11.0, 18.5, 15.75)","(31.0, 40.0, 37.75)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.0, 7.8, 6.3)","(10.0, 15.5, 12.35)","(3.6, 4.8, 4.5125)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:33.955573,"(11.0, 18.5, 15.75)","(31.0, 40.0, 37.75)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.0, 7.8, 6.3)","(10.0, 15.5, 12.35)","(3.6, 4.8, 4.5125)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:35.119779,"(11.0, 18.5, 15.75)","(31.0, 40.0, 37.75)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.0, 7.8, 6.3)","(10.0, 15.5, 12.35)","(3.6, 4.8, 4.5125)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:36.249333,"(11.0, 18.5, 15.75)","(31.0, 40.0, 37.75)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.0, 7.8, 6.3)","(10.0, 15.5, 12.35)","(3.6, 4.8, 4.5125)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:37.413343,"(11.0, 18.5, 15.75)","(31.0, 40.0, 37.75)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.0, 7.8, 6.3)","(10.0, 15.5, 12.35)","(3.6, 4.8, 4.5125)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:48:38.872734,"(11.0, 18.5, 15.75)","(31.0, 40.0, 37.75)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.0, 7.8, 6.3)","(10.0, 15.5, 12.35)","(3.6, 4.8, 4.5125)","(7.0, 10.5, 9.4875)","(8.0, 12.5, 11.18)"
14-12-2022 19:50:00.800870,"(11.0, 18.5, 15.75)","(31.0, 40.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.8, 6.6)","(10.0, 15.5, 12.35)","(3.6, 4.8, 3.941666666666667)","(7.0, 10.5, 9.061538461538461)","(8.5, 12.5, 11.466666666666667)"
14-12-2022 19:50:02.270947,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:03.646180,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:04.991887,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:06.292875,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:07.578089,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:08.966162,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:10.275744,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:11.682850,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:12.906478,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:14.350375,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:15.722755,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:17.133793,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:18.487510,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:19.749487,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:21.079832,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:22.415075,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:23.705473,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:24.941690,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:26.192572,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:27.538999,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:28.883720,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:30.179250,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:31.362517,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:32.630605,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:33.893845,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:35.185914,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:36.392332,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:37.655206,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:39.036130,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:40.489371,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:41.820467,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:43.060143,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:44.277430,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.65)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:45.554617,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.699999999999999)","(10.0, 15.5, 12.35)","(3.6, 4.9, 4.185714285714286)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:46.917643,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.699999999999999)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.9833333333333334)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:48.212502,"(11.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.5, 9.2, 7.8)","(6.5, 7.6, 6.699999999999999)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.8545454545454545)","(7.0, 9.4, 9.061538461538461)","(8.5, 12.5, 11.675)"
14-12-2022 19:50:49.552734,"(12.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.0, 9.2, 7.8)","(6.5, 7.6, 6.699999999999999)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.8545454545454545)","(7.0, 9.4, 9.061538461538461)","(7.5, 12.5, 11.675)"
14-12-2022 19:50:50.912391,"(12.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.0, 9.2, 7.8)","(6.5, 7.6, 6.699999999999999)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.8545454545454545)","(7.0, 9.4, 9.061538461538461)","(7.5, 12.5, 11.675)"
14-12-2022 19:50:52.367829,"(12.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.0, 9.2, 7.8)","(6.5, 7.6, 6.699999999999999)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.8545454545454545)","(7.0, 9.4, 9.061538461538461)","(7.5, 12.5, 11.675)"
14-12-2022 19:50:53.733793,"(12.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.0, 9.2, 7.8)","(6.5, 7.6, 6.699999999999999)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.8545454545454545)","(7.0, 9.4, 9.061538461538461)","(7.5, 12.5, 11.675)"
14-12-2022 19:50:55.169897,"(12.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.0, 9.2, 7.8)","(6.5, 7.6, 6.699999999999999)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.8545454545454545)","(7.0, 9.4, 9.061538461538461)","(7.5, 12.5, 11.675)"
14-12-2022 19:50:56.490377,"(12.0, 18.5, 16.833333333333332)","(31.0, 42.0, 36.666666666666664)","(4.6, 7.2, 6.65)","(5.0, 9.2, 7.8)","(6.5, 7.6, 6.699999999999999)","(10.0, 15.5, 12.35)","(3.6, 4.9, 3.8545454545454545)","(7.0, 9.4, 9.061538461538461)","(7.5, 12.5, 11.675)"
