,Responder,Krystal Bale,Edi Bale,Deep Purple,Pest Management,Kippy Bale,Daimler Bale,Lets Embrace
12-01-2023 18:20:52.367580,"(1.6, 1.8, 1.67)","(17.0, 48.0, 21.333333333333332)","(17.0, 44.0, 19.833333333333332)","(41.0, 330.0, 77.55555555555556)","(4.8, 9.8, 9.262500000000001)","(5.0, 11.0, 6.818181818181818)","(9.0, 25.0, 12.5)","(20.0, 55.0, 29.285714285714285)"
12-01-2023 18:20:53.449560,"(1.6, 1.8, 1.67)","(17.0, 48.0, 21.333333333333332)","(17.0, 44.0, 19.833333333333332)","(41.0, 330.0, 77.55555555555556)","(4.8, 9.8, 9.262500000000001)","(5.0, 11.0, 6.818181818181818)","(9.0, 25.0, 12.5)","(20.0, 55.0, 29.285714285714285)"
12-01-2023 18:20:54.392027,"(1.6, 1.8, 1.67)","(17.0, 48.0, 21.333333333333332)","(17.0, 44.0, 19.833333333333332)","(41.0, 330.0, 77.55555555555556)","(4.8, 9.8, 9.262500000000001)","(5.0, 11.0, 6.818181818181818)","(9.0, 25.0, 12.5)","(20.0, 55.0, 29.285714285714285)"
12-01-2023 18:20:55.393083,"(1.6, 1.8, 1.67)","(17.0, 48.0, 21.333333333333332)","(17.0, 44.0, 19.833333333333332)","(41.0, 330.0, 77.55555555555556)","(4.8, 9.8, 9.262500000000001)","(5.0, 11.0, 6.818181818181818)","(9.0, 25.0, 12.5)","(20.0, 55.0, 29.285714285714285)"
12-01-2023 18:20:56.391729,"(1.6, 1.8, 1.67)","(17.0, 48.0, 21.333333333333332)","(17.0, 44.0, 19.833333333333332)","(41.0, 330.0, 77.55555555555556)","(4.8, 9.8, 9.262500000000001)","(5.0, 11.0, 6.818181818181818)","(9.0, 25.0, 12.5)","(20.0, 55.0, 29.285714285714285)"
12-01-2023 18:20:57.438231,"(1.6, 1.8, 1.67)","(17.0, 48.0, 21.333333333333332)","(17.0, 44.0, 19.833333333333332)","(41.0, 330.0, 77.55555555555556)","(4.8, 9.8, 9.262500000000001)","(5.0, 11.0, 6.818181818181818)","(9.0, 25.0, 12.5)","(20.0, 55.0, 29.285714285714285)"
12-01-2023 18:20:58.477990,"(1.6, 1.8, 1.67)","(17.0, 48.0, 21.333333333333332)","(17.0, 44.0, 19.833333333333332)","(41.0, 330.0, 77.55555555555556)","(4.8, 9.8, 9.262500000000001)","(5.0, 11.0, 6.818181818181818)","(9.0, 25.0, 12.5)","(20.0, 55.0, 29.285714285714285)"
12-01-2023 18:20:59.518470,"(1.6, 1.8, 1.67)","(17.0, 48.0, 21.333333333333332)","(17.0, 44.0, 19.833333333333332)","(41.0, 330.0, 77.55555555555556)","(4.8, 9.8, 9.262500000000001)","(5.0, 11.0, 6.818181818181818)","(9.0, 25.0, 12.5)","(20.0, 55.0, 29.285714285714285)"
12-01-2023 18:21:00.566250,"(1.6, 1.8, 1.67)","(17.0, 48.0, 21.333333333333332)","(17.0, 44.0, 19.833333333333332)","(41.0, 330.0, 77.55555555555556)","(4.8, 9.8, 9.262500000000001)","(5.0, 11.0, 6.818181818181818)","(9.0, 25.0, 12.5)","(20.0, 55.0, 29.285714285714285)"
12-01-2023 18:21:01.580699,"(1.6, 1.8, 1.629655172413793)","(17.0, 48.0, 21.333333333333332)","(17.0, 44.0, 19.833333333333332)","(41.0, 330.0, 117.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 11.0, 8.45)","(9.0, 25.0, 14.666666666666668)","(20.0, 55.0, 39.66666666666667)"
12-01-2023 18:21:02.593898,"(1.6, 1.8, 1.67)","(17.0, 46.0, 42.66666666666667)","(17.0, 42.0, 28.5)","(41.0, 320.0, 183.0)","(4.8, 9.8, 9.087499999999999)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:03.723610,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 31.25)","(17.0, 42.0, 38.214285714285715)","(41.0, 320.0, 195.45454545454547)","(4.8, 9.6, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:05.006939,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 31.25)","(17.0, 42.0, 29.0)","(41.0, 320.0, 205.83333333333331)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:06.144080,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 31.25)","(17.0, 42.0, 29.0)","(41.0, 320.0, 205.83333333333331)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:07.223960,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 31.25)","(17.0, 42.0, 29.0)","(41.0, 320.0, 195.45454545454547)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:08.549903,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 31.25)","(17.0, 42.0, 29.0)","(41.0, 320.0, 95.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:09.721329,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 31.25)","(17.0, 42.0, 29.0)","(41.0, 320.0, 95.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:10.772110,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 31.25)","(17.0, 42.0, 29.0)","(41.0, 320.0, 95.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:11.793072,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 31.25)","(17.0, 42.0, 29.0)","(41.0, 320.0, 95.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:12.851431,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 43.272727272727266)","(17.0, 42.0, 29.0)","(41.0, 320.0, 95.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:13.907559,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 43.5)","(17.0, 42.0, 29.0)","(41.0, 320.0, 95.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:14.972874,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 38.75)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 95.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:16.075334,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 95.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:17.263266,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 95.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:18.346020,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 95.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:19.521280,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 95.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:20.696113,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 95.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:21.746565,"(1.6, 1.8, 1.632857142857143)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 88.57142857142857)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:22.816636,"(1.6, 1.8, 1.7407894736842104)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 88.57142857142857)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:23.933379,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 88.57142857142857)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:25.046858,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 95.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:26.200161,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 88.57142857142857)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:27.338091,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 88.57142857142857)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:28.510433,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 88.57142857142857)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:29.599086,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 88.57142857142857)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:30.732718,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 88.57142857142857)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:32.097471,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 95.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:33.421463,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 88.57142857142857)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:34.764054,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 95.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:36.046376,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 88.57142857142857)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:37.208582,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 88.57142857142857)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:38.398576,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 88.57142857142857)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:39.588647,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 88.57142857142857)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:40.845886,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 40.2)","(17.0, 42.0, 39.400000000000006)","(41.0, 320.0, 88.57142857142857)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 14.666666666666668)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:42.039104,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 40.2)","(17.0, 42.0, 38.35714285714286)","(41.0, 320.0, 242.3076923076923)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 19.942857142857143)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:43.206671,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 38.35714285714286)","(41.0, 300.0, 100.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:44.355408,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 104.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:45.476037,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 104.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:46.652550,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 104.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:47.914426,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 104.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:49.117223,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 104.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 9.64)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:50.339642,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 104.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:51.534897,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 104.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:52.566005,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 104.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:53.742667,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 104.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:54.930008,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 104.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:56.166609,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 104.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:57.433224,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 108.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:58.623031,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 108.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:21:59.707889,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 108.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:22:00.810379,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 108.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:22:01.956719,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 108.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:22:03.190024,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 108.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:22:04.415216,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 108.0)","(4.8, 9.8, 9.262500000000001)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 39.66666666666667)"
12-01-2023 18:22:05.575277,"(1.6, 1.8, 1.5915789473684212)","(17.0, 46.0, 42.77777777777778)","(17.0, 42.0, 29.5)","(41.0, 300.0, 257.8571428571429)","(4.8, 9.8, 9.213636363636365)","(5.0, 10.5, 8.45)","(9.0, 24.0, 15.0)","(20.0, 50.0, 47.227272727272734)"
12-01-2023 18:22:06.729898,"(1.6, 1.8, 1.5915789473684212)","(17.0, 42.0, 38.5)","(17.0, 42.0, 34.0)","(41.0, 290.0, 233.75)","(4.8, 9.8, 9.213636363636365)","(5.0, 10.5, 7.2)","(9.0, 24.0, 19.666666666666664)","(20.0, 50.0, 46.1875)"
12-01-2023 18:22:07.839704,"(1.6, 1.8, 1.5915789473684212)","(17.0, 42.0, 38.5)","(17.0, 42.0, 34.0)","(41.0, 290.0, 246.0)","(4.8, 9.8, 9.68974358974359)","(5.0, 8.0, 7.2)","(9.0, 24.0, 21.636363636363637)","(20.0, 50.0, 46.1875)"
12-01-2023 18:22:09.088970,"(1.6, 1.8, 1.5915789473684212)","(17.0, 42.0, 30.0)","(17.0, 42.0, 38.0)","(41.0, 290.0, 253.33333333333331)","(4.8, 9.8, 9.68974358974359)","(5.0, 8.0, 7.2)","(9.0, 24.0, 21.636363636363637)","(20.0, 50.0, 35.0)"
12-01-2023 18:22:10.268706,"(1.6, 1.8, 1.5915789473684212)","(17.0, 42.0, 30.0)","(17.0, 42.0, 38.0)","(41.0, 290.0, 265.55555555555554)","(4.8, 9.8, 9.494871794871795)","(5.0, 8.0, 7.2)","(9.0, 24.0, 19.833333333333336)","(20.0, 50.0, 44.0)"
12-01-2023 18:22:11.485111,"(1.6, 1.8, 1.6)","(17.0, 42.0, 21.0)","(17.0, 42.0, 37.3)","(41.0, 290.0, 265.55555555555554)","(4.8, 9.6, 9.494871794871795)","(5.0, 8.0, 7.4)","(9.0, 24.0, 21.125)","(20.0, 50.0, 45.0)"
12-01-2023 18:22:12.683085,"(1.6, 1.8, 1.6)","(17.0, 42.0, 21.0)","(17.0, 42.0, 39.388888888888886)","(41.0, 290.0, 265.55555555555554)","(4.8, 9.6, 9.494871794871795)","(5.0, 9.4, 7.9)","(9.0, 24.0, 21.7)","(20.0, 50.0, 45.0)"
12-01-2023 18:22:13.863398,"(1.6, 1.82, 1.815)","(17.0, 40.0, 22.4)","(17.0, 42.0, 39.388888888888886)","(41.0, 290.0, 265.55555555555554)","(4.8, 9.6, 9.494871794871795)","(5.0, 9.4, 7.9)","(9.0, 24.0, 21.7)","(20.0, 50.0, 45.0)"
12-01-2023 18:22:14.971666,"(1.6, 2.1, 2.066666666666667)","(17.0, 38.0, 33.0)","(17.0, 42.0, 39.388888888888886)","(41.0, 290.0, 265.55555555555554)","(4.8, 9.6, 9.494871794871795)","(5.0, 9.4, 7.9)","(9.0, 24.0, 21.375)","(20.0, 50.0, 45.85714285714286)"
12-01-2023 18:22:16.112634,"(1.6, 2.08, 2.048888888888889)","(17.0, 38.0, 35.5)","(17.0, 42.0, 37.5)","(41.0, 290.0, 265.55555555555554)","(4.8, 9.6, 9.494871794871795)","(5.0, 9.4, 7.9)","(9.0, 24.0, 20.0)","(20.0, 50.0, 46.375)"
12-01-2023 18:22:17.308179,"(1.6, 2.08, 2.048888888888889)","(17.0, 38.0, 36.0)","(17.0, 42.0, 39.75)","(41.0, 290.0, 262.5)","(4.8, 9.6, 9.494871794871795)","(5.0, 9.4, 7.9)","(9.0, 24.0, 21.5)","(20.0, 50.0, 46.375)"
12-01-2023 18:22:18.539640,"(1.6, 2.08, 2.048888888888889)","(17.0, 38.0, 36.0)","(17.0, 42.0, 41.02173913043478)","(41.0, 290.0, 262.5)","(4.8, 9.6, 9.494871794871795)","(5.0, 9.4, 7.9)","(9.0, 24.0, 23.25925925925926)","(20.0, 50.0, 48.61904761904762)"
12-01-2023 18:22:19.815418,"(1.6, 1.99, 1.9266666666666667)","(17.0, 34.0, 33.0)","(17.0, 42.0, 31.0)","(41.0, 290.0, 262.5)","(4.8, 9.6, 9.494871794871795)","(5.0, 9.4, 7.9)","(9.0, 24.0, 22.1)","(20.0, 50.0, 36.0)"
12-01-2023 18:22:21.055533,"(1.6, 1.98, 1.8257142857142858)","(17.0, 34.0, 33.0)","(17.0, 42.0, 24.285714285714285)","(41.0, 290.0, 262.5)","(4.8, 9.6, 9.494871794871795)","(5.0, 9.4, 7.9)","(9.0, 24.0, 28.0)","(20.0, 50.0, 41.0)"
12-01-2023 18:22:22.198942,"(1.6, 1.96, 1.8237037037037038)","(17.0, 34.0, 28.0)","(17.0, 50.0, 35.0)","(41.0, 290.0, 262.5)","(4.8, 9.6, 7.6)","(5.0, 9.4, 7.9)","(9.0, 30.0, 26.5)","(20.0, 50.0, 45.5)"
12-01-2023 18:22:23.323734,"(1.6, 1.95, 1.8333333333333333)","(17.0, 34.0, 28.0)","(17.0, 48.0, 23.5)","(41.0, 290.0, 263.125)","(4.8, 9.6, 7.6)","(5.0, 9.4, 7.9)","(9.0, 30.0, 27.307692307692307)","(20.0, 50.0, 48.41176470588235)"
12-01-2023 18:22:24.442712,"(1.6, 1.95, 1.831578947368421)","(17.0, 34.0, 28.0)","(17.0, 48.0, 34.0)","(41.0, 290.0, 263.125)","(4.8, 9.6, 7.6)","(5.0, 9.4, 7.9)","(9.0, 30.0, 27.407407407407405)","(20.0, 50.0, 37.0)"
12-01-2023 18:22:25.578735,"(1.6, 1.95, 1.831578947368421)","(17.0, 34.0, 28.0)","(17.0, 44.0, 32.0)","(41.0, 290.0, 263.125)","(4.8, 9.6, 7.6)","(5.0, 9.4, 7.9)","(9.0, 30.0, 27.407407407407405)","(20.0, 50.0, 37.0)"
12-01-2023 18:22:26.740893,"(1.6, 1.94, 1.84)","(17.0, 34.0, 28.0)","(17.0, 44.0, 24.8)","(41.0, 290.0, 255.0)","(4.8, 9.6, 7.6)","(5.0, 9.4, 7.9)","(9.0, 30.0, 27.407407407407405)","(20.0, 50.0, 37.0)"
12-01-2023 18:22:27.910179,"(1.6, 1.94, 1.8373333333333333)","(17.0, 34.0, 28.0)","(17.0, 44.0, 32.0)","(41.0, 290.0, 260.0)","(4.8, 9.6, 7.6)","(5.0, 9.4, 7.9)","(9.0, 30.0, 27.407407407407405)","(20.0, 50.0, 37.0)"
